drone_count,scene_key,target_class,combination_count,oracle_expected_target_threshold_strict_quality_iou50,oracle_expected_target_threshold_ap50_95,fusion_noisy_or_max_iou_quality,fusion_support_weighted_or_quality,gap_noisy_or_vs_oracle,gap_support_weighted_vs_oracle
2,S0-SM_tank17,tank,36,0.9201159490344035,0.969907407483293,0.9645568866243318,0.908407238576219,0.04444093758992829,-0.011708710458184557
2,S0-SM_tank18,tank,28,0.8998812523923547,0.9626488095681582,0.9491749124205598,0.8937469746477433,0.04929366002820512,-0.006134277744611394
2,S0-SM_tank19,tank,120,0.8888400245112955,0.9071180558742749,0.9309577179313453,0.8251311668962705,0.042117693420049784,-0.06370885761502498
2,S0-SM_tank2,tank,21,0.8801728568884881,0.9238095238450028,0.9275595937393641,0.8355051778469009,0.04738673685087602,-0.044667679041587194
2,S0-SM_tank20,tank,15,0.9174191539795739,0.9725,0.9655501460357798,0.9399338335572464,0.04813099205620597,0.022514679577672503
2,S0-SM_tank3,tank,28,0.9154371334760876,0.8304676882645471,0.9550095754170974,0.8907219699976541,0.03957244194100984,-0.0247151634784335
2,S0-SM_tank4,tank,21,0.9444289058998915,0.9752678576253709,0.9779439004201393,0.9236887473299357,0.033514994520247865,-0.020740158569955813
2,S0-SM_tank5,tank,55,0.9122802049824335,0.9150517688375531,0.9603172884835043,0.9499131695878587,0.04803708350107083,0.0376329646054252
2,S0-SM_tank6,tank,15,0.9386997185733056,0.9159556892803973,0.9687987529535703,0.9545252955006942,0.030099034380264733,0.015825576927388618
2,S0-SM_tank7,tank,153,0.9019810843210366,0.9613943355561341,0.9479062074616857,0.8876568382842471,0.045925123140649116,-0.0143242460367895
2,S0-SM_tank8,tank,36,0.888255571632596,0.8373333339475924,0.9442465766710124,0.873345674373764,0.055991005038416364,-0.014909897258832072
2,S0-SM_tank9,tank,36,0.9171447459636687,0.965277778233091,0.9600207583229887,0.9271784481046473,0.04287601235932004,0.010033702140978651
2,S0-SM_tent_1,tent,120,0.9611228037299497,1.0,0.9864751800789884,0.9820103463379801,0.02535237634903864,0.020887542608030385
2,S0-SM_tent_10,tent,120,0.9671045712238546,0.9881779975351381,0.9896889573473191,0.9870747314059916,0.022584386123464473,0.01997016018213693
2,S0-SM_tent_11,tent,45,0.9649203452415734,0.9955305556297303,0.9867573849216591,0.9828027592270775,0.021837039680085657,0.017882413985504053
2,S0-SM_tent_12,tent,45,0.9674426326934992,0.9838962970702737,0.9894536052165007,0.9871814690298519,0.02201097252300155,0.01973883633635276
2,S0-SM_tent_13,tent,36,0.9719674468770536,0.9899861116177505,0.9899040471255552,0.9868839238116363,0.017936600248501633,0.014916476934582645
2,S0-SM_tent_14,tent,36,0.9707748806446601,0.9969027778241369,0.9890883058420165,0.9863629726544241,0.018313425197356348,0.015588092009763965
2,S0-SM_tent_15,tent,105,0.9658890621953211,0.9932671538884505,0.9863907382478431,0.9777719833817943,0.020501676052521955,0.011882921186473161
