drone_count,scene_count,oracle_best_available_quality,fusion_noisy_or_max_iou_quality,fusion_support_weighted_or_quality,gap_noisy_or_vs_oracle,gap_support_weighted_vs_oracle
2,205,0.9088125281833844,0.9515291663221189,0.9212350033183658,0.0427166381387345,0.012422475134981403
3,205,0.9188632969203384,0.9660583166947069,0.9269219798162599,0.04719501977436846,0.008058682895921487
