target_class,viewpoint_pair,viewpoint_1,viewpoint_2,scene_count,mean_viewpoint_1_target_ap50_95,mean_viewpoint_2_target_ap50_95,expected_pair_or_target_ap50_95,best_single_target_ap50_95_on_matched_scenes,pair_complementarity_gain_target_ap50_95,mean_viewpoint_1_target_strict_quality_iou50,mean_viewpoint_2_target_strict_quality_iou50,expected_pair_or_target_strict_quality_iou50,best_single_target_strict_quality_iou50_on_matched_scenes,pair_complementarity_gain_target_strict_quality_iou50,mean_viewpoint_1_target_match_confidence_iou50,mean_viewpoint_2_target_match_confidence_iou50,expected_pair_or_target_match_confidence_iou50,best_single_target_match_confidence_iou50_on_matched_scenes,pair_complementarity_gain_target_match_confidence_iou50,viewpoint_1_scene_win_rate,viewpoint_2_scene_win_rate,tie_rate
suv,ellow-radmid-az270 + elmid-radmid-az225,ellow-radmid-az270,elmid-radmid-az225,3,0.6666666666666666,0.6541666666666667,0.9874999999999999,0.6666666666666666,0.3208333333333333,0.6371466903761901,0.617925467347817,0.9385026618487657,0.6371466903761901,0.30135597147257565,0.6468438108762106,0.6353054841359457,0.9595340689023336,0.6468438108762106,0.31269025802612305,0.3333333333333333,0.6666666666666666,0.0
suv,ellow-radmid-az270 + elmid-radnear-az225,ellow-radmid-az270,elmid-radnear-az225,4,0.6786791373910571,0.634327259620962,0.9074337160705843,0.6786791373910571,0.2287545786795272,0.7122528268320991,0.6986138037419805,0.9408835705999161,0.7122528268320991,0.228630743767817,0.7278604358434677,0.7240668535232544,0.9673534035682678,0.7278604358434677,0.2394929677248001,0.5,0.5,0.0
male,ellow-radmid-az000 + ellow-radmid-az225,ellow-radmid-az000,ellow-radmid-az225,5,0.5875941590571591,0.6313044671388474,0.7950137289336082,0.6313044671388474,0.16370926179476086,0.6979432715166354,0.7127944951941799,0.8866343164026184,0.7127944951941799,0.17383982120843844,0.7472849607467651,0.7537705898284912,0.9388347268104553,0.7537705898284912,0.1850641369819641,0.4,0.6,0.0
barrel,ellow-radmid-az180 + ellow-radnear-az000,ellow-radmid-az180,ellow-radnear-az000,6,0.5283002466997458,0.7594677889336641,0.9466145840783914,0.7594677889336641,0.18714679514472732,0.7849256839774194,0.7827868410758848,0.939712902456467,0.7849256839774194,0.15478721847904764,0.805310865243276,0.801074375708898,0.9612693190574646,0.805310865243276,0.1559584538141886,0.16666666666666666,0.8333333333333334,0.0
barrel,ellow-radfar-az225 + ellow-radfar-az315,ellow-radfar-az225,ellow-radfar-az315,6,0.594173885170709,0.5845486111938953,0.762452654574405,0.594173885170709,0.16827876940369602,0.6253725380942837,0.45881291585601963,0.7700490703887084,0.6253725380942837,0.14467653229442468,0.7187893092632294,0.5551882609724998,0.8533902764320374,0.7187893092632294,0.13460096716880798,0.5,0.5,0.0
rock,ellow-radfar-az180 + ellow-radmid-az045,ellow-radfar-az180,ellow-radmid-az045,6,0.6802910055189083,0.6759803930480106,0.8541666667287547,0.6802910055189083,0.17387566120984643,0.7691131442143142,0.7704515608885126,0.9109004019505568,0.7704515608885126,0.14044884106204414,0.7940348188082377,0.8063583672046661,0.9590540130933126,0.8063583672046661,0.15269564588864648,0.3333333333333333,0.6666666666666666,0.0
barrel,elhigh-radfar-az000 + ellow-radnear-az270,elhigh-radfar-az000,ellow-radnear-az270,7,0.7856859421534063,0.638666669926473,0.9113095247035935,0.7856859421534063,0.12562358255018724,0.7644223738323909,0.7860332046217552,0.9185792938596161,0.7860332046217552,0.13254608923786093,0.8079258395092828,0.8065880366734096,0.9418228268623352,0.8079258395092828,0.13389698735305244,0.14285714285714285,0.8571428571428571,0.0
barrel,ellow-radfar-az000 + ellow-radmid-az225,ellow-radfar-az000,ellow-radmid-az225,8,0.6175585482665715,0.6641518062567919,0.8050887130113785,0.6641518062567919,0.1409369067545866,0.7651307678100587,0.6992242117113427,0.8860104326506266,0.7651307678100587,0.12087966484056789,0.8043757081031799,0.761932872235775,0.9319468811154366,0.8043757081031799,0.12757117301225662,0.5,0.5,0.0
barrel,elhigh-radmid-az135 + ellow-radnear-az000,elhigh-radmid-az135,ellow-radnear-az000,5,0.8,0.760555555837022,0.9405555558370219,0.8,0.14055555583702184,0.7625239012685867,0.7096151664065026,0.8817108915930966,0.7625239012685867,0.11918699032450986,0.8741383671760559,0.7376667499542237,0.9251150131225586,0.8741383671760559,0.05097664594650275,0.2,0.8,0.0
barrel,ellow-radfar-az135 + ellow-radmid-az090,ellow-radfar-az135,ellow-radmid-az090,5,0.6600500001013279,0.5466339889878492,0.7543555567827489,0.6600500001013279,0.09430555668142104,0.7127798908262193,0.6785943668686109,0.8301622314487197,0.7127798908262193,0.11738234062250041,0.8643378138542175,0.7262314677238464,0.8938246726989746,0.8643378138542175,0.029486858844757102,0.2,0.8,0.0
barrel,ellow-radfar-az000 + ellow-radmid-az090,ellow-radfar-az000,ellow-radmid-az090,7,0.6298015886415091,0.7792314141352623,0.9016269854994283,0.7792314141352623,0.12239557136416601,0.6100264305270733,0.7811262905729721,0.8856953427842156,0.7811262905729721,0.10456905221124346,0.6503363081387111,0.8076321142060416,0.9337465677942548,0.8076321142060416,0.12611445358821316,0.2857142857142857,0.7142857142857143,0.0
rock,ellow-radfar-az315 + elmid-radnear-az180,ellow-radfar-az315,elmid-radnear-az180,5,0.8827380957667316,0.96,0.975238095692226,0.96,0.015238095692226006,0.7572174514760667,0.8472913936136542,0.9511924206964146,0.8472913936136542,0.10390102708276039,0.779714098572731,0.8698442459106446,0.9700302362442017,0.8698442459106446,0.10018599033355713,0.2,0.8,0.0
barrel,elhigh-radmid-az090 + ellow-radnear-az000,elhigh-radmid-az090,ellow-radnear-az000,3,0.8194444445272286,0.652777777860562,0.9722222223877907,0.8194444445272286,0.15277777786056201,0.8197011069107241,0.6102995223026338,0.9227042720121984,0.8197011069107241,0.10300316510147434,0.913504441579183,0.6265426476796468,0.9441165526707967,0.913504441579183,0.03061211109161377,0.3333333333333333,0.6666666666666666,0.0
barrel,elhigh-radmid-az090 + ellow-radfar-az315,elhigh-radmid-az090,ellow-radfar-az315,5,0.6647222238199578,0.578125,0.7664583335071802,0.6647222238199578,0.10173610968722235,0.6718035919154574,0.4508306292422487,0.7590677389889088,0.6718035919154574,0.08726414707345143,0.8452246904373169,0.5029536992311477,0.855726706981659,0.8452246904373169,0.01050201654434213,0.4,0.6,0.0
barrel,ellow-radfar-az135 + ellow-radnear-az000,ellow-radfar-az135,ellow-radnear-az000,6,0.7673121447916383,0.635972418797849,0.9079950145273297,0.7673121447916383,0.14068286973569133,0.7951691174862532,0.69892269317361,0.8791229603961993,0.7951691174862532,0.08395384290994612,0.8842240969340006,0.7758696178595225,0.9305419226487478,0.8842240969340006,0.046317825714747185,0.3333333333333333,0.6666666666666666,0.0
barrel,ellow-radmid-az180 + elmid-radfar-az090,ellow-radmid-az180,elmid-radfar-az090,3,0.4722222251196702,0.7333333333333334,0.9,0.7333333333333334,0.16666666666666663,0.6151164494154445,0.7625781742823428,0.844869665247888,0.7625781742823428,0.08229149096554522,0.6358120640118917,0.8986872434616089,0.9104919036229452,0.8986872434616089,0.0118046601613363,0.6666666666666666,0.3333333333333333,0.0
male,elhigh-radfar-az045 + ellow-radfar-az225,elhigh-radfar-az045,ellow-radfar-az225,4,0.6387152844253514,0.5961458356926839,0.683645837455988,0.6387152844253514,0.04493055303063653,0.6890077892115425,0.6035504194261856,0.7649622029535994,0.6890077892115425,0.07595441374205691,0.8276834189891815,0.6809033453464508,0.872895359992981,0.8276834189891815,0.04521194100379944,0.5,0.5,0.0
barrel,elhigh-radmid-az090 + ellow-radmid-az000,elhigh-radmid-az090,ellow-radmid-az000,8,0.7657407425275004,0.7155381947807554,0.8525462973276499,0.7657407425275004,0.08680555480014951,0.7523416562551604,0.7384901685668535,0.8232599156911209,0.7523416562551604,0.07091825943596053,0.8763746693730354,0.7970373407006264,0.9020357877016068,0.8763746693730354,0.02566111832857132,0.375,0.625,0.0
male,elhigh-radfar-az000 + ellow-radfar-az135,elhigh-radfar-az000,ellow-radfar-az135,8,0.8404829559001056,0.6594588431480313,0.9114304315997288,0.8404829559001056,0.07094747569962323,0.8109826827467878,0.7119940708740025,0.8814904019390672,0.8109826827467878,0.0705077191922795,0.8505521882325411,0.7893356010317802,0.9296191707253456,0.8505521882325411,0.07906698249280453,0.75,0.25,0.0
container,elhigh-radfar-az000 + ellow-radmid-az180,elhigh-radfar-az000,ellow-radmid-az180,4,0.7278409118002112,0.8097970093375183,0.9153409118002112,0.8097970093375183,0.10554390246269285,0.7257605922226873,0.8367459351536795,0.9064689663693635,0.8367459351536795,0.06972303121568402,0.7610371597111225,0.8887779414653778,0.9418223798274994,0.8887779414653778,0.05304443836212158,0.25,0.75,0.0
barrel,elmid-radmid-az315 + elmid-radnear-az090,elmid-radmid-az315,elmid-radnear-az090,3,0.8706552710840506,0.7409755905036987,0.9225071204799703,0.8706552710840506,0.05185184939591969,0.7843537333424813,0.8125301681917385,0.8812499012104311,0.8125301681917385,0.06871973301869261,0.9246320724487305,0.9128203392028809,0.9261272748311361,0.9246320724487305,0.001495202382405636,0.3333333333333333,0.6666666666666666,0.0
barrel,elhigh-radfar-az090 + ellow-radnear-az000,elhigh-radfar-az090,ellow-radnear-az000,8,0.8501302099352082,0.6613055412291189,0.9549635420652727,0.8501302099352082,0.10483333213006452,0.8528347330719708,0.7381156036822198,0.9210898444884674,0.8528347330719708,0.06825511141649665,0.9282764494419098,0.8297007158398628,0.9547687619924545,0.9282764494419098,0.02649231255054474,0.375,0.625,0.0
barrel,ellow-radfar-az045 + elmid-radfar-az090,ellow-radfar-az045,elmid-radfar-az090,4,0.6622767883508156,0.75234375,0.80234375,0.75234375,0.050000000000000044,0.7854444508450031,0.7850816460354002,0.8531772135369442,0.7854444508450031,0.06773276269194106,0.9041172713041306,0.9007750451564789,0.9099598526954651,0.9041172713041306,0.005842581391334534,0.5,0.5,0.0
barrel,ellow-radnear-az000 + elmid-radfar-az090,ellow-radnear-az000,elmid-radfar-az090,9,0.6516647919652968,0.7440458685004463,0.8468236461540477,0.7440458685004463,0.10277777765360141,0.7520006913383186,0.7859810591992056,0.8536645273096235,0.7859810591992056,0.06768346811041792,0.8267785509427389,0.8916490077972412,0.9166390895843506,0.8916490077972412,0.024990081787109375,0.6666666666666666,0.3333333333333333,0.0
barrel,ellow-radmid-az225 + elmid-radfar-az135,ellow-radmid-az225,elmid-radfar-az135,8,0.7267040364711124,0.6785353813173508,0.7911655896894892,0.7267040364711124,0.06446155321837688,0.7902209193349434,0.781904988666537,0.8563145131086851,0.7902209193349434,0.06609359377374169,0.8815290853381157,0.9056404605507851,0.9301734268665314,0.9056404605507851,0.024532966315746307,0.75,0.25,0.0
male,elhigh-radnear-az270 + elmid-radfar-az315,elhigh-radnear-az270,elmid-radfar-az315,3,0.6694444455206394,0.6733333334326744,0.7194444455206394,0.6733333334326744,0.04611111208796492,0.5686912689924821,0.6750080178717468,0.741096522164213,0.6750080178717468,0.06608850429246615,0.5979501546826214,0.7935694257418314,0.8553920984268188,0.7935694257418314,0.06182267268498742,0.6666666666666666,0.3333333333333333,0.0
barrel,ellow-radfar-az225 + elmid-radfar-az315,ellow-radfar-az225,elmid-radfar-az315,5,0.48602381364090574,0.673438600297037,0.7740000039769543,0.673438600297037,0.1005614036799174,0.6321422218457868,0.7280634312175807,0.7938551916278825,0.7280634312175807,0.06579176041030188,0.6973840951919555,0.8345751643180848,0.8692054033279419,0.8345751643180848,0.03463023900985718,0.4,0.6,0.0
barrel,ellow-radnear-az000 + elmid-radnear-az225,ellow-radnear-az000,elmid-radnear-az225,6,0.5742842467738669,0.7951070603138457,0.90482928257746,0.7951070603138457,0.10972222226361428,0.6052247733139833,0.8258078278097324,0.889466387384863,0.8258078278097324,0.06365855957513067,0.6256407697995504,0.9135375022888184,0.9294692178567251,0.9135375022888184,0.015931715567906735,0.3333333333333333,0.6666666666666666,0.0
container,elhigh-radmid-az090 + ellow-radfar-az000,elhigh-radmid-az090,ellow-radfar-az000,5,0.8358638904796706,0.6883928588032722,0.8999511921048164,0.8358638904796706,0.06408730162514586,0.7872773007584734,0.6470341795576247,0.8498696518446657,0.7872773007584734,0.06259235108619232,0.8887811303138733,0.7073532342910767,0.9070919275283813,0.8887811303138733,0.018310797214508012,0.6,0.4,0.0
barrel,elhigh-radfar-az090 + ellow-radnear-az090,elhigh-radfar-az090,ellow-radnear-az090,5,0.9199999999999999,0.8021428575366736,0.9221428575366735,0.9199999999999999,0.002142857536673537,0.8645014846473031,0.8737432577559815,0.9352377529768596,0.8737432577559815,0.06149449522087813,0.9194191694259644,0.9446518540382385,0.953758442401886,0.9446518540382385,0.009106588363647528,0.4,0.6,0.0
male,ellow-radmid-az045 + ellow-radmid-az090,ellow-radmid-az045,ellow-radmid-az090,7,0.8078801185027723,0.6563140302711522,0.9262385135730955,0.8078801185027723,0.1183583950703232,0.8592891299501478,0.780328121828225,0.9185706619537467,0.8592891299501478,0.05928153200359887,0.9126147287232536,0.8098574791635785,0.9427030171666827,0.9126147287232536,0.030088288443429145,0.5714285714285714,0.42857142857142855,0.0
barrel,elhigh-radfar-az045 + ellow-radmid-az045,elhigh-radfar-az045,ellow-radmid-az045,8,0.8409288210504585,0.8194444447639398,0.9276475695893168,0.8409288210504585,0.0867187485388583,0.8249090246294113,0.8454283740633981,0.9044199699277273,0.8454283740633981,0.05899159586432923,0.9072478041052818,0.9078901037573814,0.938781164586544,0.9078901037573814,0.030891060829162598,0.375,0.625,0.0
barrel,elmid-radfar-az090 + elmid-radnear-az225,elmid-radfar-az090,elmid-radnear-az225,6,0.7314816154605698,0.6867737272288651,0.861728526193959,0.7314816154605698,0.13024691073338923,0.8331676870367151,0.7428504204463658,0.8921259989725746,0.8331676870367151,0.05895831193585954,0.9034927984078726,0.7779539128144582,0.9344461659590403,0.9034927984078726,0.030953367551167732,0.16666666666666666,0.8333333333333334,0.0
barrel,elhigh-radnear-az270 + elmid-radfar-az135,elhigh-radnear-az270,elmid-radfar-az135,5,0.7735416667163373,0.6918333335779607,0.8310000002384186,0.7735416667163373,0.057458333522081295,0.6991585954972777,0.7667538858049611,0.8249248292416368,0.7667538858049611,0.058170943436675726,0.7491376126650721,0.8985602855682373,0.9102527499198914,0.8985602855682373,0.011692464351654053,0.6,0.4,0.0
barrel,elhigh-radmid-az270 + elmid-radnear-az225,elhigh-radmid-az270,elmid-radnear-az225,6,0.8813333334724108,0.7833333333333333,0.9500000000000001,0.8813333334724108,0.06866666652758924,0.8477305774740399,0.7489824469802725,0.9058570970068102,0.8477305774740399,0.05812651953277026,0.9194126526514689,0.7821542819341024,0.9427626331647238,0.9194126526514689,0.023349980513254875,0.16666666666666666,0.8333333333333334,0.0
barrel,ellow-radmid-az270 + ellow-radnear-az315,ellow-radmid-az270,ellow-radnear-az315,5,0.663296299347171,0.795320707828559,0.9174040422546442,0.795320707828559,0.12208333442608521,0.6908567841832024,0.854167949801235,0.9119464601105556,0.854167949801235,0.057778510309320574,0.7497314929962158,0.9568365693092347,0.9569146871566773,0.9568365693092347,7.811784744260475e-05,0.2,0.8,0.0
barrel,elhigh-radmid-az270 + ellow-radmid-az180,elhigh-radmid-az270,ellow-radmid-az180,5,0.817600000166893,0.6799074103903991,0.917600000166893,0.817600000166893,0.09999999999999998,0.8099096094949345,0.8105876872827757,0.8682615249566268,0.8105876872827757,0.057673837673851036,0.8993043303489685,0.8853879451751709,0.929634428024292,0.8993043303489685,0.030330097675323464,0.6,0.4,0.0
barrel,ellow-radfar-az000 + ellow-radnear-az090,ellow-radfar-az000,ellow-radnear-az090,5,0.5779069845797494,0.852829932376945,0.953454932376945,0.852829932376945,0.10062499999999996,0.7067893831475729,0.8919703624285497,0.9495911511584417,0.8919703624285497,0.05762078872989207,0.7491156935691834,0.9629475831985473,0.9717209339141846,0.9629475831985473,0.00877335071563723,0.2,0.8,0.0
barrel,ellow-radmid-az000 + ellow-radnear-az090,ellow-radmid-az000,ellow-radnear-az090,6,0.6911955887251707,0.6666087990792261,0.8851936044281832,0.6911955887251707,0.19399801570301245,0.7949055619857072,0.8784408532745817,0.9357767256142585,0.8784408532745817,0.05733587233967685,0.8109861512978872,0.9527130623658498,0.9645413855711619,0.9527130623658498,0.011828323205312019,0.5,0.5,0.0
barrel,ellow-radmid-az045 + ellow-radnear-az000,ellow-radmid-az045,ellow-radnear-az000,10,0.7044636289739105,0.6903225495466342,0.8283130269210254,0.7044636289739105,0.12384939794711491,0.8343127290846063,0.7959471078822634,0.8907390442713201,0.8343127290846063,0.056426315186713816,0.9056284427642822,0.855545723438263,0.9423236846923828,0.9056284427642822,0.036695241928100586,0.5,0.5,0.0
barrel,ellow-radfar-az045 + ellow-radmid-az225,ellow-radfar-az045,ellow-radmid-az225,3,0.6958333333333333,0.502777777860562,0.7861111111938953,0.6958333333333333,0.09027777786056201,0.7253110157690846,0.5728029140156371,0.7814752551875882,0.7253110157690846,0.05616423941850357,0.8491648038228353,0.614350159962972,0.8785350521405538,0.8491648038228353,0.029370248317718506,0.3333333333333333,0.6666666666666666,0.0
suv,ellow-radfar-az315 + elmid-radmid-az315,ellow-radfar-az315,elmid-radmid-az315,5,0.6523469152151613,0.8944923681029652,0.8972257015574947,0.8944923681029652,0.0027333334545295296,0.855702557235334,0.8629868435608025,0.9190140777095592,0.8629868435608025,0.056027234148756766,0.9459586977958679,0.960935401916504,0.9633015632629395,0.960935401916504,0.0023661613464355247,0.6,0.4,0.0
container,elhigh-radnear-az315 + ellow-radnear-az090,elhigh-radnear-az315,ellow-radnear-az090,6,0.8383506949080362,0.7445804989318915,0.912222222737554,0.8383506949080362,0.07387152782951789,0.8640820425910842,0.8223037514737085,0.9197036276129289,0.8640820425910842,0.055621585021844666,0.9276442329088846,0.9443525671958923,0.954120934009552,0.9443525671958923,0.009768366813659668,0.6666666666666666,0.3333333333333333,0.0
barrel,ellow-radmid-az045 + elmid-radmid-az315,ellow-radmid-az045,elmid-radmid-az315,5,0.8116055599139796,0.9340436527447569,0.9380714290986459,0.9340436527447569,0.004027776353889068,0.8409343335768021,0.8849363187966105,0.9386211337530199,0.8849363187966105,0.05368481495640942,0.9105593085289001,0.9438246607780456,0.9630319833755493,0.9438246607780456,0.019207322597503684,0.8,0.2,0.0
barrel,elhigh-radnear-az090 + elmid-radmid-az180,elhigh-radnear-az090,elmid-radmid-az180,2,0.679166666790843,0.5833333343267442,0.7833333343267441,0.679166666790843,0.10416666753590109,0.68326971221774,0.6582755311465327,0.7363637122442324,0.68326971221774,0.05309400002649234,0.8368516564369202,0.8335166573524475,0.8474646508693695,0.8368516564369202,0.01061299443244934,0.5,0.5,0.0
barrel,ellow-radmid-az045 + ellow-radnear-az180,ellow-radmid-az045,ellow-radnear-az180,8,0.7790520852934569,0.8236293862214344,0.9136875018980354,0.8236293862214344,0.09005811567660094,0.7975137394605745,0.8479375043356412,0.900702719880349,0.8479375043356412,0.05276521554470781,0.8247918114066124,0.9079882577061653,0.9393570423126221,0.9079882577061653,0.03136878460645676,0.5,0.5,0.0
barrel,ellow-radfar-az045 + ellow-radfar-az270,ellow-radfar-az045,ellow-radfar-az270,4,0.6258184528443962,0.5098958334419876,0.7098958334419876,0.6258184528443962,0.0840773805975914,0.6620939063473594,0.5439379545547167,0.7146911026814378,0.6620939063473594,0.05259719633407833,0.8345203846693039,0.6332912147045135,0.8424198627471924,0.8345203846693039,0.007899478077888489,0.25,0.75,0.0
barrel,ellow-radfar-az000 + ellow-radfar-az045,ellow-radfar-az000,ellow-radfar-az045,2,0.7625,0.6891203715017549,0.7797453715017548,0.7625,0.01724537150175487,0.7444562121219604,0.7467432521150403,0.7988797563786623,0.7467432521150403,0.05213650426362193,0.8230310082435608,0.8604697585105896,0.8739813566207886,0.8604697585105896,0.013511598110198975,0.5,0.5,0.0
barrel,elhigh-radfar-az090 + ellow-radfar-az045,elhigh-radfar-az090,ellow-radfar-az045,5,0.8520416667312384,0.6680780469046305,0.8951898153319403,0.8520416667312384,0.04314814860070193,0.8217222443246911,0.8052894412950096,0.8729530620249519,0.8217222443246911,0.05123081770026083,0.8958171010017395,0.9102979183197022,0.9233218789100647,0.9102979183197022,0.013023960590362482,0.6,0.4,0.0
tank,elhigh-radfar-az000 + ellow-radnear-az180,elhigh-radfar-az000,ellow-radnear-az180,4,0.934375,0.6310795460827648,0.984375,0.934375,0.050000000000000044,0.8920564601452217,0.8620080485513011,0.9429662516990085,0.8920564601452217,0.05090979155378683,0.9439196586608887,0.9203637093305588,0.9667708426713943,0.9439196586608887,0.022851184010505676,0.25,0.75,0.0
barrel,ellow-radfar-az270 + elmid-radfar-az135,ellow-radfar-az270,elmid-radfar-az135,5,0.6172789132620404,0.5935173169023547,0.7460173169023546,0.6172789132620404,0.1287384036403142,0.6248757864890677,0.6872757539491687,0.7380048637120715,0.6872757539491687,0.05072910976290279,0.6984564304351807,0.8571535229682923,0.8667230010032654,0.8571535229682923,0.0095694780349731,0.6,0.4,0.0
container,ellow-radmid-az090 + elmid-radfar-az090,ellow-radmid-az090,elmid-radfar-az090,5,0.6810714315516607,0.7911111119720671,0.891111111972067,0.7911111119720671,0.09999999999999998,0.7030166346704675,0.80917362973264,0.8594377094718695,0.80917362973264,0.05026407973922953,0.7311804890632629,0.9043365359306336,0.9134095668792724,0.9043365359306336,0.009073030948638872,0.8,0.2,0.0
male,ellow-radfar-az135 + elmid-radmid-az225,ellow-radfar-az135,elmid-radmid-az225,4,0.8358901522489208,0.715625,0.940625,0.8358901522489208,0.10473484775107922,0.8271212247862794,0.6509063513813738,0.8772068096349992,0.8271212247862794,0.05008558484871983,0.9131190925836563,0.6883398443460464,0.926806703209877,0.9131190925836563,0.013687610626220703,0.25,0.75,0.0
male,elhigh-radmid-az225 + ellow-radnear-az315,elhigh-radmid-az225,ellow-radnear-az315,6,0.865759639413246,0.6753829986899809,0.896500379411688,0.865759639413246,0.030740739998442068,0.8539230161364202,0.7526069481538423,0.9034811140699736,0.8539230161364202,0.04955809793355337,0.9137539168198904,0.7972041467825571,0.9553352892398834,0.9137539168198904,0.041581372419993046,0.16666666666666666,0.8333333333333334,0.0
male,ellow-radnear-az270 + elmid-radmid-az135,ellow-radnear-az270,elmid-radmid-az135,4,0.49395833551573254,0.9,0.95,0.9,0.04999999999999993,0.6413154449778933,0.8492582167922089,0.8984725869270234,0.8492582167922089,0.049214370134814445,0.7085942327976227,0.9202114790678024,0.9467660337686539,0.9202114790678024,0.02655455470085144,0.5,0.5,0.0
barrel,ellow-radnear-az180 + ellow-radnear-az315,ellow-radnear-az180,ellow-radnear-az315,6,0.7110416668467224,0.8550644860654656,0.8889583333705863,0.8550644860654656,0.03389384730512068,0.8654399304495785,0.8440789662393146,0.9145896126077963,0.8654399304495785,0.0491496821582178,0.9221136470635732,0.9358278612295786,0.9362067679564158,0.9358278612295786,0.0003789067268371582,0.3333333333333333,0.6666666666666666,0.0
barrel,ellow-radfar-az135 + ellow-radnear-az315,ellow-radfar-az135,ellow-radnear-az315,6,0.7781666671443316,0.8131481484889432,0.9305092596207505,0.8131481484889432,0.11736111113180725,0.7715184627886416,0.8344513629856328,0.8833486327473322,0.8344513629856328,0.04889726976169939,0.8996342122554779,0.9257748524347941,0.9385099411010742,0.9257748524347941,0.012735088666280148,0.3333333333333333,0.6666666666666666,0.0
male,elhigh-radfar-az225 + ellow-radnear-az270,elhigh-radfar-az225,ellow-radnear-az270,4,0.8486111158712043,0.634375,0.884375,0.8486111158712043,0.03576388412879572,0.8533057791375471,0.6724540987049057,0.9021331555965029,0.8533057791375471,0.04882737645895574,0.9081949889659882,0.7100081592798233,0.9455903768539429,0.9081949889659882,0.03739538788795471,0.5,0.5,0.0
male,elhigh-radmid-az090 + elmid-radfar-az045,elhigh-radmid-az090,elmid-radfar-az045,5,0.884305556954609,0.80894444619947,0.9164444461994702,0.884305556954609,0.03213888924486119,0.8508541565330653,0.8498745299079751,0.8993859551553008,0.8508541565330653,0.048531798622235556,0.9247802257537842,0.9318036437034607,0.9357105374336243,0.9318036437034607,0.003906893730163619,0.4,0.6,0.0
barrel,elhigh-radnear-az225 + ellow-radmid-az135,elhigh-radnear-az225,ellow-radmid-az135,4,0.761111112518443,0.756250000372529,0.843750000372529,0.761111112518443,0.08263888785408602,0.7664270570842353,0.7238068107963613,0.8146233313660378,0.7664270570842353,0.04819627428180251,0.8700845539569855,0.8882137387990952,0.9019613415002823,0.8882137387990952,0.013747602701187134,0.25,0.75,0.0
barrel,elmid-radmid-az135 + elmid-radnear-az090,elmid-radmid-az135,elmid-radnear-az090,4,0.825,0.790625,0.9,0.825,0.07500000000000007,0.795185740639968,0.7771115317797639,0.8431599195093229,0.795185740639968,0.047974178869354844,0.8881205022335052,0.8843834400177002,0.9034402519464493,0.8881205022335052,0.01531974971294403,0.75,0.25,0.0
barrel,elhigh-radnear-az315 + elmid-radnear-az090,elhigh-radnear-az315,elmid-radnear-az090,4,0.84609375,0.82109375,0.92109375,0.84609375,0.07500000000000007,0.8051408508692761,0.8176297656815725,0.8653481891362924,0.8176297656815725,0.04771842345471988,0.8929763287305832,0.9165697693824768,0.9211881458759308,0.9165697693824768,0.0046183764934539795,0.25,0.75,0.0
barrel,elmid-radnear-az135 + elmid-radnear-az225,elmid-radnear-az135,elmid-radnear-az225,4,0.8490000025965274,0.759327259620962,0.8990000025965273,0.8490000025965274,0.04999999999999993,0.8692342262840596,0.8556391030860304,0.9160859173264049,0.8692342262840596,0.04685169104234532,0.9258523136377335,0.9364400207996368,0.9454681724309921,0.9364400207996368,0.009028151631355286,0.5,0.5,0.0
barrel,elhigh-radfar-az270 + ellow-radnear-az090,elhigh-radfar-az270,ellow-radnear-az090,6,0.9466666668653488,0.7995756173655851,0.9737500001986822,0.9466666668653488,0.027083333333333348,0.8444729030295376,0.8744411878335292,0.9212770806166072,0.8744411878335292,0.04683589278307798,0.8951326807339987,0.9418684542179108,0.9475691119829813,0.9418684542179108,0.00570065776507056,0.16666666666666666,0.8333333333333334,0.0
barrel,elhigh-radmid-az000 + ellow-radnear-az000,elhigh-radmid-az000,ellow-radnear-az000,6,0.9244698782598432,0.8169925801072003,0.9740069150623248,0.9244698782598432,0.04953703680248167,0.8846216514539034,0.8832757558854034,0.931264039838482,0.8846216514539034,0.04664238838457868,0.9309438069661459,0.9575022459030151,0.9575022459030151,0.9575022459030151,0.0,0.16666666666666666,0.8333333333333334,0.0
barrel,ellow-radmid-az045 + elmid-radfar-az135,ellow-radmid-az045,elmid-radfar-az135,10,0.7381285849435637,0.7133428049255995,0.8153145149172172,0.7381285849435637,0.07718592997365348,0.8271837330196383,0.7902935242828161,0.8737867619624673,0.8271837330196383,0.04660302894282897,0.9029525637626648,0.9063959836959838,0.927323442697525,0.9063959836959838,0.020927459001541138,0.7,0.3,0.0
barrel,ellow-radmid-az135 + elmid-radfar-az135,ellow-radmid-az135,elmid-radfar-az135,7,0.8355218409512271,0.7650550471867505,0.885521840951227,0.8355218409512271,0.04999999999999993,0.8214453701798925,0.8242970627423719,0.8702115953651506,0.8242970627423719,0.04591453262277867,0.9219457677432469,0.909954914024898,0.9313905579703194,0.9219457677432469,0.009444790227072564,0.7142857142857143,0.2857142857142857,0.0
barrel,ellow-radmid-az135 + ellow-radnear-az090,ellow-radmid-az135,ellow-radnear-az090,7,0.8761309525530253,0.8857142857142858,0.9714285714285714,0.8857142857142858,0.08571428571428563,0.8325546350786845,0.8717530281523257,0.9172727914409288,0.8717530281523257,0.04551976328860308,0.9129407405853271,0.9420944281986782,0.9489068559237889,0.9420944281986782,0.0068124277251107035,0.2857142857142857,0.7142857142857143,0.0
