target_class,viewpoint,pair_stage_observation_count,third_stage_observation_count,pair_stage_scene_support,third_stage_scene_support,pair_stage_mean_marginal_target_ap50_95,third_stage_mean_marginal_target_ap50_95,combined_marginal_target_ap50_95,pair_stage_mean_marginal_target_strict_quality_iou50,third_stage_mean_marginal_target_strict_quality_iou50,combined_marginal_target_strict_quality_iou50
container,elhigh-radnear-az315,25,189,120,291,0.05816901285529547,0.004298977691006683,0.03123399527315108,0.027440715007211174,0.005410600716286383,0.01642565786174878
container,ellow-radfar-az000,10,126,69,221,0.03462163716144442,0.0037724182824560156,0.019197027721950217,0.03235489746437722,0.00023186630134261433,0.016293381882859916
container,elmid-radfar-az315,25,162,98,225,0.07244096014296508,0.014253491555333841,0.04334722584914946,0.028268154303753516,0.003571374076684045,0.01591976419021878
container,elmid-radmid-az315,8,124,49,221,0.0555332658652392,0.008958147740835606,0.0322457068030374,0.01971030372365365,0.01169643198016331,0.01570336785190848
container,elhigh-radnear-az225,13,127,55,185,0.05417081386354106,0.010465836834403441,0.03231832534897225,0.02748944870624192,0.0036762411973910373,0.015582844951816478
container,elmid-radnear-az000,21,178,76,247,0.06856035628476599,0.009280326282074562,0.03892034128342028,0.019305259635013443,0.010971959552725341,0.015138609593869392
container,elhigh-radnear-az090,31,268,144,413,0.06448916475240894,0.010598992189749867,0.037544078471079406,0.02724487410070986,0.002856339999344525,0.015050607050027191
container,elmid-radfar-az270,40,296,178,449,0.06851605384099416,0.009695430269172653,0.0391057420550834,0.026147469628309293,0.0038260460611994783,0.014986757844754386
container,elhigh-radfar-az135,23,122,94,189,0.09748559260040994,0.005878991521845259,0.0516822920611276,0.02455364144750706,0.004459728216913318,0.014506684832210189
container,elmid-radnear-az225,17,120,70,172,0.04359213041772043,0.011961684180575145,0.027776907299147786,0.024107564619741367,0.004710116432855391,0.014408840526298379
container,ellow-radfar-az135,11,216,46,330,0.05059134305175992,0.00705323825342361,0.028822290652591766,0.027417701597712084,0.0006100674342197112,0.014013884515965898
container,elhigh-radmid-az090,12,90,53,126,0.05478280062038301,0.013401939829273356,0.03409237022482818,0.022368679553172077,0.004505011947666236,0.013436845750419157
container,elmid-radfar-az000,17,110,87,164,0.07519871309960716,0.012076884689806689,0.043637798894706925,0.02564866416538525,0.0002951643749557546,0.012971914270170502
container,elmid-radfar-az225,7,111,33,183,0.07400063949294164,0.019112931208212953,0.04655678535057729,0.02043485910713096,0.005310060282692299,0.01287245969491163
container,ellow-radnear-az315,19,142,90,225,0.039635866761703886,0.005056233050103451,0.022346049905903668,0.016830257428844485,0.008699605991773478,0.012764931710308982
