target_class,viewpoint,pair_stage_observation_count,third_stage_observation_count,pair_stage_scene_support,third_stage_scene_support,pair_stage_mean_marginal_target_ap50_95,third_stage_mean_marginal_target_ap50_95,combined_marginal_target_ap50_95,pair_stage_mean_marginal_target_strict_quality_iou50,third_stage_mean_marginal_target_strict_quality_iou50,combined_marginal_target_strict_quality_iou50
barrel,ellow-radmid-az045,49,342,304,630,0.06714831859337422,0.02113643159950213,0.044142375096438174,0.05200808926049541,0.03469429622766027,0.04335119274407784
barrel,ellow-radmid-az090,23,116,130,207,0.0661365817194856,0.03553716258093142,0.050836872150208504,0.04963699848001753,0.035337574821685834,0.04248728665085168
barrel,elmid-radmid-az000,48,256,320,488,0.11068715854754207,0.06558591294745852,0.0881365357475003,0.059587485154839574,0.024963600958943434,0.042275543056891504
barrel,ellow-radmid-az000,24,102,143,192,0.08436220161868431,0.0287489943433371,0.0565555979810107,0.05453310828957892,0.02629946945290725,0.040416288871243086
barrel,elhigh-radmid-az180,29,129,150,217,0.10423809525234888,0.03396064282539616,0.06909936903887252,0.055645464461265275,0.02354703463779532,0.039596249549530296
barrel,elmid-radfar-az225,43,286,282,555,0.11881895961731873,0.06670925511993911,0.09276410736862892,0.0551908093888642,0.019334779443899056,0.037262794416381625
barrel,ellow-radnear-az315,23,149,117,238,0.10530157592453629,0.028187594944336102,0.06674458543443619,0.04996281358789302,0.02325348811670442,0.036608150852298724
barrel,elhigh-radnear-az090,16,64,73,92,0.11867235993281086,0.03464000213565736,0.0766561810342341,0.0588131324823977,0.013119586242061951,0.035966359362229826
barrel,elmid-radmid-az225,29,174,124,254,0.09421332418534925,0.03142928900237197,0.0628213065938606,0.04887217139871185,0.021715325114487975,0.03529374825659991
barrel,elmid-radmid-az090,28,127,124,171,0.07197171026593104,0.03452673881776691,0.05324922454184897,0.045886203032130424,0.024445747035870304,0.03516597503400036
barrel,elmid-radmid-az135,15,105,68,176,0.11537072295942462,0.06359453850995676,0.08948263073469069,0.04057604055212684,0.02959785464071657,0.035086947596421704
barrel,elhigh-radfar-az180,21,126,93,189,0.07412279099017687,0.023932780198279824,0.049027785594228344,0.04876004337648743,0.01619291104431409,0.032476477210400756
barrel,ellow-radmid-az225,15,56,79,104,0.061039773414869256,0.03488201508994094,0.0479608942524051,0.036590043271814095,0.025615992481551244,0.031103017876682668
barrel,elmid-radfar-az045,30,208,152,349,0.08560895728742886,0.03188248132386172,0.05874571930564529,0.04120231752766646,0.020654060551938816,0.03092818903980264
barrel,elmid-radmid-az270,28,144,204,295,0.0920174748086768,0.044505166698680994,0.0682613207536789,0.03953234835200887,0.021274737290354805,0.030403542821181836
barrel,elhigh-radfar-az090,17,64,101,128,0.10214024030685219,0.03052678169080776,0.06633351099882998,0.052045291046462154,0.006813780942646003,0.029429535994554078
barrel,elmid-radnear-az000,15,105,69,165,0.1131652727077152,0.09225858806474657,0.10271193038623089,0.037302034113327436,0.020664772028524316,0.028983403070925874
