viewpoint,ellow-radnear-az000,ellow-radnear-az045,ellow-radnear-az090,ellow-radnear-az135,ellow-radnear-az180,ellow-radnear-az225,ellow-radnear-az270,ellow-radnear-az315,ellow-radmid-az000,ellow-radmid-az045,ellow-radmid-az090,ellow-radmid-az135,ellow-radmid-az180,ellow-radmid-az225,ellow-radmid-az270,ellow-radmid-az315,ellow-radfar-az000,ellow-radfar-az045,ellow-radfar-az090,ellow-radfar-az135,ellow-radfar-az180,ellow-radfar-az225,ellow-radfar-az270,ellow-radfar-az315,elmid-radnear-az000,elmid-radnear-az045,elmid-radnear-az090,elmid-radnear-az135,elmid-radnear-az180,elmid-radnear-az225,elmid-radnear-az270,elmid-radnear-az315,elmid-radmid-az000,elmid-radmid-az045,elmid-radmid-az090,elmid-radmid-az135,elmid-radmid-az180,elmid-radmid-az225,elmid-radmid-az270,elmid-radmid-az315,elmid-radfar-az000,elmid-radfar-az045,elmid-radfar-az090,elmid-radfar-az135,elmid-radfar-az180,elmid-radfar-az225,elmid-radfar-az270,elmid-radfar-az315,elhigh-radnear-az000,elhigh-radnear-az045,elhigh-radnear-az090,elhigh-radnear-az135,elhigh-radnear-az180,elhigh-radnear-az225,elhigh-radnear-az270,elhigh-radnear-az315,elhigh-radmid-az000,elhigh-radmid-az045,elhigh-radmid-az090,elhigh-radmid-az135,elhigh-radmid-az180,elhigh-radmid-az225,elhigh-radmid-az270,elhigh-radmid-az315,elhigh-radfar-az000,elhigh-radfar-az045,elhigh-radfar-az090,elhigh-radfar-az135,elhigh-radfar-az180,elhigh-radfar-az225,elhigh-radfar-az270,elhigh-radfar-az315
elmid-radfar-az225,0.963302,0.955050,0.970613,0.957579,0.962219,0.950812,0.894200,0.961384,0.940705,0.955334,0.883928,0.830356,0.852205,0.941814,0.942252,0.959894,0.852783,0.954493,0.967969,0.873272,0.938078,0.904719,0.375795,0.877158,0.976205,0.960599,0.897491,0.972306,0.949795,0.965049,0.979971,0.953657,0.934081,0.951514,0.956531,0.955797,0.932326,0.902232,0.967857,0.953162,0.963383,0.922524,0.921496,0.944352,0.962561,0.897902,0.926814,0.978474,0.968916,0.932939,0.920832,0.897726,0.942696,0.966043,0.969094,0.929153,0.971270,0.954956,0.940117,0.938846,0.963698,0.960379,0.930492,0.965995,0.923630,0.946840,0.947959,0.972350,0.937669,0.964686,0.958127,0.965101
elmid-radfar-az270,0.965938,0.976280,0.939941,0.932675,0.980370,0.935480,0.950677,0.921765,0.802452,0.976336,0.838397,0.972311,0.911687,0.958226,0.929188,0.967882,0.856912,0.926834,0.889494,0.872897,0.934093,0.944373,0.966534,0.702443,0.975097,0.926002,0.934180,0.919076,0.920098,0.975537,0.924567,0.885616,0.933083,0.922550,0.979063,0.778271,0.913315,0.952210,0.975232,0.977948,0.965400,0.898605,0.966707,0.938483,,0.926814,0.884992,0.921603,0.959666,0.849288,0.879406,0.889416,0.950401,0.965037,0.871772,0.931677,0.965834,0.966143,0.915552,0.878728,0.911193,0.919177,0.858944,0.919291,0.918445,0.923082,0.963810,0.890250,0.945379,0.933828,0.962884,0.965047
elmid-radfar-az315,0.963226,0.978602,0.978320,0.976415,0.838498,0.981680,0.980878,0.977269,0.915604,0.909968,0.972089,0.973919,0.977945,0.823316,0.986624,0.939877,0.836430,0.866063,0.618190,0.855316,0.982615,0.757630,0.941121,0.861167,0.977951,0.983612,0.899332,0.932793,0.946044,0.983478,0.947231,0.951914,0.925026,0.856610,0.982596,0.971841,0.966877,0.822076,0.944616,0.938793,0.970548,0.913889,0.974796,0.825345,0.919762,0.978474,0.921603,0.877085,0.965659,0.930077,0.898167,0.914386,0.985429,0.960736,0.782200,0.907590,0.897347,0.897940,0.954620,0.873667,0.914039,0.933391,0.892686,0.931632,0.970840,0.851979,0.928144,0.980471,0.969396,0.918203,0.975522,0.961114
elhigh-radnear-az000,0.973203,0.972000,0.963569,0.984920,0.969259,0.964556,0.977639,0.966524,0.818998,0.978063,0.953403,0.966932,0.970877,0.871222,0.968577,0.962869,0.962919,0.988496,0.970767,0.944642,0.979155,0.967672,0.811176,0.980921,0.975001,0.968941,0.988429,0.968958,0.976614,0.980465,0.977194,0.981278,0.981000,0.983717,0.978275,0.976778,0.965577,0.986555,0.967302,0.969136,0.983673,0.973637,0.965111,0.925214,0.982428,0.968916,0.959666,0.965659,0.929093,0.970817,0.969318,0.940171,0.973337,0.919872,0.970909,0.975318,0.970980,0.986235,0.918372,0.947754,0.971259,0.964910,0.962364,0.965501,0.965280,0.974542,0.974351,0.968050,0.939867,0.969208,0.932257,0.975037
elhigh-radnear-az045,0.953767,0.932227,0.987124,0.959316,0.870727,0.964581,,0.974742,0.802960,0.976276,0.919532,0.707014,0.889733,0.936739,0.928840,0.964846,0.841330,0.937598,0.757508,0.769888,0.878505,0.920735,0.961111,0.791066,0.931421,0.923651,0.979843,0.952791,0.977552,0.985180,0.924961,0.985330,0.918009,0.951347,0.848257,0.956483,0.917956,0.903998,0.971453,0.917350,0.911839,0.808973,0.962519,0.973599,0.948963,0.932939,0.849288,0.930077,0.970817,0.884687,0.931385,0.969471,0.957840,0.971997,0.923676,0.882071,0.924624,0.818662,0.864122,0.917078,0.947186,0.967902,0.943209,0.973639,0.888516,0.893412,0.965719,0.920454,0.956694,0.969592,0.971565,0.925830
elhigh-radnear-az090,0.909960,0.929052,0.889720,0.902860,0.885178,0.952957,0.941095,0.927078,0.970202,0.917319,0.601759,0.797071,0.955985,0.899229,0.963531,0.978018,0.922196,0.952693,0.818108,0.837495,0.950234,0.859030,0.907870,0.960854,0.981581,0.923916,0.967737,0.967051,0.930850,0.974977,0.951819,0.980355,0.868418,0.969748,0.942550,0.914318,0.780657,0.964108,0.920112,0.969250,0.961474,0.896747,0.868762,0.857252,0.916912,0.920832,0.879406,0.898167,0.969318,0.931385,0.874550,0.903031,0.924375,0.892687,0.947557,0.911977,0.934479,0.893297,0.951591,0.955359,0.952658,0.907399,0.959072,0.924106,0.954958,0.918906,0.969178,,0.953503,0.977652,0.948459,0.970787
elhigh-radnear-az135,0.955654,0.924231,0.938305,0.932946,0.948324,0.938943,0.897138,0.905756,0.753605,0.956126,0.848927,0.955227,0.940781,0.970612,0.922772,0.947764,0.762109,0.911883,0.858025,0.874928,,0.814580,0.972210,0.860786,0.985976,0.940791,0.856726,0.966430,0.921716,0.985161,0.954908,0.929726,0.938062,0.897486,0.928726,0.886043,0.944818,0.913255,0.974709,0.883436,0.957042,0.832260,0.926086,0.921033,0.971846,0.897726,0.889416,0.914386,0.940171,0.969471,0.903031,0.877379,0.775255,0.936451,0.818312,0.822951,0.952342,0.961986,0.950140,0.773604,0.928233,0.899194,0.803410,0.919720,0.910020,0.918313,0.979061,0.974377,0.908052,0.926057,0.963465,0.966415
elhigh-radnear-az180,0.837240,0.944143,0.952431,0.950689,0.981443,0.978435,0.973210,0.946597,0.953979,0.977156,0.927970,0.830334,0.981997,0.983252,0.863899,0.963657,0.924489,0.956127,0.884840,0.844048,0.965948,0.983848,0.852490,0.910001,0.976575,0.987250,0.917093,0.984038,0.952745,0.958600,0.958666,0.989122,0.948363,0.930361,0.933765,0.910101,0.901674,0.967135,0.981885,0.977230,0.957254,0.899780,0.967991,0.937395,0.972021,0.942696,0.950401,0.985429,0.973337,0.957840,0.924375,0.775255,0.897782,0.943788,0.938309,0.890056,0.974169,0.939164,0.883612,0.924883,0.917914,0.926874,0.970715,0.869500,0.963228,0.972153,0.936713,0.959880,0.932237,0.975437,0.982120,0.936198
elhigh-radnear-az225,0.916310,0.972359,0.935600,0.978933,0.876108,0.963330,0.840964,0.948847,0.846049,0.941496,0.927969,0.827880,0.962986,0.938882,0.971743,0.949699,0.941492,0.972706,0.946943,0.924852,0.981751,0.963236,0.729185,0.797787,0.945854,0.963855,0.947029,0.968221,0.971170,0.954050,0.981424,0.980662,0.947480,0.976166,0.966452,0.972145,0.975447,0.977575,0.944664,0.976238,0.971794,0.970018,0.868941,0.918860,0.944417,0.966043,0.965037,0.960736,0.919872,0.971997,0.892687,0.936451,0.943788,0.902673,0.971738,0.912312,0.963520,0.950549,0.905110,0.927730,0.968586,0.935042,0.977470,0.969509,0.980617,0.945098,0.967747,0.979885,0.947878,0.961239,0.944585,0.931490
elhigh-radnear-az270,0.987567,0.828920,0.963580,0.980290,0.951956,0.971708,0.937286,0.928737,0.797499,0.939074,0.934279,0.906993,,0.843463,0.959685,0.952784,0.813846,0.844837,0.849654,0.900825,0.953248,0.850744,0.926380,0.829801,0.966761,0.971744,0.795747,0.967729,0.963091,0.944607,0.957244,0.984061,0.923818,0.859528,0.938260,0.966264,0.915260,0.683903,0.930689,0.934821,0.983930,0.893629,0.933951,0.828719,0.957574,0.969094,0.871772,0.782200,0.970909,0.923676,0.947557,0.818312,0.938309,0.971738,0.848338,0.956993,0.953751,0.858633,0.892756,0.934966,0.839173,0.868143,0.882551,0.813046,0.915359,0.951236,0.940705,0.974528,0.980989,0.863829,0.947162,0.892907
elhigh-radnear-az315,0.957872,0.978420,0.889322,0.904074,0.975989,0.974576,0.934361,0.921357,0.978550,0.877603,0.878257,0.938780,0.761171,0.869666,0.970160,0.984443,0.955205,0.967774,0.827943,0.833465,0.975748,0.818986,0.751931,0.340733,0.965786,0.950507,0.883454,0.960779,0.905886,0.907117,0.963731,0.976665,0.927403,0.974602,0.983981,0.836528,0.945319,0.931048,0.975123,0.976221,0.980309,0.833889,0.893151,0.881970,0.893843,0.929153,0.931677,0.907590,0.975318,0.882071,0.911977,0.822951,0.890056,0.912312,0.956993,0.876095,0.974248,0.945755,,0.922437,0.970262,0.894212,0.885856,0.931555,0.960585,0.948819,0.949958,0.847461,0.979659,0.924673,0.971274,0.941040
elhigh-radmid-az000,0.931399,0.954927,0.960686,0.960906,0.944891,0.963225,0.977156,0.923480,0.937004,0.909370,0.904037,0.887388,0.928842,0.762243,0.969347,0.948718,0.964621,0.865413,0.939061,0.909373,0.844144,0.881534,0.835699,0.716725,0.940825,0.968630,0.937077,0.954684,0.976766,0.943849,0.946926,0.962659,0.926323,0.957470,0.953603,0.963814,0.938577,0.894385,0.949068,0.931099,0.905086,0.969448,0.965055,0.927908,0.884050,0.971270,0.965834,0.897347,0.970980,0.924624,0.934479,0.952342,0.974169,0.963520,0.953751,0.974248,0.882903,0.904264,0.911604,0.861178,0.928571,0.936333,0.896876,0.952948,0.945561,0.897469,0.932680,0.984494,0.974324,0.953647,0.921633,0.969428
elhigh-radmid-az045,0.905749,0.976713,0.935931,0.926174,0.962851,0.949981,0.838105,0.890348,0.884232,0.919592,0.961918,0.923768,0.931935,0.932127,0.947941,0.965819,0.743140,0.928529,0.806219,0.907306,0.866752,0.936458,0.968637,0.956489,0.947120,0.978754,0.920696,0.958415,0.978851,0.925064,0.923154,0.962664,0.921091,0.976137,0.945369,0.977740,0.944345,0.934514,0.967668,0.953071,0.965805,0.907254,0.962380,0.919576,0.966460,0.954956,0.966143,0.897940,0.986235,0.818662,0.893297,0.961986,0.939164,0.950549,0.858633,0.945755,0.904264,0.872040,0.906038,0.900680,0.910714,0.973882,0.942969,0.974871,0.966900,0.867329,0.908455,0.975498,0.956666,0.948773,0.917435,0.982313
elhigh-radmid-az090,0.756754,0.918613,0.953048,0.930714,0.844363,0.943346,0.981531,0.983080,0.809226,0.891439,0.927569,0.908067,0.986835,0.764842,0.744116,0.972751,0.787060,0.882780,,0.930022,0.976252,0.820351,0.846797,0.704782,0.883232,0.938169,0.840277,0.934993,0.981846,0.886205,0.910064,0.959698,0.922722,0.874108,0.906235,0.913752,0.941802,0.931686,0.934636,0.969709,0.942167,0.901488,0.981462,0.902101,0.919844,0.940117,0.915552,0.954620,0.918372,0.864122,0.951591,0.950140,0.883612,0.905110,0.892756,,0.911604,0.906038,0.852726,0.904507,0.961501,0.975437,0.903891,0.913998,0.923502,0.870287,0.936858,0.908410,0.873692,0.935924,0.932789,0.918144
elhigh-radmid-az135,0.803201,0.946469,0.937997,0.992311,0.828364,0.929149,0.911506,0.960945,0.921901,0.927613,0.932276,0.941422,0.835214,0.944371,0.836318,0.927282,0.916805,0.882855,0.945615,0.856381,0.914809,0.894053,0.715014,0.792779,0.892402,0.954802,0.899016,0.946043,0.925076,0.869147,0.975056,0.941727,0.950772,0.926043,0.927053,0.978530,0.965722,0.810322,0.890380,0.862045,0.931439,0.900128,0.903202,0.895146,0.915261,0.938846,0.878728,0.873667,0.947754,0.917078,0.955359,0.773604,0.924883,0.927730,0.934966,0.922437,0.861178,0.900680,0.904507,0.859528,0.946285,0.948019,0.857415,0.979940,0.846877,0.827545,0.937437,0.908675,0.939423,0.844875,0.973809,0.979817
elhigh-radmid-az180,0.832857,0.765865,0.952950,0.957325,0.852109,0.969096,0.961737,0.957789,0.891294,0.885073,0.969233,0.808068,0.977882,0.973507,0.952068,0.954667,0.975491,0.854813,0.932322,0.724068,0.955093,0.910745,0.768026,0.904460,0.952541,0.950453,0.943759,0.962213,0.953773,0.948683,0.944782,0.942424,0.925501,0.904823,0.935882,0.960692,0.943657,0.903106,0.940724,0.978530,0.979434,0.966229,0.919042,0.905756,0.946778,0.963698,0.911193,0.914039,0.971259,0.947186,0.952658,0.928233,0.917914,0.968586,0.839173,0.970262,0.928571,0.910714,0.961501,0.946285,0.878286,0.936293,0.876975,0.922040,0.956856,0.963910,0.932027,0.983865,0.957232,0.846739,0.960743,0.959929
elhigh-radmid-az225,0.843987,0.948173,0.946939,0.941544,0.920231,0.981640,0.877859,0.844115,0.928962,0.943532,0.863153,0.934409,0.972591,0.943661,0.971457,0.975525,0.806747,0.878030,0.892179,0.870284,0.914866,0.935191,0.786315,0.881193,0.974079,0.969553,0.924693,0.974434,0.930206,0.976484,0.971178,0.980498,0.932824,0.931215,0.953189,0.906417,0.952713,0.956394,0.934650,0.960795,0.976198,0.917165,0.910459,0.920340,0.942859,0.960379,0.919177,0.933391,0.964910,0.967902,0.907399,0.899194,0.926874,0.935042,0.868143,0.894212,0.936333,0.973882,0.975437,0.948019,0.936293,0.894182,0.911636,0.881543,0.933692,0.971817,0.950091,0.979679,0.945664,0.910908,0.967739,0.948882
elhigh-radmid-az270,0.808610,0.942919,0.962034,0.958817,0.939981,0.904704,0.889380,0.863679,0.925407,0.913201,0.972106,0.968676,0.889251,0.338355,0.967412,0.979211,0.882606,0.790406,,0.883182,0.908355,0.630409,0.852378,0.910471,,0.931490,0.908308,0.882898,0.885991,0.845275,0.953201,0.931938,0.869539,0.928948,0.876452,0.981137,0.970927,0.710846,0.954190,0.910367,0.891944,0.912200,0.922632,0.872938,0.873646,0.930492,0.858944,0.892686,0.962364,0.943209,0.959072,0.803410,0.970715,0.977470,0.882551,0.885856,0.896876,0.942969,0.903891,0.857415,0.876975,0.911636,0.840503,0.863893,0.822938,0.896359,0.934408,0.972345,0.919945,0.879508,0.974820,0.984143
elhigh-radmid-az315,0.971404,0.976735,0.919451,0.909120,0.968881,0.975024,0.980427,0.925116,0.908328,0.974969,0.851069,0.949624,0.965967,0.976318,0.978670,0.963962,0.947785,0.906211,0.898920,0.918114,0.966487,0.846008,0.961827,0.893449,0.978597,0.962319,0.932132,0.960192,0.944820,0.948819,0.976676,0.973546,0.971465,0.851013,0.976718,0.885749,0.973505,0.943803,0.974712,,0.966400,0.861242,,0.906005,0.977833,0.965995,0.919291,0.931632,0.965501,0.973639,0.924106,0.919720,0.869500,0.969509,0.813046,0.931555,0.952948,0.974871,0.913998,0.979940,0.922040,0.881543,0.863893,0.892704,0.963330,0.973988,0.946788,0.975031,0.976349,0.944621,0.967699,0.973972
elhigh-radfar-az000,0.937680,0.952789,0.977997,0.968342,0.931351,0.925337,0.851348,0.898280,0.960113,0.958164,0.938395,0.704291,0.887076,0.913821,0.963271,0.964619,0.745414,0.961251,0.981961,0.826852,0.883732,0.880485,0.960026,0.952798,0.959084,0.972741,0.900993,0.962226,0.874571,0.980923,0.950071,0.879514,0.930380,0.937201,0.968415,0.964790,0.947950,0.968839,0.955871,0.971267,0.955573,0.897951,0.858671,0.930573,0.969702,0.923630,0.918445,0.970840,0.965280,0.888516,0.954958,0.910020,0.963228,0.980617,0.915359,0.960585,0.945561,0.966900,0.923502,0.846877,0.956856,0.933692,0.822938,0.963330,0.871967,0.878049,0.959796,0.976231,0.894545,0.963223,0.951377,0.928110
elhigh-radfar-az045,0.960579,0.954446,0.976343,0.978680,0.969367,0.929130,0.953785,0.956005,0.941425,0.903008,0.878144,0.968899,0.940711,0.805633,0.969478,0.952339,0.942617,0.930212,0.793080,0.899456,0.976623,0.794388,0.925193,0.980315,0.943923,0.958068,0.920448,0.925183,0.937719,0.917629,0.953351,0.905941,0.882223,0.981145,0.958002,0.971659,0.956404,0.889245,0.961622,0.984854,0.964380,0.905782,0.927612,0.881273,0.906951,0.946840,0.923082,0.851979,0.974542,0.893412,0.918906,0.918313,0.972153,0.945098,0.951236,0.948819,0.897469,0.867329,0.870287,0.827545,0.963910,0.971817,0.896359,0.973988,0.878049,0.884487,0.847281,0.974259,0.931519,0.930336,0.968633,0.973579
elhigh-radfar-az090,0.839644,0.981843,0.920860,0.946518,0.957405,0.973731,0.906170,0.936621,0.946124,0.880317,0.931926,0.978244,0.973272,0.724581,0.930090,0.946844,0.901212,0.886621,0.971075,0.964725,0.801891,0.893630,0.944430,0.896975,0.970381,0.946503,0.946888,0.967365,0.959497,0.929975,0.944804,0.942134,0.920597,0.948928,0.972927,0.937673,0.958301,0.842264,0.976050,0.947001,0.946110,0.973520,0.889179,0.859421,0.972110,0.947959,0.963810,0.928144,0.974351,0.965719,0.969178,0.979061,0.936713,0.967747,0.940705,0.949958,0.932680,0.908455,0.936858,0.937437,0.932027,0.950091,0.934408,0.946788,0.959796,0.847281,0.880325,0.977907,0.974537,0.975017,0.961201,0.892933
elhigh-radfar-az135,0.872173,0.977067,0.905957,0.961838,0.974351,0.941015,0.980734,0.976195,0.948561,0.889766,0.981631,0.966152,0.972796,0.918270,0.739827,0.973705,0.951025,0.867440,0.878830,0.919231,0.971452,0.964170,0.956540,0.807150,0.979178,0.916256,0.961915,0.927230,0.970323,0.967723,0.951312,0.959290,0.949865,0.936913,0.989663,0.977845,0.955477,0.968824,0.896338,0.945376,0.962896,0.978540,0.961298,0.948227,0.975528,0.972350,0.890250,0.980471,0.968050,0.920454,,0.974377,0.959880,0.979885,0.974528,0.847461,0.984494,0.975498,0.908410,0.908675,0.983865,0.979679,0.972345,0.975031,0.976231,0.974259,0.977907,0.900045,0.979380,0.928683,0.968171,0.976300
elhigh-radfar-az180,0.972874,0.936205,0.944654,0.937422,0.837742,0.959668,0.777265,0.947118,0.802330,0.955346,0.966493,0.837655,0.955123,0.970424,0.931199,0.967849,0.953526,0.945486,0.963804,0.802242,0.971899,0.896252,0.772708,0.974544,0.979455,0.985003,0.889763,0.983346,0.913270,0.983587,0.981001,0.935040,0.976154,0.883775,0.973303,0.906401,0.947453,0.961918,0.966900,0.923355,0.929518,0.899337,0.988291,0.967793,0.971027,0.937669,0.945379,0.969396,0.939867,0.956694,0.953503,0.908052,0.932237,0.947878,0.980989,0.979659,0.974324,0.956666,0.873692,0.939423,0.957232,0.945664,0.919945,0.976349,0.894545,0.931519,0.974537,0.979380,0.892690,0.970012,0.947453,0.968775
elhigh-radfar-az225,0.966706,0.843807,0.944855,0.980892,0.957683,0.951271,0.809035,0.976801,0.933690,0.788239,0.980661,0.982280,0.960569,0.915380,0.975934,0.977779,0.892003,0.884108,0.967666,0.807148,0.981799,0.910501,0.919230,0.891950,0.946198,0.977539,0.902306,0.947513,0.919596,0.909964,0.961837,0.938830,0.974067,0.937830,0.969323,0.919361,0.974061,0.928773,0.938083,0.934149,0.974289,0.965541,,0.898565,0.948683,0.964686,0.933828,0.918203,0.969208,0.969592,0.977652,0.926057,0.975437,0.961239,0.863829,0.924673,0.953647,0.948773,0.935924,0.844875,0.846739,0.910908,0.879508,0.944621,0.963223,0.930336,0.975017,0.928683,0.970012,0.882592,0.969884,0.979729
elhigh-radfar-az270,0.969322,0.973245,0.925319,0.949792,0.938239,0.975602,0.955308,0.949688,0.816046,0.921766,0.975536,0.942787,0.977802,0.964304,0.962856,0.969188,0.952301,0.960707,0.886789,0.934036,0.974624,0.953552,0.825475,0.988591,0.974592,0.969578,0.977361,0.938859,0.961123,0.952183,0.941069,0.975734,0.970967,0.976351,0.934991,0.968090,0.923654,0.967318,0.966918,0.948443,0.932191,0.977320,,0.957756,0.963437,0.958127,0.962884,0.975522,0.932257,0.971565,0.948459,0.963465,0.982120,0.944585,0.947162,0.971274,0.921633,0.917435,0.932789,0.973809,0.960743,0.967739,0.974820,0.967699,0.951377,0.968633,0.961201,0.968171,0.947453,0.969884,0.894079,0.984732
elhigh-radfar-az315,0.951951,0.980682,0.982327,0.976771,0.973486,0.976083,0.965869,0.974858,0.966379,0.946577,0.916831,0.804357,0.978140,0.950062,0.975979,0.969867,0.952926,0.884875,0.966083,0.908031,0.977541,0.985605,0.808777,0.975423,0.971894,0.964162,0.960940,0.974870,0.985019,0.979371,0.948804,0.980046,0.916764,0.976713,,0.974739,0.977417,0.986173,0.963991,0.958294,0.971127,0.939453,0.944937,0.884359,0.984974,0.965101,0.965047,0.961114,0.975037,0.925830,0.970787,0.966415,0.936198,0.931490,0.892907,0.941040,0.969428,0.982313,0.918144,0.979817,0.959929,0.948882,0.984143,0.973972,0.928110,0.973579,0.892933,0.976300,0.968775,0.979729,0.984732,0.906500
