group,target_class,subset_name,player_count,base_coalition_mask,base_coalition_size,base_coalition_members,candidate_player_index,candidate_viewpoint,expanded_coalition_mask,expanded_coalition_size,expanded_coalition_members,base_value,expanded_value,delta_value,rank_within_base_coalition
overall,all,edges_az135_225,8,8,1,elmid-radnear-az225,5,elmid-radfar-az135,24,2,elmid-radnear-az225 + elmid-radfar-az135,0.1512227557934675,0.31603590388665453,0.16481314809318703,4
overall,all,edges_az135_225,8,8,1,elmid-radnear-az225,1,ellow-radmid-az135,9,2,ellow-radmid-az135 + elmid-radnear-az225,0.1512227557934675,0.3098287842459486,0.15860602845248112,5
overall,all,edges_az135_225,8,8,1,elmid-radnear-az225,2,ellow-radmid-az225,10,2,ellow-radmid-az225 + elmid-radnear-az225,0.1512227557934675,0.3036764826349322,0.1524537268414647,6
overall,all,edges_az135_225,8,8,1,elmid-radnear-az225,7,elhigh-radmid-az135,72,2,elmid-radnear-az225 + elhigh-radmid-az135,0.1512227557934675,0.2842501068872831,0.13302735109381558,7
overall,all,edges_az135_225,8,16,1,elmid-radfar-az135,3,elmid-radnear-az135,20,2,elmid-radnear-az135 + elmid-radfar-az135,0.18036840892001738,0.3940770996682954,0.21370869074827803,1
overall,all,edges_az135_225,8,16,1,elmid-radfar-az135,8,elhigh-radmid-az225,144,2,elmid-radfar-az135 + elhigh-radmid-az225,0.18036840892001738,0.35331128503217496,0.17294287611215758,2
overall,all,edges_az135_225,8,16,1,elmid-radfar-az135,6,elmid-radfar-az225,48,2,elmid-radfar-az135 + elmid-radfar-az225,0.18036840892001738,0.35188315372645734,0.17151474480643997,3
overall,all,edges_az135_225,8,16,1,elmid-radfar-az135,7,elhigh-radmid-az135,80,2,elmid-radfar-az135 + elhigh-radmid-az135,0.18036840892001738,0.34240976608912316,0.16204135716910578,4
overall,all,edges_az135_225,8,16,1,elmid-radfar-az135,4,elmid-radnear-az225,24,2,elmid-radnear-az225 + elmid-radfar-az135,0.18036840892001738,0.31603590388665453,0.13566749496663716,5
overall,all,edges_az135_225,8,16,1,elmid-radfar-az135,1,ellow-radmid-az135,17,2,ellow-radmid-az135 + elmid-radfar-az135,0.18036840892001738,0.3157283471557525,0.1353599382357351,6
overall,all,edges_az135_225,8,16,1,elmid-radfar-az135,2,ellow-radmid-az225,18,2,ellow-radmid-az225 + elmid-radfar-az135,0.18036840892001738,0.30883763084966465,0.12846922192964727,7
overall,all,edges_az135_225,8,32,1,elmid-radfar-az225,3,elmid-radnear-az135,36,2,elmid-radnear-az135 + elmid-radfar-az225,0.22292740826137006,0.4531783258130398,0.23025091755166974,1
overall,all,edges_az135_225,8,32,1,elmid-radfar-az225,8,elhigh-radmid-az225,160,2,elmid-radfar-az225 + elhigh-radmid-az225,0.22292740826137006,0.41491567327350415,0.1919882650121341,2
overall,all,edges_az135_225,8,32,1,elmid-radfar-az225,1,ellow-radmid-az135,33,2,ellow-radmid-az135 + elmid-radfar-az225,0.22292740826137006,0.3680057541058683,0.14507834584449822,3
overall,all,edges_az135_225,8,32,1,elmid-radfar-az225,7,elhigh-radmid-az135,96,2,elmid-radfar-az225 + elhigh-radmid-az135,0.22292740826137006,0.3560738373131355,0.13314642905176546,4
overall,all,edges_az135_225,8,32,1,elmid-radfar-az225,5,elmid-radfar-az135,48,2,elmid-radfar-az135 + elmid-radfar-az225,0.22292740826137006,0.35188315372645734,0.12895574546508728,5
overall,all,edges_az135_225,8,32,1,elmid-radfar-az225,2,ellow-radmid-az225,34,2,ellow-radmid-az225 + elmid-radfar-az225,0.22292740826137006,0.3488611102073944,0.12593370194602435,6
