group,target_class,subset_name,player_count,base_coalition_mask,base_coalition_size,base_coalition_members,base_value,best_addition_player_index,best_addition_viewpoint,expanded_coalition_mask,expanded_coalition_size,expanded_coalition_members,expanded_value,delta_value
overall,all,edges_az135_225,8,4,1,elmid-radnear-az135,0.27382301810903054,6,elmid-radfar-az225,36,2,elmid-radnear-az135 + elmid-radfar-az225,0.4531783258130398,0.17935530770400926
overall,all,edges_az135_225,8,36,2,elmid-radnear-az135 + elmid-radfar-az225,0.4531783258130398,8,elhigh-radmid-az225,164,3,elmid-radnear-az135 + elmid-radfar-az225 + elhigh-radmid-az225,0.5887010671483895,0.13552274133534975
overall,all,edges_az135_225,8,164,3,elmid-radnear-az135 + elmid-radfar-az225 + elhigh-radmid-az225,0.5887010671483895,2,ellow-radmid-az225,166,4,ellow-radmid-az225 + elmid-radnear-az135 + elmid-radfar-az225 + elhigh-radmid-az225,0.6831026392835389,0.09440157213514933
overall,all,edges_az135_225,8,166,4,ellow-radmid-az225 + elmid-radnear-az135 + elmid-radfar-az225 + elhigh-radmid-az225,0.6831026392835389,4,elmid-radnear-az225,174,5,ellow-radmid-az225 + elmid-radnear-az135 + elmid-radnear-az225 + elmid-radfar-az225 + elhigh-radmid-az225,0.7638750912969234,0.08077245201338457
overall,all,edges_az135_225,8,174,5,ellow-radmid-az225 + elmid-radnear-az135 + elmid-radnear-az225 + elmid-radfar-az225 + elhigh-radmid-az225,0.7638750912969234,1,ellow-radmid-az135,175,6,ellow-radmid-az135 + ellow-radmid-az225 + elmid-radnear-az135 + elmid-radnear-az225 + elmid-radfar-az225 + elhigh-radmid-az225,0.8283269371878528,0.06445184589092934
overall,all,edges_az135_225,8,175,6,ellow-radmid-az135 + ellow-radmid-az225 + elmid-radnear-az135 + elmid-radnear-az225 + elmid-radfar-az225 + elhigh-radmid-az225,0.8283269371878528,7,elhigh-radmid-az135,239,7,ellow-radmid-az135 + ellow-radmid-az225 + elmid-radnear-az135 + elmid-radnear-az225 + elmid-radfar-az225 + elhigh-radmid-az135 + elhigh-radmid-az225,0.8780402876354609,0.04971335044760816
overall,all,edges_az135_225,8,239,7,ellow-radmid-az135 + ellow-radmid-az225 + elmid-radnear-az135 + elmid-radnear-az225 + elmid-radfar-az225 + elhigh-radmid-az135 + elhigh-radmid-az225,0.8780402876354609,5,elmid-radfar-az135,255,8,ellow-radmid-az135 + ellow-radmid-az225 + elmid-radnear-az135 + elmid-radnear-az225 + elmid-radfar-az135 + elmid-radfar-az225 + elhigh-radmid-az135 + elhigh-radmid-az225,0.9192115098194003,0.041171222183939316
