group,target_class,ring_id,ring_scene_count,complete_ring_scene_count,max_views_seen_in_any_ring_scene,grand_value_all_8_players,empty_coalition_value,top_viewpoint,top_azimuth,top_shapley_value,second_viewpoint,second_azimuth,second_shapley_value,top_minus_second_shapley_gap,top_singleton_viewpoint,top_singleton_azimuth,top_singleton_value,top_singleton_best_addition_azimuth,top_singleton_best_addition_viewpoint,top_singleton_best_addition_delta,top_singleton_expanded_members,top_singleton_expanded_value,best_pair_members,best_pair_value,best_pair_best_addition_azimuth,best_pair_best_addition_viewpoint,best_pair_best_addition_delta,best_pair_expanded_members,best_pair_expanded_value
overall,all,ellow-radnear,154,0,4,0.9201977394836536,0.0,ellow-radnear-az225,225,0.14663901987458028,ellow-radnear-az180,180,0.1446603188367268,0.0019787010378534697,ellow-radnear-az180,180,0.22119663516296234,225,ellow-radnear-az225,0.1784633947699507,az180 + az225,0.39966002993291305,az045 + az225,0.4066859234674079,180,ellow-radnear-az180,0.15165800118262945,az045 + az180 + az225,0.5583439246500373
overall,all,ellow-radmid,149,0,4,0.8974515696586898,0.0,ellow-radmid-az315,315,0.15426358160303535,ellow-radmid-az045,45,0.1332692223721269,0.02099435923090845,ellow-radmid-az045,45,0.20769707830795944,315,ellow-radmid-az315,0.1948130767390562,az045 + az315,0.40251015504701565,az045 + az315,0.40251015504701565,90,ellow-radmid-az090,0.12635971312466193,az045 + az090 + az315,0.5288698681716776
overall,all,ellow-radfar,154,0,4,0.860633360746207,0.0,ellow-radfar-az000,0,0.13610467033368984,ellow-radfar-az135,135,0.12394982719720254,0.012154843136487292,ellow-radfar-az000,0,0.2034608568169912,135,ellow-radfar-az135,0.1560310060103607,az000 + az135,0.3594918628273519,az000 + az135,0.3594918628273519,270,ellow-radfar-az270,0.11909282972614499,az000 + az135 + az270,0.4785846925534969
overall,all,elmid-radnear,151,0,4,0.9434439730057872,0.0,elmid-radnear-az270,270,0.19184559984855604,elmid-radnear-az135,135,0.15349121214559056,0.03835438770296548,elmid-radnear-az135,135,0.26294263328350614,270,elmid-radnear-az270,0.21600548696556376,az135 + az270,0.4789481202490699,az135 + az270,0.4789481202490699,180,elmid-radnear-az180,0.1376087303836933,az135 + az180 + az270,0.6165568506327632
overall,all,elmid-radmid,148,0,4,0.9192475708197799,0.0,elmid-radmid-az000,0,0.17177458129626566,elmid-radmid-az270,270,0.15125422384860882,0.020520357447656845,elmid-radmid-az000,0,0.25185154486239614,270,elmid-radmid-az270,0.20595467226434466,az000 + az270,0.4578062171267408,az000 + az270,0.4578062171267408,45,elmid-radmid-az045,0.16479028638025078,az000 + az045 + az270,0.6225965035069916
overall,all,elmid-radfar,145,0,4,0.9113787218069311,0.0,elmid-radfar-az225,225,0.13763263881815804,elmid-radfar-az090,90,0.12521495999606552,0.01241767882209252,elmid-radfar-az225,225,0.22292740826137006,0,elmid-radfar-az000,0.15075788273956395,az000 + az225,0.373685291000934,az000 + az225,0.373685291000934,90,elmid-radfar-az090,0.1403675754289549,az000 + az090 + az225,0.5140528664298889
overall,all,elhigh-radnear,150,0,4,0.9176427756619179,0.0,elhigh-radnear-az225,225,0.14752328411989063,elhigh-radnear-az135,135,0.13781762357175908,0.009705660548131545,elhigh-radnear-az225,225,0.21664150900316845,0,elhigh-radnear-az000,0.17390603576843303,az000 + az225,0.3905475447716015,az000 + az225,0.3905475447716015,135,elhigh-radnear-az135,0.1465447085860916,az000 + az135 + az225,0.5370922533576931
overall,all,elhigh-radmid,159,0,4,0.9068945120949943,0.0,elhigh-radmid-az000,0,0.16989085471265353,elhigh-radmid-az225,225,0.13605158625440444,0.03383926845824908,elhigh-radmid-az000,0,0.23877242049110414,225,elhigh-radmid-az225,0.18246503426419236,az000 + az225,0.4212374547552965,az000 + az225,0.4212374547552965,90,elhigh-radmid-az090,0.13005047521417767,az000 + az090 + az225,0.5512879299694742
overall,all,elhigh-radfar,147,0,4,0.9122108964633643,0.0,elhigh-radfar-az045,45,0.17173251888225796,elhigh-radfar-az315,315,0.12912470699733214,0.04260781188492582,elhigh-radfar-az045,45,0.23465975209118844,315,elhigh-radfar-az315,0.1609712632767289,az045 + az315,0.39563101536791734,az045 + az315,0.39563101536791734,90,elhigh-radfar-az090,0.15069489547234038,az045 + az090 + az315,0.5463259108402577
