ring_id,viewpoint,azimuth,base_coalition_size,added_drone_number,num_contexts_of_this_size,mean_marginal_gain,min_marginal_gain,max_marginal_gain,shapley_component_from_this_size,cumulative_shapley_through_this_size,total_shapley_value,share_of_total_shapley_from_this_size,cumulative_share_of_total_shapley,grand_value_all_8_players,ring_scene_count
ellow-radnear,ellow-radnear-az090,90,1,2,7,0.1558805218490725,0.14564092212107355,0.16688388577399377,0.019485065231134063,0.04310702244631061,0.10072868155001359,0.19344108283060749,0.4279518185186133,0.9201977394836536,154
ellow-radnear,ellow-radnear-az000,0,1,2,7,0.15782542743036557,0.1455614047999037,0.17051495465854716,0.019728178428795696,0.04329831396554537,0.11151232918889227,0.17691477321200835,0.3882827511584101,0.9201977394836536,154
ellow-radnear,ellow-radnear-az135,135,1,2,7,0.16107445421343844,0.1489028229920562,0.17430319516816395,0.020134306776679805,0.04416400160072918,0.11333962046770192,0.17764579317977708,0.3896607507461566,0.9201977394836536,154
ellow-radnear,ellow-radnear-az045,45,1,2,7,0.16352738420296717,0.14399486826046848,0.18641505718747925,0.020440923025370896,0.0437428051738058,0.11951638610212917,0.17103029711677956,0.3659983923579039,0.9201977394836536,154
ellow-radnear,ellow-radnear-az180,180,1,2,7,0.19267557629798984,0.1793891636529844,0.20344689213550046,0.02408444703724873,0.051734026432619026,0.1446603188367268,0.16648965819321904,0.35762416983892775,0.9201977394836536,154
ellow-radnear,ellow-radnear-az225,225,1,2,7,0.19379244718410543,0.1784633947699507,0.22027086627992865,0.02422405589801318,0.05175791418300426,0.14663901987458028,0.165195156914796,0.35296140295586115,0.9201977394836536,154
ellow-radnear,ellow-radnear-az315,315,2,3,21,0.10918825562800315,0.0886583698730336,0.12616938409837913,0.013648531953500393,0.05058377289106625,0.08524743496578524,0.16010489886268536,0.593375893496015,0.9201977394836536,154
ellow-radnear,ellow-radnear-az270,270,2,3,21,0.12345036851487269,0.10893220365311651,0.13947106068213244,0.015431296064359086,0.05551186919851497,0.09855394849782435,0.15657714682735155,0.5632637762833057,0.9201977394836536,154
ellow-radnear,ellow-radnear-az090,90,2,3,21,0.1270015070108086,0.1068149869355548,0.14378744463604803,0.015875188376351074,0.05898221082266168,0.10072868155001359,0.15760345645414567,0.5855552749727589,0.9201977394836536,154
ellow-radnear,ellow-radnear-az000,0,2,3,21,0.13178343506372805,0.10869873863376761,0.15032671830358607,0.016472929382966007,0.059771243348511374,0.11151232918889227,0.14772294241170664,0.5360056935701167,0.9201977394836536,154
ellow-radnear,ellow-radnear-az135,135,2,3,21,0.13462314232499697,0.10648263406504532,0.1591082385825402,0.016827892790624622,0.0609918943913538,0.11333962046770192,0.14847317046928016,0.5381339212154367,0.9201977394836536,154
ellow-radnear,ellow-radnear-az045,45,2,3,21,0.14266914668038352,0.12089842712252263,0.1659695002723246,0.01783364333504794,0.06157644850885374,0.11951638610212917,0.14921504838515393,0.5152134407430577,0.9201977394836536,154
ellow-radnear,ellow-radnear-az180,180,2,3,21,0.16782512460851814,0.14891070831143094,0.19130522733141286,0.020978140576064768,0.0727121670086838,0.1446603188367268,0.14501655149635115,0.5026407213352789,0.9201977394836536,154
ellow-radnear,ellow-radnear-az225,225,2,3,21,0.17036720351562312,0.1380016535310558,0.2023365028556976,0.02129590043945289,0.07305381462245715,0.14663901987458028,0.145226696534573,0.49818809949043413,0.9201977394836536,154
ellow-radnear,ellow-radnear-az315,315,3,4,35,0.08810470105411777,0.0641361429718158,0.1057238271832246,0.011013087631764722,0.06159686052283097,0.08524743496578524,0.12918966577920984,0.7225655592752248,0.9201977394836536,154
ellow-radnear,ellow-radnear-az090,90,3,4,35,0.10211840202299309,0.07753287215830901,0.12145339174823067,0.012764800252874136,0.07174701107553581,0.10072868155001359,0.12672458386677268,0.7122798588395316,0.9201977394836536,154
ellow-radnear,ellow-radnear-az270,270,3,4,35,0.10227725782037353,0.08552543050010769,0.11714635350921876,0.012784657227546691,0.06829652642606165,0.09855394849782435,0.12972242535598583,0.6929862016392915,0.9201977394836536,154
ellow-radnear,ellow-radnear-az000,0,3,4,35,0.11016886632993016,0.09054447781378716,0.1322805886681359,0.01377110829124127,0.07354235163975265,0.11151232918889227,0.12349404224096333,0.6594997358110801,0.9201977394836536,154
ellow-radnear,ellow-radnear-az135,135,3,4,35,0.11256252347199054,0.08138466062545302,0.14282932832093787,0.014070315433998818,0.07506220982535262,0.11333962046770192,0.12414295526963051,0.6622768764850673,0.9201977394836536,154
ellow-radnear,ellow-radnear-az045,45,3,4,35,0.12372630303423625,0.09857371994960917,0.1533006519622322,0.015465787879279531,0.07704223638813328,0.11951638610212917,0.12940307503996734,0.6446165157830251,0.9201977394836536,154
ellow-radnear,ellow-radnear-az180,180,3,4,35,0.1463702103199944,0.12560630320761945,0.17260081046902942,0.0182962762899993,0.0910084432986831,0.1446603188367268,0.12647750562923676,0.6291182269645157,0.9201977394836536,154
ellow-radnear,ellow-radnear-az225,225,3,4,35,0.14972889441032722,0.12026653849351682,0.18584955740280257,0.018716111801290902,0.09176992642374805,0.14663901987458028,0.12763391229223103,0.6258220117826652,0.9201977394836536,154
ellow-radnear,ellow-radnear-az315,315,4,5,35,0.06980819631256392,0.045747126567033614,0.08705078852825865,0.00872602453907049,0.07032288506190146,0.08524743496578524,0.102361138989962,0.8249266982651868,0.9201977394836536,154
ellow-radnear,ellow-radnear-az090,90,4,5,35,0.08101099570199842,0.06434510620655043,0.09704493631439559,0.010126374462749803,0.08187338553828562,0.10072868155001359,0.10053119237664078,0.8128110512161724,0.9201977394836536,154
ellow-radnear,ellow-radnear-az270,270,4,5,35,0.08345899087954975,0.06320072332719417,0.10373836082140797,0.010432373859943719,0.07872890028600538,0.09855394849782435,0.1058544484412415,0.7988406500805331,0.9201977394836536,154
ellow-radnear,ellow-radnear-az000,0,4,5,35,0.0927154803648171,0.07397757293486262,0.10917570509734509,0.011589435045602137,0.08513178668535479,0.11151232918889227,0.10392962939524501,0.7634293652063251,0.9201977394836536,154
ellow-radnear,ellow-radnear-az135,135,4,5,35,0.09457149819933904,0.06881536130407595,0.1196568970733255,0.01182143727491738,0.08688364710027001,0.11333962046770192,0.10430101341556991,0.7665778899006372,0.9201977394836536,154
ellow-radnear,ellow-radnear-az045,45,4,5,35,0.10658481167903289,0.08117566263899834,0.13496658139591744,0.013323101459879111,0.09036533784801239,0.11951638610212917,0.11147510307493946,0.7560916188579646,0.9201977394836536,154
ellow-radnear,ellow-radnear-az180,180,4,5,35,0.12803576365786581,0.1025710979808081,0.15502565336603413,0.016004470457233227,0.10701291375591633,0.1446603188367268,0.11063483466600768,0.7397530616305233,0.9201977394836536,154
ellow-radnear,ellow-radnear-az225,225,4,5,35,0.13161127900406272,0.10261063567902518,0.1676952965828219,0.01645140987550784,0.1082213362992559,0.14663901987458028,0.11218985157960452,0.7380118633622698,0.9201977394836536,154
ellow-radnear,ellow-radnear-az315,315,5,6,21,0.05375743076463405,0.03596887727197007,0.06859220223787232,0.0067196788455792566,0.07704256390748071,0.08524743496578524,0.07882558399881774,0.9037522822640045,0.9201977394836536,154
ellow-radnear,ellow-radnear-az090,90,5,6,21,0.06345907686419716,0.05128773956180521,0.07468185981844555,0.007932384608024645,0.08980577014631026,0.10072868155001359,0.07875000929190237,0.8915610605080748,0.9201977394836536,154
ellow-radnear,ellow-radnear-az270,270,5,6,21,0.06683453950334076,0.04663096119522214,0.0814136536484944,0.008354317437917595,0.08708321772392297,0.09855394849782435,0.08476897745098484,0.8836096275315178,0.9201977394836536,154
ellow-radnear,ellow-radnear-az000,0,5,6,21,0.0791570363042341,0.06740819509509144,0.0967447435556833,0.009894629538029262,0.09502641622338405,0.11151232918889227,0.08873126057001834,0.8521606257763434,0.9201977394836536,154
ellow-radnear,ellow-radnear-az135,135,5,6,21,0.08032896705196231,0.06294124008094992,0.10132190270684327,0.010041120881495289,0.0969247679817653,0.11333962046770192,0.0885932107418401,0.8551711006424774,0.9201977394836536,154
ellow-radnear,ellow-radnear-az045,45,5,6,21,0.09113063102928123,0.07117051315329004,0.11264187422300409,0.011391328878660154,0.10175666672667254,0.11951638610212917,0.0953118584837901,0.8514034773417547,0.9201977394836536,154
ellow-radnear,ellow-radnear-az180,180,5,6,21,0.11254671484757943,0.09007154453253297,0.13762759605542318,0.014068339355947429,0.12108125311186375,0.1446603188367268,0.09725085268079553,0.8370039143113189,0.9201977394836536,154
ellow-radnear,ellow-radnear-az225,225,5,6,21,0.11574811643267499,0.09020140417548772,0.14359857441202029,0.014468514554084374,0.12268985085334028,0.14663901987458028,0.09866756178852827,0.8366794251507981,0.9201977394836536,154
ellow-radnear,ellow-radnear-az315,315,6,7,7,0.03941109377162049,0.03040313151242169,0.044528207026967026,0.004926386721452561,0.08196895062893327,0.08524743496578524,0.057789266309652684,0.9615415485736571,0.9201977394836536,154
ellow-radnear,ellow-radnear-az090,90,6,7,7,0.0492424343259617,0.044483334552790965,0.05644118923581598,0.006155304290745212,0.09596107443705547,0.10072868155001359,0.06110776192070968,0.9526688224287844,0.9201977394836536,154
ellow-radnear,ellow-radnear-az270,270,6,7,7,0.05224287550268596,0.039819059523491296,0.06184767786143852,0.006530359437835745,0.09361357716175871,0.09855394849782435,0.06626177375308212,0.9498714012845999,0.9201977394836536,154
ellow-radnear,ellow-radnear-az000,0,6,7,7,0.06922729328402634,0.06323293827748555,0.07406941033970404,0.008653411660503292,0.10367982788388734,0.11151232918889227,0.07760049246074988,0.9297611182370933,0.9201977394836536,154
ellow-radnear,ellow-radnear-az135,135,6,7,7,0.06951383057478014,0.062286207150289874,0.08658362280474163,0.008689228821847517,0.10561399680361282,0.11333962046770192,0.07666541308318271,0.93183651372566,0.9201977394836536,154
ellow-radnear,ellow-radnear-az045,45,6,7,7,0.07724971949948892,0.0648280355041636,0.08960666899619263,0.009656214937436115,0.11141288166410865,0.11951638610212917,0.08079406726023898,0.9321975446019937,0.9201977394836536,154
ellow-radnear,ellow-radnear-az180,180,6,7,7,0.09962799411458245,0.08930062051928844,0.11947614660542294,0.012453499264322807,0.13353475237618656,0.1446603188367268,0.08608787374773208,0.923091788059051,0.9201977394836536,154
ellow-radnear,ellow-radnear-az225,225,6,7,7,0.10187316583200913,0.08972018633791046,0.12019180125901141,0.012734145729001141,0.13542399658234142,0.14663901987458028,0.08684009031083678,0.9235195154616348,0.9201977394836536,154
ellow-radnear,ellow-radnear-az315,315,7,8,1,0.02622787469481591,0.02622787469481591,0.02622787469481591,0.003278484336851989,0.08524743496578525,0.08524743496578524,0.03845845142634304,1.0000000000000002,0.9201977394836536,154
ellow-radnear,ellow-radnear-az090,90,7,8,1,0.038140856903664866,0.038140856903664866,0.038140856903664866,0.004767607112958108,0.10072868155001358,0.10072868155001359,0.047331177571215466,0.9999999999999999,0.9201977394836536,154
ellow-radnear,ellow-radnear-az270,270,7,8,1,0.03952297068852506,0.03952297068852506,0.03952297068852506,0.004940371336065633,0.09855394849782434,0.09855394849782435,0.05012859871539997,0.9999999999999999,0.9201977394836536,154
ellow-radnear,ellow-radnear-az135,135,7,8,1,0.06180498931271283,0.06180498931271283,0.06180498931271283,0.007725623664089104,0.11333962046770192,0.11333962046770192,0.06816348627433999,1.0,0.9201977394836536,154
ellow-radnear,ellow-radnear-az000,0,7,8,1,0.06266001044003933,0.06266001044003933,0.06266001044003933,0.007832501305004916,0.11151232918889226,0.11151232918889227,0.07023888176290653,0.9999999999999999,0.9201977394836536,154
ellow-radnear,ellow-radnear-az045,45,7,8,1,0.06482803550416383,0.06482803550416383,0.06482803550416383,0.008103504438020478,0.11951638610212913,0.11951638610212917,0.06780245539800601,0.9999999999999997,0.9201977394836536,154
ellow-radnear,ellow-radnear-az180,180,7,8,1,0.08900453168432221,0.08900453168432221,0.08900453168432221,0.011125566460540276,0.14466031883672684,0.1446603188367268,0.07690821194094924,1.0000000000000002,0.9201977394836536,154
ellow-radnear,ellow-radnear-az225,225,7,8,1,0.08972018633791068,0.08972018633791068,0.08972018633791068,0.011215023292238835,0.14663901987458025,0.14663901987458028,0.07648048453836499,0.9999999999999998,0.9201977394836536,154
ellow-radmid,ellow-radmid-az180,180,0,1,1,0.12143485817572401,0.12143485817572401,0.12143485817572401,0.015179357271965501,0.015179357271965501,0.08143669905541115,0.18639455488780513,0.18639455488780513,0.8974515696586898,149
ellow-radmid,ellow-radmid-az270,270,0,1,1,0.1536367233302321,0.1536367233302321,0.1536367233302321,0.019204590416279012,0.019204590416279012,0.09476537746867944,0.20265408031141174,0.20265408031141174,0.8974515696586898,149
ellow-radmid,ellow-radmid-az225,225,0,1,1,0.1606736184081063,0.1606736184081063,0.1606736184081063,0.020084202301013286,0.020084202301013286,0.10323734334270045,0.1945439668506674,0.1945439668506674,0.8974515696586898,149
ellow-radmid,ellow-radmid-az135,135,0,1,1,0.165632077826711,0.165632077826711,0.165632077826711,0.020704009728338874,0.020704009728338874,0.09748421758757335,0.21238319638499192,0.21238319638499192,0.8974515696586898,149
ellow-radmid,ellow-radmid-az000,0,0,1,1,0.17412009478747184,0.17412009478747184,0.17412009478747184,0.02176501184843398,0.02176501184843398,0.11788186371536272,0.1846341002971223,0.1846341002971223,0.8974515696586898,149
ellow-radmid,ellow-radmid-az090,90,0,1,1,0.1806793109508162,0.1806793109508162,0.1806793109508162,0.022584913868852027,0.022584913868852027,0.11511326451380055,0.19619731891231698,0.19619731891231698,0.8974515696586898,149
ellow-radmid,ellow-radmid-az315,315,0,1,1,0.2051882214551369,0.2051882214551369,0.2051882214551369,0.025648527681892113,0.025648527681892113,0.15426358160303535,0.16626430824025054,0.16626430824025054,0.8974515696586898,149
ellow-radmid,ellow-radmid-az045,45,0,1,1,0.20769707830795944,0.20769707830795944,0.20769707830795944,0.02596213478849493,0.02596213478849493,0.1332692223721269,0.19480968168329973,0.19480968168329973,0.8974515696586898,149
ellow-radmid,ellow-radmid-az180,180,1,2,7,0.10669455103145034,0.09116602443175523,0.121434858175724,0.013336818878931293,0.028516176150896792,0.08143669905541115,0.1637691487207341,0.35016370360853916,0.8974515696586898,149
ellow-radmid,ellow-radmid-az270,270,1,2,7,0.13186183840789847,0.12318408998859356,0.14137251008695562,0.01648272980098731,0.035687320217266325,0.09476537746867944,0.1739319806586003,0.37658606097001207,0.8974515696586898,149
ellow-radmid,ellow-radmid-az225,225,1,2,7,0.14020054826490605,0.1278990519291114,0.15473307111273069,0.017525068533113256,0.037609270834126546,0.10323734334270045,0.16975512896470124,0.3642990958153687,0.8974515696586898,149
ellow-radmid,ellow-radmid-az135,135,1,2,7,0.14093650100232719,0.13024304301349646,0.15039741296931358,0.017617062625290898,0.038321072353629776,0.09748421758757335,0.1807170746327722,0.3931002710177642,0.8974515696586898,149
ellow-radmid,ellow-radmid-az000,0,1,2,7,0.1553556138294914,0.1436674614458333,0.1741200947874718,0.019419451728686424,0.041184463577120405,0.11788186371536272,0.1647365516342411,0.3493706519313634,0.8974515696586898,149
ellow-radmid,ellow-radmid-az090,90,1,2,7,0.1574052020315107,0.14529027613760168,0.1746093251302473,0.019675650253938838,0.04226056412279086,0.11511326451380055,0.17092426608733688,0.3671215849996538,0.8974515696586898,149
ellow-radmid,ellow-radmid-az045,45,1,2,7,0.18059087698080073,0.17384225043544463,0.19732193359187875,0.02257385962260009,0.04853599441109502,0.1332692223721269,0.16938539312225614,0.36419507480555585,0.8974515696586898,149
ellow-radmid,ellow-radmid-az315,315,1,2,7,0.18847225828556916,0.1772913606698849,0.1992476741597613,0.023559032285696144,0.04920755996758826,0.15426358160303535,0.15271933946354443,0.318983647703795,0.8974515696586898,149
ellow-radmid,ellow-radmid-az180,180,2,3,21,0.09361037472784024,0.0722523574212447,0.1154177463858625,0.01170129684098003,0.04021747299187682,0.08143669905541115,0.14368579493894068,0.49384949854747984,0.8974515696586898,149
ellow-radmid,ellow-radmid-az270,270,2,3,21,0.11289559197889847,0.09960322646021319,0.12369251767781048,0.014111948997362308,0.049799269214628634,0.09476537746867944,0.14891460757412586,0.525500668544138,0.8974515696586898,149
ellow-radmid,ellow-radmid-az135,135,2,3,21,0.11903960721085409,0.10191033947179151,0.13340651344239712,0.014879950901356761,0.05320102325498654,0.09748421758757335,0.15263958894668875,0.545739859964453,0.8974515696586898,149
ellow-radmid,ellow-radmid-az225,225,2,3,21,0.12190391611289812,0.10434328994953895,0.13949840625533327,0.015237989514112265,0.05284726034823881,0.10323734334270045,0.14760152693516296,0.5119006227505316,0.8974515696586898,149
ellow-radmid,ellow-radmid-az090,90,2,3,21,0.13658787273573705,0.11875192939624873,0.15681955760849003,0.01707348409196713,0.05933404821475799,0.11511326451380055,0.1483189983715582,0.515440583371212,0.8974515696586898,149
ellow-radmid,ellow-radmid-az000,0,2,3,21,0.1380844254119929,0.12475653195381858,0.15713864744154687,0.017260553176499112,0.058445016753619516,0.11788186371536272,0.14642246595435923,0.4957931178857226,0.8974515696586898,149
ellow-radmid,ellow-radmid-az045,45,2,3,21,0.15673661376734824,0.1439154037831626,0.1740053725048738,0.01959207672091853,0.06812807113201355,0.1332692223721269,0.14701126315730786,0.5112063379628637,0.8974515696586898,149
ellow-radmid,ellow-radmid-az315,315,2,3,21,0.1728393281504851,0.15248680428512773,0.19323056236989977,0.02160491601881064,0.07081247598639889,0.15426358160303535,0.14005195389801278,0.45903560160180773,0.8974515696586898,149
ellow-radmid,ellow-radmid-az180,180,3,4,35,0.08218232926489366,0.05998814417796816,0.1093477605652936,0.010272791158111708,0.05049026414998853,0.08143669905541115,0.12614449354242485,0.6199939920899047,0.8974515696586898,149
ellow-radmid,ellow-radmid-az270,270,3,4,35,0.09647287340474978,0.0812112830487301,0.11680838231627261,0.012059109175593722,0.06185837839022236,0.09476537746867944,0.12725226762885353,0.6527529361729916,0.8974515696586898,149
ellow-radmid,ellow-radmid-az135,135,3,4,35,0.09979235387124373,0.08361714516545438,0.11290649614579013,0.012474044233905466,0.065675067488892,0.09748421758757335,0.12795962815929268,0.6736994881237456,0.8974515696586898,149
ellow-radmid,ellow-radmid-az225,225,3,4,35,0.10566765389464806,0.08560953343476435,0.12513348641385436,0.013208456736831008,0.06605571708506983,0.10323734334270045,0.1279426253055061,0.6398432480560378,0.8974515696586898,149
ellow-radmid,ellow-radmid-az090,90,3,4,35,0.11807828048244726,0.0999466603766278,0.14413539816741577,0.014759785060305907,0.0740938332750639,0.11511326451380055,0.12821967236048984,0.6436602557317018,0.8974515696586898,149
ellow-radmid,ellow-radmid-az000,0,3,4,35,0.12219046147754187,0.10602207916637385,0.14397841601108535,0.015273807684692733,0.07371882443831225,0.11788186371536272,0.12956876658798708,0.6253618844737097,0.8974515696586898,149
ellow-radmid,ellow-radmid-az045,45,3,4,35,0.13586917802911955,0.11872866846479929,0.1514944764850502,0.016983647253639943,0.0851117183856535,0.1332692223721269,0.12743863100076175,0.6386449689636255,0.8974515696586898,149
ellow-radmid,ellow-radmid-az315,315,3,4,35,0.15828943104988466,0.1341936099787906,0.18285541765381913,0.019786178881235583,0.09059865486763448,0.15426358160303535,0.12826215154365547,0.5872977531454632,0.8974515696586898,149
ellow-radmid,ellow-radmid-az180,180,4,5,35,0.0724104146426107,0.05397103238810663,0.09708354732201696,0.009051301830326337,0.05954156598031486,0.08143669905541115,0.11114524453118674,0.7311392366210914,0.8974515696586898,149
ellow-radmid,ellow-radmid-az270,270,4,5,35,0.08232857204697008,0.06436495034909606,0.09856258214858471,0.01029107150587126,0.07214944989609362,0.09476537746867944,0.10859526739364833,0.7613482035666399,0.8974515696586898,149
ellow-radmid,ellow-radmid-az135,135,4,5,35,0.08304569840244828,0.06662624563853758,0.10051955111510558,0.010380712300306036,0.07605577978919803,0.09748421758757335,0.10648608110313541,0.780185569226881,0.8974515696586898,149
ellow-radmid,ellow-radmid-az225,225,4,5,35,0.09137569355272152,0.07257895546744297,0.10989882155645692,0.01142196169409019,0.07747767877916001,0.10323734334270045,0.11063788861918439,0.7504811366752221,0.8974515696586898,149
ellow-radmid,ellow-radmid-az090,90,4,5,35,0.10172738269059352,0.08165210318453775,0.1251111138080433,0.01271592283632419,0.0868097561113881,0.11511326451380055,0.11046444464964088,0.7541247003813427,0.8974515696586898,149
ellow-radmid,ellow-radmid-az000,0,4,5,35,0.10755765396870398,0.08903117963945728,0.12698751648416895,0.013444706746087998,0.08716353118440025,0.11788186371536272,0.11405237686563521,0.739414261339345,0.8974515696586898,149
ellow-radmid,ellow-radmid-az045,45,4,5,35,0.11772345912763242,0.10161745913718145,0.13054307944219645,0.014715432390954053,0.09982715077660755,0.1332692223721269,0.11041883586492486,0.7490638048285504,0.8974515696586898,149
ellow-radmid,ellow-radmid-az315,315,4,5,35,0.14482256698376783,0.12184143670384484,0.17038342354466263,0.01810282087297098,0.10870147574060546,0.15426358160303535,0.11734993240047255,0.7046476855459357,0.8974515696586898,149
ellow-radmid,ellow-radmid-az180,180,5,6,21,0.06429463086099127,0.05321835259712271,0.07889739231694848,0.008036828857623909,0.06757839483793877,0.08143669905541115,0.09868804790522626,0.8298272845263177,0.8974515696586898,149
ellow-radmid,ellow-radmid-az135,135,5,6,21,0.06865059822341982,0.05419731344465839,0.08352865158818912,0.008581324777927477,0.0846371045671255,0.09748421758757335,0.08802783661076814,0.868213405837649,0.8974515696586898,149
ellow-radmid,ellow-radmid-az270,270,5,6,21,0.07019757726707702,0.057786583132681923,0.08133847587290555,0.008774697158384628,0.08092414705447824,0.09476537746867944,0.09259391343937527,0.8539421170060151,0.8974515696586898,149
ellow-radmid,ellow-radmid-az225,225,5,6,21,0.07891196702968398,0.06545321522424086,0.09033007836994977,0.009863995878710497,0.0873416746578705,0.10323734334270045,0.09554678141965134,0.8460279180948734,0.8974515696586898,149
ellow-radmid,ellow-radmid-az090,90,5,6,21,0.08738613677912786,0.06483150317216813,0.10588891594253058,0.010923267097390983,0.09773302320877908,0.11511326451380055,0.09489147183452024,0.849016172215863,0.8974515696586898,149
ellow-radmid,ellow-radmid-az000,0,5,6,21,0.09406993482804477,0.07634702019838324,0.10818224746454796,0.011758741853505596,0.09892227303790585,0.11788186371536272,0.09975022011781412,0.839164481457159,0.8974515696586898,149
ellow-radmid,ellow-radmid-az045,45,5,6,21,0.10203434642440445,0.08897695399607553,0.11310598138416206,0.012754293303050557,0.1125814440796581,0.1332692223721269,0.09570321696210408,0.8447670217906544,0.8974515696586898,149
ellow-radmid,ellow-radmid-az315,315,5,6,21,0.13243873595213465,0.11582432491398331,0.15147249405264807,0.01655484199401683,0.12525631773462229,0.15426358160303535,0.10731529646846402,0.8119629820143998,0.8974515696586898,149
ellow-radmid,ellow-radmid-az135,135,6,7,7,0.056458010753110376,0.04707157320145594,0.06461208771680937,0.007057251344138797,0.0916943559112643,0.09748421758757335,0.07239378351474207,0.9406071893523912,0.8974515696586898,149
ellow-radmid,ellow-radmid-az180,180,6,7,7,0.05783497792003535,0.053031455819743334,0.06606203378706421,0.007229372240004419,0.07480776707794319,0.08143669905541115,0.08877290366454331,0.918600188190861,0.8974515696586898,149
ellow-radmid,ellow-radmid-az270,270,6,7,7,0.05981477842658827,0.05142324100864071,0.06750654792528377,0.007476847303323534,0.08840099435780177,0.09476537746867944,0.0788985123368994,0.9328406293429145,0.8974515696586898,149
ellow-radmid,ellow-radmid-az225,225,6,7,7,0.06816040626810103,0.0591716844473823,0.0720355211778595,0.00852005078351263,0.09586172544138313,0.10323734334270045,0.08252876825036057,0.928556686345234,0.8974515696586898,149
ellow-radmid,ellow-radmid-az090,90,6,7,7,0.07490550016700234,0.06432332705054877,0.0834305818989004,0.009363187520875293,0.10709621072965438,0.11511326451380055,0.08133891051063687,0.9303550827264999,0.8974515696586898,149
ellow-radmid,ellow-radmid-az000,0,6,7,7,0.08161123599812976,0.07006548942152468,0.08897641891353947,0.01020140449976622,0.10912367753767208,0.11788186371536272,0.08653921967503422,0.9257037011321934,0.8974515696586898,149
ellow-radmid,ellow-radmid-az045,45,6,7,7,0.08853672928095334,0.08170290774361688,0.09625964868452797,0.011067091160119167,0.12364853523977727,0.1332692223721269,0.08304311350460641,0.9278101352952609,0.8974515696586898,149
ellow-radmid,ellow-radmid-az315,315,6,7,7,0.12113793795498506,0.11108691422916306,0.12983110248433416,0.015142242244373133,0.14039855997899542,0.15426358160303535,0.09815824374762985,0.9101212257620296,0.8974515696586898,149
ellow-radmid,ellow-radmid-az135,135,7,8,1,0.04631889341047235,0.04631889341047235,0.04631889341047235,0.005789861676309044,0.09748421758757335,0.09748421758757335,0.059392810647608846,1.0,0.8974515696586898,149
ellow-radmid,ellow-radmid-az270,270,7,8,1,0.05091506488702169,0.05091506488702169,0.05091506488702169,0.006364383110877711,0.09476537746867948,0.09476537746867944,0.06715937065708602,1.0000000000000004,0.8974515696586898,149
ellow-radmid,ellow-radmid-az180,180,7,8,1,0.05303145581974322,0.05303145581974322,0.05303145581974322,0.006628931977467903,0.0814366990554111,0.08143669905541115,0.08139981180913836,0.9999999999999993,0.8974515696586898,149
ellow-radmid,ellow-radmid-az225,225,7,8,1,0.05900494321053851,0.05900494321053851,0.05900494321053851,0.007375617901317313,0.10323734334270045,0.10323734334270045,0.07144331365476597,1.0,0.8974515696586898,149
