combination_label,viewpoint_1,viewpoint_2,viewpoint_3,drone_count,sample_count,mean_best_box_quality,mean_noisy_or_max_iou,mean_support_weighted_or,mean_support_ratio,mean_target_ap50_95,mean_azimuth_gap_max,elevation_pattern,radius_pattern
elhigh-radnear-az270 + elhigh-radnear-az315,elhigh-radnear-az270,elhigh-radnear-az315,,2,5,0.9072324022739245,0.9616219100620178,0.9569932039829391,1.0,0.9516666673123837,45.0,high + high,near + near
elhigh-radnear-az315 + elhigh-radfar-az000,elhigh-radnear-az315,elhigh-radfar-az000,,2,4,0.9302089081903233,0.965604725346943,0.9605849939959071,1.0,0.975,45.0,high + high,near + far
elhigh-radnear-az315 + elhigh-radfar-az045,elhigh-radnear-az315,elhigh-radfar-az045,,2,6,0.9180792187509343,0.9683601642821724,0.9488188593087341,1.0,0.9351851859578381,90.0,high + high,near + far
elhigh-radnear-az315 + elhigh-radfar-az090,elhigh-radnear-az315,elhigh-radfar-az090,,2,5,0.9465920244005688,0.9739531250696792,0.949957885568479,1.0,1.0,135.0,high + high,near + far
elhigh-radnear-az315 + elhigh-radfar-az135,elhigh-radnear-az315,elhigh-radfar-az135,,2,1,0.8936967705278818,0.9432685003166663,0.847461143447064,1.0,0.9,180.0,high + high,near + far
elhigh-radnear-az315 + elhigh-radfar-az180,elhigh-radnear-az315,elhigh-radfar-az180,,2,2,0.955014354766238,0.9812318778399493,0.979659048284691,1.0,1.0,135.0,high + high,near + far
elhigh-radnear-az315 + elhigh-radfar-az225,elhigh-radnear-az315,elhigh-radfar-az225,,2,4,0.8704096925471685,0.9266049309563437,0.9246730041060389,1.0,0.9,90.0,high + high,near + far
elhigh-radnear-az315 + elhigh-radfar-az270,elhigh-radnear-az315,elhigh-radfar-az270,,2,4,0.9430232529240943,0.9788965179764594,0.9712737461578287,1.0,0.962536895659227,45.0,high + high,near + far
elhigh-radnear-az315 + elhigh-radfar-az315,elhigh-radnear-az315,elhigh-radfar-az315,,2,6,0.891862860397263,0.9527508785170634,0.9410404780316726,1.0,0.9600000004967054,0.0,high + high,near + far
elhigh-radnear-az315 + elhigh-radmid-az000,elhigh-radnear-az315,elhigh-radmid-az000,,2,6,0.952877972260246,0.9808469809856953,0.9742481453961527,1.0,0.9855245972452288,45.0,high + high,near + mid
elhigh-radnear-az315 + elhigh-radmid-az045,elhigh-radnear-az315,elhigh-radmid-az045,,2,6,0.9194253714938606,0.9671369506484547,0.9457553369046137,1.0,0.9260995386651268,90.0,high + high,near + mid
elhigh-radnear-az315 + elhigh-radmid-az135,elhigh-radnear-az315,elhigh-radmid-az135,,2,4,0.8738300772817151,0.9275157983764512,0.9224369910853883,1.0,0.8750000001862646,180.0,high + high,near + mid
elhigh-radnear-az315 + elhigh-radmid-az180,elhigh-radnear-az315,elhigh-radmid-az180,,2,3,0.9537425527342466,0.9839359681561263,0.9702622397788696,1.0,0.9750491942123026,135.0,high + high,near + mid
elhigh-radnear-az315 + elhigh-radmid-az225,elhigh-radnear-az315,elhigh-radmid-az225,,2,7,0.8440718714666302,0.9016953768570645,0.8942121200647367,1.0,0.865889213245047,90.0,high + high,near + mid
elhigh-radnear-az315 + elhigh-radmid-az270,elhigh-radnear-az315,elhigh-radmid-az270,,2,2,0.8184618524078555,0.9160239768681935,0.8858560094494361,1.0,0.84375,45.0,high + high,near + mid
elhigh-radnear-az315 + elhigh-radmid-az315,elhigh-radnear-az315,elhigh-radmid-az315,,2,8,0.8966386777982982,0.9388339742123407,0.9315545150327027,1.0,0.9375,0.0,high + high,near + mid
ellow-radfar-az000 + elhigh-radfar-az000,ellow-radfar-az000,elhigh-radfar-az000,,2,3,0.8311671714115162,0.8610626349039526,0.7454135896680946,0.8333333333333334,0.9008611117204031,0.0,low + high,far + far
ellow-radfar-az000 + elhigh-radfar-az045,ellow-radfar-az000,elhigh-radfar-az045,,2,7,0.9087847290236084,0.9597676028690144,0.9426172940831028,1.0,0.9451530619391374,45.0,low + high,far + far
ellow-radfar-az000 + elhigh-radfar-az090,ellow-radfar-az000,elhigh-radfar-az090,,2,8,0.8537928768332987,0.9291488912606868,0.9012121737599518,1.0,0.8880133950980823,90.0,low + high,far + far
ellow-radfar-az000 + elhigh-radfar-az135,ellow-radfar-az000,elhigh-radfar-az135,,2,5,0.9219740299844084,0.9640044221847189,0.9510253958012764,1.0,0.959651515748013,135.0,low + high,far + far
ellow-radfar-az000 + elhigh-radfar-az180,ellow-radfar-az000,elhigh-radfar-az180,,2,5,0.9166206542505826,0.9647061077945127,0.9535255647077058,1.0,0.9450000004470349,180.0,low + high,far + far
ellow-radfar-az000 + elhigh-radfar-az225,ellow-radfar-az000,elhigh-radfar-az225,,2,8,0.9356294404146643,0.970459430790648,0.8920027165474269,0.9375,0.975611742831936,135.0,low + high,far + far
ellow-radfar-az000 + elhigh-radfar-az270,ellow-radfar-az000,elhigh-radfar-az270,,2,2,0.9111169646498745,0.9540487440846908,0.9523008801782189,1.0,1.0,90.0,low + high,far + far
ellow-radfar-az000 + elhigh-radfar-az315,ellow-radfar-az000,elhigh-radfar-az315,,2,5,0.9101304291463848,0.9685607688788984,0.9529259344372207,1.0,0.9545000005960464,45.0,low + high,far + far
ellow-radfar-az000 + elhigh-radmid-az000,ellow-radfar-az000,elhigh-radmid-az000,,2,10,0.9378741875928501,0.9755014834966556,0.9646211517862406,1.0,0.9822027780267927,0.0,low + high,mid + far
ellow-radfar-az000 + elhigh-radmid-az045,ellow-radfar-az000,elhigh-radmid-az045,,2,5,0.8878905794795869,0.9258819114815073,0.743139655652209,0.8,0.936350000166893,45.0,low + high,mid + far
ellow-radfar-az000 + elhigh-radmid-az090,ellow-radfar-az000,elhigh-radmid-az090,,2,5,0.8498696518446657,0.9154937653325194,0.7870597583452497,0.9,0.8999511921048164,90.0,low + high,mid + far
ellow-radfar-az000 + elhigh-radmid-az135,ellow-radfar-az000,elhigh-radmid-az135,,2,8,0.8584203360065032,0.930583111879345,0.916805085320138,1.0,0.906510417512618,135.0,low + high,mid + far
ellow-radfar-az000 + elhigh-radmid-az180,ellow-radfar-az000,elhigh-radmid-az180,,2,2,0.94855582538937,0.9780871333654604,0.9754911169436973,1.0,0.9250000045945248,180.0,low + high,mid + far
ellow-radfar-az000 + elhigh-radmid-az225,ellow-radfar-az000,elhigh-radmid-az225,,2,4,0.8727508047131458,0.8952979419664946,0.8067467768854938,0.875,0.8903061231788324,135.0,low + high,mid + far
ellow-radfar-az000 + elhigh-radmid-az270,ellow-radfar-az000,elhigh-radmid-az270,,2,6,0.8274591886611962,0.8983182231957135,0.8826064392480956,1.0,0.8418650802047479,90.0,low + high,mid + far
ellow-radfar-az000 + elhigh-radmid-az315,ellow-radfar-az000,elhigh-radmid-az315,,2,7,0.9136302410290301,0.9541498000997292,0.9477848152648429,1.0,0.9082982784104964,45.0,low + high,mid + far
ellow-radfar-az000 + elhigh-radnear-az000,ellow-radfar-az000,elhigh-radnear-az000,,2,10,0.9378040582235716,0.9741572970824153,0.9629187372952617,1.0,0.9664583336003124,0.0,low + high,near + far
ellow-radfar-az000 + elhigh-radnear-az045,ellow-radfar-az000,elhigh-radnear-az045,,2,4,0.9355276450454504,0.9551099025653365,0.8413303195638885,0.875,0.9631250000093132,45.0,low + high,near + far
ellow-radfar-az000 + elhigh-radnear-az090,ellow-radfar-az000,elhigh-radnear-az090,,2,3,0.8727886114606527,0.9255008578424969,0.922195721558699,1.0,0.9259259264778207,90.0,low + high,near + far
ellow-radfar-az000 + elhigh-radnear-az135,ellow-radfar-az000,elhigh-radnear-az135,,2,6,0.8793540409352563,0.9283325309737863,0.7621088629190073,0.8333333333333334,0.8742813052006585,135.0,low + high,near + far
ellow-radfar-az000 + elhigh-radnear-az180,ellow-radfar-az000,elhigh-radnear-az180,,2,3,0.8885009301835444,0.9485897483447113,0.9244893947150857,1.0,0.9253968261537097,180.0,low + high,near + far
ellow-radfar-az000 + elhigh-radnear-az225,ellow-radfar-az000,elhigh-radnear-az225,,2,4,0.9081414353791191,0.9584012458034845,0.9414920964413058,1.0,0.9093590579226892,135.0,low + high,near + far
ellow-radfar-az000 + elhigh-radnear-az270,ellow-radfar-az000,elhigh-radnear-az270,,2,6,0.841630623129296,0.8977378742486386,0.8138464377006674,0.9166666666666666,0.8793650797435215,90.0,low + high,near + far
ellow-radfar-az000 + elhigh-radnear-az315,ellow-radfar-az000,elhigh-radnear-az315,,2,9,0.9271946069160882,0.9655648518398705,0.9552047527181902,1.0,0.9594212967709258,45.0,low + high,near + far
ellow-radfar-az000 + ellow-radfar-az045,ellow-radfar-az000,ellow-radfar-az045,,2,2,0.7988797563786623,0.891320097182958,0.8631313903219638,1.0,0.7797453715017548,45.0,low + low,far + far
ellow-radfar-az000 + ellow-radfar-az090,ellow-radfar-az000,ellow-radfar-az090,,2,5,0.940137267643874,0.9765313675435257,0.9723164124093617,1.0,0.8877153859563173,90.0,low + low,far + far
ellow-radfar-az000 + ellow-radfar-az135,ellow-radfar-az000,ellow-radfar-az135,,2,5,0.8743942082936378,0.9350675047816678,0.922133396635094,1.0,0.9072222228886353,135.0,low + low,far + far
ellow-radfar-az000 + ellow-radfar-az180,ellow-radfar-az000,ellow-radfar-az180,,2,6,0.8565411194480473,0.9074183654977527,0.8428385584638276,0.9166666666666666,0.8403067143564975,180.0,low + low,far + far
ellow-radfar-az000 + ellow-radfar-az225,ellow-radfar-az000,ellow-radfar-az225,,2,5,0.8362148189811407,0.865241985165364,0.7118078055746475,0.8,0.7887566133492957,135.0,low + low,far + far
ellow-radfar-az000 + ellow-radfar-az270,ellow-radfar-az000,ellow-radfar-az270,,2,5,0.9020087618780032,0.9551313461397136,0.9373886051963641,1.0,0.7948293704116154,90.0,low + low,far + far
ellow-radfar-az000 + ellow-radfar-az315,ellow-radfar-az000,ellow-radfar-az315,,2,6,0.8391957025497755,0.9211282141764819,0.9054536061970562,1.0,0.8835317464101883,45.0,low + low,far + far
ellow-radfar-az000 + elmid-radfar-az000,ellow-radfar-az000,elmid-radfar-az000,,2,3,0.9258201451984386,0.9453312047185825,0.7950312404882127,0.8333333333333334,0.9375,0.0,low + mid,far + far
ellow-radfar-az000 + elmid-radfar-az045,ellow-radfar-az000,elmid-radfar-az045,,2,3,0.8247541962052125,0.9135416969435868,0.8959577403123621,1.0,0.8419709009942279,45.0,low + mid,far + far
ellow-radfar-az000 + elmid-radfar-az090,ellow-radfar-az000,elmid-radfar-az090,,2,7,0.8970086829588405,0.9265581641620966,0.7890918795876104,0.8571428571428571,0.9019557837016728,90.0,low + mid,far + far
ellow-radfar-az000 + elmid-radfar-az135,ellow-radfar-az000,elmid-radfar-az135,,2,4,0.8680763492082182,0.9365567880382492,0.8881234266673742,1.0,0.8380681838975712,135.0,low + mid,far + far
ellow-radfar-az000 + elmid-radfar-az180,ellow-radfar-az000,elmid-radfar-az180,,2,3,0.8640733881489998,0.9228000078715045,0.9103820957822818,1.0,0.8666666666666667,180.0,low + mid,far + far
ellow-radfar-az000 + elmid-radfar-az225,ellow-radfar-az000,elmid-radfar-az225,,2,7,0.8757593279096392,0.9333322106182588,0.8527831714411934,0.9285714285714286,0.9183134924135511,135.0,low + mid,far + far
ellow-radfar-az000 + elmid-radfar-az270,ellow-radfar-az000,elmid-radfar-az270,,2,6,0.8953166279968343,0.9416428195722655,0.856912387044167,0.9166666666666666,0.8545112788712229,90.0,low + mid,far + far
ellow-radfar-az000 + elmid-radfar-az315,ellow-radfar-az000,elmid-radfar-az315,,2,6,0.8732109278092371,0.9359170195080755,0.8364302791572618,0.9166666666666666,0.8646880497159749,45.0,low + mid,far + far
ellow-radfar-az000 + elmid-radmid-az000,ellow-radfar-az000,elmid-radmid-az000,,2,13,0.8777873341755101,0.92508553130358,0.8123736392047073,0.8846153846153846,0.9106382010396952,0.0,low + mid,mid + far
ellow-radfar-az000 + elmid-radmid-az045,ellow-radfar-az000,elmid-radmid-az045,,2,6,0.8118260189971528,0.8809349182025777,0.8091342775394906,0.9166666666666666,0.8311067035122787,45.0,low + mid,mid + far
ellow-radfar-az000 + elmid-radmid-az090,ellow-radfar-az000,elmid-radmid-az090,,2,6,0.9300232189718477,0.9704194172075157,0.9556531623049059,1.0,0.9339629641586432,90.0,low + mid,mid + far
ellow-radfar-az000 + elmid-radmid-az135,ellow-radfar-az000,elmid-radmid-az135,,2,3,0.9034534197492405,0.9542005435840305,0.936764166273083,1.0,0.9592592598111541,135.0,low + mid,mid + far
ellow-radfar-az000 + elmid-radmid-az180,ellow-radfar-az000,elmid-radmid-az180,,2,9,0.8797673952944839,0.916385331735347,0.7562516472489742,0.8333333333333334,0.8812901250345655,180.0,low + mid,mid + far
ellow-radfar-az000 + elmid-radmid-az225,ellow-radfar-az000,elmid-radmid-az225,,2,4,0.8847909272208758,0.9348752875156457,0.7952532878985852,0.875,0.768429703364504,135.0,low + mid,mid + far
ellow-radfar-az000 + elmid-radmid-az270,ellow-radfar-az000,elmid-radmid-az270,,2,8,0.9182871305753957,0.948620894736679,0.8876291583473253,0.9375,0.9329687513814618,90.0,low + mid,mid + far
ellow-radfar-az000 + elmid-radmid-az315,ellow-radfar-az000,elmid-radmid-az315,,2,5,0.874554389193964,0.9331225859367832,0.9107406676849538,1.0,0.90772222401864,45.0,low + mid,mid + far
ellow-radfar-az000 + elmid-radnear-az000,ellow-radfar-az000,elmid-radnear-az000,,2,5,0.9580005608976535,0.9825256950750362,0.9766072838538996,1.0,0.943648179300258,0.0,low + mid,near + far
ellow-radfar-az000 + elmid-radnear-az045,ellow-radfar-az000,elmid-radnear-az045,,2,9,0.963127880120348,0.9858741104085706,0.914173572191863,0.9444444444444444,0.9361842803138543,45.0,low + mid,near + far
ellow-radfar-az000 + elmid-radnear-az090,ellow-radfar-az000,elmid-radnear-az090,,2,6,0.8728243646859752,0.9450408901363841,0.9137607728901568,1.0,0.9005772023419024,90.0,low + mid,near + far
ellow-radfar-az000 + elmid-radnear-az135,ellow-radfar-az000,elmid-radnear-az135,,2,7,0.8894581228184479,0.9595298061310916,0.9386410581240281,1.0,0.9076196832369544,135.0,low + mid,near + far
ellow-radfar-az000 + elmid-radnear-az180,ellow-radfar-az000,elmid-radnear-az180,,2,4,0.9055492653089559,0.9517988964464178,0.9368742647996864,1.0,0.95,180.0,low + mid,near + far
ellow-radfar-az000 + elmid-radnear-az225,ellow-radfar-az000,elmid-radnear-az225,,2,6,0.9229159947194733,0.9517459820289105,0.8695640257505702,0.9166666666666666,0.8434670240016332,135.0,low + mid,near + far
ellow-radfar-az000 + elmid-radnear-az270,ellow-radfar-az000,elmid-radnear-az270,,2,6,0.9667985135278462,0.9874801680754143,0.9769782303879121,1.0,0.9180401512653352,90.0,low + mid,near + far
ellow-radfar-az000 + elmid-radnear-az315,ellow-radfar-az000,elmid-radnear-az315,,2,7,0.9372945502146338,0.9722450810136671,0.9623602722744657,1.0,0.9725595238219414,45.0,low + mid,near + far
ellow-radfar-az045 + elhigh-radfar-az000,ellow-radfar-az045,elhigh-radfar-az000,,2,5,0.9300788002727565,0.9672927531545321,0.9612512687760262,1.0,0.974126984429738,45.0,low + high,far + far
ellow-radfar-az045 + elhigh-radfar-az045,ellow-radfar-az045,elhigh-radfar-az045,,2,9,0.9003489403991911,0.9513325361439892,0.9302116881611495,1.0,0.9260189145656044,0.0,low + high,far + far
ellow-radfar-az045 + elhigh-radfar-az090,ellow-radfar-az045,elhigh-radfar-az090,,2,5,0.8729530620249519,0.9325573698740408,0.8866205927964298,1.0,0.8951898153319403,45.0,low + high,far + far
ellow-radfar-az045 + elhigh-radfar-az135,ellow-radfar-az045,elhigh-radfar-az135,,2,5,0.9384300882992406,0.9605683106725758,0.8674404337718482,0.9,0.9126855666816542,90.0,low + high,far + far
ellow-radfar-az045 + elhigh-radfar-az180,ellow-radfar-az045,elhigh-radfar-az180,,2,3,0.9023024578702478,0.9518845320497803,0.945485524327418,1.0,0.8972222226361434,135.0,low + high,far + far
ellow-radfar-az045 + elhigh-radfar-az225,ellow-radfar-az045,elhigh-radfar-az225,,2,2,0.8137394238900395,0.8868519613437554,0.8841076968747981,1.0,0.85,180.0,low + high,far + far
ellow-radfar-az045 + elhigh-radfar-az270,ellow-radfar-az045,elhigh-radfar-az270,,2,2,0.9316596328936271,0.9617908581288268,0.9607073912035584,1.0,0.9890625,135.0,low + high,far + far
ellow-radfar-az045 + elhigh-radfar-az315,ellow-radfar-az045,elhigh-radfar-az315,,2,3,0.8681814615183766,0.940735261734616,0.8848750345539989,1.0,0.8639306289622507,90.0,low + high,far + far
ellow-radfar-az045 + elhigh-radmid-az000,ellow-radfar-az045,elhigh-radmid-az000,,2,4,0.8063519706372926,0.8957558956492798,0.8654133764530643,1.0,0.8172476862873193,45.0,low + high,mid + far
ellow-radfar-az045 + elhigh-radmid-az045,ellow-radfar-az045,elhigh-radmid-az045,,2,2,0.9037380147779821,0.9515397151481948,0.9285288073826272,1.0,0.9453703715017548,0.0,low + high,mid + far
ellow-radfar-az045 + elhigh-radmid-az090,ellow-radfar-az045,elhigh-radmid-az090,,2,2,0.8291273074499159,0.9066041429281004,0.8827795301974994,1.0,0.9,45.0,low + high,mid + far
ellow-radfar-az045 + elhigh-radmid-az135,ellow-radfar-az045,elhigh-radmid-az135,,2,1,0.8525734607021249,0.9186286258721296,0.8828551787453102,1.0,0.8907407430035097,90.0,low + high,mid + far
ellow-radfar-az045 + elhigh-radmid-az180,ellow-radfar-az045,elhigh-radmid-az180,,2,5,0.7853880468367883,0.8864860347549165,0.8548128798653319,1.0,0.860763889319367,135.0,low + high,mid + far
ellow-radfar-az045 + elhigh-radmid-az225,ellow-radfar-az045,elhigh-radmid-az225,,2,3,0.8683419525843092,0.9345448527948136,0.878029816746264,1.0,0.9083333333333333,180.0,low + high,mid + far
ellow-radfar-az045 + elhigh-radmid-az270,ellow-radfar-az045,elhigh-radmid-az270,,2,3,0.6808796789568076,0.8071793583755968,0.79040552071003,1.0,0.7333333333333334,135.0,low + high,mid + far
ellow-radfar-az045 + elhigh-radmid-az315,ellow-radfar-az045,elhigh-radmid-az315,,2,4,0.8479150625664609,0.9238232357218046,0.9062113792305286,1.0,0.925,90.0,low + high,mid + far
ellow-radfar-az045 + elhigh-radnear-az000,ellow-radfar-az045,elhigh-radnear-az000,,2,2,0.9725247226687621,0.9924221656214647,0.9884955704911476,1.0,0.9303385389503092,45.0,low + high,near + far
ellow-radfar-az045 + elhigh-radnear-az045,ellow-radfar-az045,elhigh-radnear-az045,,2,1,0.8935528814782145,0.9525632703191349,0.9375979906609185,1.0,1.0,0.0,low + high,near + far
ellow-radfar-az045 + elhigh-radnear-az090,ellow-radfar-az045,elhigh-radnear-az090,,2,3,0.9199134092667478,0.9618629583494781,0.9526930206439586,1.0,1.0,45.0,low + high,near + far
ellow-radfar-az045 + elhigh-radnear-az135,ellow-radfar-az045,elhigh-radnear-az135,,2,5,0.8847106747265165,0.9298327486197465,0.9118825270627063,1.0,0.906375000178814,90.0,low + high,near + far
ellow-radfar-az045 + elhigh-radnear-az180,ellow-radfar-az045,elhigh-radnear-az180,,2,3,0.9240377892237165,0.9601903436112508,0.956127223299888,1.0,0.9666666666666667,135.0,low + high,near + far
ellow-radfar-az045 + elhigh-radnear-az225,ellow-radfar-az045,elhigh-radnear-az225,,2,4,0.9586126542069575,0.982619522170449,0.9727056853237346,1.0,0.9956250000745058,180.0,low + high,near + far
ellow-radfar-az045 + elhigh-radnear-az270,ellow-radfar-az045,elhigh-radnear-az270,,2,4,0.8288738952560744,0.8648804585934827,0.8448366116175816,1.0,0.85,135.0,low + high,near + far
ellow-radfar-az045 + elhigh-radnear-az315,ellow-radfar-az045,elhigh-radnear-az315,,2,1,0.9547906050320734,0.9774613250855221,0.9677735528010039,1.0,1.0,90.0,low + high,near + far
ellow-radfar-az045 + ellow-radfar-az090,ellow-radfar-az045,ellow-radfar-az090,,2,2,0.4797099319223257,0.4916797390761496,0.4887003796422884,0.5,0.45833333358168604,45.0,low + low,far + far
ellow-radfar-az045 + ellow-radfar-az135,ellow-radfar-az045,ellow-radfar-az135,,2,7,0.8722424350693869,0.9223452940367866,0.8537967229422393,0.9285714285714286,0.8709523814065115,90.0,low + low,far + far
ellow-radfar-az045 + ellow-radfar-az180,ellow-radfar-az045,ellow-radfar-az180,,2,3,0.9169957756033232,0.9367737408544213,0.792147166420233,0.8333333333333334,0.9666666666666667,135.0,low + low,far + far
ellow-radfar-az045 + ellow-radfar-az225,ellow-radfar-az045,ellow-radfar-az225,,2,3,0.8559437159413102,0.9265930446146937,0.9184568206918989,1.0,0.9020833333333332,180.0,low + low,far + far
ellow-radfar-az045 + ellow-radfar-az270,ellow-radfar-az045,ellow-radfar-az270,,2,4,0.7146911026814378,0.8015873040937959,0.6803943689094355,0.875,0.7098958334419876,135.0,low + low,far + far
ellow-radfar-az045 + ellow-radfar-az315,ellow-radfar-az045,ellow-radfar-az315,,2,2,0.7837913292198024,0.9075872920049817,0.8850863000119616,1.0,0.8880952392305647,90.0,low + low,far + far
ellow-radfar-az045 + elmid-radfar-az000,ellow-radfar-az045,elmid-radfar-az000,,2,4,0.9051197397527346,0.9445832373339933,0.8263752976064591,0.875,0.984375,45.0,low + mid,far + far
ellow-radfar-az045 + elmid-radfar-az045,ellow-radfar-az045,elmid-radfar-az045,,2,2,0.9442677254647975,0.9785209890714697,0.9218316935366384,1.0,0.946875,0.0,low + mid,far + far
ellow-radfar-az045 + elmid-radfar-az090,ellow-radfar-az045,elmid-radfar-az090,,2,4,0.8531772135369442,0.9218630365558297,0.855194865940399,1.0,0.80234375,45.0,low + mid,far + far
ellow-radfar-az045 + elmid-radfar-az135,ellow-radfar-az045,elmid-radfar-az135,,2,4,0.804677571114782,0.8782034726314938,0.832975290692,1.0,0.796875,90.0,low + mid,far + far
ellow-radfar-az045 + elmid-radfar-az180,ellow-radfar-az045,elmid-radfar-az180,,2,4,0.8659113000971903,0.9260238665554107,0.9183755321949444,1.0,0.8921875,135.0,low + mid,far + far
ellow-radfar-az045 + elmid-radfar-az225,ellow-radfar-az045,elmid-radfar-az225,,2,3,0.9176383606055794,0.9576171772279333,0.9544931882549269,1.0,0.8448633187117033,180.0,low + mid,far + far
ellow-radfar-az045 + elmid-radfar-az270,ellow-radfar-az045,elmid-radfar-az270,,2,3,0.8901983941951871,0.9504937606207454,0.9268340735229105,1.0,0.9666666666666667,135.0,low + mid,far + far
ellow-radfar-az045 + elmid-radfar-az315,ellow-radfar-az045,elmid-radfar-az315,,2,5,0.8313518287656365,0.9088691744420538,0.8660634492808962,1.0,0.898148148600702,90.0,low + mid,far + far
ellow-radfar-az045 + elmid-radmid-az000,ellow-radfar-az045,elmid-radmid-az000,,2,4,0.868064564816069,0.9220001158683659,0.9034811831742839,1.0,0.8661574068762087,45.0,low + mid,mid + far
ellow-radfar-az045 + elmid-radmid-az045,ellow-radfar-az045,elmid-radmid-az045,,2,5,0.901099284957526,0.9459631313169188,0.8424315054148899,0.9,0.9469000004291533,0.0,low + mid,mid + far
ellow-radfar-az045 + elmid-radmid-az090,ellow-radfar-az045,elmid-radmid-az090,,2,5,0.8922297244510411,0.9458325113300947,0.9173283364167834,1.0,0.8207142858207226,45.0,low + mid,mid + far
ellow-radfar-az045 + elmid-radmid-az135,ellow-radfar-az045,elmid-radmid-az135,,2,2,0.945068533069529,0.9754975310958891,0.9658755753996856,1.0,1.0,90.0,low + mid,mid + far
ellow-radfar-az045 + elmid-radmid-az180,ellow-radfar-az045,elmid-radmid-az180,,2,3,0.9434291378984684,0.9713043853310639,0.9588050224243244,1.0,0.9796874999999999,135.0,low + mid,mid + far
ellow-radfar-az045 + elmid-radmid-az225,ellow-radfar-az045,elmid-radmid-az225,,2,4,0.8787458194815523,0.9392216797160325,0.8946591554648624,1.0,0.9429976857508774,180.0,low + mid,mid + far
ellow-radfar-az045 + elmid-radmid-az270,ellow-radfar-az045,elmid-radmid-az270,,2,4,0.9030470136678339,0.9524250402766556,0.9323595161753171,1.0,0.965625,135.0,low + mid,mid + far
ellow-radfar-az045 + elmid-radmid-az315,ellow-radfar-az045,elmid-radmid-az315,,2,3,0.9417374164297954,0.9726975486280156,0.9709865168232173,1.0,0.9874999999999999,90.0,low + mid,mid + far
ellow-radfar-az045 + elmid-radnear-az000,ellow-radfar-az045,elmid-radnear-az000,,2,3,0.9561376885050699,0.9793183652833531,0.9265631184779934,1.0,0.9439814820747685,45.0,low + mid,near + far
ellow-radfar-az045 + elmid-radnear-az045,ellow-radfar-az045,elmid-radnear-az045,,2,2,0.8718415445882677,0.9269881492418236,0.9114381249550008,1.0,0.9,0.0,low + mid,near + far
ellow-radfar-az045 + elmid-radnear-az090,ellow-radfar-az045,elmid-radnear-az090,,2,3,0.845879850877799,0.9144146128103641,0.7350998141742888,0.8333333333333334,0.9083333333333333,45.0,low + mid,near + far
ellow-radfar-az045 + elmid-radnear-az135,ellow-radfar-az045,elmid-radnear-az135,,2,4,0.9377393044413518,0.9678114501458476,0.9580134363717013,1.0,0.95625,90.0,low + mid,near + far
ellow-radfar-az045 + elmid-radnear-az180,ellow-radfar-az045,elmid-radnear-az180,,2,5,0.9335019028715947,0.9645822351930627,0.9449156348966211,1.0,0.9511111117733849,135.0,low + mid,near + far
ellow-radfar-az045 + elmid-radnear-az225,ellow-radfar-az045,elmid-radnear-az225,,2,2,0.8731264939886128,0.9369589320207377,0.9180792266368829,1.0,0.95,180.0,low + mid,near + far
ellow-radfar-az045 + elmid-radnear-az270,ellow-radfar-az045,elmid-radnear-az270,,2,3,0.8831612150870924,0.9259432129770016,0.91530200683424,1.0,0.8103671919434654,135.0,low + mid,near + far
ellow-radfar-az045 + elmid-radnear-az315,ellow-radfar-az045,elmid-radnear-az315,,2,1,0.8525734607021249,0.9228763405387358,0.905316807419981,1.0,0.8907407430035097,90.0,low + mid,near + far
ellow-radfar-az090 + elhigh-radfar-az000,ellow-radfar-az090,elhigh-radfar-az000,,2,2,0.9600136340489644,0.9900412470341515,0.9819610333448903,1.0,1.0,90.0,low + high,far + far
ellow-radfar-az090 + elhigh-radfar-az045,ellow-radfar-az090,elhigh-radfar-az045,,2,4,0.8471983708039517,0.8787407307598062,0.7930801282266254,0.875,0.8673611123321785,45.0,low + high,far + far
ellow-radfar-az090 + elhigh-radfar-az090,ellow-radfar-az090,elhigh-radfar-az090,,2,3,0.9431259451148707,0.9786014397255226,0.9710754772482347,1.0,0.9822916666666667,0.0,low + high,far + far
ellow-radfar-az090 + elhigh-radfar-az135,ellow-radfar-az090,elhigh-radfar-az135,,2,6,0.9334364395125471,0.9614334711669049,0.8788300614341945,0.9166666666666666,0.9622245183358221,45.0,low + high,far + far
ellow-radfar-az090 + elhigh-radfar-az180,ellow-radfar-az090,elhigh-radfar-az180,,2,1,0.9430437008103354,0.9763687839828614,0.9638041926302168,1.0,0.9003030504421753,90.0,low + high,far + far
ellow-radfar-az090 + elhigh-radfar-az225,ellow-radfar-az090,elhigh-radfar-az225,,2,2,0.9249211933825485,0.9758658426410146,0.967665778033426,1.0,0.8953125,135.0,low + high,far + far
ellow-radfar-az090 + elhigh-radfar-az270,ellow-radfar-az090,elhigh-radfar-az270,,2,3,0.8710130937502983,0.9297392437038213,0.8867889534125123,1.0,0.8809413589445162,180.0,low + high,far + far
ellow-radfar-az090 + elhigh-radfar-az315,ellow-radfar-az090,elhigh-radfar-az315,,2,6,0.9399985619020784,0.978691379567802,0.9660829180386918,1.0,0.9082914328574246,135.0,low + high,far + far
ellow-radfar-az090 + elhigh-radmid-az000,ellow-radfar-az090,elhigh-radmid-az000,,2,8,0.8948041151772643,0.9471351132628375,0.9390607798940438,1.0,0.9256660060359057,90.0,low + high,mid + far
