drone_count,scene_count,oracle_best_available_quality,fusion_noisy_or_max_iou_quality,fusion_support_weighted_or_quality,gap_noisy_or_vs_oracle,gap_support_weighted_vs_oracle
2,205,0.9088125281833844,0.9515291663221188,0.9212350033183658,0.0427166381387345,0.0124224751349814
3,205,0.9188632969203384,0.9660583166947068,0.92692197981626,0.0471950197743684,0.0080586828959214
