group,target_class,subset_name,player_count,base_coalition_mask,base_coalition_size,base_coalition_members,base_value,best_addition_player_index,best_addition_viewpoint,expanded_coalition_mask,expanded_coalition_size,expanded_coalition_members,expanded_value,delta_value
overall,all,perimeter_unique_az_best_overlap,8,1,1,ellow-radnear-az225,0.23721477907069238,2,ellow-radmid-az045,3,2,ellow-radnear-az225 + ellow-radmid-az045,0.4227642173051211,0.1855494382344287
overall,all,perimeter_unique_az_best_overlap,8,3,2,ellow-radnear-az225 + ellow-radmid-az045,0.4227642173051211,5,elmid-radfar-az180,19,3,ellow-radnear-az225 + ellow-radmid-az045 + elmid-radfar-az180,0.5491359952618268,0.12637177795670568
overall,all,perimeter_unique_az_best_overlap,8,19,3,ellow-radnear-az225 + ellow-radmid-az045 + elmid-radfar-az180,0.5491359952618268,6,elhigh-radnear-az270,51,4,ellow-radnear-az225 + ellow-radmid-az045 + elmid-radfar-az180 + elhigh-radnear-az270,0.6534964246814458,0.10436042941961898
overall,all,perimeter_unique_az_best_overlap,8,51,4,ellow-radnear-az225 + ellow-radmid-az045 + elmid-radfar-az180 + elhigh-radnear-az270,0.6534964246814458,4,elmid-radnear-az090,59,5,ellow-radnear-az225 + ellow-radmid-az045 + elmid-radnear-az090 + elmid-radfar-az180 + elhigh-radnear-az270,0.7513185859565734,0.09782216127512766
overall,all,perimeter_unique_az_best_overlap,8,59,5,ellow-radnear-az225 + ellow-radmid-az045 + elmid-radnear-az090 + elmid-radfar-az180 + elhigh-radnear-az270,0.7513185859565734,8,elhigh-radfar-az000,187,6,ellow-radnear-az225 + ellow-radmid-az045 + elmid-radnear-az090 + elmid-radfar-az180 + elhigh-radnear-az270 + elhigh-radfar-az000,0.8259631279023358,0.07464454194576242
overall,all,perimeter_unique_az_best_overlap,8,187,6,ellow-radnear-az225 + ellow-radmid-az045 + elmid-radnear-az090 + elmid-radfar-az180 + elhigh-radnear-az270 + elhigh-radfar-az000,0.8259631279023358,7,elhigh-radmid-az135,251,7,ellow-radnear-az225 + ellow-radmid-az045 + elmid-radnear-az090 + elmid-radfar-az180 + elhigh-radnear-az270 + elhigh-radmid-az135 + elhigh-radfar-az000,0.878127974595076,0.05216484669274013
overall,all,perimeter_unique_az_best_overlap,8,251,7,ellow-radnear-az225 + ellow-radmid-az045 + elmid-radnear-az090 + elmid-radfar-az180 + elhigh-radnear-az270 + elhigh-radmid-az135 + elhigh-radfar-az000,0.878127974595076,3,ellow-radfar-az315,255,8,ellow-radnear-az225 + ellow-radmid-az045 + ellow-radfar-az315 + elmid-radnear-az090 + elmid-radfar-az180 + elhigh-radnear-az270 + elhigh-radmid-az135 + elhigh-radfar-az000,0.9142773444920025,0.03614936989692652
