group,target_class,subset_name,player_count,subset_scene_count,complete_subset_scene_count,max_views_seen_in_any_subset_scene,grand_value_all_players,empty_coalition_value,selected_viewpoints,selected_ring_ids,selected_azimuths,top_viewpoint,top_player_index,top_shapley_value,second_viewpoint,second_player_index,second_shapley_value,top_minus_second_shapley_gap,top_singleton_viewpoint,top_singleton_player_index,top_singleton_value,top_singleton_best_addition_player_index,top_singleton_best_addition_viewpoint,top_singleton_best_addition_delta,top_singleton_expanded_members,top_singleton_expanded_value,best_pair_members,best_pair_value,best_pair_best_addition_player_index,best_pair_best_addition_viewpoint,best_pair_best_addition_delta,best_pair_expanded_members,best_pair_expanded_value
overall,all,perimeter_unique_az_best_overlap,8,143,1,8,0.9142773444920025,0.0,ellow-radnear-az225 | ellow-radmid-az045 | ellow-radfar-az315 | elmid-radnear-az090 | elmid-radfar-az180 | elhigh-radnear-az270 | elhigh-radmid-az135 | elhigh-radfar-az000,ellow-radnear | ellow-radmid | ellow-radfar | elmid-radnear | elmid-radfar | elhigh-radnear | elhigh-radmid | elhigh-radfar,az225 | az045 | az315 | az090 | az180 | az270 | az135 | az000,ellow-radnear-az225,1,0.15415622189732958,ellow-radmid-az045,2,0.1266807907781861,0.027475431119143495,ellow-radnear-az225,1,0.23721477907069238,2,ellow-radmid-az045,0.1855494382344287,ellow-radnear-az225 + ellow-radmid-az045,0.4227642173051211,ellow-radnear-az225 + ellow-radmid-az045,0.4227642173051211,5,elmid-radfar-az180,0.12637177795670568,ellow-radnear-az225 + ellow-radmid-az045 + elmid-radfar-az180,0.5491359952618268
