group,target_class,subset_name,player_count,player_index,viewpoint,ring_id,elevation,radius,azimuth,rank,shapley_value,share_of_subset_value,singleton_subset_scene_value,mean_strict_quality_on_observed_rows,observed_scene_count,observed_scene_rate_within_subset,matched_scene_count,matched_scene_rate_within_subset,subset_scene_count,complete_subset_scene_count,max_views_seen_in_any_subset_scene,grand_value_all_players,empty_coalition_value
overall,all,perimeter_unique_az_best_overlap,8,1,ellow-radnear-az225,ellow-radnear,low,near,225,1,0.15415622189732958,0.1686099112332079,0.23721477907069238,0.9422698168641391,36,0.2517482517482518,36,0.2517482517482518,143,1,8,0.9142773444920025,0.0
overall,all,perimeter_unique_az_best_overlap,8,2,ellow-radmid-az045,ellow-radmid,low,mid,45,2,0.1266807907781861,0.13855838334107842,0.21641164103416755,0.8364017477807015,37,0.25874125874125875,35,0.24475524475524477,143,1,8,0.9142773444920025,0.0
overall,all,perimeter_unique_az_best_overlap,8,8,elhigh-radfar-az000,elhigh-radfar,high,far,0,3,0.11732384223921793,0.12832412718747424,0.17683251002387188,0.8719672046004717,29,0.20279720279720279,29,0.20279720279720279,143,1,8,0.9142773444920025,0.0
overall,all,perimeter_unique_az_best_overlap,8,4,elmid-radnear-az090,elmid-radnear,mid,near,90,4,0.11670516299038121,0.1276474405643572,0.19211456466930296,0.8862058950874298,31,0.21678321678321677,31,0.21678321678321677,143,1,8,0.9142773444920025,0.0
overall,all,perimeter_unique_az_best_overlap,8,6,elhigh-radnear-az270,elhigh-radnear,high,near,270,5,0.10650873290810377,0.11649499306721084,0.17797303403327955,0.8483381288919658,30,0.2097902097902098,30,0.2097902097902098,143,1,8,0.9142773444920025,0.0
overall,all,perimeter_unique_az_best_overlap,8,7,elhigh-radmid-az135,elhigh-radmid,high,mid,135,6,0.10599417863284931,0.11593219417653029,0.18032056499314222,0.8595280264673113,30,0.2097902097902098,30,0.2097902097902098,143,1,8,0.9142773444920025,0.0
overall,all,perimeter_unique_az_best_overlap,8,5,elmid-radfar-az180,elmid-radfar,mid,far,180,7,0.10365112409462088,0.11336945481484317,0.15982455257339523,0.8790350391536739,26,0.18181818181818182,26,0.18181818181818182,143,1,8,0.9142773444920025,0.0
overall,all,perimeter_unique_az_best_overlap,8,3,ellow-radfar-az315,ellow-radfar,low,far,315,8,0.0832572909513136,0.09106349561529781,0.14597619558576336,0.74552128459872,28,0.1958041958041958,25,0.17482517482517482,143,1,8,0.9142773444920025,0.0
