scene_key,target_class,available_image_count,added_image_number,base_coalition_size,permutations_used,mean_prefix_target_ap50_95,mean_prefix_target_strict_quality_iou50,mean_prefix_noisy_or_best_iou,mean_marginal_target_ap50_95,mean_marginal_target_strict_quality_iou50,mean_marginal_noisy_or_best_iou
S0-SM_male19,male,9,5,4,256,0.7896726202884956,0.8144251830044023,0.9274758595113357,0.007387152230108374,0.005118533349024568,0.0025764670064038725
S0-SM_male19,male,9,6,5,256,0.795781250682194,0.8181565596885586,0.9285937336335985,0.00610863039369829,0.003731376684156365,0.0011178741222628492
S0-SM_male19,male,9,7,6,256,0.7993750001071023,0.8210109472713364,0.929267593095306,0.0035937494249083215,0.0028543875827776732,0.0006738594617077091
S0-SM_male19,male,9,8,7,256,0.8000000000000002,0.8240629309767735,0.9297351938989697,0.000624999892897906,0.0030519837054371335,0.0004676008036635167
S0-SM_male2,male,13,1,0,256,0.6593191964784637,0.6272894301406966,0.6272894301406966,0.6593191964784637,0.6272894301406966,0.6272894301406966
S0-SM_male2,male,13,2,1,256,0.776841517869616,0.7091298055409223,0.8075310924135564,0.11752232139115222,0.08184037540022564,0.18024166227285965
S0-SM_male2,male,13,3,2,256,0.8171875000000001,0.724160492591858,0.8608499720411398,0.04034598213038408,0.015030687050935757,0.05331887962758344
S0-SM_male2,male,13,4,3,256,0.8425781250000002,0.736059191282108,0.8793420066977661,0.025390625000000007,0.011898698690249954,0.01849203465662637
S0-SM_male2,male,13,5,4,256,0.8554687500000002,0.7411123593496114,0.88565018384275,0.012890625000000006,0.005053168067503375,0.0063081771449839015
S0-SM_male2,male,13,6,5,256,0.8695312500000002,0.7468636215650196,0.8919918755558149,0.014062499999999999,0.005751262215408254,0.006341691713065084
S0-SM_male2,male,13,7,6,256,0.8808593750000002,0.7528023264540954,0.8971139011037903,0.011328125,0.0059387048890757466,0.005122025547975187
S0-SM_male2,male,13,8,7,256,0.8863281250000002,0.7556559977121978,0.8996596449327803,0.00546875,0.0028536712581024443,0.002545743828990035
S0-SM_male20,male,13,1,0,256,0.6858779786358494,0.6885037127662771,0.6885037127662771,0.6858779786358494,0.6885037127662771,0.6885037127662771
S0-SM_male20,male,13,2,1,256,0.7643145483518103,0.7433306064268437,0.8523056562576726,0.07843656971596094,0.05482689366056662,0.1638019434913956
S0-SM_male20,male,13,3,2,256,0.7931969266896053,0.7645617967578686,0.8895368594937181,0.028882378337794876,0.021231190331024996,0.03723120323604545
S0-SM_male20,male,13,4,3,256,0.8124702402412439,0.7761957710268396,0.9024809812560273,0.01927331355163858,0.01163397426897092,0.012944121762309246
S0-SM_male20,male,13,5,4,256,0.8277252314791653,0.7810719253769335,0.9084787613342605,0.015254991237921386,0.00487615435009392,0.0059977800782331945
S0-SM_male20,male,13,6,5,256,0.8380278106906365,0.786718292673468,0.9128297685241339,0.010302579211471196,0.005646367296534602,0.004351007189873376
S0-SM_male20,male,13,7,6,256,0.8495442725878095,0.7893951707839508,0.9159443883541786,0.011516461897172987,0.0026768781104827,0.0031146198300447485
S0-SM_male20,male,13,8,7,256,0.8616567475318178,0.791470678841611,0.9184274212370893,0.012112474944008262,0.0020755080576602136,0.0024830328829106786
S0-SM_male3,male,13,1,0,256,0.5969156910028687,0.6638036255215325,0.6638036255215325,0.5969156910028687,0.6638036255215325,0.6638036255215325
S0-SM_male3,male,13,2,1,256,0.6764322923729196,0.7022175403961108,0.8124502521001625,0.07951660137005093,0.03841391487457822,0.14864662657862993
S0-SM_male3,male,13,3,2,256,0.7214843755296897,0.7291099684858284,0.8541158260328935,0.045052083156770104,0.02689242808971759,0.04166557393273095
S0-SM_male3,male,13,4,3,256,0.7449218752648448,0.7445920405038814,0.8675654111387235,0.023437499735155153,0.015482072018053003,0.013449585105830116
S0-SM_male3,male,13,5,4,256,0.757552083421615,0.7607875345517353,0.8758399691651338,0.012630208156770103,0.01619549404785392,0.008274558026410316
S0-SM_male3,male,13,6,5,256,0.7717447917108076,0.7700663081084012,0.8805725048483735,0.014192708289192533,0.009278773556665829,0.004732535683239489
S0-SM_male3,male,13,7,6,256,0.7792968750000002,0.7781062472084286,0.8841747568955887,0.00755208328919253,0.00803993910002751,0.0036022520472154427
S0-SM_male3,male,13,8,7,256,0.7855468750000001,0.7847181242165786,0.887764488968659,0.0062500000000000056,0.006611877008149941,0.003589732073070147
S0-SM_male4,male,14,1,0,256,0.6651692728511991,0.6488861148932482,0.6488861148932482,0.6651692728511991,0.6488861148932482,0.6488861148932482
S0-SM_male4,male,14,2,1,256,0.8252929699017357,0.7783043331758092,0.8459656294217799,0.1601236970505367,0.12941821828256092,0.19707951452853173
S0-SM_male4,male,14,3,2,256,0.8765473095798453,0.8115069433368449,0.9069423037749137,0.05125433967810952,0.0332026101610358,0.060976674353133725
S0-SM_male4,male,14,4,3,256,0.9020442710025238,0.8241194514422769,0.9259257980024949,0.0254969614226785,0.012612508105431977,0.018983494227581166
S0-SM_male4,male,14,5,4,256,0.9118750001478477,0.8318052334082278,0.932528218900385,0.009830729145323857,0.007685781965950822,0.006602420897890182
S0-SM_male4,male,14,6,5,256,0.9217968751230124,0.8397559573158323,0.9371655664137843,0.009921874975164731,0.007950723907604568,0.004637347513399354
S0-SM_male4,male,14,7,6,256,0.9274088542850225,0.8450177056010327,0.9401162834825015,0.005611979162010054,0.005261748285200402,0.0029507170687171273
S0-SM_male4,male,14,8,7,256,0.9317382813867883,0.84774108712138,0.942853081252373,0.004329427101765759,0.0027233815203473177,0.0027367977698714665
S0-SM_male5,male,10,1,0,256,0.6837596115233036,0.658330176982406,0.658330176982406,0.6837596115233036,0.658330176982406,0.658330176982406
S0-SM_male5,male,10,2,1,256,0.7877813439196047,0.734785915859689,0.8327322851972249,0.10402173239630114,0.07645573887728307,0.17440210821481883
S0-SM_male5,male,10,3,2,256,0.8173200342646895,0.7548428239352344,0.8885508103022378,0.029538690345084658,0.020056908075545332,0.05581852510501294
S0-SM_male5,male,10,4,3,256,0.8374000191302566,0.7645844023525172,0.9056832834520955,0.02007998486556712,0.00974157841728282,0.01713247314985769
S0-SM_male5,male,10,5,4,256,0.8519965280422994,0.7713744176795556,0.9139192111888613,0.014596508912042724,0.006790015327038393,0.00823592773676594
S0-SM_male5,male,10,6,5,256,0.864625186078428,0.7777999036263264,0.9187686598750529,0.012628658036128544,0.006425485946770851,0.0048494486861914215
S0-SM_male5,male,10,7,6,256,0.8747721354438304,0.7804012298217843,0.9209380049446648,0.010146949365402442,0.002601326195457873,0.00216934506961201
S0-SM_male5,male,10,8,7,256,0.8833007812500001,0.7842556804097964,0.9226201116611135,0.00852864580616976,0.003854450588012176,0.0016821067164487086
S0-SM_male6,male,8,1,0,256,0.6091742650002642,0.6858801481137148,0.6858801481137148,0.6091742650002642,0.6858801481137148,0.6858801481137148
S0-SM_male6,male,8,2,1,256,0.6645019564447769,0.7397859032700289,0.8338428828649787,0.05532769144451273,0.0539057551563141,0.14796273475126373
S0-SM_male6,male,8,3,2,256,0.6939887186651401,0.7638463217801519,0.8662785353974454,0.029486762220363352,0.024060418510122986,0.032435652532466816
S0-SM_male6,male,8,4,3,256,0.7115234406267215,0.7797640456161443,0.8782073829496938,0.017534721961581262,0.01591772383599248,0.011928847552248366
S0-SM_male6,male,8,5,4,256,0.728982207643599,0.7964455800426853,0.8880620126790895,0.017458767016877482,0.016681534426540842,0.009854629729395659
S0-SM_male6,male,8,6,5,256,0.7413845510739419,0.8074939997040695,0.8936082852271463,0.012402343430342942,0.011048419661384395,0.00554627254805694
S0-SM_male6,male,8,7,6,256,0.7471571203735139,0.8157043773025705,0.8970193746435104,0.00577256929957205,0.008210377598500795,0.003411089416363914
S0-SM_male6,male,8,8,7,256,0.7555555578735139,0.8248011770979815,0.9000150689013392,0.008398437500000008,0.009096799795411087,0.0029956942578287286
S0-SM_male7,male,7,1,0,256,0.6876790370311938,0.7353634125878441,0.7353634125878441,0.6876790370311938,0.7353634125878441,0.7353634125878441
S0-SM_male7,male,7,2,1,256,0.7851562501091394,0.7668121697830304,0.8706024933082597,0.09747721307794564,0.03144875719518628,0.13523908072041563
S0-SM_male7,male,7,3,2,256,0.8250000000000002,0.7910181748477083,0.9039458303844917,0.03984374989086065,0.024206005064678016,0.03334333707623214
S0-SM_male7,male,7,4,3,256,0.8554687500000002,0.8087180477924514,0.9169007409617624,0.030468750000000013,0.017699872944743067,0.012954910577270667
S0-SM_male7,male,7,5,4,256,0.8773437500000002,0.8195983492672823,0.9221493962101636,0.021875000000000006,0.01088030147483085,0.0052486552484011404
S0-SM_male7,male,7,6,5,256,0.8902343750000002,0.8248032923651882,0.9244056508749074,0.012890625,0.005204943097906006,0.002256254664743721
S0-SM_male7,male,7,7,6,256,0.9000000000000002,0.8251161877019193,0.9254095463796794,0.009765624999999997,0.00031289533673102554,0.001003895504772083
S0-SM_male8,male,18,1,0,256,0.7150390625,0.6577664220321078,0.6577664220321078,0.7150390625,0.6577664220321078,0.6577664220321078
S0-SM_male8,male,18,2,1,256,0.798046875,0.7114727432140158,0.8311186586267592,0.08300781250000001,0.05370632118190804,0.17335223659465143
S0-SM_male8,male,18,3,2,256,0.8347656250000002,0.7281762896420543,0.8791732056904815,0.03671875000000001,0.016703546428038493,0.04805454706372232
S0-SM_male8,male,18,4,3,256,0.8582031250000002,0.7428583874605574,0.8998363532030926,0.0234375,0.014682097818503284,0.020663147512611196
S0-SM_male8,male,18,5,4,256,0.8750000000000002,0.7537483403449228,0.909581649739142,0.016796875,0.010889952884365214,0.009745296536049294
S0-SM_male8,male,18,6,5,256,0.8851562500000003,0.7602938230622054,0.9147185673109588,0.010156249999999999,0.006545482717282752,0.0051369175718168104
S0-SM_male8,male,18,7,6,256,0.8906250000000002,0.767511834111892,0.9180629494901827,0.00546875,0.007218011049686571,0.003344382179223994
S0-SM_male8,male,18,8,7,256,0.8929687500000002,0.7706431201396597,0.919524796415848,0.0023437499999999995,0.003131286027767702,0.0014618469256651783
S0-SM_male9,male,9,1,0,256,0.7164388024626532,0.7057695303952791,0.7057695303952791,0.7164388024626532,0.7057695303952791,0.7057695303952791
S0-SM_male9,male,9,2,1,256,0.796875,0.7532963683714098,0.8572424395970997,0.08043619753734675,0.04752683797613065,0.15147290920182058
S0-SM_male9,male,9,3,2,256,0.8437500000000002,0.7861472727238545,0.901410451940295,0.046875000000000014,0.0328509043524447,0.04416801234319531
S0-SM_male9,male,9,4,3,256,0.8691406250000002,0.806975877006694,0.9184846005801489,0.025390625000000007,0.020828604282839475,0.017074148639853837
S0-SM_male9,male,9,5,4,256,0.8816406250000003,0.8196134074975184,0.9280250961941402,0.0125,0.012637530490824417,0.00954049561399126
S0-SM_male9,male,9,6,5,256,0.8898437500000003,0.8234500557941387,0.9328748099058753,0.008203124999999999,0.0038366482966202264,0.004849713711735199
S0-SM_male9,male,9,7,6,256,0.8964843750000003,0.8267335263298045,0.9369739853821905,0.006640624999999999,0.0032834705356658556,0.004099175476315057
S0-SM_male9,male,9,8,7,256,0.9000000000000002,0.8280065272208621,0.9390060289478491,0.0035156249999999992,0.0012730008910576684,0.0020320435656589544
S0-SM_rock1,rock,15,1,0,256,0.9372896638000384,0.947599337648386,0.947599337648386,0.9372896638000384,0.947599337648386,0.947599337648386
S0-SM_rock1,rock,15,2,1,256,0.99921875,0.9561735173609642,0.9824678523638748,0.061929086199961604,0.008574179712578262,0.03486851471548893
S0-SM_rock1,rock,15,3,2,256,1.0,0.9595637517805704,0.985306434497351,0.0007812499999999998,0.0033902344196062167,0.002838582133476211
S0-SM_rock1,rock,15,4,3,256,1.0,0.9610920423773159,0.9861947873167737,0.0,0.0015282905967455157,0.0008883528194226229
S0-SM_rock1,rock,15,5,4,256,1.0,0.9631060947217287,0.9868745966917831,0.0,0.002014052344412723,0.0006798093750095316
S0-SM_rock1,rock,15,6,5,256,1.0,0.9652522557725323,0.9875403817381416,0.0,0.0021461610508036744,0.0006657850463583589
S0-SM_rock1,rock,15,7,6,256,1.0,0.9666497204613076,0.9880104148394697,0.0,0.0013974646887753156,0.0004700331013282491
S0-SM_rock1,rock,15,8,7,256,1.0,0.9676669381165494,0.9883646175719296,0.0,0.0010172176552417367,0.00035420273245979775
S0-SM_rock10,rock,13,1,0,256,0.9151157119282325,0.947260288333899,0.947260288333899,0.9151157119282325,0.947260288333899,0.947260288333899
S0-SM_rock10,rock,13,2,1,256,0.9767515623866161,0.9618681526195767,0.9828286823618235,0.06163585045838371,0.014607864285677771,0.035568394027924694
S0-SM_rock10,rock,13,3,2,256,0.9900206164934531,0.966599696191837,0.9864007596438479,0.013269054106836799,0.00473154357226023,0.0035720772820242767
S0-SM_rock10,rock,13,4,3,256,0.9947092014608077,0.9687127640562598,0.9881156704443844,0.004688584967354671,0.0021130678644229045,0.0017149108005365108
S0-SM_rock10,rock,13,5,4,256,0.9974652778029688,0.969997502524163,0.9891774988857731,0.002756076342161072,0.0012847384679032098,0.001061828441388688
S0-SM_rock10,rock,13,6,5,256,0.9989095052122139,0.9711122944033557,0.989856255921096,0.001444227409245085,0.0011147918791927225,0.0006787570353229203
S0-SM_rock10,rock,13,7,6,256,0.9998372395843035,0.9717352599655208,0.9903671298973593,0.0009277343720896177,0.0006229655621650537,0.0005108739762633824
S0-SM_rock10,rock,13,8,7,256,0.9999186197921517,0.9724136133727315,0.9907078107349866,8.138020784826967e-05,0.0006783534072106467,0.0003406808376271433
S0-SM_rock11,rock,10,1,0,256,0.8781814276627846,0.9501870277801643,0.9501870277801643,0.8781814276627846,0.9501870277801643,0.9501870277801643
S0-SM_rock11,rock,10,2,1,256,0.9549045160642384,0.9603004120331069,0.9842253097095109,0.07672308840145384,0.010113384252942587,0.034038281929346624
S0-SM_rock11,rock,10,3,2,256,0.9849218756472692,0.963807932008959,0.9873948507982895,0.03001735958303066,0.003507519975852025,0.003169541088778574
S0-SM_rock11,rock,10,4,3,256,0.9948328995061133,0.9659007136021847,0.9884425678701313,0.009911023858844095,0.002092781593225679,0.001047717071841724
S0-SM_rock11,rock,10,5,4,256,0.9988151042427247,0.966908702989273,0.9889297427967783,0.003982204736611392,0.0010079893870883483,0.0004871749266468946
S0-SM_rock11,rock,10,6,5,256,0.9996614583550643,0.9682196577366898,0.989237760114824,0.0008463541123395163,0.0013109547474167982,0.0003080173180459128
S0-SM_rock11,rock,10,7,6,256,1.0,0.9690600510801566,0.989532683029298,0.0003385416449358065,0.0008403933434668054,0.00029492291447394707
S0-SM_rock11,rock,10,8,7,256,1.0,0.9699798795995733,0.9897334743287058,0.0,0.000919828519416771,0.00020079129940790176
S0-SM_rock12,rock,13,1,0,256,0.9335665269650539,0.955850584632403,0.955850584632403,0.9335665269650539,0.955850584632403,0.955850584632403
S0-SM_rock12,rock,13,2,1,256,0.9840794727634798,0.959970633826576,0.9861565748139915,0.050512945798426,0.004120049194173039,0.03030599018158864
S0-SM_rock12,rock,13,3,2,256,0.9971888951055008,0.9616838112216999,0.9879145818826552,0.013109422342020872,0.0017131773951238466,0.0017580070686636228
S0-SM_rock12,rock,13,4,3,256,0.9992075117843342,0.9629138814693626,0.9885554022722355,0.002018616678833495,0.001230070247662779,0.0006408203895802954
S0-SM_rock12,rock,13,5,4,256,1.0,0.963795772374016,0.9889298401906153,0.0007924882156657982,0.0008818909046533624,0.0003744379183796237
S0-SM_rock12,rock,13,6,5,256,1.0,0.9646195551461293,0.98925695160117,0.0,0.000823782772113299,0.000327111410554806
S0-SM_rock12,rock,13,7,6,256,1.0,0.9651682505659969,0.9895133857912457,0.0,0.0005486954198677119,0.0002564341900758195
S0-SM_rock12,rock,13,8,7,256,1.0,0.9655659213973705,0.9897157580121281,0.0,0.00039767083137356996,0.00020237222088246654
S0-SM_rock13,rock,7,1,0,256,0.9313072792312596,0.9435179065083144,0.9435179065083144,0.9313072792312596,0.9435179065083144,0.9435179065083144
S0-SM_rock13,rock,7,2,1,256,0.99945068359375,0.9523369201847972,0.9787953702667089,0.0681434043624904,0.008819013676482967,0.03527746375839468
S0-SM_rock13,rock,7,3,2,256,1.0,0.9540154986215642,0.9814652687010097,0.00054931640625,0.001678578436766942,0.0026698984343007464
S0-SM_rock13,rock,7,4,3,256,1.0,0.9556504719252232,0.9832375845806667,0.0,0.0016349733036589986,0.0017723158796569159
S0-SM_rock13,rock,7,5,4,256,1.0,0.9566501803051528,0.9842392033832295,0.0,0.0009997083799297146,0.001001618802562962
S0-SM_rock13,rock,7,6,5,256,1.0,0.957343071655016,0.9851469633506793,0.0,0.000692891349863084,0.0009077599674497299
S0-SM_rock13,rock,7,7,6,256,1.0,0.9576987760104885,0.9862024783907745,0.0,0.000355704355472497,0.0010555150400949364
S0-SM_rock14,rock,12,1,0,256,0.9127159306033679,0.9587348667070565,0.9587348667070565,0.9127159306033679,0.9587348667070565,0.9587348667070565
S0-SM_rock14,rock,12,2,1,256,0.9772048616689992,0.964183341344877,0.9869309381896578,0.06448893106563143,0.0054484746378205,0.028196071482601254
S0-SM_rock14,rock,12,3,2,256,0.9965711806684138,0.9667696925274025,0.9897928126272914,0.019366318999414538,0.0025863511825254537,0.002861874437633428
S0-SM_rock14,rock,12,4,3,256,0.9990071614990786,0.9677810589247442,0.990670727013913,0.0024359808306649534,0.0010113663973416037,0.0008779143866217303
S0-SM_rock14,rock,12,5,4,256,0.9995659722545599,0.968508438441776,0.9913659214189177,0.0005588107554811155,0.0007273795170319036,0.0006951944050045487
S0-SM_rock14,rock,12,6,5,256,0.999913194450912,0.9690289995002113,0.9918296520630105,0.000347222196352151,0.0005205610584351483,0.00046373064409296026
S0-SM_rock14,rock,12,7,6,256,1.0,0.9695129160894713,0.9921188233350768,8.680554908803775e-05,0.00048391658926008607,0.00028917127206622454
S0-SM_rock14,rock,12,8,7,256,1.0,0.9698752559745804,0.9923449950290987,0.0,0.0003623398851090309,0.00022617169402202111
S0-SM_rock15,rock,13,1,0,256,0.9008118494424935,0.9016324893835701,0.9016324893835701,0.9008118494424935,0.9016324893835701,0.9016324893835701
S0-SM_rock15,rock,13,2,1,256,0.9859798179850414,0.9669181822583186,0.9835334073319084,0.0851679685425479,0.06528569287474849,0.08190091794833823
S0-SM_rock15,rock,13,3,2,256,0.9946801525930863,0.9705943229353448,0.9889859544369117,0.008700334608044827,0.003676140677026124,0.00545254710500335
S0-SM_rock15,rock,13,4,3,256,0.9976185515444533,0.9725582861962898,0.9900713124400189,0.0029383989513670585,0.0019639632609450425,0.001085358003107073
S0-SM_rock15,rock,13,5,4,256,0.9989364458958447,0.9740797743605727,0.9907982740290017,0.0013178943513914745,0.0015214881642829636,0.0007269615889828598
S0-SM_rock15,rock,13,6,5,256,0.999608258911741,0.9749895290386755,0.9914346846421118,0.0006718130158962646,0.0009097546781027671,0.0006364106131101373
S0-SM_rock15,rock,13,7,6,256,0.9998744419509811,0.9755474289020107,0.9917541769589064,0.0002661830392400068,0.0005578998633351262,0.0003194923167945162
S0-SM_rock15,rock,13,8,7,256,1.0,0.9759805309693989,0.992077687753619,0.00012555804901889399,0.0004331020673881969,0.00032351079471273827
S0-SM_rock16,rock,9,1,0,256,0.9138472972202214,0.9671307508183455,0.9671307508183455,0.9138472972202214,0.9671307508183455,0.9671307508183455
S0-SM_rock16,rock,9,2,1,256,0.977160193761207,0.9700347014197213,0.989898131389245,0.06331289654098564,0.00290395060137566,0.022767380570899467
S0-SM_rock16,rock,9,3,2,256,0.992768464652235,0.9719577349001488,0.9916728862393636,0.015608270891028012,0.001923033480427619,0.0017747548501184456
S0-SM_rock16,rock,9,4,3,256,0.9989135742653161,0.973442503911427,0.9925093144909192,0.006145109613081096,0.001484769011278017,0.0008364282515556098
S0-SM_rock16,rock,9,5,4,256,0.9998779296875,0.9744630517208516,0.9929862729068623,0.0009643554221838713,0.0010205478094246906,0.0004769584159431857
S0-SM_rock16,rock,9,6,5,256,1.0,0.9750154852858572,0.9931706107831653,0.0001220703125,0.0005524335650055751,0.00018433787630299384
S0-SM_rock16,rock,9,7,6,256,1.0,0.9755265543849156,0.99332295846963,0.0,0.0005110690990585004,0.00015234768646461751
S0-SM_rock16,rock,9,8,7,256,1.0,0.975907697365843,0.9935075696557427,0.0,0.00038114298092739585,0.00018461118611285895
S0-SM_rock17,rock,15,1,0,256,0.9244061712737763,0.9586789956170632,0.9586789956170632,0.9244061712737763,0.9586789956170632,0.9586789956170632
S0-SM_rock17,rock,15,2,1,256,0.9801975269556944,0.9648486398220071,0.9855879886751088,0.05579135568191813,0.006169644204944008,0.026908993058045633
S0-SM_rock17,rock,15,3,2,256,0.9935524681560359,0.9674943790222381,0.987687259408572,0.013354941200341532,0.0026457392002309094,0.002099270733463286
S0-SM_rock17,rock,15,4,3,256,0.9985188802627818,0.9689254684349671,0.9886190340484821,0.0049664121067458334,0.0014310894127289725,0.0009317746399100319
S0-SM_rock17,rock,15,5,4,256,0.9995442708604969,0.9697659570664412,0.9891213595776662,0.0010253905977151588,0.0008404886314741095,0.0005023255291841224
S0-SM_rock17,rock,15,6,5,256,1.0,0.9704612955450701,0.9895458400991481,0.0004557291395030916,0.0006953384786289318,0.00042448052148193454
S0-SM_rock17,rock,15,7,6,256,1.0,0.9708825562285466,0.98997802496404,0.0,0.00042126068347651813,0.0004321848648918196
S0-SM_rock17,rock,15,8,7,256,1.0,0.9710636980899474,0.9902716514187639,0.0,0.00018114186140087696,0.0002936264547239321
S0-SM_rock18,rock,14,1,0,256,0.8655663290240715,0.8581850397980327,0.8581850397980327,0.8655663290240715,0.8581850397980327,0.8581850397980327
S0-SM_rock18,rock,14,2,1,256,0.9708200412899088,0.956860915392276,0.976287083496949,0.10525371226583727,0.09867587559424329,0.11810204369891632
S0-SM_rock18,rock,14,3,2,256,0.9844116599124576,0.9632210158934256,0.9863461621597533,0.013591618622548783,0.006360100501149504,0.010059078662804253
S0-SM_rock18,rock,14,4,3,256,0.9896903290541008,0.964786616423159,0.9878582258060405,0.005278669141643191,0.0015656005297334796,0.0015120636462872725
S0-SM_rock18,rock,14,5,4,256,0.993139338592984,0.9658295730697473,0.9885585128569158,0.0034490095388831597,0.0010429566465882806,0.0007002870508751669
S0-SM_rock18,rock,14,6,5,256,0.9955891540786621,0.9669726984905239,0.9891444994848335,0.002449815485678194,0.0011431254207766445,0.000585986627917718
S0-SM_rock18,rock,14,7,6,256,0.9973187547205904,0.9675872145793256,0.9895742428711132,0.0017296006419281946,0.0006145160888015727,0.0004297433862796101
S0-SM_rock18,rock,14,8,7,256,0.9987310112922245,0.9682740493103374,0.9899962418421548,0.0014122565716342388,0.0006868347310119566,0.0004219989710416536
S0-SM_rock19,rock,4,1,0,256,0.8922488060897575,0.9395313464379342,0.9395313464379342,0.8922488060897575,0.9395313464379342,0.9395313464379342
S0-SM_rock19,rock,4,2,1,256,0.9322243879228413,0.9488976727876799,0.9765193069075782,0.03997558183308379,0.00936632634974556,0.03698796046964394
S0-SM_rock19,rock,4,3,2,256,0.9575204305769011,0.9504997673977996,0.9793779577519487,0.025296042654059707,0.0016020946101198003,0.0028586508443703106
S0-SM_rock19,rock,4,4,3,256,0.9759259234975883,0.9505759061474635,0.9808460083853311,0.018405492920687272,7.613874966380663e-05,0.0014680506333825485
S0-SM_rock2,rock,15,1,0,256,1.0,0.9548983861323436,0.9548983861323436,1.0,0.9548983861323436,0.9548983861323436
S0-SM_rock2,rock,15,2,1,256,1.0,0.9631876350569691,0.9874952011802164,0.0,0.008289248924625556,0.03259681504787279
S0-SM_rock2,rock,15,3,2,256,1.0,0.9659182848617731,0.9897814416158195,0.0,0.0027306498048039612,0.0022862404356030863
S0-SM_rock2,rock,15,4,3,256,1.0,0.9673449467416834,0.9906555038006714,0.0,0.0014266618799102654,0.0008740621848519372
S0-SM_rock2,rock,15,5,4,256,1.0,0.9684886490502369,0.9911340035937852,0.0,0.0011437023085536097,0.00047849979311378977
S0-SM_rock2,rock,15,6,5,256,1.0,0.9691898123416178,0.9914001723208472,0.0,0.0007011632913808963,0.00026616872706212123
S0-SM_rock2,rock,15,7,6,256,1.0,0.9696728206462079,0.9916208586476325,0.0,0.0004830083045899991,0.00022068632678518907
S0-SM_rock2,rock,15,8,7,256,1.0,0.9702207445361196,0.9917062486051041,0.0,0.0005479238899118027,8.538995747162798e-05
S0-SM_rock20,rock,9,1,0,256,0.8571714810066197,0.9097141970880327,0.9097141970880327,0.8571714810066197,0.9097141970880327,0.9097141970880327
S0-SM_rock20,rock,9,2,1,256,0.9223886814273423,0.9413234306375049,0.9752393954245252,0.0652172004207227,0.03160923354947216,0.0655251983364925
S0-SM_rock20,rock,9,3,2,256,0.9581380217250193,0.9524124668087657,0.9830830968043847,0.035749340297676874,0.011089036171260794,0.007843701379859408
S0-SM_rock20,rock,9,4,3,256,0.9789248514768024,0.9569101867981551,0.9853858950621536,0.02078682975178319,0.004497719989389484,0.002302798257768986
S0-SM_rock20,rock,9,5,4,256,0.9905691965533021,0.9588094155300652,0.986321831323628,0.011644345076499694,0.0018992287319099799,0.0009359362614743938
S0-SM_rock20,rock,9,6,5,256,0.9958705357891241,0.9610119581792136,0.9873239354363637,0.005301339235822008,0.002202542649148348,0.0010021041127357107
S0-SM_rock20,rock,9,7,6,256,0.9984375000349246,0.9629529248412814,0.9881479606773134,0.002566964245800464,0.001940966662067875,0.0008240252409496256
S0-SM_rock20,rock,9,8,7,256,1.0,0.9648970613129975,0.9888958141449811,0.001562499965075406,0.0019441364717161513,0.0007478534676676396
S0-SM_rock21,rock,15,1,0,256,0.9424795646032536,0.9505036583594917,0.9505036583594917,0.9424795646032536,0.9505036583594917,0.9505036583594917
S0-SM_rock21,rock,15,2,1,256,0.9753413626369503,0.9598196905139501,0.9834578581988028,0.032861798033696626,0.009316032154458448,0.03295419983931118
S0-SM_rock21,rock,15,3,2,256,0.9878269624835341,0.9637864060809671,0.9866971765318983,0.012485599846583751,0.003966715567017082,0.003239318333095433
S0-SM_rock21,rock,15,4,3,256,0.9934661226716625,0.9661715387007399,0.9880506696521091,0.005639160188128394,0.002385132619772634,0.0013534931202108542
S0-SM_rock21,rock,15,5,4,256,0.9966003302291945,0.9674669955138162,0.9887838754334511,0.0031342075575320513,0.0012954568130763705,0.000733205781342023
S0-SM_rock21,rock,15,6,5,256,0.998077187212657,0.9682673012760199,0.9891921308942098,0.0014768569834626446,0.0008003057622036902,0.0004082554607586931
S0-SM_rock21,rock,15,7,6,256,0.9991088867245708,0.9691998301548,0.9896488063815065,0.0010316995119136426,0.0009325288787801755,0.0004566754872966112
S0-SM_rock21,rock,15,8,7,256,0.9994287109409925,0.9700898809549836,0.989997959695329,0.00031982421642169374,0.0008900508001835755,0.00034915331382250796
S0-SM_rock3,rock,9,1,0,256,0.9360587566421599,0.9379752810078124,0.9379752810078124,0.9360587566421599,0.9379752810078124,0.9379752810078124
S0-SM_rock3,rock,9,2,1,256,0.9854484050090833,0.9623623288895845,0.9852907464427014,0.049389648366923215,0.024387047881772206,0.04731546543488924
S0-SM_rock3,rock,9,3,2,256,0.99713134765625,0.9681027584691689,0.9909997061471931,0.011682942647166784,0.0057404295795844,0.005708959704491654
S0-SM_rock3,rock,9,4,3,256,0.999713134765625,0.9705161517390218,0.9931486623101463,0.0025817871093750016,0.0024133932698529315,0.0021489561629531727
S0-SM_rock3,rock,9,5,4,256,1.0,0.9718220488258348,0.9942004513093277,0.0002868652343750002,0.001305897086812946,0.0010517889991812713
S0-SM_rock3,rock,9,6,5,256,1.0,0.9729404196705604,0.9948805538788447,0.0,0.0011183708447256857,0.0006801025695169802
S0-SM_rock3,rock,9,7,6,256,1.0,0.9738036713063901,0.9953061956810855,0.0,0.0008632516358296205,0.0004256418022408207
S0-SM_rock3,rock,9,8,7,256,1.0,0.9743418458344156,0.9956771326248693,0.0,0.0005381745280255146,0.0003709369437837934
