ring_id,subset_size,mean_coalition_value,best_coalition_value,best_coalition_members,num_coalitions
elmid-radnear,0,0.0,0.0,(empty),1
elmid-radnear,1,0.19663330919650063,0.26294263328350614,az135,8
elmid-radnear,2,0.36455161551932436,0.4789481202490699,az135 + az270,28
elmid-radnear,3,0.5070910366073959,0.6165568506327632,az135 + az180 + az270,56
elmid-radnear,4,0.6274101899870247,0.7309288509470199,az090 + az135 + az180 + az270,70
elmid-radnear,5,0.7284901930719057,0.8276687037536915,az090 + az135 + az180 + az270 + az315,56
elmid-radnear,6,0.8131346631631188,0.8777105898554144,az045 + az090 + az135 + az180 + az270 + az315,28
elmid-radnear,7,0.8839697174491292,0.9170790184634983,az045 + az090 + az135 + az180 + az225 + az270 + az315,8
elmid-radnear,8,0.9434439730057872,0.9434439730057872,az000 + az045 + az090 + az135 + az180 + az225 + az270 + az315,1
