group,target_class,subset_name,player_count,player_index,viewpoint,ring_id,elevation,radius,azimuth,rank,shapley_value,share_of_subset_value,singleton_subset_scene_value,mean_strict_quality_on_observed_rows,observed_scene_count,observed_scene_rate_within_subset,matched_scene_count,matched_scene_rate_within_subset,subset_scene_count,complete_subset_scene_count,max_views_seen_in_any_subset_scene,grand_value_all_players,empty_coalition_value
per_class,barrel,perimeter_unique_az_clean_reverse_cycle,8,1,ellow-radnear-az225,ellow-radnear,low,near,225,1,0.20305653020255687,0.2666279737045499,0.25483276636210095,0.8664314056311433,5,0.29411764705882354,5,0.29411764705882354,17,0,4,0.7615724913679296,0.0
per_class,barrel,perimeter_unique_az_clean_reverse_cycle,8,3,ellow-radfar-az135,ellow-radfar,low,far,135,2,0.14151048690624207,0.185813548296712,0.24808315639598805,0.6024876655331138,7,0.4117647058823529,6,0.35294117647058826,17,0,4,0.7615724913679296,0.0
per_class,barrel,perimeter_unique_az_clean_reverse_cycle,8,5,elmid-radfar-az090,elmid-radfar,mid,far,90,3,0.12599344341113783,0.1654385430661099,0.1680176278236403,0.7140749182504713,4,0.23529411764705882,4,0.23529411764705882,17,0,4,0.7615724913679296,0.0
per_class,barrel,perimeter_unique_az_clean_reverse_cycle,8,7,elhigh-radmid-az000,elhigh-radmid,high,mid,0,4,0.10524434959897075,0.1381934757253795,0.16884232169459842,0.7175798672020433,4,0.23529411764705882,4,0.23529411764705882,17,0,4,0.7615724913679296,0.0
per_class,barrel,perimeter_unique_az_clean_reverse_cycle,8,6,elhigh-radnear-az315,elhigh-radnear,high,near,315,5,0.08984680962018164,0.1179753872921534,0.12111934554114215,0.6863429580664722,3,0.17647058823529413,3,0.17647058823529413,17,0,4,0.7615724913679296,0.0
per_class,barrel,perimeter_unique_az_clean_reverse_cycle,8,4,elmid-radnear-az270,elmid-radnear,mid,near,270,6,0.06215802698304217,0.081618004441566,0.08842765714513527,0.7516350857336498,2,0.11764705882352941,2,0.11764705882352941,17,0,4,0.7615724913679296,0.0
per_class,barrel,perimeter_unique_az_clean_reverse_cycle,8,2,ellow-radmid-az180,ellow-radmid,low,mid,180,7,0.023101843640947924,0.03033439876413157,0.03930071944381218,0.33405611527240353,2,0.11764705882352941,1,0.058823529411764705,17,0,4,0.7615724913679296,0.0
per_class,barrel,perimeter_unique_az_clean_reverse_cycle,8,8,elhigh-radfar-az045,elhigh-radfar,high,far,45,8,0.010661001004850405,0.013998668709397855,0.035989505893698995,0.6118216001928829,1,0.058823529411764705,1,0.058823529411764705,17,0,4,0.7615724913679296,0.0
per_class,container,perimeter_unique_az_clean_reverse_cycle,8,7,elhigh-radmid-az000,elhigh-radmid,high,mid,0,1,0.17695338242091596,0.18319305242684406,0.2604357048633415,0.9375685375080295,5,0.2777777777777778,5,0.2777777777777778,18,0,4,0.9659393742106032,0.0
per_class,container,perimeter_unique_az_clean_reverse_cycle,8,6,elhigh-radnear-az315,elhigh-radnear,high,near,315,2,0.14014935580096471,0.14509125473376555,0.26362085949372965,0.9490350941774267,5,0.2777777777777778,5,0.2777777777777778,18,0,4,0.9659393742106032,0.0
per_class,container,perimeter_unique_az_clean_reverse_cycle,8,3,ellow-radfar-az135,ellow-radfar,low,far,135,3,0.1307331167466858,0.1353429834595211,0.20385107339864758,0.9173298302939141,4,0.2222222222222222,4,0.2222222222222222,18,0,4,0.9659393742106032,0.0
per_class,container,perimeter_unique_az_clean_reverse_cycle,8,8,elhigh-radfar-az045,elhigh-radfar,high,far,45,4,0.12653304066257842,0.1309948057205819,0.25996383803814893,0.9358698169373362,5,0.2777777777777778,5,0.2777777777777778,18,0,4,0.9659393742106032,0.0
per_class,container,perimeter_unique_az_clean_reverse_cycle,8,2,ellow-radmid-az180,ellow-radmid,low,mid,180,5,0.11707107869530174,0.12119919926752754,0.15518463193704887,0.9311077916222933,3,0.16666666666666666,3,0.16666666666666666,18,0,4,0.9659393742106032,0.0
per_class,container,perimeter_unique_az_clean_reverse_cycle,8,1,ellow-radnear-az225,ellow-radnear,low,near,225,6,0.11340752888275699,0.11740646660711733,0.2116517380073621,0.9524328210331294,4,0.2222222222222222,4,0.2222222222222222,18,0,4,0.9659393742106032,0.0
per_class,container,perimeter_unique_az_clean_reverse_cycle,8,4,elmid-radnear-az270,elmid-radnear,mid,near,270,7,0.10570985438231682,0.10943735932568888,0.26287177126497696,0.9463383765539171,5,0.2777777777777778,5,0.2777777777777778,18,0,4,0.9659393742106032,0.0
