scene_key,target_class,view_count,scene_mean_distractor_count,scene_median_distractor_count,scene_max_distractor_count,scene_mean_target_visible_rate,scene_mean_target_detected_rate,scene_detected_given_visible,scene_mean_target_ap50_95,scene_mean_target_strict_quality_iou50,scene_mean_target_match_confidence_iou50,scene_clutter_group
S0-SM_male4,male,14,6.214285714285714,4.0,19,0.9285714285714286,0.9285714285714286,1.0,0.67760582215335,0.6615669366612826,0.7451976452554975,Q3 mid-high clutter
S0-SM_male5,male,10,5.4,5.0,8,0.9,0.9,1.0,0.6702579373056217,0.6401792046107616,0.7447350323200226,Q3 mid-high clutter
S0-SM_male6,male,8,4.375,4.0,5,1.0,1.0,1.0,0.5994791694140682,0.6834489687423035,0.829728290438652,Q2 mid-low clutter
S0-SM_male7,male,7,9.857142857142858,11.0,15,1.0,1.0,1.0,0.6779761910438538,0.7287604720049004,0.8434719102723258,Q4 high clutter
S0-SM_male8,male,18,5.333333333333333,1.5,24,1.0,1.0,1.0,0.7027777777777778,0.636340395163375,0.7572872165409434,Q2 mid-low clutter
S0-SM_male9,male,9,6.0,5.0,10,1.0,1.0,1.0,0.7101851856542959,0.699728225052326,0.8377027842733595,Q3 mid-high clutter
S0-SM_rock1,rock,15,4.466666666666667,3.0,16,1.0,1.0,1.0,0.9434871797760328,0.9452897152793478,0.9666412949562073,Q2 mid-low clutter
S0-SM_rock10,rock,13,4.230769230769231,4.0,14,1.0,1.0,1.0,0.9127433937170674,0.9458859982246236,0.9701151985388535,Q2 mid-low clutter
S0-SM_rock11,rock,10,2.6,3.0,6,1.0,1.0,1.0,0.8708055599791308,0.9500121154121792,0.9702627122402191,Q1 low clutter
S0-SM_rock12,rock,13,3.4615384615384617,2.0,13,1.0,1.0,1.0,0.9280319666579859,0.9558478823390892,0.970820413186,Q1 low clutter
S0-SM_rock13,rock,7,3.857142857142857,2.0,16,1.0,1.0,1.0,0.9393887363374233,0.9443854896693864,0.9704254014151437,Q1 low clutter
S0-SM_rock14,rock,12,3.8333333333333335,1.0,15,1.0,1.0,1.0,0.9100694463892701,0.9584109104323663,0.9744963149229685,Q1 low clutter
S0-SM_rock15,rock,13,3.6923076923076925,4.0,9,0.9230769230769231,0.9230769230769231,1.0,0.8874719175270989,0.8873206738267927,0.902141850728255,Q1 low clutter
S0-SM_rock16,rock,9,5.222222222222222,5.0,10,1.0,1.0,1.0,0.9131044271076291,0.9672507140093857,0.9791643487082587,Q2 mid-low clutter
S0-SM_rock17,rock,15,4.466666666666667,4.0,11,1.0,1.0,1.0,0.9206266533042092,0.9580050402309901,0.9752841234207154,Q2 mid-low clutter
S0-SM_rock18,rock,14,4.357142857142857,4.0,9,0.9285714285714286,0.9285714285714286,1.0,0.8679924888066661,0.8625938155452056,0.8858159056731633,Q2 mid-low clutter
S0-SM_rock19,rock,4,5.5,5.0,10,1.0,1.0,1.0,0.8955439806881326,0.939246202767956,0.968296468257904,Q3 mid-high clutter
S0-SM_rock2,rock,15,3.2,4.0,4,1.0,1.0,1.0,1.0,0.9540569727432825,0.9704272111256917,Q1 low clutter
S0-SM_rock20,rock,9,7.666666666666667,6.0,12,1.0,1.0,1.0,0.8520350085452386,0.9022540472902421,0.9471935629844666,Q4 high clutter
S0-SM_rock21,rock,15,4.733333333333333,4.0,10,1.0,1.0,1.0,0.9408599198602021,0.9505198323190717,0.9708994706471761,Q2 mid-low clutter
S0-SM_rock3,rock,9,3.3333333333333335,2.0,11,1.0,1.0,1.0,0.9354282408745753,0.9390631012238271,0.9724634952015347,Q1 low clutter
S0-SM_rock4,rock,14,6.571428571428571,4.0,32,1.0,1.0,1.0,0.9211323429238958,0.9372759791293611,0.9612683951854706,Q3 mid-high clutter
S0-SM_rock5,rock,8,7.375,5.5,21,1.0,1.0,1.0,0.9044270855017627,0.9524911662425408,0.971018061041832,Q4 high clutter
S0-SM_rock6,rock,11,5.363636363636363,1.0,20,1.0,1.0,1.0,0.841857898116487,0.9559827571925354,0.9708775173534047,Q3 mid-high clutter
S0-SM_rock7,rock,11,4.090909090909091,4.0,8,1.0,1.0,1.0,0.881128713942843,0.9510616537390727,0.9672613143920898,Q2 mid-low clutter
S0-SM_rock8,rock,5,5.4,5.0,8,1.0,1.0,1.0,0.8677491595878933,0.9387493853785905,0.9708663582801819,Q3 mid-high clutter
S0-SM_rock9,rock,13,4.769230769230769,5.0,9,1.0,1.0,1.0,0.8746369745445478,0.954756310930764,0.9729673633208642,Q2 mid-low clutter
S0-SM_suv1,suv,9,7.333333333333333,3.0,30,1.0,1.0,1.0,0.9472222222222223,0.9147642682561821,0.9509516358375549,Q4 high clutter
S0-SM_suv10,suv,11,5.090909090909091,4.0,11,1.0,1.0,1.0,0.8959458241491013,0.904749273071474,0.9391481388698925,Q2 mid-low clutter
S0-SM_suv11,suv,7,10.285714285714286,11.0,16,1.0,1.0,1.0,0.9537698416896756,0.9016948380261566,0.9409891452108111,Q4 high clutter
S0-SM_suv12,suv,14,9.714285714285714,7.5,22,0.8571428571428571,0.8571428571428571,1.0,0.7055952385600124,0.7616567674662887,0.8030262248856681,Q4 high clutter
S0-SM_suv13_13,suv,11,6.818181818181818,8.0,9,0.8181818181818182,0.8181818181818182,1.0,0.7746212121437897,0.7348776796779284,0.7721190831877969,Q3 mid-high clutter
S0-SM_suv14_17,suv,6,9.166666666666666,7.0,22,1.0,1.0,1.0,0.908730159487043,0.8966796275816661,0.9390539129575094,Q4 high clutter
S0-SM_suv15,suv,4,3.25,3.5,5,0.75,0.75,1.0,0.7090277785642279,0.6839229793384245,0.7103833854198456,Q1 low clutter
S0-SM_suv16,suv,13,6.538461538461538,3.0,25,1.0,1.0,1.0,0.9055998183003603,0.8672651337892311,0.9077638387680054,Q3 mid-high clutter
S0-SM_suv17,suv,12,2.25,2.0,10,1.0,1.0,1.0,0.9359953708705251,0.9107874336764231,0.949037104845047,Q1 low clutter
S0-SM_suv18,suv,14,3.642857142857143,3.0,13,1.0,1.0,1.0,0.9067191062770498,0.9124336383482744,0.947305257831301,Q1 low clutter
S0-SM_suv19,suv,8,3.875,0.0,18,1.0,1.0,1.0,0.928125,0.890021981717986,0.9335025027394295,Q1 low clutter
S0-SM_suv2,suv,10,8.2,6.5,22,1.0,1.0,1.0,0.8660000001452863,0.8955869066004706,0.9419565618038177,Q4 high clutter
S0-SM_suv20,suv,11,4.454545454545454,3.0,23,0.7272727272727273,0.7272727272727273,1.0,0.6886363637040962,0.6626832963817318,0.6907842701131647,Q2 mid-low clutter
S0-SM_suv21,suv,12,4.75,3.5,11,0.8333333333333334,0.8333333333333334,1.0,0.7235615082085133,0.735700125278513,0.7833656469980875,Q2 mid-low clutter
S0-SM_suv22,suv,15,5.733333333333333,2.0,22,1.0,1.0,1.0,0.8757623475950993,0.9181226559902119,0.950073770682017,Q3 mid-high clutter
S0-SM_suv3,suv,9,5.666666666666667,6.0,17,1.0,1.0,1.0,0.9284691390617762,0.9095377345531249,0.9500369098451402,Q3 mid-high clutter
S0-SM_suv4,suv,15,5.666666666666667,5.0,20,1.0,1.0,1.0,0.9494984504064398,0.9230597925027835,0.9517678697903951,Q3 mid-high clutter
S0-SM_suv5,suv,18,10.222222222222221,6.5,32,1.0,1.0,1.0,0.9124445664991588,0.9258855081288611,0.9571107228597006,Q4 high clutter
