drone_count,relationship_axis,relationship_type,scene_key,metric,scene_mean_value,combo_count_in_scene
2,azimuth,quarter_turn_90,S0-SM_barrel_6,recall,1.0,34
2,azimuth,quarter_turn_90,S0-SM_barrel_7,recall,1.0,13
2,azimuth,quarter_turn_90,S0-SM_barrel_8,recall,1.0,14
2,azimuth,quarter_turn_90,S0-SM_container_1,recall,0.9,12
2,azimuth,quarter_turn_90,S0-SM_container_10,recall,1.0,16
2,azimuth,quarter_turn_90,S0-SM_container_11,recall,0.9926470588235294,34
2,azimuth,quarter_turn_90,S0-SM_container_12,recall,1.0,10
2,azimuth,quarter_turn_90,S0-SM_container_13,recall,0.9784226190476191,24
2,azimuth,quarter_turn_90,S0-SM_container_14,recall,0.9537037037037037,12
2,azimuth,quarter_turn_90,S0-SM_container_15,recall,0.9648148148148148,24
2,azimuth,quarter_turn_90,S0-SM_container_16,recall,1.0,12
2,azimuth,quarter_turn_90,S0-SM_container_17,recall,0.9690476190476189,10
2,azimuth,quarter_turn_90,S0-SM_container_18,recall,0.9731829573934837,19
2,azimuth,quarter_turn_90,S0-SM_container_2,recall,1.0,6
2,azimuth,quarter_turn_90,S0-SM_container_21,recall,1.0,14
2,azimuth,quarter_turn_90,S0-SM_container_22,recall,1.0,12
2,azimuth,quarter_turn_90,S0-SM_container_23,recall,1.0,11
2,azimuth,quarter_turn_90,S0-SM_container_3,recall,0.9,10
2,azimuth,quarter_turn_90,S0-SM_container_30,recall,0.9852040816326529,35
2,azimuth,quarter_turn_90,S0-SM_container_4,recall,0.8363636363636363,11
2,azimuth,quarter_turn_90,S0-SM_container_5,recall,1.0,11
2,azimuth,quarter_turn_90,S0-SM_container_6,recall,1.0,3
2,azimuth,quarter_turn_90,S0-SM_container_7,recall,0.9404761904761904,9
2,azimuth,quarter_turn_90,S0-SM_container_8,recall,0.9212962962962963,9
2,azimuth,quarter_turn_90,S0-SM_container_9,recall,0.75,8
2,azimuth,quarter_turn_90,S0-SM_male1,recall,1.0,2
2,azimuth,quarter_turn_90,S0-SM_male10,recall,0.9166666666666667,22
2,azimuth,quarter_turn_90,S0-SM_male12,recall,1.0,10
2,azimuth,quarter_turn_90,S0-SM_male13,recall,1.0,1
2,azimuth,quarter_turn_90,S0-SM_male14,recall,1.0,7
2,azimuth,quarter_turn_90,S0-SM_male15,recall,0.9779761904761904,36
2,azimuth,quarter_turn_90,S0-SM_male16,recall,1.0,16
2,azimuth,quarter_turn_90,S0-SM_male17,recall,0.9515151515151515,11
2,azimuth,quarter_turn_90,S0-SM_male18,recall,1.0,23
2,azimuth,quarter_turn_90,S0-SM_male19,recall,0.958974358974359,13
2,azimuth,quarter_turn_90,S0-SM_male2,recall,1.0,23
2,azimuth,quarter_turn_90,S0-SM_male20,recall,1.0,21
2,azimuth,quarter_turn_90,S0-SM_male3,recall,0.9055555555555556,18
2,azimuth,quarter_turn_90,S0-SM_male4,recall,0.9590909090909091,22
2,azimuth,quarter_turn_90,S0-SM_male5,recall,1.0,12
2,azimuth,quarter_turn_90,S0-SM_male6,recall,0.9555555555555555,9
2,azimuth,quarter_turn_90,S0-SM_male7,recall,0.8333333333333333,2
2,azimuth,quarter_turn_90,S0-SM_male8,recall,1.0,44
2,azimuth,quarter_turn_90,S0-SM_male9,recall,1.0,8
2,azimuth,quarter_turn_90,S0-SM_rock1,recall,0.9642857142857143,28
2,azimuth,quarter_turn_90,S0-SM_rock10,recall,1.0,20
2,azimuth,quarter_turn_90,S0-SM_rock11,recall,0.9772727272727273,11
2,azimuth,quarter_turn_90,S0-SM_rock12,recall,0.9783834586466166,19
2,azimuth,quarter_turn_90,S0-SM_rock13,recall,0.9583333333333334,6
2,azimuth,quarter_turn_90,S0-SM_rock14,recall,0.9841597796143251,22
2,azimuth,quarter_turn_90,S0-SM_rock15,recall,0.9859022556390977,19
2,azimuth,quarter_turn_90,S0-SM_rock16,recall,0.9308035714285714,8
2,azimuth,quarter_turn_90,S0-SM_rock17,recall,0.9625068418171866,29
2,azimuth,quarter_turn_90,S0-SM_rock18,recall,1.0,24
2,azimuth,quarter_turn_90,S0-SM_rock19,recall,1.0,2
2,azimuth,quarter_turn_90,S0-SM_rock2,recall,1.0,26
2,azimuth,quarter_turn_90,S0-SM_rock20,recall,0.90625,8
2,azimuth,quarter_turn_90,S0-SM_rock21,recall,0.9878496503496503,26
2,azimuth,quarter_turn_90,S0-SM_rock3,recall,0.9714285714285713,5
2,azimuth,quarter_turn_90,S0-SM_rock4,recall,0.9875,20
2,azimuth,quarter_turn_90,S0-SM_rock5,recall,1.0,8
2,azimuth,quarter_turn_90,S0-SM_rock6,recall,0.8083333333333333,10
2,azimuth,quarter_turn_90,S0-SM_rock7,recall,0.9358465608465608,15
2,azimuth,quarter_turn_90,S0-SM_rock8,recall,1.0,1
2,azimuth,quarter_turn_90,S0-SM_rock9,recall,0.9541771094402673,19
2,azimuth,quarter_turn_90,S0-SM_suv1,recall,0.9523809523809524,7
2,azimuth,quarter_turn_90,S0-SM_suv10,recall,1.0,9
2,azimuth,quarter_turn_90,S0-SM_suv11,recall,1.0,6
2,azimuth,quarter_turn_90,S0-SM_suv12,recall,0.8854166666666666,24
2,azimuth,quarter_turn_90,S0-SM_suv13_13,recall,0.9285714285714286,14
2,azimuth,quarter_turn_90,S0-SM_suv14_17,recall,1.0,6
2,azimuth,quarter_turn_90,S0-SM_suv15,recall,1.0,2
2,azimuth,quarter_turn_90,S0-SM_suv16,recall,0.9692460317460319,18
2,azimuth,quarter_turn_90,S0-SM_suv17,recall,1.0,22
2,azimuth,quarter_turn_90,S0-SM_suv18,recall,0.9875,20
2,azimuth,quarter_turn_90,S0-SM_suv19,recall,0.9666666666666666,10
2,azimuth,quarter_turn_90,S0-SM_suv2,recall,0.8666666666666666,10
2,azimuth,quarter_turn_90,S0-SM_suv20,recall,1.0,14
2,azimuth,quarter_turn_90,S0-SM_suv21,recall,1.0,16
2,azimuth,quarter_turn_90,S0-SM_suv22,recall,0.9629629629629629,27
2,azimuth,quarter_turn_90,S0-SM_suv3,recall,1.0,5
2,azimuth,quarter_turn_90,S0-SM_suv4,recall,1.0,26
2,azimuth,quarter_turn_90,S0-SM_suv5,recall,0.953661616161616,40
2,azimuth,quarter_turn_90,S0-SM_suv6,recall,0.8888888888888888,1
2,azimuth,quarter_turn_90,S0-SM_suv7,recall,0.9928571428571429,14
2,azimuth,quarter_turn_90,S0-SM_suv8,recall,0.9532679738562092,34
2,azimuth,quarter_turn_90,S0-SM_suv9,recall,0.9292929292929294,12
2,azimuth,quarter_turn_90,S0-SM_tank1,recall,0.961111111111111,30
2,azimuth,quarter_turn_90,S0-SM_tank10,recall,0.8,15
2,azimuth,quarter_turn_90,S0-SM_tank11,recall,0.9743589743589743,13
2,azimuth,quarter_turn_90,S0-SM_tank12,recall,1.0,11
2,azimuth,quarter_turn_90,S0-SM_tank13,recall,0.9409722222222222,4
2,azimuth,quarter_turn_90,S0-SM_tank14,recall,1.0,21
2,azimuth,quarter_turn_90,S0-SM_tank15,recall,0.9513227513227512,15
2,azimuth,quarter_turn_90,S0-SM_tank16,recall,0.95,8
2,azimuth,quarter_turn_90,S0-SM_tank17,recall,1.0,13
2,azimuth,quarter_turn_90,S0-SM_tank18,recall,1.0,2
2,azimuth,quarter_turn_90,S0-SM_tank19,recall,1.0,30
2,azimuth,quarter_turn_90,S0-SM_tank2,recall,1.0,1
2,azimuth,quarter_turn_90,S0-SM_tank20,recall,1.0,4
2,azimuth,quarter_turn_90,S0-SM_tank3,recall,1.0,8
2,azimuth,quarter_turn_90,S0-SM_tank4,recall,1.0,6
2,azimuth,quarter_turn_90,S0-SM_tank5,recall,0.9861111111111112,9
2,azimuth,quarter_turn_90,S0-SM_tank6,recall,1.0,4
2,azimuth,quarter_turn_90,S0-SM_tank7,recall,1.0,40
2,azimuth,quarter_turn_90,S0-SM_tank8,recall,0.7041666666666667,10
2,azimuth,quarter_turn_90,S0-SM_tank9,recall,0.9722222222222222,9
2,azimuth,quarter_turn_90,S0-SM_tent_1,recall,1.0,30
2,azimuth,quarter_turn_90,S0-SM_tent_10,recall,0.9518518518518518,36
2,azimuth,quarter_turn_90,S0-SM_tent_11,recall,1.0,5
2,azimuth,quarter_turn_90,S0-SM_tent_12,recall,0.9716931216931217,18
2,azimuth,quarter_turn_90,S0-SM_tent_13,recall,0.9246031746031745,6
2,azimuth,quarter_turn_90,S0-SM_tent_14,recall,0.9690476190476189,10
2,azimuth,quarter_turn_90,S0-SM_tent_15,recall,0.9864734299516909,23
2,azimuth,quarter_turn_90,S0-SM_tent_16,recall,1.0,11
2,azimuth,quarter_turn_90,S0-SM_tent_17,recall,1.0,16
2,azimuth,quarter_turn_90,S0-SM_tent_18,recall,0.9597222222222223,16
2,azimuth,quarter_turn_90,S0-SM_tent_2,recall,0.9782467532467533,33
2,azimuth,quarter_turn_90,S0-SM_tent_3,recall,1.0,7
2,azimuth,quarter_turn_90,S0-SM_tent_4,recall,1.0,16
2,azimuth,quarter_turn_90,S0-SM_tent_5,recall,0.9571428571428572,21
2,azimuth,quarter_turn_90,S0-SM_tent_6,recall,1.0,3
2,azimuth,quarter_turn_90,S0-SM_tent_7,recall,0.95,15
2,azimuth,quarter_turn_90,S0-SM_tent_8,recall,0.9184523809523809,16
2,azimuth,quarter_turn_90,S0-SM_tent_9,recall,1.0,9
2,azimuth,quarter_turn_90,S0-SM_tower_1,recall,1.0,8
2,azimuth,quarter_turn_90,S0-SM_tower_10,recall,0.9571428571428572,28
2,azimuth,quarter_turn_90,S0-SM_tower_11,recall,0.9523809523809524,14
2,azimuth,quarter_turn_90,S0-SM_tower_12,recall,1.0,20
2,azimuth,quarter_turn_90,S0-SM_tower_13,recall,1.0,26
2,azimuth,quarter_turn_90,S0-SM_tower_2,recall,1.0,14
2,azimuth,quarter_turn_90,S0-SM_tower_3,recall,0.9604166666666667,24
2,azimuth,quarter_turn_90,S0-SM_tower_4,recall,0.899937343358396,38
2,azimuth,quarter_turn_90,S0-SM_tower_5,recall,0.896969696969697,22
2,azimuth,quarter_turn_90,S0-SM_tower_6,recall,0.782716049382716,27
2,azimuth,quarter_turn_90,S0-SM_tower_7,recall,0.8027777777777777,18
2,azimuth,quarter_turn_90,S0-SM_tower_8,recall,0.9555555555555556,27
2,azimuth,quarter_turn_90,S0-SM_tower_9,recall,0.9555555555555555,9
2,azimuth,quarter_turn_90,S0-SM_tree1,recall,1.0,20
2,azimuth,quarter_turn_90,S0-SM_tree10,recall,0.9861111111111112,12
2,azimuth,quarter_turn_90,S0-SM_tree11,recall,0.8645833333333334,16
2,azimuth,quarter_turn_90,S0-SM_tree12,recall,0.9333490103807441,16
2,azimuth,quarter_turn_90,S0-SM_tree13,recall,0.9962121212121212,12
2,azimuth,quarter_turn_90,S0-SM_tree14,recall,1.0,3
2,azimuth,quarter_turn_90,S0-SM_tree15,recall,1.0,3
2,azimuth,quarter_turn_90,S0-SM_tree16,recall,0.9644300144300144,15
2,azimuth,quarter_turn_90,S0-SM_tree17,recall,0.9329158936301793,21
2,azimuth,quarter_turn_90,S0-SM_tree18,recall,0.9662151702786378,8
2,azimuth,quarter_turn_90,S0-SM_tree19,recall,0.8636513157894736,8
2,azimuth,quarter_turn_90,S0-SM_tree2,recall,0.9880952380952381,6
2,azimuth,quarter_turn_90,S0-SM_tree20,recall,0.9044047619047618,15
2,azimuth,quarter_turn_90,S0-SM_tree21,recall,0.8970592056650494,24
2,azimuth,quarter_turn_90,S0-SM_tree22,recall,0.9396841368126198,15
2,azimuth,quarter_turn_90,S0-SM_tree23,recall,0.9770186335403727,23
2,azimuth,quarter_turn_90,S0-SM_tree24,recall,0.9555555555555555,10
2,azimuth,quarter_turn_90,S0-SM_tree25,recall,0.9709876543209878,27
2,azimuth,quarter_turn_90,S0-SM_tree26,recall,0.9727272727272727,22
2,azimuth,quarter_turn_90,S0-SM_tree27,recall,1.0,11
2,azimuth,quarter_turn_90,S0-SM_tree28,recall,1.0,17
2,azimuth,quarter_turn_90,S0-SM_tree29,recall,1.0,9
2,azimuth,quarter_turn_90,S0-SM_tree3,recall,0.9673160173160174,14
2,azimuth,quarter_turn_90,S0-SM_tree30,recall,0.9446825396825396,20
2,azimuth,quarter_turn_90,S0-SM_tree4,recall,0.9702380952380952,8
2,azimuth,quarter_turn_90,S0-SM_tree5,recall,0.971875,8
2,azimuth,quarter_turn_90,S0-SM_tree6,recall,1.0,7
2,azimuth,quarter_turn_90,S0-SM_tree7,recall,0.9562552831783601,26
2,azimuth,quarter_turn_90,S0-SM_tree8,recall,1.0,11
2,azimuth,quarter_turn_90,S0-SM_tree9,recall,0.9666666666666666,10
2,azimuth,quarter_turn_90,S0-SM_whitevann10,recall,1.0,10
2,azimuth,quarter_turn_90,S0-SM_whitevann11,recall,1.0,8
2,azimuth,quarter_turn_90,S0-SM_whitevann12,recall,1.0,2
2,azimuth,quarter_turn_90,S0-SM_whitevann13,recall,0.9680555555555556,24
2,azimuth,quarter_turn_90,S0-SM_whitevann14,recall,1.0,7
2,azimuth,quarter_turn_90,S0-SM_whitevann15,recall,1.0,21
2,azimuth,quarter_turn_90,S0-SM_whitevann16,recall,0.7791666666666667,12
2,azimuth,quarter_turn_90,S0-SM_whitevann17,recall,1.0,4
2,azimuth,quarter_turn_90,S0-SM_whitevann18,recall,1.0,20
2,azimuth,quarter_turn_90,S0-SM_whitevann19,recall,0.8217948717948718,13
2,azimuth,quarter_turn_90,S0-SM_whitevann1_58,recall,0.9288888888888889,15
2,azimuth,quarter_turn_90,S0-SM_whitevann2,recall,1.0,10
2,azimuth,quarter_turn_90,S0-SM_whitevann3,recall,1.0,5
2,azimuth,quarter_turn_90,S0-SM_whitevann4,recall,0.9333333333333332,12
2,azimuth,quarter_turn_90,S0-SM_whitevann5,recall,0.75,2
2,azimuth,quarter_turn_90,S0-SM_whitevann6,recall,0.8611111111111112,27
2,azimuth,quarter_turn_90,S0-SM_whitevann7,recall,0.9066666666666666,15
2,azimuth,quarter_turn_90,S0-SM_whitevann8,recall,0.6952380952380952,5
2,azimuth,quarter_turn_90,S0-SM_whitevann9,recall,1.0,10
2,azimuth,quarter_turn_90,S0-SM_barrel_1,strict_quality,0.7599062384577362,6
2,azimuth,quarter_turn_90,S0-SM_barrel_10,strict_quality,0.7159367127522552,12
2,azimuth,quarter_turn_90,S0-SM_barrel_11,strict_quality,0.7688440794201118,7
2,azimuth,quarter_turn_90,S0-SM_barrel_12,strict_quality,0.8331044352346757,7
2,azimuth,quarter_turn_90,S0-SM_barrel_13,strict_quality,0.7969524423898865,18
2,azimuth,quarter_turn_90,S0-SM_barrel_14,strict_quality,0.8378166445303471,10
2,azimuth,quarter_turn_90,S0-SM_barrel_15,strict_quality,0.8232425961078453,17
2,azimuth,quarter_turn_90,S0-SM_barrel_16,strict_quality,0.6779088181906415,12
2,azimuth,quarter_turn_90,S0-SM_barrel_17,strict_quality,0.5977995354338201,8
2,azimuth,quarter_turn_90,S0-SM_barrel_18,strict_quality,0.7852735016866639,13
2,azimuth,quarter_turn_90,S0-SM_barrel_19,strict_quality,0.7433369491983655,9
2,azimuth,quarter_turn_90,S0-SM_barrel_2,strict_quality,0.7060606660452158,24
2,azimuth,quarter_turn_90,S0-SM_barrel_20,strict_quality,0.7586879084011369,10
2,azimuth,quarter_turn_90,S0-SM_barrel_21,strict_quality,0.7754247772976601,20
2,azimuth,quarter_turn_90,S0-SM_barrel_3,strict_quality,0.6150934203247254,10
2,azimuth,quarter_turn_90,S0-SM_barrel_4,strict_quality,0.8123461329553656,32
2,azimuth,quarter_turn_90,S0-SM_barrel_5,strict_quality,0.7253898165481865,16
2,azimuth,quarter_turn_90,S0-SM_barrel_6,strict_quality,0.7648591623508183,34
2,azimuth,quarter_turn_90,S0-SM_barrel_7,strict_quality,0.8112498771132283,13
2,azimuth,quarter_turn_90,S0-SM_barrel_8,strict_quality,0.6752360939474199,14
2,azimuth,quarter_turn_90,S0-SM_container_1,strict_quality,0.9442201671505298,12
2,azimuth,quarter_turn_90,S0-SM_container_10,strict_quality,0.9472842318030321,16
2,azimuth,quarter_turn_90,S0-SM_container_11,strict_quality,0.9571401425066467,34
2,azimuth,quarter_turn_90,S0-SM_container_12,strict_quality,0.9595055672962353,10
2,azimuth,quarter_turn_90,S0-SM_container_13,strict_quality,0.9501275726056558,24
2,azimuth,quarter_turn_90,S0-SM_container_14,strict_quality,0.957511872723081,12
2,azimuth,quarter_turn_90,S0-SM_container_15,strict_quality,0.9520460711726583,24
2,azimuth,quarter_turn_90,S0-SM_container_16,strict_quality,0.9571161177198784,12
2,azimuth,quarter_turn_90,S0-SM_container_17,strict_quality,0.9532281729489818,10
2,azimuth,quarter_turn_90,S0-SM_container_18,strict_quality,0.9554737374360117,19
2,azimuth,quarter_turn_90,S0-SM_container_2,strict_quality,0.9479106527159123,6
2,azimuth,quarter_turn_90,S0-SM_container_21,strict_quality,0.9500231207983418,14
2,azimuth,quarter_turn_90,S0-SM_container_22,strict_quality,0.954523920911142,12
2,azimuth,quarter_turn_90,S0-SM_container_23,strict_quality,0.9627499073700906,11
2,azimuth,quarter_turn_90,S0-SM_container_3,strict_quality,0.9556176129504322,10
2,azimuth,quarter_turn_90,S0-SM_container_30,strict_quality,0.9547973514603996,35
2,azimuth,quarter_turn_90,S0-SM_container_4,strict_quality,0.9340860861103679,11
2,azimuth,quarter_turn_90,S0-SM_container_5,strict_quality,0.9508274795997639,11
2,azimuth,quarter_turn_90,S0-SM_container_6,strict_quality,0.9564958274051634,3
2,azimuth,quarter_turn_90,S0-SM_container_7,strict_quality,0.9613254206531457,9
2,azimuth,quarter_turn_90,S0-SM_container_8,strict_quality,0.9541821933021181,9
2,azimuth,quarter_turn_90,S0-SM_container_9,strict_quality,0.9397551052542843,8
2,azimuth,quarter_turn_90,S0-SM_male1,strict_quality,0.7969454583356175,2
2,azimuth,quarter_turn_90,S0-SM_male10,strict_quality,0.6808018841214374,22
2,azimuth,quarter_turn_90,S0-SM_male12,strict_quality,0.7086868817821095,10
2,azimuth,quarter_turn_90,S0-SM_male13,strict_quality,0.8539030413150428,1
2,azimuth,quarter_turn_90,S0-SM_male14,strict_quality,0.7597990410545873,7
2,azimuth,quarter_turn_90,S0-SM_male15,strict_quality,0.7348904919106265,36
2,azimuth,quarter_turn_90,S0-SM_male16,strict_quality,0.7697304327124792,16
2,azimuth,quarter_turn_90,S0-SM_male17,strict_quality,0.7832759565493503,11
2,azimuth,quarter_turn_90,S0-SM_male18,strict_quality,0.7670736628647229,23
2,azimuth,quarter_turn_90,S0-SM_male19,strict_quality,0.7811743987400903,13
2,azimuth,quarter_turn_90,S0-SM_male2,strict_quality,0.7201633480920375,23
2,azimuth,quarter_turn_90,S0-SM_male20,strict_quality,0.7418823614790885,21
2,azimuth,quarter_turn_90,S0-SM_male3,strict_quality,0.7072605605582779,18
2,azimuth,quarter_turn_90,S0-SM_male4,strict_quality,0.7830407968657283,22
2,azimuth,quarter_turn_90,S0-SM_male5,strict_quality,0.744319884215415,12
2,azimuth,quarter_turn_90,S0-SM_male6,strict_quality,0.748321358383715,9
2,azimuth,quarter_turn_90,S0-SM_male7,strict_quality,0.7017816960051348,2
2,azimuth,quarter_turn_90,S0-SM_male8,strict_quality,0.7084690309958656,44
2,azimuth,quarter_turn_90,S0-SM_male9,strict_quality,0.7223773348115641,8
2,azimuth,quarter_turn_90,S0-SM_rock1,strict_quality,0.9550785376146722,28
2,azimuth,quarter_turn_90,S0-SM_rock10,strict_quality,0.959941276463122,20
2,azimuth,quarter_turn_90,S0-SM_rock11,strict_quality,0.9633416595203773,11
2,azimuth,quarter_turn_90,S0-SM_rock12,strict_quality,0.9599404292874004,19
2,azimuth,quarter_turn_90,S0-SM_rock13,strict_quality,0.9519573088215338,6
2,azimuth,quarter_turn_90,S0-SM_rock14,strict_quality,0.9648211257152662,22
2,azimuth,quarter_turn_90,S0-SM_rock15,strict_quality,0.9660481134100235,19
2,azimuth,quarter_turn_90,S0-SM_rock16,strict_quality,0.9690560751367845,8
2,azimuth,quarter_turn_90,S0-SM_rock17,strict_quality,0.9651427395749803,29
2,azimuth,quarter_turn_90,S0-SM_rock18,strict_quality,0.9604396491081827,24
2,azimuth,quarter_turn_90,S0-SM_rock19,strict_quality,0.9449970541741539,2
2,azimuth,quarter_turn_90,S0-SM_rock2,strict_quality,0.9623590491501061,26
2,azimuth,quarter_turn_90,S0-SM_rock20,strict_quality,0.9481527107827032,8
2,azimuth,quarter_turn_90,S0-SM_rock21,strict_quality,0.9613571754131143,26
2,azimuth,quarter_turn_90,S0-SM_rock3,strict_quality,0.9648462371454058,5
2,azimuth,quarter_turn_90,S0-SM_rock4,strict_quality,0.9466020501648389,20
2,azimuth,quarter_turn_90,S0-SM_rock5,strict_quality,0.9614913635052478,8
2,azimuth,quarter_turn_90,S0-SM_rock6,strict_quality,0.9609346514529001,10
2,azimuth,quarter_turn_90,S0-SM_rock7,strict_quality,0.959129983450612,15
2,azimuth,quarter_turn_90,S0-SM_rock8,strict_quality,0.9379992435210625,1
2,azimuth,quarter_turn_90,S0-SM_rock9,strict_quality,0.9649188579236582,19
2,azimuth,quarter_turn_90,S0-SM_suv1,strict_quality,0.9273937484571151,7
2,azimuth,quarter_turn_90,S0-SM_suv10,strict_quality,0.9105128212267566,9
2,azimuth,quarter_turn_90,S0-SM_suv11,strict_quality,0.9211473462674468,6
2,azimuth,quarter_turn_90,S0-SM_suv12,strict_quality,0.9100441649343519,24
2,azimuth,quarter_turn_90,S0-SM_suv13_13,strict_quality,0.8467407184115875,14
2,azimuth,quarter_turn_90,S0-SM_suv14_17,strict_quality,0.9148618788701744,6
2,azimuth,quarter_turn_90,S0-SM_suv15,strict_quality,0.9202591915138107,2
2,azimuth,quarter_turn_90,S0-SM_suv16,strict_quality,0.9176082695399624,18
2,azimuth,quarter_turn_90,S0-SM_suv17,strict_quality,0.9269891824731783,22
2,azimuth,quarter_turn_90,S0-SM_suv18,strict_quality,0.9281360845577286,20
2,azimuth,quarter_turn_90,S0-SM_suv19,strict_quality,0.9024236996379958,10
2,azimuth,quarter_turn_90,S0-SM_suv2,strict_quality,0.914083834323965,10
2,azimuth,quarter_turn_90,S0-SM_suv20,strict_quality,0.9186007659124638,14
2,azimuth,quarter_turn_90,S0-SM_suv21,strict_quality,0.8993447172423312,16
2,azimuth,quarter_turn_90,S0-SM_suv22,strict_quality,0.9319190925512272,27
2,azimuth,quarter_turn_90,S0-SM_suv3,strict_quality,0.9080532647538242,5
2,azimuth,quarter_turn_90,S0-SM_suv4,strict_quality,0.9381055498677775,26
2,azimuth,quarter_turn_90,S0-SM_suv5,strict_quality,0.9396797432121211,40
2,azimuth,quarter_turn_90,S0-SM_suv6,strict_quality,0.9412403560793621,1
2,azimuth,quarter_turn_90,S0-SM_suv7,strict_quality,0.9229124580068976,14
2,azimuth,quarter_turn_90,S0-SM_suv8,strict_quality,0.9292516793849142,34
2,azimuth,quarter_turn_90,S0-SM_suv9,strict_quality,0.9286362832806218,12
2,azimuth,quarter_turn_90,S0-SM_tank1,strict_quality,0.9201983707599735,30
2,azimuth,quarter_turn_90,S0-SM_tank10,strict_quality,0.896322499155206,15
2,azimuth,quarter_turn_90,S0-SM_tank11,strict_quality,0.9277507892078254,13
2,azimuth,quarter_turn_90,S0-SM_tank12,strict_quality,0.92981026624039,11
2,azimuth,quarter_turn_90,S0-SM_tank13,strict_quality,0.942719357311173,4
2,azimuth,quarter_turn_90,S0-SM_tank14,strict_quality,0.9388501036409975,21
2,azimuth,quarter_turn_90,S0-SM_tank15,strict_quality,0.9208488858722451,15
2,azimuth,quarter_turn_90,S0-SM_tank16,strict_quality,0.902645592564923,8
2,azimuth,quarter_turn_90,S0-SM_tank17,strict_quality,0.9253932211733401,13
2,azimuth,quarter_turn_90,S0-SM_tank18,strict_quality,0.9311762401563328,2
2,azimuth,quarter_turn_90,S0-SM_tank19,strict_quality,0.8951012573174589,30
2,azimuth,quarter_turn_90,S0-SM_tank2,strict_quality,0.9280572907466151,1
2,azimuth,quarter_turn_90,S0-SM_tank20,strict_quality,0.9254204536980506,4
2,azimuth,quarter_turn_90,S0-SM_tank3,strict_quality,0.9170388567715975,8
2,azimuth,quarter_turn_90,S0-SM_tank4,strict_quality,0.9467424462062711,6
2,azimuth,quarter_turn_90,S0-SM_tank5,strict_quality,0.9051168089615741,9
2,azimuth,quarter_turn_90,S0-SM_tank6,strict_quality,0.9335531036175366,4
2,azimuth,quarter_turn_90,S0-SM_tank7,strict_quality,0.9198834064758372,40
2,azimuth,quarter_turn_90,S0-SM_tank8,strict_quality,0.9182358395165966,10
2,azimuth,quarter_turn_90,S0-SM_tank9,strict_quality,0.9244639903998895,9
2,azimuth,quarter_turn_90,S0-SM_tent_1,strict_quality,0.962290547787767,30
2,azimuth,quarter_turn_90,S0-SM_tent_10,strict_quality,0.9675344935294979,36
2,azimuth,quarter_turn_90,S0-SM_tent_11,strict_quality,0.9646735942945256,5
2,azimuth,quarter_turn_90,S0-SM_tent_12,strict_quality,0.9678714952417207,18
2,azimuth,quarter_turn_90,S0-SM_tent_13,strict_quality,0.9769196941900979,6
2,azimuth,quarter_turn_90,S0-SM_tent_14,strict_quality,0.9722865956624162,10
2,azimuth,quarter_turn_90,S0-SM_tent_15,strict_quality,0.9659504615962611,23
2,azimuth,quarter_turn_90,S0-SM_tent_16,strict_quality,0.9705074135516153,11
2,azimuth,quarter_turn_90,S0-SM_tent_17,strict_quality,0.9721506072365509,16
2,azimuth,quarter_turn_90,S0-SM_tent_18,strict_quality,0.9635798858389419,16
2,azimuth,quarter_turn_90,S0-SM_tent_2,strict_quality,0.9677022800018312,33
2,azimuth,quarter_turn_90,S0-SM_tent_3,strict_quality,0.9703721436234355,7
2,azimuth,quarter_turn_90,S0-SM_tent_4,strict_quality,0.9687252675993352,16
2,azimuth,quarter_turn_90,S0-SM_tent_5,strict_quality,0.9608988812489127,21
2,azimuth,quarter_turn_90,S0-SM_tent_6,strict_quality,0.9626504094795246,3
2,azimuth,quarter_turn_90,S0-SM_tent_7,strict_quality,0.9675817661400984,15
2,azimuth,quarter_turn_90,S0-SM_tent_8,strict_quality,0.9676360714997487,16
2,azimuth,quarter_turn_90,S0-SM_tent_9,strict_quality,0.9679720093421346,9
2,azimuth,quarter_turn_90,S0-SM_tower_1,strict_quality,0.9671099612722656,8
2,azimuth,quarter_turn_90,S0-SM_tower_10,strict_quality,0.9557083143454925,28
2,azimuth,quarter_turn_90,S0-SM_tower_11,strict_quality,0.96742826788529,14
2,azimuth,quarter_turn_90,S0-SM_tower_12,strict_quality,0.9499950347559191,20
2,azimuth,quarter_turn_90,S0-SM_tower_13,strict_quality,0.9651703739385027,26
2,azimuth,quarter_turn_90,S0-SM_tower_2,strict_quality,0.9649469615259763,14
2,azimuth,quarter_turn_90,S0-SM_tower_3,strict_quality,0.9647702723623482,24
2,azimuth,quarter_turn_90,S0-SM_tower_4,strict_quality,0.958350794440478,38
2,azimuth,quarter_turn_90,S0-SM_tower_5,strict_quality,0.9576312498521472,22
2,azimuth,quarter_turn_90,S0-SM_tower_6,strict_quality,0.9687299236945897,27
2,azimuth,quarter_turn_90,S0-SM_tower_7,strict_quality,0.9639799157640082,18
2,azimuth,quarter_turn_90,S0-SM_tower_8,strict_quality,0.9667347254823235,27
2,azimuth,quarter_turn_90,S0-SM_tower_9,strict_quality,0.9626887266277504,9
2,azimuth,quarter_turn_90,S0-SM_tree1,strict_quality,0.9575861305676506,20
2,azimuth,quarter_turn_90,S0-SM_tree10,strict_quality,0.942293659027226,12
2,azimuth,quarter_turn_90,S0-SM_tree11,strict_quality,0.9625192338359096,16
