drone_count,relationship_axis,metric,left_relationship_type,right_relationship_type,comparison,common_scene_count,mean_difference,ci95_low,ci95_high,approx_two_sided_p,left_mean_on_common_scenes,right_mean_on_common_scenes
2,mixed_diversity,AP50,distance_only,elevation_only,distance_only minus elevation_only,135,-0.026659460228147396,-0.04980221532432844,-0.008596361252470541,0.0,0.9710907949515857,0.9977502551797331
2,mixed_diversity,AP50,distance+elevation,distance_only,distance+elevation minus distance_only,148,0.024499957464215395,0.008967621437173093,0.04556041833269328,0.0,0.9981300744808645,0.9736301170166491
2,mixed_diversity,AP50,distance+elevation+azimuth,distance_only,distance+elevation+azimuth minus distance_only,155,0.022691988097729755,0.008217495196633,0.04171572613740994,0.0,0.9975130030555625,0.9748210149578327
2,mixed_diversity,AP50,distance_only,elevation+azimuth,distance_only minus elevation+azimuth,155,-0.021916541295360196,-0.0430590495127765,-0.007200728440859595,0.0,0.9748210149578327,0.9967375562531929
2,mixed_diversity,AP50,azimuth_only,distance_only,azimuth_only minus distance_only,152,0.019024839804173677,0.004809553095850449,0.039282415132007295,0.001,0.9933489011098583,0.9743240613056847
2,mixed_diversity,AP50,distance+azimuth,distance_only,distance+azimuth minus distance_only,155,0.014902461788248902,0.0011956032193806687,0.031291117795294705,0.035,0.9897234767460816,0.9748210149578327
2,mixed_diversity,AP50,distance+azimuth,distance+elevation,distance+azimuth minus distance+elevation,184,-0.008240328567658096,-0.012583199290710115,-0.004561612883152319,0.0,0.9902178593624366,0.9984581879300948
2,mixed_diversity,AP50,distance+azimuth,distance+elevation+azimuth,distance+azimuth minus distance+elevation+azimuth,204,-0.00670808709537283,-0.010501324132700435,-0.003535540806637208,0.0,0.9911768927582761,0.997884979853649
2,mixed_diversity,AP50,distance+azimuth,elevation+azimuth,distance+azimuth minus elevation+azimuth,204,-0.006010211793358195,-0.010205348030652536,-0.0024530586736583237,0.0,0.9911768927582761,0.9971871045516343
2,mixed_diversity,AP50,distance+azimuth,elevation_only,distance+azimuth minus elevation_only,167,-0.005777422074829067,-0.010130491749937368,-0.001400407527470375,0.012,0.9917292030196893,0.9975066250945183
2,mixed_diversity,AP50,azimuth_only,elevation_only,azimuth_only minus elevation_only,163,-0.0045948388510328635,-0.00948412967197625,-0.0004248498560492806,0.031,0.9928505991292405,0.9974454379802733
2,mixed_diversity,AP50,azimuth_only,distance+elevation+azimuth,azimuth_only minus distance+elevation+azimuth,193,-0.004530157150245546,-0.00852027010377842,-0.0009203501365698645,0.006,0.9932342775137151,0.9977644346639606
2,mixed_diversity,AP50,azimuth_only,distance+elevation,azimuth_only minus distance+elevation,180,-0.004520876038326959,-0.0082585975737059,-0.0013517354997004461,0.0,0.9939030494013253,0.9984239254396524
2,mixed_diversity,AP50,azimuth_only,elevation+azimuth,azimuth_only minus elevation+azimuth,192,-0.003812259210345857,-0.007879501514297825,-0.00045506832108222134,0.028,0.9931990393757656,0.9970112985861115
2,mixed_diversity,AP50,azimuth_only,distance+azimuth,azimuth_only minus distance+azimuth,192,0.0025735908200972247,-0.001674727381231141,0.007225870597082892,0.268,0.9931990393757656,0.9906254485556684
2,mixed_diversity,AP50,distance+elevation,elevation+azimuth,distance+elevation minus elevation+azimuth,184,0.001576832883717489,-0.00010859877863085775,0.003305924547747554,0.065,0.9984581879300948,0.9968813550463772
2,mixed_diversity,AP50,distance+elevation,elevation_only,distance+elevation minus elevation_only,154,0.0012827100601803902,-0.0009425065777201224,0.0040324841302549356,0.346,0.9985788554548852,0.9972961453947049
