drone_count,relationship_axis,metric,left_relationship_type,right_relationship_type,comparison,common_scene_count,mean_difference,ci95_low,ci95_high,approx_two_sided_p,left_mean_on_common_scenes,right_mean_on_common_scenes
2,mixed_diversity,AP50,distance+elevation,distance+elevation+azimuth,distance+elevation minus distance+elevation+azimuth,185,0.0007987604810434169,-0.00039437193530325484,0.0020208403030852803,0.174,0.9984665220493916,0.9976677615683481
2,mixed_diversity,AP50,distance+elevation+azimuth,elevation+azimuth,distance+elevation+azimuth minus elevation+azimuth,204,0.0006978753020146364,-0.0003008952157986212,0.0018339149763777034,0.205,0.997884979853649,0.9971871045516343
2,mixed_diversity,AP50,elevation+azimuth,elevation_only,elevation+azimuth minus elevation_only,167,-0.00034393806217736044,-0.0022730088056839796,0.0017246279837483539,0.689,0.9971626870323409,0.9975066250945183
2,mixed_diversity,AP50,distance+elevation+azimuth,elevation_only,distance+elevation+azimuth minus elevation_only,167,0.00018525006356656293,-0.001862528367176433,0.0027213644375253783,0.932,0.9976918751580849,0.9975066250945183
2,azimuth,AP50-95,diagonal_135,same_azimuth,diagonal_135 minus same_azimuth,199,0.007252930366353173,0.001971419904344913,0.01288215028272368,0.01,0.9290676281959773,0.9218146978296242
2,azimuth,AP50-95,diagonal_135,opposite_180,diagonal_135 minus opposite_180,194,0.004829664875797699,-0.0012668922599620746,0.01151332553785466,0.136,0.9307080403688325,0.9258783754930348
2,azimuth,AP50-95,diagonal_135,quarter_turn_90,diagonal_135 minus quarter_turn_90,203,0.004649818581255741,-0.00046616112742329987,0.009660386630924408,0.067,0.9312657687955683,0.9266159502143125
2,azimuth,AP50-95,adjacent_45,same_azimuth,adjacent_45 minus same_azimuth,198,0.0042442218174876135,-0.0021037203323435215,0.010695718803109646,0.225,0.9272527437890923,0.9230085219716047
2,azimuth,AP50-95,quarter_turn_90,same_azimuth,quarter_turn_90 minus same_azimuth,199,0.0034948635593483684,-0.0024107733698015294,0.009765885306417492,0.271,0.9255154518871751,0.9220205883278267
2,azimuth,AP50-95,adjacent_45,diagonal_135,adjacent_45 minus diagonal_135,202,-0.0025011573716926037,-0.007434805883231969,0.0025911083383035162,0.316,0.9290398029103383,0.931540960282031
2,azimuth,AP50-95,opposite_180,same_azimuth,opposite_180 minus same_azimuth,190,0.0019494402600177972,-0.006660092147445473,0.01019681764665688,0.676,0.9248600254921209,0.9229105852321031
2,azimuth,AP50-95,adjacent_45,quarter_turn_90,adjacent_45 minus quarter_turn_90,202,0.0018280542567734868,-0.0029806006884737575,0.006599983546545968,0.427,0.9294971889040022,0.9276691346472288
2,azimuth,AP50-95,adjacent_45,opposite_180,adjacent_45 minus opposite_180,194,0.00160125280668898,-0.005045755871911539,0.00858231216527787,0.651,0.9274796282997237,0.9258783754930348
2,azimuth,AP50-95,opposite_180,quarter_turn_90,opposite_180 minus quarter_turn_90,193,0.0005929336409732603,-0.006550154201863645,0.007080747927093297,0.851,0.9262499387402646,0.9256570050992914
2,distance,AP50-95,adjacent_radius,near_far,adjacent_radius minus near_far,189,-0.0037422797191094194,-0.00948887086183124,0.0018300816596353553,0.195,0.9241842991181553,0.9279265788372647
2,distance,AP50-95,adjacent_radius,same_radius,adjacent_radius minus same_radius,200,-0.0024992313464957537,-0.006097939964844362,0.0011788868244808253,0.183,0.9249546780628374,0.9274539094093331
2,distance,AP50-95,near_far,same_radius,near_far minus same_radius,194,1.612048092225253e-05,-0.005261672131191941,0.005417994379799262,0.961,0.9285389010172375,0.9285227805363153
2,elevation,AP50-95,adjacent_elevation,same_elevation,adjacent_elevation minus same_elevation,201,0.012214144530903939,0.007022724170280902,0.017928110183955046,0.0,0.9336180671105999,0.921403922579696
2,elevation,AP50-95,adjacent_elevation,low_high,adjacent_elevation minus low_high,194,0.007000627952461387,0.0015190981170255758,0.012524131134875724,0.008,0.93500803822784,0.9280074102753787
2,elevation,AP50-95,low_high,same_elevation,low_high minus same_elevation,198,0.005107568217977529,-0.0016824105553340431,0.012064783609022129,0.143,0.9275994991070207,0.9224919308890431
2,mixed_diversity,AP50-95,distance_only,elevation_only,distance_only minus elevation_only,135,-0.03596395909343533,-0.0625577417278322,-0.011445356076120924,0.0,0.9011439423145092,0.9371079014079445
2,mixed_diversity,AP50-95,distance+elevation,distance_only,distance+elevation minus distance_only,148,0.0334918408360552,0.014723955282494516,0.05611528526691415,0.0,0.9305152253423499,0.8970233845062947
2,mixed_diversity,AP50-95,distance_only,elevation+azimuth,distance_only minus elevation+azimuth,155,-0.03095534266081827,-0.04896826251592761,-0.01433978398879347,0.0,0.8987221268434925,0.9296774695043107
2,mixed_diversity,AP50-95,distance+elevation+azimuth,distance_only,distance+elevation+azimuth minus distance_only,155,0.030616232011774235,0.014334169432714858,0.04995162988524838,0.0,0.9293383588552668,0.8987221268434925
2,mixed_diversity,AP50-95,azimuth_only,distance_only,azimuth_only minus distance_only,152,0.023997090648645605,0.007883572642816618,0.042477419289428095,0.0,0.9211313592380213,0.8971342685893756
2,mixed_diversity,AP50-95,distance+azimuth,distance_only,distance+azimuth minus distance_only,155,0.021710138925376047,0.006045745676078983,0.039455411909175626,0.008,0.9204322657688685,0.8987221268434925
2,mixed_diversity,AP50-95,azimuth_only,elevation_only,azimuth_only minus elevation_only,163,-0.011465538955213765,-0.021821019594020007,-0.0015396369746693136,0.022,0.9269567061119527,0.9384222450671665
2,mixed_diversity,AP50-95,distance+azimuth,distance+elevation,distance+azimuth minus distance+elevation,184,-0.010145258331005014,-0.018526991304712498,-0.0018995367879918942,0.013,0.9200936150959234,0.9302388734269283
2,mixed_diversity,AP50-95,azimuth_only,elevation+azimuth,azimuth_only minus elevation+azimuth,192,-0.009871320452366222,-0.017217141048163718,-0.0033118894911891923,0.002,0.9210402585714265,0.9309115790237926
2,mixed_diversity,AP50-95,azimuth_only,distance+elevation+azimuth,azimuth_only minus distance+elevation+azimuth,193,-0.009620905880157684,-0.01645625329941498,-0.0032716381086710473,0.003,0.9201900212188023,0.9298109270989601
2,mixed_diversity,AP50-95,azimuth_only,distance+elevation,azimuth_only minus distance+elevation,180,-0.009369642717083704,-0.017590129097360616,-0.0015961896631468085,0.02,0.9194347242813643,0.9288043669984478
2,mixed_diversity,AP50-95,distance+azimuth,elevation_only,distance+azimuth minus elevation_only,167,-0.009146134499441178,-0.01903357303100194,0.0006511787363912292,0.066,0.9289546196679129,0.9381007541673541
2,mixed_diversity,AP50-95,distance+azimuth,distance+elevation+azimuth,distance+azimuth minus distance+elevation+azimuth,204,-0.0073713751675305505,-0.013304742676853153,-0.0019624019691470737,0.008,0.9251822326768643,0.9325536078443948
2,mixed_diversity,AP50-95,distance+azimuth,elevation+azimuth,distance+azimuth minus elevation+azimuth,204,-0.0072876256958508325,-0.013263890172035619,-0.0011989178705238753,0.016,0.9251822326768643,0.9324698583727152
2,mixed_diversity,AP50-95,distance+elevation,elevation+azimuth,distance+elevation minus elevation+azimuth,184,0.002138840731112104,-0.004446999464019847,0.008602279022041753,0.504,0.9302388734269283,0.9281000326958161
2,mixed_diversity,AP50-95,azimuth_only,distance+azimuth,azimuth_only minus distance+azimuth,192,-0.002057865473518442,-0.00880357529906954,0.004890895196428979,0.552,0.9210402585714265,0.923098124044945
2,mixed_diversity,AP50-95,distance+elevation,elevation_only,distance+elevation minus elevation_only,154,0.001970870664242001,-0.008335482150940175,0.012202931141361804,0.72,0.937837387772157,0.9358665171079149
2,mixed_diversity,AP50-95,distance+elevation,distance+elevation+azimuth,distance+elevation minus distance+elevation+azimuth,185,0.0009904473673976873,-0.00482051302710549,0.006405040015303524,0.745,0.9287540987590007,0.927763651391603
2,mixed_diversity,AP50-95,distance+elevation+azimuth,elevation_only,distance+elevation+azimuth minus elevation_only,167,-0.0004814462938062812,-0.009087409284335721,0.00842675019079816,0.926,0.9376193078735479,0.9381007541673541
2,mixed_diversity,AP50-95,distance+elevation+azimuth,elevation+azimuth,distance+elevation+azimuth minus elevation+azimuth,204,8.37494716797166e-05,-0.0036328880589092814,0.003976933197704203,0.934,0.9325536078443948,0.9324698583727152
2,mixed_diversity,AP50-95,elevation+azimuth,elevation_only,elevation+azimuth minus elevation_only,167,3.556375506455971e-05,-0.009474482143252264,0.009530771953174503,0.995,0.9381363179224187,0.9381007541673541
2,azimuth,F1,adjacent_45,opposite_180,adjacent_45 minus opposite_180,194,0.02193223018554372,0.007504510267965308,0.03605469879431298,0.001,0.7609229951097729,0.7389907649242292
2,azimuth,F1,adjacent_45,quarter_turn_90,adjacent_45 minus quarter_turn_90,202,0.011957642754592672,-0.0006259629752641194,0.02343734055764405,0.063,0.7596029549882656,0.7476453122336728
2,azimuth,F1,opposite_180,same_azimuth,opposite_180 minus same_azimuth,190,-0.01194654680269689,-0.031618240909790866,0.0060660602087128455,0.204,0.7373952583345241,0.749341805137221
2,azimuth,F1,diagonal_135,opposite_180,diagonal_135 minus opposite_180,194,0.010467611810257628,-0.0019499176751186322,0.02325713065295954,0.109,0.7494583767344868,0.7389907649242292
2,azimuth,F1,adjacent_45,same_azimuth,adjacent_45 minus same_azimuth,198,0.009725444126007548,-0.003876310708686892,0.023295605618065002,0.159,0.7609125051944887,0.7511870610684811
2,azimuth,F1,adjacent_45,diagonal_135,adjacent_45 minus diagonal_135,202,0.008972397207863912,-0.0036379725784982933,0.022099450893503254,0.171,0.7606915671939678,0.7517191699861039
2,azimuth,F1,opposite_180,quarter_turn_90,opposite_180 minus quarter_turn_90,193,-0.007334512143406011,-0.02287844417252362,0.007859082146096137,0.331,0.7378376680505804,0.7451721801939863
2,azimuth,F1,diagonal_135,quarter_turn_90,diagonal_135 minus quarter_turn_90,203,0.003749013623210014,-0.006488461940506626,0.013934385205206864,0.53,0.7501083179283908,0.7463593043051809
2,azimuth,F1,quarter_turn_90,same_azimuth,quarter_turn_90 minus same_azimuth,199,-0.0037241346295219047,-0.01793772052697617,0.010324354365145562,0.629,0.7455960455023224,0.7493201801318444
2,azimuth,F1,diagonal_135,same_azimuth,diagonal_135 minus same_azimuth,199,-0.0009556310330611471,-0.015920551226510985,0.014608524016906597,0.964,0.7496492531620861,0.7506048841951473
2,distance,F1,near_far,same_radius,near_far minus same_radius,194,-0.016111993869448477,-0.030579752446659694,-0.0020509144413992154,0.024,0.7381153189186073,0.7542273127880557
2,distance,F1,adjacent_radius,same_radius,adjacent_radius minus same_radius,200,-0.010254965474261737,-0.02108823772845383,-0.00018434523001619287,0.043,0.7499216615034022,0.760176626977664
2,distance,F1,adjacent_radius,near_far,adjacent_radius minus near_far,189,0.008016095139594327,-0.007825170626597606,0.022957503689838725,0.319,0.7481619012450313,0.7401458061054369
2,elevation,F1,adjacent_elevation,low_high,adjacent_elevation minus low_high,194,0.061173589327266534,0.04310976847516623,0.07853428657667526,0.0,0.7603492127050762,0.6991756233778096
2,elevation,F1,low_high,same_elevation,low_high minus same_elevation,198,-0.0549856166067265,-0.0761846229228867,-0.0348680959555931,0.0,0.700700268071748,0.7556858846784745
2,elevation,F1,adjacent_elevation,same_elevation,adjacent_elevation minus same_elevation,201,0.003854916163912859,-0.008291670293706904,0.016591080131050474,0.535,0.7626961743692878,0.758841258205375
2,mixed_diversity,F1,distance+elevation,elevation_only,distance+elevation minus elevation_only,154,-0.032192775366464046,-0.06252299030304183,-0.003146882136288088,0.027,0.7445791022708315,0.7767718776372954
2,mixed_diversity,F1,distance+elevation+azimuth,elevation_only,distance+elevation+azimuth minus elevation_only,167,-0.025834534342108008,-0.04699389461730938,-0.004329417026827556,0.021,0.7528403814924057,0.7786749158345138
2,mixed_diversity,F1,azimuth_only,distance+elevation+azimuth,azimuth_only minus distance+elevation+azimuth,193,0.0241698678327663,0.010358473943036111,0.03834407514961111,0.0,0.7651009115319306,0.7409310436991642
2,mixed_diversity,F1,azimuth_only,distance_only,azimuth_only minus distance_only,152,0.024092498031573095,-0.0014439141271544078,0.0501932724268187,0.068,0.775202618318238,0.7511101202866649
2,mixed_diversity,F1,distance_only,elevation_only,distance_only minus elevation_only,135,-0.022911978325785863,-0.05786977893673135,0.014529043876458151,0.197,0.7588414195209563,0.7817533978467421
2,mixed_diversity,F1,azimuth_only,distance+elevation,azimuth_only minus distance+elevation,180,0.02119700026817123,-0.0005045945321149642,0.043319823067332994,0.054,0.7638648546049875,0.7426678543368163
2,mixed_diversity,F1,azimuth_only,elevation+azimuth,azimuth_only minus elevation+azimuth,192,0.020129448591582676,0.005537982165198153,0.035302093703677595,0.005,0.7666056533826673,0.7464762047910846
2,mixed_diversity,F1,elevation+azimuth,elevation_only,elevation+azimuth minus elevation_only,167,-0.019632526615301793,-0.0422186456743112,0.0038529842675251,0.102,0.7590423892192121,0.7786749158345138
2,mixed_diversity,F1,distance+azimuth,distance+elevation+azimuth,distance+azimuth minus distance+elevation+azimuth,204,0.017356409351127176,0.003563128677816957,0.03128304234903884,0.017,0.7607021850921267,0.7433457757409995
2,mixed_diversity,F1,distance+azimuth,distance+elevation,distance+azimuth minus distance+elevation,184,0.012659995101599831,-0.00736543113793869,0.03329798134685533,0.222,0.7533223611578354,0.7406623660562355
2,mixed_diversity,F1,distance+azimuth,elevation+azimuth,distance+azimuth minus elevation+azimuth,204,0.009734870606181455,-0.004568446378710111,0.02395912255249887,0.192,0.7607021850921267,0.7509673144859451
2,mixed_diversity,F1,distance+azimuth,distance_only,distance+azimuth minus distance_only,155,0.00924692738172866,-0.01697447918517725,0.03567877901223706,0.495,0.7633434080255305,0.7540964806438019
2,mixed_diversity,F1,distance+elevation,elevation+azimuth,distance+elevation minus elevation+azimuth,184,-0.008958406862081292,-0.029181789442959332,0.010460986127227876,0.383,0.7406623660562355,0.7496207729183169
2,mixed_diversity,F1,distance+elevation,distance_only,distance+elevation minus distance_only,148,-0.0081792880159671,-0.04138643603051433,0.023158206766885733,0.598,0.7398505824114356,0.7480298704274028
2,mixed_diversity,F1,azimuth_only,distance+azimuth,azimuth_only minus distance+azimuth,192,0.007676139311866667,-0.00562027082003593,0.02100438820162256,0.277,0.7666056533826673,0.7589295140708007
2,mixed_diversity,F1,distance+elevation+azimuth,elevation+azimuth,distance+elevation+azimuth minus elevation+azimuth,204,-0.0076215387449457194,-0.01707427373851982,0.0008839099895206126,0.09,0.7433457757409995,0.7509673144859451
2,mixed_diversity,F1,distance+azimuth,elevation_only,distance+azimuth minus elevation_only,167,-0.007294668641780766,-0.029850729171228475,0.0157505361989043,0.526,0.771380247192733,0.7786749158345138
2,mixed_diversity,F1,distance+elevation+azimuth,distance_only,distance+elevation+azimuth minus distance_only,155,-0.005131247922167907,-0.03193471235663062,0.021536707849289464,0.669,0.748965232721634,0.7540964806438019
2,mixed_diversity,F1,distance+elevation,distance+elevation+azimuth,distance+elevation minus distance+elevation+azimuth,185,-0.0028877631098742,-0.02137796981333916,0.014232236109532993,0.771,0.7400371640775532,0.7429249271874273
2,mixed_diversity,F1,azimuth_only,elevation_only,azimuth_only minus elevation_only,163,-0.000996430546497608,-0.025739815257689078,0.024087988625145662,0.932,0.7762442203484653,0.777240650894963
2,mixed_diversity,F1,distance_only,elevation+azimuth,distance_only minus elevation+azimuth,155,0.0009791489430998007,-0.025760412181556728,0.0277471814326108,0.94,0.7540964806438019,0.753117331700702
2,azimuth,precision,adjacent_45,opposite_180,adjacent_45 minus opposite_180,194,0.028643125947810294,0.011151152625059984,0.04636692284874824,0.001,0.6798584528922046,0.6512153269443942
2,azimuth,precision,adjacent_45,same_azimuth,adjacent_45 minus same_azimuth,198,0.014955075805215396,-0.002958365842793412,0.03057712176823389,0.102,0.6783035641312609,0.6633484883260455
2,azimuth,precision,adjacent_45,quarter_turn_90,adjacent_45 minus quarter_turn_90,202,0.013763008665174506,-0.0008322897308412535,0.028557534985692083,0.067,0.676925337167337,0.6631623285021624
2,azimuth,precision,opposite_180,same_azimuth,opposite_180 minus same_azimuth,190,-0.013720655718589691,-0.03661465256251687,0.008458852067744525,0.223,0.6483063035244039,0.6620269592429936
2,azimuth,precision,diagonal_135,opposite_180,diagonal_135 minus opposite_180,194,0.012991851850079129,-0.0031103415786588773,0.029202447389001643,0.111,0.6642071787944734,0.6512153269443942
2,azimuth,precision,adjacent_45,diagonal_135,adjacent_45 minus diagonal_135,202,0.012177089848793314,-0.004110800424241947,0.028801559529610065,0.154,0.6785976892764974,0.6664205994277043
2,azimuth,precision,opposite_180,quarter_turn_90,opposite_180 minus quarter_turn_90,193,-0.011404044130595554,-0.030311321233982644,0.007662823819424708,0.209,0.6497782486976221,0.6611822928282177
2,azimuth,precision,diagonal_135,quarter_turn_90,diagonal_135 minus quarter_turn_90,203,0.0026847898370106395,-0.011078829874757924,0.016184239907774334,0.698,0.6641613462669382,0.6614765564299275
2,azimuth,precision,quarter_turn_90,same_azimuth,quarter_turn_90 minus same_azimuth,199,-0.0012323296852304504,-0.01904797011196457,0.016202573594092842,0.887,0.659859561786341,0.6610918914715714
2,azimuth,precision,diagonal_135,same_azimuth,diagonal_135 minus same_azimuth,199,0.00029218922122858676,-0.018983481111753315,0.018655051636340868,0.992,0.6633092911607241,0.6630171019394955
2,distance,precision,near_far,same_radius,near_far minus same_radius,194,-0.020023321079072978,-0.037935816581423976,-0.0026483635082737407,0.025,0.6502646087955223,0.6702879298745953
2,distance,precision,adjacent_radius,same_radius,adjacent_radius minus same_radius,200,-0.013400511348301097,-0.027147668639469685,-0.0002101293901353433,0.049,0.6643259840156323,0.6777264953639333
2,distance,precision,adjacent_radius,near_far,adjacent_radius minus near_far,189,0.009156467934748332,-0.010398893550401953,0.028695481785674583,0.359,0.6621983993822451,0.6530419314474967
2,elevation,precision,adjacent_elevation,low_high,adjacent_elevation minus low_high,194,0.07869336785050131,0.05553415605506046,0.1007610550223829,0.0,0.6769337151357231,0.5982403472852216
2,elevation,precision,low_high,same_elevation,low_high minus same_elevation,198,-0.07673488760736466,-0.10360505065138113,-0.05135798787523327,0.0,0.6000056158820337,0.6767405034893984
2,elevation,precision,adjacent_elevation,same_elevation,adjacent_elevation minus same_elevation,201,-0.000997496601124632,-0.015912960297788385,0.013188065280589146,0.869,0.6793481338309427,0.6803456304320673
2,mixed_diversity,precision,distance+elevation,elevation_only,distance+elevation minus elevation_only,154,-0.04481552211123706,-0.08263023743455125,-0.008497729968572783,0.019,0.651363760819571,0.6961792829308081
2,mixed_diversity,precision,azimuth_only,distance+elevation,azimuth_only minus distance+elevation,180,0.039636353808272476,0.013130504790498826,0.06802596197381243,0.003,0.6878609572824299,0.6482246034741574
2,mixed_diversity,precision,azimuth_only,distance+elevation+azimuth,azimuth_only minus distance+elevation+azimuth,193,0.03745697208482337,0.018981253980160703,0.05627509170742369,0.0,0.6894921616022479,0.6520351895174246
2,mixed_diversity,precision,azimuth_only,elevation+azimuth,azimuth_only minus elevation+azimuth,192,0.03322700429225366,0.0134275663341411,0.05212077247684334,0.001,0.6913471554994818,0.6581201512072282
2,mixed_diversity,precision,distance+elevation+azimuth,elevation_only,distance+elevation+azimuth minus elevation_only,167,-0.031447680490905516,-0.06067041291905802,-0.0033895937320722112,0.026,0.6670058003561974,0.6984534808471029
2,mixed_diversity,precision,azimuth_only,distance_only,azimuth_only minus distance_only,152,0.030657815892099406,2.7221166311349508e-05,0.06350497799432366,0.049,0.7021398193463553,0.6714820034542558
2,mixed_diversity,precision,distance+azimuth,distance+elevation+azimuth,distance+azimuth minus distance+elevation+azimuth,204,0.026763387835371688,0.009844376996963727,0.04398562524727073,0.003,0.6815517201685475,0.6547883323331759
2,mixed_diversity,precision,distance+azimuth,distance+elevation,distance+azimuth minus distance+elevation,184,0.025746187246893128,0.002038490144410247,0.05045537157491775,0.025,0.671599417039904,0.6458532297930109
2,mixed_diversity,precision,elevation+azimuth,elevation_only,elevation+azimuth minus elevation_only,167,-0.024450825404153265,-0.0539494902963119,0.004716373411826421,0.101,0.6740026554429497,0.6984534808471029
2,mixed_diversity,precision,distance+elevation,distance_only,distance+elevation minus distance_only,148,-0.02274820577650406,-0.060790705933431,0.014562665098863638,0.258,0.6452603383116505,0.6680085440881546
2,mixed_diversity,precision,distance_only,elevation_only,distance_only minus elevation_only,135,-0.019158204905135215,-0.06190959317072739,0.025944620092349824,0.375,0.6830575832900164,0.7022157881951516
2,mixed_diversity,precision,distance+azimuth,elevation+azimuth,distance+azimuth minus elevation+azimuth,204,0.017875702158059295,0.0006378309497211818,0.036654957573848,0.041,0.6815517201685475,0.6636760180104883
2,mixed_diversity,precision,distance+elevation,elevation+azimuth,distance+elevation minus elevation+azimuth,184,-0.015347600341760062,-0.038418714528123364,0.00810399392091794,0.163,0.6458532297930109,0.6612008301347709
2,mixed_diversity,precision,distance+elevation+azimuth,distance_only,distance+elevation+azimuth minus distance_only,155,-0.014080300045030065,-0.0443789840401785,0.016074409092450094,0.378,0.6614559687801572,0.6755362688251872
2,mixed_diversity,precision,azimuth_only,distance+azimuth,azimuth_only minus distance+azimuth,192,0.012003196687643903,-0.0049327959140307775,0.029051467136551722,0.172,0.6913471554994818,0.6793439588118378
2,mixed_diversity,precision,distance+azimuth,distance_only,distance+azimuth minus distance_only,155,0.009565914244631643,-0.02092275726916602,0.039555996631219364,0.544,0.6851021830698188,0.6755362688251872
2,mixed_diversity,precision,distance_only,elevation+azimuth,distance_only minus elevation+azimuth,155,0.00934050085999993,-0.022294304611546675,0.0401649088219679,0.578,0.6755362688251872,0.6661957679651873
2,mixed_diversity,precision,distance+elevation+azimuth,elevation+azimuth,distance+elevation+azimuth minus elevation+azimuth,204,-0.00888768567731239,-0.021070566959003653,0.002607264615670998,0.144,0.6547883323331759,0.6636760180104883
2,mixed_diversity,precision,distance+elevation,distance+elevation+azimuth,distance+elevation minus distance+elevation+azimuth,185,-0.008473487290941164,-0.02950374012495045,0.011890812117909832,0.425,0.6450648339562919,0.653538321247233
2,mixed_diversity,precision,azimuth_only,elevation_only,azimuth_only minus elevation_only,163,0.00619227386408885,-0.0261155395481933,0.039268012310222276,0.701,0.7026139382902618,0.6964216644261729
2,mixed_diversity,precision,distance+azimuth,elevation_only,distance+azimuth minus elevation_only,167,-0.0024600172829428494,-0.03346507521757587,0.026238950160945934,0.897,0.69599346356416,0.6984534808471029
2,azimuth,recall,adjacent_45,quarter_turn_90,adjacent_45 minus quarter_turn_90,202,0.007764234810489614,0.0023197947224647946,0.013195121304448517,0.007,0.9675902827775277,0.9598260479670382
2,azimuth,recall,opposite_180,quarter_turn_90,opposite_180 minus quarter_turn_90,193,0.005641384407963053,-0.001406910993118436,0.013047971625794552,0.138,0.9635940356480754,0.9579526512401124
2,azimuth,recall,adjacent_45,diagonal_135,adjacent_45 minus diagonal_135,202,0.004149909566182902,-0.00046980753272496135,0.009309620249554102,0.079,0.9675902827775277,0.9634403732113449
2,azimuth,recall,diagonal_135,quarter_turn_90,diagonal_135 minus quarter_turn_90,203,0.0033008564437444076,-0.001756199105335967,0.008686569112913862,0.2,0.9630340284218919,0.9597331719781474
2,azimuth,recall,adjacent_45,same_azimuth,adjacent_45 minus same_azimuth,198,0.003273232290269273,-0.002881961405073503,0.009342573307154663,0.288,0.9680068602685951,0.9647336279783257
2,azimuth,recall,quarter_turn_90,same_azimuth,quarter_turn_90 minus same_azimuth,199,-0.0030557341447801133,-0.010295659506088382,0.0038516418873172837,0.423,0.9607384171993721,0.963794151344152
2,azimuth,recall,adjacent_45,opposite_180,adjacent_45 minus opposite_180,194,0.0024721043349589314,-0.004222075398598876,0.01007272569141643,0.514,0.9662537995930959,0.963781695258137
2,azimuth,recall,diagonal_135,opposite_180,diagonal_135 minus opposite_180,194,-0.0018489355226129563,-0.008378487462360949,0.0039240003188821555,0.557,0.9619327597355241,0.963781695258137
2,azimuth,recall,opposite_180,same_azimuth,opposite_180 minus same_azimuth,190,0.0010862660019477438,-0.009143463280099642,0.010333804732470477,0.84,0.9643349941056767,0.9632487281037289
2,azimuth,recall,diagonal_135,same_azimuth,diagonal_135 minus same_azimuth,199,-0.0004372217875428488,-0.008582556599065382,0.007116294809157524,0.89,0.9633569295566092,0.963794151344152
2,distance,recall,near_far,same_radius,near_far minus same_radius,194,-0.0012084785036976275,-0.00737857434864428,0.00491626119752535,0.699,0.9632990813235348,0.9645075598272325
2,distance,recall,adjacent_radius,near_far,adjacent_radius minus near_far,189,0.0011285473850613694,-0.005895905669536575,0.00794607915795525,0.764,0.9642724015831164,0.9631438541980551
2,distance,recall,adjacent_radius,same_radius,adjacent_radius minus same_radius,200,-0.0010394024679113067,-0.005279337320052552,0.0031712275681191,0.651,0.9637243458743405,0.9647637483422519
2,elevation,recall,adjacent_elevation,low_high,adjacent_elevation minus low_high,194,0.01538478611619388,0.008372121284542212,0.02220886921683511,0.0,0.9679219415717156,0.9525371554555218
2,elevation,recall,low_high,same_elevation,low_high minus same_elevation,198,-0.008188165056397344,-0.017497368001239934,4.220937910667072e-05,0.052,0.9534960007998546,0.9616841658562519
2,elevation,recall,adjacent_elevation,same_elevation,adjacent_elevation minus same_elevation,201,0.0064883908452720036,0.0020522552263835827,0.01211956760132873,0.004,0.968445001439062,0.96195661059379
2,mixed_diversity,recall,distance_only,elevation_only,distance_only minus elevation_only,135,-0.024738200628379503,-0.048759742229649634,-0.004945464153436309,0.012,0.9522284228319088,0.9769666234602882
2,mixed_diversity,recall,azimuth_only,elevation_only,azimuth_only minus elevation_only,163,-0.010855103642693417,-0.020067297131200392,-0.0019379856417481196,0.01,0.9649983029723374,0.9758534066150308
2,mixed_diversity,recall,distance+elevation+azimuth,elevation_only,distance+elevation+azimuth minus elevation_only,167,-0.010780976601417986,-0.019393775768169624,-0.002234279514289124,0.011,0.9646527875397997,0.9754337641412176
2,mixed_diversity,recall,distance_only,elevation+azimuth,distance_only minus elevation+azimuth,155,-0.010616076637207525,-0.03057690796227171,0.006361364805513737,0.239,0.9565555797424868,0.9671716563796943
2,mixed_diversity,recall,distance+elevation,distance_only,distance+elevation minus distance_only,148,0.010119342772529046,-0.0108331952975029,0.0330232440839058,0.388,0.9649954942295628,0.9548761514570338
2,mixed_diversity,recall,distance+elevation+azimuth,distance_only,distance+elevation+azimuth minus distance_only,155,0.00891080544345505,-0.00742577341790277,0.029237881527883983,0.356,0.9654663851859417,0.9565555797424868
2,mixed_diversity,recall,distance+azimuth,elevation_only,distance+azimuth minus elevation_only,167,-0.008530454096026709,-0.017564984502878116,0.00040235629397524826,0.059,0.9669033100451909,0.9754337641412176
2,mixed_diversity,recall,elevation+azimuth,elevation_only,elevation+azimuth minus elevation_only,167,-0.00838484711979475,-0.016081075903169165,-0.0002619830154829699,0.042,0.9670489170214229,0.9754337641412176
2,mixed_diversity,recall,azimuth_only,distance_only,azimuth_only minus distance_only,152,0.007999060636767577,-0.008626467032263494,0.0281492620591511,0.379,0.9640626817923006,0.9560636211555329
2,mixed_diversity,recall,distance+elevation,elevation_only,distance+elevation minus elevation_only,154,-0.00774911300075313,-0.019358879759667616,0.004400748020303243,0.193,0.9670538794265557,0.9748029924273088
2,mixed_diversity,recall,distance+azimuth,distance_only,distance+azimuth minus distance_only,155,0.006731547725517286,-0.008795613022482692,0.024689383149411877,0.414,0.963287127468004,0.9565555797424868
2,mixed_diversity,recall,distance+azimuth,distance+elevation,distance+azimuth minus distance+elevation,184,-0.002566470331967487,-0.011988397704756267,0.007376022311588541,0.605,0.9632812688163365,0.9658477391483039
2,mixed_diversity,recall,azimuth_only,distance+elevation,azimuth_only minus distance+elevation,180,-0.0016471144338500172,-0.010718696480775355,0.007654478371740633,0.74,0.9643676115103422,0.9660147259441921
2,mixed_diversity,recall,distance+elevation,distance+elevation+azimuth,distance+elevation minus distance+elevation+azimuth,185,-0.00048296861219559913,-0.009495232292413154,0.008148290382964421,0.915,0.9651314450628177,0.9656144136750132
