relation_type,relation_group,coalition_size,fusion_method,fusion_label,num_coalitions,mean_score,found_rate,average_precision,auc,precision,recall,f1,best_threshold,mean_delta_vs_best_single
azimuth_relation,same_azimuth,2,noisy_or_score,Noisy-OR,59040,0.6188896756748026,0.6659891598915989,1.0,1.0,1.0,1.0,1.0,0.001723152701742947,0.01263408007253042
azimuth_relation,same_azimuth,2,product_score,Product,59040,0.2260164404046652,0.6659891598915989,0.8059814957254354,0.7095625635808749,0.6659891598915989,1.0,0.799511996746645,0.0,-0.380239155197607
azimuth_relation,same_azimuth,2,log_product_score,Log-product,59040,-29.28222011243963,0.6659891598915989,1.0,1.0,1.0,1.0,1.0,-33.99462081520785,-29.888475708041902
azimuth_relation,mixed_multi_view,3,max_score,Max,101304,0.7331252821991956,0.7971254836926479,1.0,1.0,1.0,1.0,1.0,0.0017231527017429,0.0
azimuth_relation,mixed_multi_view,3,mean_score,Mean,101304,0.423165502041722,0.7971254836926479,1.0,1.0,1.0,1.0,1.0,0.0005743842339143,-0.30995978015747355
azimuth_relation,mixed_multi_view,3,noisy_or_score,Noisy-OR,101304,0.7520729240459791,0.7971254836926479,1.0,1.0,1.0,1.0,1.0,0.001723152701742947,0.018947641846783603
azimuth_relation,mixed_multi_view,3,product_score,Product,101304,0.13768005662429234,0.7971254836926479,0.843208890328097,0.61357613433723,0.7971254836926479,1.0,0.8871116579513996,0.0,-0.5954452255749033
azimuth_relation,mixed_multi_view,3,log_product_score,Log-product,101304,-43.866939220904676,0.7971254836926479,1.0,1.0,1.0,1.0,1.0,-61.6256419311364,-44.60006450310388
azimuth_relation,same_azimuth,3,max_score,Max,1196,0.7337943723138708,0.7951505016722408,0.9999999999999999,1.0,1.0,1.0,1.0,0.0237706489861011,0.0
azimuth_relation,same_azimuth,3,mean_score,Mean,1196,0.4232798925016404,0.7951505016722408,0.9999999999999999,1.0,1.0,1.0,1.0,0.007923549662033699,-0.3105144798122305
azimuth_relation,same_azimuth,3,noisy_or_score,Noisy-OR,1196,0.7538345087548132,0.7951505016722408,0.9999999999999999,1.0,1.0,1.0,1.0,0.02377064898610115,0.020040136440942338
azimuth_relation,same_azimuth,3,product_score,Product,1196,0.14578600727484964,0.7951505016722408,0.845339705784089,0.6225026288117771,0.7951505016722408,1.0,0.8858872845831393,0.0,-0.5880083650390212
azimuth_relation,same_azimuth,3,log_product_score,Log-product,1196,-43.909330765037936,0.7951505016722408,0.9999999999999999,1.0,1.0,1.0,1.0,-59.00134592705898,-44.64312513735181
elevation_relation,same_elevation,1,max_score,Max,14760,0.4224530580397339,0.4725609756097561,1.0,1.0,1.0,1.0,1.0,0.0017231527017429,0.0
elevation_relation,same_elevation,1,mean_score,Mean,14760,0.4224530580397339,0.4725609756097561,1.0,1.0,1.0,1.0,1.0,0.0017231527017429,0.0
elevation_relation,same_elevation,1,noisy_or_score,Noisy-OR,14760,0.4224530580397339,0.4725609756097561,1.0,1.0,1.0,1.0,1.0,0.001723152701742947,3.585065801512705e-19
elevation_relation,same_elevation,1,product_score,Product,14760,0.4224530580397339,0.4725609756097561,1.0,1.0,1.0,1.0,1.0,0.0017231527017429,0.0
elevation_relation,same_elevation,1,log_product_score,Log-product,14760,-14.641110056219816,0.4725609756097561,1.0,1.0,1.0,1.0,1.0,-6.363599699279306,-15.06356311425955
elevation_relation,different_elevation,2,max_score,Max,354240,0.6173747258954313,0.6805386178861789,1.0,1.0,1.0,1.0,1.0,0.0017231527017429,0.0
elevation_relation,different_elevation,2,mean_score,Mean,354240,0.4224530580397339,0.6805386178861789,0.9999999999999998,1.0,1.0,1.0,1.0,0.00086157635087145,-0.19492166785569745
elevation_relation,different_elevation,2,noisy_or_score,Noisy-OR,354240,0.6282234452763426,0.6805386178861789,1.0000000000000002,1.0,1.0,1.0,1.0,0.001723152701742947,0.010848719380911313
elevation_relation,different_elevation,2,product_score,Product,354240,0.21668267080312512,0.6805386178861789,0.8047404708441921,0.6943925931456731,0.6805386178861789,1.0,0.809905360868382,0.0,-0.4006920550923063
elevation_relation,different_elevation,2,log_product_score,Log-product,354240,-29.282220112439624,0.6805386178861789,1.0000000000000004,1.0,1.0,1.0,1.0,-33.99462081520785,-29.89959483833506
elevation_relation,same_elevation,2,max_score,Max,169740,0.6114851830506111,0.6709379050312242,1.0,1.0,1.0,1.0,1.0,0.0017231527017429,0.0
elevation_relation,same_elevation,2,mean_score,Mean,169740,0.4224530580397339,0.6709379050312242,1.0000000000000002,1.0,1.0,1.0,1.0,0.00086157635087145,-0.18903212501087716
elevation_relation,same_elevation,2,noisy_or_score,Noisy-OR,169740,0.6236423754164173,0.6709379050312242,0.9999999999999998,1.0,1.0,1.0,1.0,0.001723152701742947,0.0121571923658062
