run_name,object_id,description,target_class,available_view_count,view_index,file_name,coalition_count_k1_to_k3,single_view_detection_at_conf25_iou50,single_view_matched_confidence_iou50,single_view_matched_iou_iou50,single_view_strict_quality_iou50,coalition_count_k1,coalition_count_k2,coalition_count_k3,mean_marginal_k1_to_k3_detection_at_conf25_iou50,positive_marginal_rate_k1_to_k3_detection_at_conf25_iou50,mean_marginal_k1_detection_at_conf25_iou50,mean_marginal_k2_detection_at_conf25_iou50,mean_marginal_k3_detection_at_conf25_iou50,mean_marginal_k1_to_k3_best_matched_confidence_iou50,positive_marginal_rate_k1_to_k3_best_matched_confidence_iou50,mean_marginal_k1_best_matched_confidence_iou50,mean_marginal_k2_best_matched_confidence_iou50,mean_marginal_k3_best_matched_confidence_iou50,mean_marginal_k1_to_k3_best_strict_quality_iou50,positive_marginal_rate_k1_to_k3_best_strict_quality_iou50,mean_marginal_k1_best_strict_quality_iou50,mean_marginal_k2_best_strict_quality_iou50,mean_marginal_k3_best_strict_quality_iou50,mean_marginal_k1_to_k3_noisy_or_best_iou_iou50,positive_marginal_rate_k1_to_k3_noisy_or_best_iou_iou50,mean_marginal_k1_noisy_or_best_iou_iou50,mean_marginal_k2_noisy_or_best_iou_iou50,mean_marginal_k3_noisy_or_best_iou_iou50
real_uav_finetuned,white_truck_bottendaal,white truck Bottendaal,whitevan,7,3,2026-06-30 15.34.24.jpg,22,1,0.8979946374893188,0.8752139445994429,0.7859374289061736,1,6,15,0.045454545454545456,0.045454545454545456,1.0,0.0,0.0,0.04081793806769631,0.045454545454545456,0.8979946374893188,0.0,0.0,0.035724428586644257,0.045454545454545456,0.7859374289061736,0.0,0.0,0.04797279716086147,1.0,0.7859374289061736,0.04001197333579017,0.001959484574535845
real_uav_finetuned,white_truck_bottendaal,white truck Bottendaal,whitevan,7,4,2026-06-30 15.34.33.jpg,22,1,0.9423846006393433,0.9204752109698954,0.86744166408828,1,6,15,0.045454545454545456,0.045454545454545456,1.0,0.0,0.0,0.0452543551271612,0.18181818181818182,0.9423846006393433,0.008133431275685629,0.000294041633605957,0.049166107325443804,0.3181818181818182,0.86744166408828,0.022643233820511605,0.0052235529432276126,0.0638135862840714,1.0,0.86744166408828,0.06664274435800673,0.009106717867549996
real_uav_finetuned,white_truck_bottendaal,white truck Bottendaal,whitevan,7,5,2026-06-30 15.35.01.jpg,22,1,0.9379739761352539,0.8924390697957509,0.8370846227547679,1,6,15,0.045454545454545456,0.045454545454545456,1.0,0.0,0.0,0.04445242339914495,0.09090909090909091,0.9379739761352539,0.006663223107655843,0.0,0.04037417348197101,0.09090909090909091,0.8370846227547679,0.008524532308099056,0.0,0.05459754523362526,1.0,0.8370846227547679,0.052092213703901456,0.0034338726774386357
real_uav_finetuned,white_truck_bottendaal,white truck Bottendaal,whitevan,7,6,2026-06-30 15.33.29.jpg,22,1,0.9589520692825317,0.8795471272217767,0.843443537680829,1,6,15,0.045454545454545456,0.045454545454545456,1.0,0.0,0.0,0.05287704142657193,0.7272727272727273,0.9589520692825317,0.01845864454905192,0.006239398320515951,0.04153033983216394,0.18181818181818182,0.843443537680829,0.010644170616786094,0.0004239276617374073,0.05454644427874713,1.0,0.843443537680829,0.05194560985395641,0.0029936384885246156
real_uav_finetuned,white_truck_bottendaal,white truck Bottendaal,whitevan,7,7,2026-06-30 15.33.34.jpg,22,1,0.9562207460403442,0.9397738800411717,0.8986312806821981,1,6,15,0.045454545454545456,0.045454545454545456,1.0,0.0,0.0,0.05089062452316284,0.5,0.9562207460403442,0.016182541847229004,0.004418516159057617,0.06476091562240284,0.5,0.8986312806821981,0.04343631154979031,0.017699399580794837,0.07488703131340223,1.0,0.8986312806821981,0.0820852001701766,0.017091480479439387
synthetic_m4,la_souris_truck,La Souris truck,whitevan,10,1,2026-07-12 21.05.57.jpg,46,1,0.4828849136829376,0.7871083728731303,0.380082758693959,1,9,36,0.4782608695652174,0.4782608695652174,1.0,0.6666666666666666,0.4166666666666667,0.2309449587179267,0.4782608695652174,0.4828849136829376,0.32192327578862506,0.20120204736789069,0.18177871067971954,0.4782608695652174,0.380082758693959,0.25338850579597266,0.15836781612248294,0.22980476049531245,1.0,0.380082758693959,0.28753962425166996,0.21119665571737178
synthetic_m4,la_souris_truck,La Souris truck,whitevan,10,2,2026-07-12 21.06.04.jpg,46,1,0.842469334602356,0.7545000364507292,0.6356431436660991,1,9,36,0.4782608695652174,0.4782608695652174,1.0,0.6666666666666666,0.4166666666666667,0.49059398083583167,0.8043478260869565,0.842469334602356,0.6226543088754019,0.4478045834435357,0.3772850377830281,0.8043478260869565,0.6356431436660991,0.4741304702543057,0.34589706561290134,0.40426599766720456,1.0,0.6356431436660991,0.4947929052065134,0.37520712783796367
synthetic_m4,la_souris_truck,La Souris truck,whitevan,10,3,2026-07-12 21.01.06.jpg,46,0,0.0,0.0,0.0,1,9,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthetic_m4,la_souris_truck,La Souris truck,whitevan,10,4,2026-07-12 21.01.23.jpg,46,1,0.6529809832572937,0.6705986385112553,0.43788815834608197,1,9,36,0.4782608695652174,0.4782608695652174,1.0,0.6666666666666666,0.4166666666666667,0.33817943736262945,0.6304347826086957,0.6529809832572937,0.454220218790902,0.3004247546195984,0.21822124524301442,0.6304347826086957,0.43788815834608197,0.2983482610809572,0.19208763258622133,0.2653063234154996,1.0,0.43788815834608197,0.3318889245913395,0.2438667332623567
synthetic_m4,la_souris_truck,La Souris truck,whitevan,10,5,2026-07-12 21.01.30.jpg,46,0,0.0,0.0,0.0,1,9,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthetic_m4,la_souris_truck,La Souris truck,whitevan,10,6,2026-07-12 21.01.33.jpg,46,0,0.0,0.0,0.0,1,9,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthetic_m4,la_souris_truck,La Souris truck,whitevan,10,7,2026-07-12 21.01.49.jpg,46,0,0.0,0.0,0.0,1,9,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthetic_m4,la_souris_truck,La Souris truck,whitevan,10,8,2026-07-12 21.01.50.jpg,46,0,0.0,0.0,0.0,1,9,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthetic_m4,la_souris_truck,La Souris truck,whitevan,10,9,2026-07-12 21.01.51.jpg,46,0,0.0,0.0,0.0,1,9,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthetic_m4,la_souris_truck,La Souris truck,whitevan,10,10,2026-07-12 21.05.27.jpg,46,1,0.9713618159294128,0.8705844766688557,0.8456525181770173,1,9,36,0.4782608695652174,0.4782608695652174,1.0,0.6666666666666666,0.4166666666666667,0.6194864621628886,1.0,0.9713618159294128,0.7515467902024587,0.5766970647705926,0.5872944122939465,1.0,0.8456525181770173,0.6841398447652239,0.5559064401238197,0.5881479394891374,1.0,0.8456525181770173,0.6896202638625307,0.5556269534322367
synthetic_m4,m_truck,M truck,whitevan,5,1,2026-07-12 21.22.14.jpg,11,0,0.0,0.0,0.0,1,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthetic_m4,m_truck,M truck,whitevan,5,2,2026-07-12 21.21.43.jpg,11,0,0.0,0.0,0.0,1,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
