run_name,object_id,description,target_class,view_index,file_name,image_path,label_path,target_gt_present,target_gt_count,target_gt_area,target_prediction_count,best_target_prediction_confidence,best_target_prediction_iou,target_match_confidence_iou50,target_match_iou_at_confidence_iou50,target_strict_quality_iou50,detected_at_conf25_iou50
real_uav_finetuned,ooij_tower,tower in the Ooij,tower,3,2026-06-29 17.36.06.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-06-29 17.36.06.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-06-29 17-36-06_jpg.rf.aIgYVkEgShAlKtc6njpX.txt,1,1,132518.0,2,0.26021960377693176,0.9456316449609725,0.26021960377693176,0.9456316449609725,0.24607189197067247,1
real_uav_finetuned,ooij_tower,tower in the Ooij,tower,4,2026-06-29 17.36.07.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-06-29 17.36.07.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-06-29 17-36-07_jpg.rf.hAi6SodsdFHHl0FhvqQl.txt,1,1,129024.0,5,0.4366883337497711,0.8614550739555978,0.4366883337497711,0.8614550739555978,0.3761873808459559,1
real_uav_finetuned,ooij_tower,tower in the Ooij,tower,5,2026-06-29 17.36.40.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-06-29 17.36.40.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-06-29 17-36-40_jpg.rf.jjIdrAQUdXbDnR0PuqLb.txt,1,1,45113.0,3,0.7839381694793701,0.833320138293727,0.7839381694793701,0.833320138293727,0.6532714638042799,1
real_uav_finetuned,ooij_tower,tower in the Ooij,tower,6,2026-06-29 17.36.50.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-06-29 17.36.50.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-06-29 17-36-50_jpg.rf.DA540rOlh6qiYgGZVRJi.txt,1,1,73255.0,1,0.9451229572296143,0.7976555401885219,0.9451229572296143,0.7976555401885219,0.7538825629935613,1
real_uav_finetuned,ooij_tower,tower in the Ooij,tower,7,2026-06-29 17.36.51.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-06-29 17.36.51.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-06-29 17-36-51_jpg.rf.BXT8mDN8w78j9jfMByFY.txt,1,1,86701.0,1,0.9346943497657776,0.857356335085049,0.9346943497657776,0.857356335085049,0.80136612213989,1
real_uav_finetuned,ooij_tower,tower in the Ooij,tower,8,2026-06-29 17.36.53.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-06-29 17.36.53.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-06-29 17-36-53_jpg.rf.yWR8cAmNnFPeELnltGaP.txt,1,1,91164.0,8,0.4323313534259796,0.8337734307050577,0.4323313534259796,0.8337734307050577,0.36046639574733985,1
real_uav_finetuned,la_souris_truck,La Souris truck,whitevan,1,2026-07-12 21.05.57.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-07-12 21.05.57.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-07-12 21-05-57_jpg.rf.tiOZnEsoSN9Ofnhkbuwb.txt,1,1,241758.0,34,0.031172964721918106,0.3581367688950858,0.0,0.0,0.0,0
real_uav_finetuned,la_souris_truck,La Souris truck,whitevan,2,2026-07-12 21.06.04.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-07-12 21.06.04.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-07-12 21-06-04_jpg.rf.Wln2UCI1pTXOzVE8SB7O.txt,1,2,231357.0,11,0.036129869520664215,0.8174429660605093,0.02154119312763214,0.8174429660605093,0.017608696802733876,0
real_uav_finetuned,la_souris_truck,La Souris truck,whitevan,3,2026-07-12 21.01.06.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-07-12 21.01.06.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-07-12 21-01-06_jpg.rf.fQHt1jv2T2xTcx7Xzf2U.txt,1,1,129591.0,6,0.683940052986145,0.8877999235222767,0.683940052986145,0.8877999235222767,0.6072019267349213,1
real_uav_finetuned,la_souris_truck,La Souris truck,whitevan,4,2026-07-12 21.01.23.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\UAV footage\2026-07-12 21.01.23.jpg,C:\Users\lisan\OneDrive\Documents\New project\real_imagery\test\labels\2026-07-12 21-01-23_jpg.rf.Atr07CnrZRSnQE1rn5Oh.txt,1,1,205450.0,9,0.8915921449661255,0.9645007108466178,0.8915921449661255,0.9645007108466178,0.8599412576050888,1
