elevation,count,original_mean_ap50_95,trained_mean_map50_95,mean_pct_delta,mean_rank_delta
elhigh,24,0.8786450762056409,0.34083197139619276,-0.21713615023474178,-15.416666666666666
ellow,24,0.6340004883165246,0.29426990127678665,0.001173708920187792,0.08333333333333333
elmid,24,0.8400124323187043,0.38004796689048614,0.215962441314554,15.333333333333334
