factor,factor_value,sample_count,scene_count,class_count,micro_precision,micro_recall,micro_f1,target_micro_precision,target_micro_recall,target_micro_f1,mean_precision,mean_recall,mean_f1,mean_ap50,mean_ap50_95,mean_target_precision,mean_target_recall,mean_target_f1,mean_target_ap50,mean_target_ap50_95,mean_strict_quality,mean_match_confidence_iou50,target_visible_rate,target_found_rate,target_absent_view_count,false_alarm_count_when_target_absent,false_alarm_rate_when_target_absent
elevation_azimuth,mid|az315,88,78,10,0.38737097753491195,0.9088319088319088,0.5432098765432098,0.47638603696098564,0.9872340425531915,0.6426592797783933,0.5992537530691628,0.9542929948507102,0.7021469918413422,0.9547423692218352,0.8377359615284005,0.7856075857934024,0.9954315886134069,0.8426664176061593,0.9925064579635737,0.9133410202140798,0.906892572008229,0.9461113309318369,1.0,1.0,0,0,0.0
elevation_azimuth,high|az180,86,75,10,0.5436982520699172,0.9688524590163935,0.6965232763700648,0.5396825396825397,0.9875518672199171,0.6979472140762464,0.6984301732587033,0.9757512836001208,0.7838307363429579,0.977861618767631,0.8828271830070732,0.8311786029957726,0.9921599718111346,0.8752798977031744,0.9923303849516832,0.9070426765462961,0.8895011200370434,0.9354780981707018,1.0,1.0,0,0,0.0
elevation_azimuth,mid|az270,109,88,10,0.3917345750873108,0.9156462585034013,0.5487158581328985,0.47058823529411764,0.9819494584837545,0.6362573099415205,0.6123784962490092,0.9596188986178903,0.7146982043964902,0.9560650029124211,0.8431233908234307,0.8114699808107739,0.985386631716907,0.8565506741506183,0.9836180739803523,0.9051049602710068,0.904038845928648,0.9449522096082705,1.0,1.0,0,0,0.0
elevation_azimuth,high|az315,83,68,10,0.5338567222767419,0.9714285714285714,0.6890436985433819,0.6059113300492611,0.984,0.75,0.6871016775159561,0.9750525913176517,0.7750781399318539,0.9766341372185742,0.8765735623737723,0.8613497072851853,0.9886211512717537,0.8988011772789933,0.9897814946731949,0.8991842729914387,0.8918874609842776,0.9361567906586521,1.0,1.0,0,0,0.0
elevation_azimuth,mid|az180,89,79,10,0.391008174386921,0.9566666666666667,0.5551257253384912,0.6314363143631436,0.9872881355932204,0.7702479338842976,0.6194168272897972,0.9681419950047981,0.7144313276745973,0.965294303061343,0.8537366242104063,0.8310234162429118,0.9883895131086142,0.8762738884087199,0.9898354223845364,0.8947835626478251,0.8865932636504583,0.9325243261423004,1.0,1.0,0,0,0.0
elevation_azimuth,high|az045,92,82,10,0.5205240174672489,0.9754500818330606,0.6788154897494305,0.5493273542600897,0.98,0.7040229885057471,0.681445201056235,0.9789084964836243,0.7733423830002069,0.9818795646545597,0.878836696490933,0.8268824499745553,0.9907910628019323,0.8736549269534378,0.9923447759489935,0.8929354005022523,0.8804781569293173,0.9328518762536671,1.0,1.0,0,0,0.0
elevation_azimuth,mid|az000,90,78,10,0.3544813695871098,0.8922686945500634,0.5073873873873874,0.4724689165186501,0.9672727272727273,0.6348448687350835,0.5598145625248652,0.9414708959770879,0.6630241521785247,0.9383250416112839,0.8276405886312634,0.7662332840304976,0.9678571428571429,0.8190533905565358,0.9679610369524877,0.8905252313265248,0.9039721601475066,0.9453944928116269,1.0,1.0,0,0,0.0
elevation_azimuth,mid|az045,97,81,10,0.36812881732370906,0.9457917261055635,0.5299760191846523,0.4406015037593985,0.9832214765100671,0.608515057113188,0.578014964316939,0.9681004467677411,0.6821639828410124,0.9663369830503274,0.8602899574391509,0.7914207825493772,0.9882016036655212,0.8433512460115317,0.9885561559252574,0.8892478929678997,0.8966226111300144,0.9409768126674534,1.0,1.0,0,0,0.0
elevation_azimuth,high|az270,87,73,10,0.5548266166822868,0.9736842105263158,0.706865671641791,0.6273458445040214,0.9873417721518988,0.7672131147540984,0.6796002672388086,0.9770425934219037,0.7762258233962235,0.9751948620525244,0.8742199988406578,0.8726324076892213,0.9944170771756979,0.9089883687319661,0.9893990431763643,0.8888771544951313,0.8616792448849656,0.9177497178021733,1.0,1.0,0,0,0.0
elevation_azimuth,high|az135,87,79,10,0.500875656742557,0.9794520547945206,0.6628041714947857,0.6183206106870229,0.9838056680161943,0.759375,0.6609934472379317,0.9807688480102272,0.7557593719028933,0.9819519338922792,0.8737248464131141,0.8395768805184336,0.9874608150470219,0.8794374527133147,0.9881342957193968,0.8871954239427938,0.877736777619758,0.9301657820570057,1.0,1.0,0,0,0.0
