viewpoint,ellow-radnear-az000,ellow-radnear-az045,ellow-radnear-az090,ellow-radnear-az135,ellow-radnear-az180,ellow-radnear-az225,ellow-radnear-az270,ellow-radnear-az315,ellow-radmid-az000,ellow-radmid-az045,ellow-radmid-az090,ellow-radmid-az135,ellow-radmid-az180,ellow-radmid-az225,ellow-radmid-az270,ellow-radmid-az315,ellow-radfar-az000,ellow-radfar-az045,ellow-radfar-az090,ellow-radfar-az135,ellow-radfar-az180,ellow-radfar-az225,ellow-radfar-az270,ellow-radfar-az315,elmid-radnear-az000,elmid-radnear-az045,elmid-radnear-az090,elmid-radnear-az135,elmid-radnear-az180,elmid-radnear-az225,elmid-radnear-az270,elmid-radnear-az315,elmid-radmid-az000,elmid-radmid-az045,elmid-radmid-az090,elmid-radmid-az135,elmid-radmid-az180,elmid-radmid-az225,elmid-radmid-az270,elmid-radmid-az315,elmid-radfar-az000,elmid-radfar-az045,elmid-radfar-az090,elmid-radfar-az135,elmid-radfar-az180,elmid-radfar-az225,elmid-radfar-az270,elmid-radfar-az315,elhigh-radnear-az000,elhigh-radnear-az045,elhigh-radnear-az090,elhigh-radnear-az135,elhigh-radnear-az180,elhigh-radnear-az225,elhigh-radnear-az270,elhigh-radnear-az315,elhigh-radmid-az000,elhigh-radmid-az045,elhigh-radmid-az090,elhigh-radmid-az135,elhigh-radmid-az180,elhigh-radmid-az225,elhigh-radmid-az270,elhigh-radmid-az315,elhigh-radfar-az000,elhigh-radfar-az045,elhigh-radfar-az090,elhigh-radfar-az135,elhigh-radfar-az180,elhigh-radfar-az225,elhigh-radfar-az270,elhigh-radfar-az315
ellow-radmid-az090,0.888714,0.933907,0.926503,0.929180,0.940568,0.931417,0.941665,0.787287,0.946933,0.918571,0.841288,0.886599,0.947632,0.905003,0.952967,0.906110,0.885695,0.976245,0.821994,0.830162,0.738991,0.659219,0.911678,0.892486,0.927892,0.934966,0.931275,0.952152,0.914177,0.959964,0.909123,0.959408,0.880965,0.951943,0.962861,0.893061,0.879998,0.917138,0.944884,0.947409,0.930839,0.871281,0.859438,0.898759,,0.900676,0.864120,0.949179,0.926888,0.883525,0.738649,0.860276,0.890297,0.903922,0.906685,0.833438,0.924464,0.943900,0.918768,0.893212,0.947055,0.821428,0.949668,0.789400,0.901785,0.902843,0.915535,0.955641,0.947820,0.957694,0.950890,0.883827
ellow-radmid-az135,0.905853,0.925929,0.917273,0.922682,0.950934,0.943945,0.928780,0.959181,0.907191,0.918237,0.886599,0.822639,0.956490,0.878662,0.930746,0.934771,0.909475,0.865370,0.883367,0.690793,0.958235,0.972655,0.852059,0.906533,0.956263,0.953554,0.899690,0.960215,0.958833,0.938589,0.960144,0.963278,0.920219,0.932140,0.834308,0.926711,0.930095,0.937422,0.906902,0.959199,0.948146,0.894755,0.896886,0.870212,0.697878,0.886563,0.940614,0.951051,0.947512,0.918650,0.848157,0.939094,0.865939,0.814623,0.883897,0.902915,0.922962,0.897415,0.913310,0.896049,0.872465,0.908116,0.946112,0.920363,0.907110,0.944988,0.953693,0.926940,0.929197,0.964189,0.890481,0.887720
ellow-radmid-az180,0.939713,0.917363,0.948741,0.963245,0.921423,0.939248,0.936119,0.946015,,0.959602,0.947632,0.956490,0.861609,0.962772,0.957476,0.938616,0.963331,0.922675,0.951135,0.905023,0.889777,0.678901,0.714556,0.632456,0.967345,0.927718,0.864019,0.948523,0.913962,0.916695,0.966271,0.905820,0.942795,0.957528,0.865659,,0.941610,0.821500,0.951647,0.916796,0.892616,0.851720,0.844870,0.960567,0.850149,0.890047,0.857491,0.960060,0.947659,0.835817,0.925286,0.918316,0.956984,0.947433,,0.860464,0.903534,0.956194,0.964954,0.850717,0.955610,0.944997,0.868262,0.943186,0.906469,0.924392,0.948182,0.954214,0.916909,0.933400,0.952502,0.955000
ellow-radmid-az225,0.865581,0.957370,0.925816,,0.941538,0.947835,0.923031,0.917467,0.886634,0.807029,0.905003,0.878662,0.962772,0.825530,0.935349,0.931471,0.886010,0.781475,0.866450,0.906087,0.925150,0.942087,0.784926,0.976477,0.929018,0.955684,0.899465,0.938907,0.948350,0.953863,0.911101,0.962714,0.911191,0.941395,0.956312,0.938779,0.936505,0.949841,0.827025,0.883170,0.947842,0.934206,0.764502,0.856315,0.800298,0.932890,0.928148,0.896292,0.941377,0.881292,0.869053,0.944676,0.965601,0.906466,0.913280,0.937028,0.880934,0.923327,0.860939,0.913558,0.950093,0.946501,0.676709,0.951174,0.891347,0.880233,0.820808,0.881976,0.954887,0.880845,0.941029,0.934199
ellow-radmid-az270,0.802805,0.940784,0.944713,0.932106,0.937011,0.956160,0.959817,0.911946,0.946922,0.916237,0.952967,0.930746,0.957476,0.935349,0.880457,0.945523,0.908236,0.905062,0.932196,0.924177,0.919987,0.941565,0.942633,0.902833,0.958521,0.910918,0.920765,0.913029,0.956024,0.940884,0.915353,0.959777,0.886361,0.907365,0.965811,0.915124,0.870709,0.938503,0.953028,0.871175,0.942922,0.907861,0.951548,0.931941,0.945695,0.906132,0.903656,0.966522,0.947398,0.876844,0.938428,0.871192,0.933713,0.946583,0.931811,0.943254,0.948850,0.935371,0.873351,0.929614,0.931171,0.950256,0.930286,0.951349,0.949580,0.935099,0.922483,0.849149,0.888446,0.949291,0.928214,0.953239
ellow-radmid-az315,0.929689,0.959191,0.964110,0.962368,0.936645,0.948356,0.972119,0.933275,0.963611,0.870059,0.906110,0.934771,0.938616,0.931471,0.945523,0.926456,0.877197,0.922156,0.936581,0.870628,0.960726,0.927440,0.941328,0.954855,0.945624,0.970543,0.941372,0.956841,0.962247,0.961654,0.947962,0.931008,0.930993,0.962378,0.964165,0.930750,0.947196,0.924511,0.951409,0.952348,0.938473,0.934444,0.940048,0.934010,0.953383,0.940466,0.940514,0.903113,0.930963,0.932462,0.949283,0.922833,0.939212,0.914327,0.926105,0.964452,0.916543,0.923941,0.954721,0.875941,0.924171,0.953123,0.955171,0.948338,0.941462,0.925994,0.914710,0.945941,0.942646,0.954437,0.943006,0.942465
ellow-radfar-az000,0.927215,0.912372,0.949591,0.943275,0.947432,0.926208,0.907574,0.893197,0.818385,0.876286,0.885695,0.909475,0.963331,0.886010,0.908236,0.877197,0.803410,0.798880,0.940137,0.874394,0.856541,0.836215,0.902009,0.839196,0.958001,0.963128,0.872824,0.889458,0.905549,0.922916,0.966799,0.937295,0.877787,0.811826,0.930023,0.903453,0.879767,0.884791,0.918287,0.874554,0.925820,0.824754,0.897009,0.868076,0.864073,0.875759,0.895317,0.873211,0.937804,0.935528,0.872789,0.879354,0.888501,0.908141,0.841631,0.927195,0.937874,0.887891,0.849870,0.858420,0.948556,0.872751,0.827459,0.913630,0.831167,0.908785,0.853793,0.921974,0.916621,0.935629,0.911117,0.910130
ellow-radfar-az045,0.778794,0.858863,0.936331,0.954508,0.951688,0.955274,0.969928,0.938280,0.812489,0.710629,0.976245,0.865370,0.922675,0.781475,0.905062,0.922156,0.798880,0.808931,0.479710,0.872242,0.916996,0.855944,0.714691,0.783791,0.956138,0.871842,0.845880,0.937739,0.933502,0.873126,0.883161,0.852573,0.868065,0.901099,0.892230,0.945069,0.943429,0.878746,0.903047,0.941737,0.905120,0.944268,0.853177,0.804678,0.865911,0.917638,0.890198,0.831352,0.972525,0.893553,0.919913,0.884711,0.924038,0.958613,0.828874,0.954791,0.806352,0.903738,0.829127,0.852573,0.785388,0.868342,0.680880,0.847915,0.930079,0.900349,0.872953,0.938430,0.902302,0.813739,0.931660,0.868181
ellow-radfar-az090,0.906129,0.961412,0.897993,0.936664,0.927579,0.961007,0.967784,0.876567,0.964178,0.776260,0.821994,0.883367,0.951135,0.866450,0.932196,0.936581,0.940137,0.479710,0.816549,0.941349,0.938533,0.805348,0.749756,0.921795,0.959854,0.960069,0.945444,0.924477,0.893196,0.974375,0.917977,0.958552,0.951565,0.922140,0.946848,0.841262,0.802484,0.944105,0.886920,0.954928,0.887046,0.810334,0.870873,0.865527,0.840675,0.925946,0.825301,0.746557,0.954620,0.852802,0.832805,0.780804,0.837277,0.911952,0.915316,0.863827,0.894804,0.862944,,0.901900,0.891449,0.844524,,0.833882,0.960014,0.847198,0.943126,0.933436,0.943044,0.924921,0.871013,0.939999
ellow-radfar-az135,0.879123,0.603113,0.877882,0.937435,0.861457,0.915837,0.875720,0.883349,0.870482,0.771060,0.830162,0.690793,0.905023,0.906087,0.924177,0.870628,0.874394,0.872242,0.941349,0.776615,0.936774,0.807493,0.837661,0.858061,0.895767,0.931184,0.840431,0.931769,0.915058,0.884716,0.876084,0.908615,0.890850,0.910461,0.900925,0.942325,0.780700,0.877207,0.884959,0.929188,0.912613,0.871131,0.869789,0.793993,0.947207,0.899047,0.815048,0.840966,0.921083,0.928852,0.878949,0.815210,0.884987,0.887394,0.895734,0.831945,0.885867,0.859407,0.898098,0.805636,0.798365,0.804833,0.838415,0.863015,0.881490,0.849648,0.929778,0.898476,0.870891,0.816785,0.878243,0.870927
ellow-radfar-az180,0.889609,0.920780,0.940580,0.954040,0.957710,0.954248,0.927920,0.875964,0.937411,0.910900,0.738991,0.958235,0.889777,0.925150,0.919987,0.960726,0.856541,0.916996,0.938533,0.936774,0.861150,,0.949953,0.950744,,0.965506,0.946209,0.962843,0.934417,,0.956513,0.967473,0.859608,0.915167,0.910679,0.940778,0.847845,0.921739,0.923818,0.925189,0.888337,0.955612,0.909912,0.669149,0.797120,0.886425,0.883354,0.951398,0.964577,0.839081,0.919034,,0.945134,0.967598,0.924886,0.960755,0.889391,0.945053,0.948821,0.873011,0.914681,0.873843,0.872675,0.935399,0.902308,0.954052,0.937744,0.947653,0.949642,0.960490,0.952891,0.960681
ellow-radfar-az225,0.905834,0.930606,0.952679,0.945773,0.941786,0.901398,0.925153,0.962947,0.838165,0.857783,0.659219,0.972655,0.678901,0.942087,0.941565,0.927440,0.836215,0.855944,0.805348,0.807493,,0.778523,0.758035,0.770049,0.962523,0.905842,0.853086,0.935023,0.902611,0.881323,0.843277,0.832442,0.862663,0.865489,0.940968,0.958806,0.899238,0.839297,0.925203,0.940072,0.944669,0.816026,0.822638,0.880364,0.810277,0.865659,0.903749,0.793855,0.934707,0.885214,0.812701,0.782967,0.957405,0.944410,0.816771,0.838044,0.866455,0.903676,0.847953,0.847652,0.861947,0.893118,0.721767,0.866652,0.867987,0.764962,0.902927,0.920395,0.846564,0.872925,0.917570,0.964970
ellow-radfar-az270,0.684403,0.963475,0.908995,0.970136,0.929953,0.953832,0.798990,0.960582,0.764091,0.798573,0.911678,0.852059,0.714556,0.784926,0.942633,0.941328,0.902009,0.714691,0.749756,0.837661,0.949953,0.758035,0.729287,0.635744,0.946661,0.869833,0.895555,0.963667,0.907679,0.843400,0.907952,0.955928,0.874656,0.917745,0.861437,0.801459,0.894980,0.790270,0.898928,0.948808,0.945110,0.887090,0.782113,0.738005,0.850603,0.751589,0.914923,0.899491,0.883370,0.938246,0.870643,0.952451,0.904571,0.806678,0.883395,0.822169,0.863180,0.951463,0.866285,0.843813,0.873115,0.871940,0.861917,0.936973,0.934454,0.868898,0.910198,0.933300,0.877647,0.880706,0.882326,0.840535
ellow-radfar-az315,0.951804,0.931858,0.968051,0.920565,0.967764,0.943689,0.967263,0.892104,0.867130,0.963228,0.892486,0.906533,0.632456,0.976477,0.902833,0.954855,0.839196,0.783791,0.921795,0.858061,0.950744,0.770049,0.635744,0.745521,0.946784,0.851624,0.888156,0.896169,0.951192,0.774677,0.916723,0.948137,0.883832,0.825066,0.884912,0.976477,0.893981,0.791643,0.959666,0.919014,0.942276,0.833927,0.863869,0.881156,0.942387,0.889042,0.758666,0.816061,0.962974,0.918247,0.925740,0.803486,0.901138,0.939059,0.820031,0.681466,0.935889,0.942938,0.759068,0.844396,0.818651,0.879316,0.849262,0.801809,0.929412,0.963184,0.899955,0.877727,0.942290,0.809192,0.954855,0.949441
elmid-radnear-az000,0.943957,0.943915,0.969250,0.967543,0.935278,0.948344,0.968345,0.896716,0.966473,0.930003,0.927892,0.956263,0.967345,0.929018,0.958521,0.945624,0.958001,0.956138,0.959854,0.895767,,0.962523,0.946661,0.946784,0.931057,0.971337,0.906251,0.928331,0.961058,0.912081,0.967816,0.960313,0.960900,0.949143,0.958494,0.946188,0.919808,0.965319,0.962039,0.962116,0.959649,0.948020,0.951547,0.904587,0.962899,0.955452,0.952749,0.952749,0.954276,0.883959,0.962523,0.967536,0.959176,0.895887,0.950462,0.950792,0.910442,0.916339,0.866296,0.861862,0.924329,0.944889,,0.965767,0.944306,0.926972,0.943478,0.965319,0.966057,0.905613,0.951759,0.949933
elmid-radnear-az045,0.925736,0.945782,0.960985,0.953672,0.960448,0.958735,0.959339,0.965187,0.970006,0.861161,0.934966,0.953554,0.927718,0.955684,0.910918,0.970543,0.963128,0.871842,0.960069,0.931184,0.965506,0.905842,0.869833,0.851624,0.971337,0.930102,0.935940,0.935512,0.965415,0.917786,0.907674,0.966116,0.943941,0.927326,0.940010,0.952024,0.906531,0.925210,0.947078,0.961048,0.963636,0.891616,0.916046,0.946870,0.964099,0.936402,0.906720,0.965696,0.952709,0.879161,0.904988,0.921827,0.968370,0.949885,0.966613,0.931315,0.936699,0.967322,0.916413,0.936575,0.918247,0.954799,0.908166,0.949932,0.957748,0.932044,0.952820,0.866597,0.971681,0.958699,0.960172,0.945286
elmid-radnear-az090,0.928406,0.900729,0.944515,0.961176,0.926107,0.924843,0.885231,0.918822,0.908927,0.904077,0.931275,0.899690,0.864019,0.899465,0.920765,0.941372,0.872824,0.845880,0.945444,0.840431,0.946209,0.853086,0.895555,0.888156,0.906251,0.935940,0.886206,0.932299,0.902588,0.868070,0.909940,0.894765,0.961519,0.852695,0.862824,0.843160,0.836028,0.818353,0.956552,0.881250,0.912250,0.809858,0.854230,0.896974,0.953867,0.830082,0.879986,0.889209,0.964796,0.954697,0.952102,0.804272,0.869438,0.895373,0.789357,0.865348,0.895301,0.883230,0.829400,0.859428,0.902766,0.901596,0.876331,0.877593,0.910769,0.910280,0.926923,0.942223,0.838040,0.857468,0.948741,0.952864
elmid-radnear-az135,0.942764,0.944483,0.962104,0.928869,0.940613,0.940614,0.958380,0.939201,0.953522,0.914971,0.952152,0.960215,0.948523,0.938907,0.913029,0.956841,0.889458,0.937739,0.924477,0.931769,0.962843,0.935023,0.963667,0.896169,0.928331,0.935512,0.932299,0.923357,0.940347,0.916086,0.906984,0.965896,0.922432,0.932848,0.939703,0.953270,0.889105,0.960040,0.940219,0.935127,0.935059,0.952505,0.939061,0.943818,0.914167,0.952382,0.902834,0.900298,0.952492,0.913146,0.948027,0.945729,0.960173,0.937326,0.957582,0.931091,0.922259,0.932097,0.910856,0.924892,0.945555,0.957506,0.826646,0.954666,0.947430,0.912421,0.948649,0.895178,0.961263,0.925493,0.929247,0.955715
elmid-radnear-az180,0.952066,0.941621,0.933090,0.941298,0.942205,0.934013,0.886477,0.933427,0.920754,0.875587,0.914177,0.958833,0.913962,0.948350,0.956024,0.962247,0.905549,0.933502,0.893196,0.915058,0.934417,0.902611,0.907679,0.951192,0.961058,0.965415,0.902588,0.940347,0.901173,0.955519,0.926121,0.891041,0.927875,0.941175,0.960368,0.807615,0.954815,0.933673,0.939815,0.938994,0.945186,0.791868,0.957962,0.946058,0.923403,0.924032,0.865403,0.908503,0.955938,0.958731,0.914151,0.895188,0.915512,0.953582,0.949735,0.864670,0.949916,0.952558,0.965944,0.884643,0.934387,0.913475,0.854366,0.923402,0.868463,0.912844,0.945169,0.943192,0.895396,0.881542,0.944849,0.964040
elmid-radnear-az225,0.889466,0.971017,0.969568,0.970200,0.956540,0.945162,0.976072,0.923093,0.910879,0.886199,0.959964,0.938589,0.916695,0.953863,0.940884,0.961654,0.922916,0.873126,0.974375,0.884716,,0.881323,0.843400,0.774677,0.912081,0.917786,0.868070,0.916086,0.955519,0.877092,0.968655,0.967401,0.968178,0.920741,0.912632,0.963001,0.953312,0.554556,0.960506,0.970661,0.972419,0.928230,0.892126,0.852818,0.945831,0.928591,0.953546,0.968177,0.962387,0.965473,0.965473,0.967668,0.930415,0.936191,0.924682,0.865876,0.921573,0.900924,0.853093,0.891810,0.916026,0.953747,0.905857,0.924828,0.960214,0.886385,0.894314,0.939167,0.967919,0.892596,0.927676,0.966943
elmid-radnear-az270,0.930108,0.927976,0.939521,0.919246,0.940413,0.960839,0.938133,0.968687,0.915702,0.904514,0.909123,0.960144,0.966271,0.911101,0.915353,0.947962,0.966799,0.883161,0.917977,0.876084,0.956513,0.843277,0.907952,0.916723,0.967816,0.907674,0.909940,0.906984,0.926121,0.968655,0.914245,0.971728,0.851504,0.927754,0.960403,0.924654,0.878520,0.961759,0.931709,0.933925,0.924356,0.909337,0.896196,0.955528,0.870108,0.968807,0.907149,0.907433,0.954952,0.878805,0.931836,0.923191,0.926022,0.962834,0.923566,0.940464,0.913067,0.905475,0.867816,0.959107,0.915683,0.936523,0.924501,0.957340,0.921664,0.920662,0.925494,0.921847,0.965188,0.938444,0.930554,0.922822
elmid-radnear-az315,0.968575,0.938128,0.961040,0.970089,0.922252,0.948320,0.942496,0.960700,0.926971,0.924270,0.959408,0.963278,0.905820,0.962714,0.959777,0.931008,0.937295,0.852573,0.958552,0.908615,0.967473,0.832442,0.955928,0.948137,0.960313,0.966116,0.894765,0.965896,0.891041,0.967401,0.971728,0.938288,0.923450,0.964022,0.958963,0.956577,0.972975,0.859157,0.923777,0.964469,0.967317,0.883034,0.966038,0.939460,0.966373,0.928286,0.840547,0.927270,0.962690,0.962574,0.964253,0.899985,0.971883,0.961274,0.965483,0.956161,0.939979,0.928984,0.948816,0.904373,0.921687,0.959260,0.911769,0.952910,0.880935,0.884444,0.924308,0.960656,0.909024,0.909875,0.960778,0.956544
elmid-radmid-az000,0.920931,0.921431,0.943283,0.923148,0.941857,0.942855,0.926564,0.908256,0.907514,0.885710,0.880965,0.920219,0.942795,0.911191,0.886361,0.930993,0.877787,0.868065,0.951565,0.890850,0.859608,0.862663,0.874656,0.883832,0.960900,0.943941,0.961519,0.922432,0.927875,0.968178,0.851504,0.923450,0.887477,0.907504,0.954915,0.946418,0.866753,0.890011,0.902011,0.902251,0.936110,0.939050,0.882381,0.905120,0.873122,0.897000,0.883998,0.876766,0.957721,0.868699,0.805248,0.895712,0.905420,0.926599,0.872019,0.879650,0.888669,0.883916,0.892304,0.918645,0.883626,0.899340,0.811077,0.948240,0.882460,0.828008,0.894762,0.942308,0.952553,0.949508,0.951275,0.875577
elmid-radmid-az045,0.952785,0.882668,0.935752,0.946254,0.926213,0.964954,0.945811,0.929231,0.847714,0.920888,0.951943,0.932140,0.957528,0.941395,0.907365,0.962378,0.811826,0.901099,0.922140,0.910461,0.915167,0.865489,0.917745,0.825066,0.949143,0.927326,0.852695,0.932848,0.941175,0.920741,0.927754,0.964022,0.907504,0.898972,0.912121,0.894962,0.838120,0.913035,0.916794,0.916140,0.905631,0.896051,0.764665,0.918533,0.910998,0.906187,0.893854,0.836986,0.965062,0.915873,0.945136,0.852108,0.896251,0.952971,0.833184,0.950263,0.928136,0.949513,0.843349,0.864714,0.830938,0.879735,0.884702,0.731749,0.891980,0.957066,0.903326,0.902435,0.827689,0.899438,0.949937,0.943953
elmid-radmid-az090,0.884102,0.888575,0.869605,0.936217,0.959291,0.967143,0.859509,0.880771,0.919565,0.891197,0.962861,0.834308,0.865659,0.956312,0.965811,0.964165,0.930023,0.892230,0.946848,0.900925,0.910679,0.940968,0.861437,0.884912,0.958494,0.940010,0.862824,0.939703,0.960368,0.912632,0.960403,0.958963,0.954915,0.912121,0.904438,0.945755,0.921682,0.826797,0.928780,0.852620,0.916698,0.861070,0.860024,0.935030,0.905155,0.921335,0.961210,0.960628,0.962763,0.733462,0.912575,0.923986,0.897512,0.953294,0.907806,0.966342,0.922651,0.912110,0.881189,0.885252,0.892485,0.935692,0.809407,0.957309,0.945878,0.950370,0.950590,0.965448,0.953835,0.936527,0.898921,
elmid-radmid-az135,0.943664,0.933350,0.887293,0.919720,0.923769,0.956064,0.898473,0.823892,0.950117,0.867826,0.893061,0.926711,,0.938779,0.915124,0.930750,0.903453,0.945069,0.841262,0.942325,0.940778,0.958806,0.801459,0.976477,0.946188,0.952024,0.843160,0.953270,0.807615,0.963001,0.924654,0.956577,0.946418,0.894962,0.945755,0.894408,0.907838,,0.926286,0.923553,0.884336,0.885865,0.921136,0.931837,0.953025,0.923783,0.706736,0.938065,0.953948,0.913892,0.884643,0.825144,0.870579,0.935520,0.949105,0.771572,0.938651,0.948667,0.900349,0.957001,0.938232,0.864468,0.959295,0.827719,0.929250,0.939656,0.945101,0.958722,0.883281,0.864195,0.946885,0.934728
elmid-radmid-az180,0.940748,0.910997,0.954697,0.932624,0.915348,0.934730,0.931938,0.894144,0.939031,0.913916,0.879998,0.930095,0.941610,0.936505,0.870709,0.947196,0.879767,0.943429,0.802484,0.780700,0.847845,0.899238,0.894980,0.893981,0.919808,0.906531,0.836028,0.889105,0.954815,0.953312,0.878520,0.972975,0.866753,0.838120,0.921682,0.907838,0.877883,0.949842,0.894873,0.876138,0.895252,0.836172,0.859869,0.930428,0.956159,0.895384,0.885130,0.945524,0.942627,0.862406,0.736364,0.906252,0.823921,0.947969,0.859028,0.906552,0.891022,0.909802,0.908691,0.936439,0.899789,0.918218,0.945163,0.948987,0.908360,0.917350,0.912249,0.924976,0.891594,0.943020,0.903213,0.950040
elmid-radmid-az225,0.931979,0.923919,0.955115,0.970019,0.954016,0.939214,0.974122,0.954897,0.886518,0.914355,0.917138,0.937422,0.821500,0.949841,0.938503,0.924511,0.884791,0.878746,0.944105,0.877207,0.921739,0.839297,0.790270,0.791643,0.965319,0.925210,0.818353,0.960040,0.933673,0.554556,0.961759,0.859157,0.890011,0.913035,0.826797,,0.949842,0.843605,0.943477,0.901971,0.897845,0.865448,0.849879,0.867093,0.821526,0.854399,0.907571,0.791801,0.970519,0.838448,0.950376,0.876480,0.930006,0.961287,0.766552,0.892541,0.849303,0.908943,0.909610,0.829206,0.859627,0.916475,0.810240,0.886967,0.947969,0.839455,0.778821,0.935993,0.943044,0.887942,0.942022,0.967551
elmid-radmid-az270,0.917953,0.898227,0.936834,0.957183,0.934839,0.945579,0.927637,0.961849,0.920061,0.885442,0.944884,0.906902,0.951647,0.827025,0.953028,0.951409,0.918287,0.903047,0.886920,0.884959,0.923818,0.925203,0.898928,0.959666,0.962039,0.947078,0.956552,0.940219,0.939815,0.960506,0.931709,0.923777,0.902011,0.916794,0.928780,0.926286,0.894873,0.943477,0.905448,0.919404,0.955732,0.906299,0.872820,0.888442,0.878943,0.936534,0.949359,0.905083,0.941614,0.945823,0.886044,0.954575,0.959696,0.921933,0.885724,0.949743,0.929937,0.950371,0.892697,0.823823,0.909220,0.909474,0.925823,0.950967,0.929791,0.931741,0.948588,0.829988,0.940435,0.901795,0.945495,0.936981
elmid-radmid-az315,0.946629,0.914304,0.933855,0.956824,0.933429,0.920120,0.943697,0.888389,0.947914,0.938621,0.947409,0.959199,0.916796,0.883170,0.871175,0.952348,0.874554,0.941737,0.954928,0.929188,0.925189,0.940072,0.948808,0.919014,0.962116,0.961048,0.881250,0.935127,0.938994,0.970661,0.933925,0.964469,0.902251,0.916140,0.852620,0.923553,0.876138,0.901971,0.919404,0.897891,0.912842,0.913651,0.910221,0.952206,0.910267,0.921967,0.959534,0.945138,0.948319,0.906635,0.932056,0.821119,0.953408,0.959665,0.892320,0.952234,0.896377,0.917835,0.946734,0.788139,0.950194,0.941668,0.885134,,0.954239,0.960118,0.938379,0.907804,0.879960,0.899914,0.954845,0.951359
elmid-radfar-az000,0.945150,0.834639,0.956845,0.956240,0.941992,0.965625,0.957992,0.967519,0.935608,0.914215,0.930839,0.948146,0.892616,0.947842,0.942922,0.938473,0.925820,0.905120,0.887046,0.912613,0.888337,0.944669,0.945110,0.942276,0.959649,0.963636,0.912250,0.935059,0.945186,0.972419,0.924356,0.967317,0.936110,0.905631,0.916698,0.884336,0.895252,0.897845,0.955732,0.912842,0.908566,0.892219,0.884347,0.945911,0.871303,0.940975,0.935089,0.945525,0.958999,0.847060,0.935729,0.932620,0.915614,0.948597,0.964841,0.959360,0.843950,0.939442,0.920337,0.889966,0.955334,0.951319,0.825890,0.942401,0.929020,0.931947,0.911877,0.932102,0.909037,0.952201,0.919463,0.941050
elmid-radfar-az045,0.908299,0.930631,0.899806,0.928922,0.926700,0.880450,0.892111,0.814581,0.830056,0.927929,0.871281,0.894755,0.851720,0.934206,0.907861,0.934444,0.824754,0.944268,0.810334,0.871131,0.955612,0.816026,0.887090,0.833927,0.948020,0.891616,0.809858,0.952505,0.791868,0.928230,0.909337,0.883034,0.939050,0.896051,0.861070,0.885865,0.836172,0.865448,0.906299,0.913651,0.892219,0.858170,0.874419,0.932689,0.948890,0.864027,0.839838,0.870206,0.948690,0.748553,0.826901,0.767632,0.856814,0.937303,0.837466,0.742362,0.940629,0.871661,0.899386,0.839623,0.940190,0.872974,0.872496,0.771453,0.888583,0.859782,0.943360,0.954296,0.831357,0.933645,0.955267,0.921276
elmid-radfar-az090,0.853665,0.903743,0.879175,0.960251,0.925296,,0.920696,0.912467,0.944287,0.825621,0.859438,0.896886,0.844870,0.764502,0.951548,0.940048,0.897009,0.853177,0.870873,0.869789,0.909912,0.822638,0.782113,0.863869,0.951547,0.916046,0.854230,0.939061,0.957962,0.892126,0.896196,0.966038,0.882381,0.764665,0.860024,0.921136,0.859869,0.849879,0.872820,0.910221,0.884347,0.874419,0.862388,0.853872,0.793097,0.890365,0.935833,0.949965,0.946598,0.925172,0.831060,0.906067,0.938395,0.801150,0.892964,0.858430,0.928588,0.937476,0.947087,0.837828,0.878553,0.896318,0.878415,,0.764665,0.919979,0.845225,0.924934,0.964691,,,0.939257
elmid-radfar-az135,0.864331,0.897938,0.927096,0.962463,0.943834,0.939627,0.944152,0.894507,0.848363,0.873787,0.898759,0.870212,0.960567,0.856315,0.931941,0.934010,0.868076,0.804678,0.865527,0.793993,0.669149,0.880364,0.738005,0.881156,0.904587,0.946870,0.896974,0.943818,0.946058,0.852818,0.955528,0.939460,0.905120,0.918533,0.935030,0.931837,0.930428,0.867093,0.888442,0.952206,0.945911,0.932689,0.853872,0.843659,0.862997,0.904829,0.916326,0.774301,0.927207,0.942614,0.853560,0.877344,0.906870,0.873837,0.824925,0.837471,0.903111,0.894561,0.870987,0.848471,0.848114,0.876419,0.821725,0.867296,0.914263,0.830416,0.872364,0.910846,0.930014,0.838120,0.920075,0.847461
elmid-radfar-az180,0.723331,0.933873,0.918149,0.956639,0.943968,0.978665,0.929488,0.936535,0.870724,0.883614,,0.697878,0.850149,0.800298,0.945695,0.953383,0.864073,0.865911,0.840675,0.947207,0.797120,0.810277,0.850603,0.942387,0.962899,0.964099,0.953867,0.914167,0.923403,0.945831,0.870108,0.966373,0.873122,0.910998,0.905155,0.953025,0.956159,0.821526,0.878943,0.910267,0.871303,0.948890,0.793097,0.862997,0.879035,0.934717,,0.871092,0.964263,0.918770,0.877638,0.936518,0.954231,0.902102,0.935503,0.842581,0.831902,0.926673,0.862503,0.860173,0.893478,0.894750,0.805504,0.946166,0.938866,0.848059,0.939324,0.948585,0.941010,0.901805,0.933445,0.955148
