viewpoint,elevation,radius,azimuth,sample_count,scene_count,class_count,micro_precision,micro_recall,micro_f1,target_micro_precision,target_micro_recall,target_micro_f1,mean_precision,mean_recall,mean_f1,mean_ap50,mean_ap50_95,mean_target_precision,mean_target_recall,mean_target_f1,mean_target_ap50,mean_target_ap50_95,mean_strict_quality,mean_match_confidence_iou50,target_visible_rate,target_found_rate,target_absent_view_count,false_alarm_count_when_target_absent,false_alarm_rate_when_target_absent,manifest_train_images,manifest_val_images,manifest_test_images,global_rank_by_target_ap50_95,global_rank_by_strict_quality
elhigh-radmid-az000,high,mid,0,43,43,10,0.6,0.9848024316109423,0.7456846950517837,0.6016260162601627,1.0,0.751269035532995,0.7579041312410474,0.9888363574410086,0.8331207651819413,0.9899767996826349,0.8922510783207428,0.8983274417960216,1.0,0.9286569184089825,1.0,0.9127047946512323,0.8829026711182688,0.9319229292315107,1.0,1.0,0,0,0.0,137,25,43,13,34
elhigh-radmid-az045,high,mid,45,30,30,10,0.5354330708661418,0.9807692307692307,0.6926994906621392,0.6721311475409836,1.0,0.803921568627451,0.6506777301218766,0.9721417797888386,0.7480468128925747,0.9747768957734058,0.8746402385844412,0.8548802561960457,1.0,0.8984112619406737,0.9991919194809114,0.873074802102382,0.8720404103543078,0.930583902200063,1.0,1.0,0,0,0.0,147,28,30,41,47
elhigh-radmid-az090,high,mid,90,34,34,10,0.5108481262327417,0.9810606060606061,0.6718547341115434,0.5,0.9897959183673469,0.6643835616438356,0.6360835954801766,0.9836601307189542,0.746927108908761,0.9868840380389943,0.8775179980287549,0.7629342965256277,0.9967320261437908,0.8324929971988795,0.9970951345258852,0.8665778465507001,0.8527259063822877,0.9228391314254087,1.0,1.0,0,0,0.0,141,30,34,43,55
elhigh-radmid-az135,high,mid,135,30,30,10,0.5124653739612188,0.9788359788359788,0.6727272727272727,0.7619047619047619,0.9846153846153847,0.8590604026845637,0.6416156741156741,0.9811904761904763,0.7455833229815917,0.981724017924055,0.8871372095672253,0.8912301587301587,0.9833333333333333,0.9177777777777777,0.9819444446514051,0.8749052672054732,0.8595280264673113,0.9195713182290395,1.0,1.0,0,0,0.0,141,34,30,39,53
elhigh-radmid-az180,high,mid,180,30,30,10,0.5740181268882175,0.979381443298969,0.7238095238095238,0.5933333333333334,1.0,0.7447698744769874,0.735506436717737,0.9847222222222223,0.8109292324378532,0.9841674924669443,0.8957126393246649,0.8388290598290598,1.0,0.8825687375687375,0.9944444447755814,0.8949080103836823,0.8782861484483468,0.929916630188624,1.0,1.0,0,0,0.0,136,39,30,26,39
elhigh-radmid-az225,high,mid,225,36,36,10,0.5538793103448276,0.9734848484848485,0.7060439560439561,0.6730769230769231,0.9813084112149533,0.7984790874524715,0.6909597429057288,0.9745625901875903,0.7837499934408192,0.970851094076377,0.8747888684917385,0.8584806397306397,0.9851851851851853,0.8907567740901075,0.9908249164018967,0.914632626465496,0.8941819787064256,0.9385479936997095,1.0,1.0,0,0,0.0,130,39,36,10,24
elhigh-radmid-az270,high,mid,270,27,27,9,0.5297805642633229,0.976878612716763,0.6869918699186992,0.5072463768115942,1.0,0.6730769230769231,0.6862630956071079,0.9801440329218107,0.7771109765271674,0.9816720075511135,0.8758177655272628,0.8647390080138618,1.0,0.9024334435517019,0.9987337766624999,0.8543867929123967,0.8405034649605255,0.9116429841076886,1.0,1.0,0,0,0.0,147,31,27,47,60
elhigh-radmid-az315,high,mid,315,24,24,10,0.5488721804511278,0.9733333333333334,0.7019230769230769,0.6699029126213593,0.9857142857142858,0.7976878612716763,0.6964533594129182,0.9791666666666666,0.7787415252875779,0.9806987358290992,0.8939334092799411,0.9040210573476702,0.9895833333333334,0.9285561660561661,0.9915364583333334,0.9072669750233975,0.8927043491267641,0.9366868486007055,1.0,1.0,0,0,0.0,150,31,24,18,26
elhigh-radfar-az000,high,far,0,29,29,10,0.7106109324758842,0.9910313901345291,0.8277153558052435,0.8736842105263158,0.9764705882352941,0.9222222222222223,0.748969426123264,0.9911180773249739,0.8381472326920212,0.9856805700168774,0.8982015257610292,0.9386475593372146,0.9758620689655173,0.9429960843753947,0.9684952981793394,0.8939858701444203,0.8719672046004717,0.9152545214727007,1.0,1.0,0,0,0.0,154,22,29,27,48
elhigh-radfar-az045,high,far,45,39,39,10,0.5222437137330754,0.9642857142857143,0.6775407779171895,0.5945945945945946,0.9649122807017544,0.7357859531772575,0.6997885424167476,0.9745240870240871,0.7888273181095615,0.9792407246884002,0.8688266761036584,0.8449949907642216,0.9814814814814815,0.8912023162023163,0.9854650635423844,0.9059152228516252,0.8844867578821718,0.9335005833552434,1.0,1.0,0,0,0.0,123,43,39,19,33
elhigh-radfar-az090,high,far,90,29,29,10,0.5780821917808219,0.9906103286384976,0.7301038062283737,0.6448598130841121,0.9857142857142858,0.7796610169491526,0.6761499717108733,0.9936781609195402,0.7794570771454233,0.9923244942450917,0.8856282108441621,0.8550082101806239,0.9968652037617555,0.8964437860989585,0.9928272889837221,0.8997429354253434,0.8803254268781121,0.9341089026681308,1.0,1.0,0,0,0.0,147,29,29,23,37
elhigh-radfar-az135,high,far,135,25,25,10,0.433852140077821,0.9780701754385965,0.601078167115903,0.5053763440860215,0.9791666666666666,0.6666666666666666,0.5681467551599141,0.9763136863136863,0.6816789791117805,0.9759239096372992,0.8408331973572192,0.8015370680136727,0.9863636363636364,0.8470455100455101,0.9884990155218152,0.9031716113134105,0.9000449884349474,0.9410389041900635,1.0,1.0,0,0,0.0,153,27,25,21,17
elhigh-radfar-az180,high,far,180,25,25,10,0.592797783933518,0.9596412556053812,0.7328767123287672,0.6194690265486725,0.9722222222222222,0.7567567567567568,0.6886906839748945,0.9621572871572872,0.787690671170518,0.9669962697888367,0.8687601812175219,0.8479523809523809,0.9830303030303029,0.8891766593127312,0.9903030316215573,0.904640827059239,0.892690462670615,0.9386737442016602,1.0,1.0,0,0,0.0,147,33,25,20,27
elhigh-radfar-az225,high,far,225,27,27,10,0.44282744282744285,0.9681818181818181,0.6077032810271041,0.4756756756756757,0.967032967032967,0.6376811594202898,0.6071620818181788,0.9687830687830689,0.7140136781870537,0.9690456378391339,0.8544231600653377,0.7642803177535811,0.9794238683127572,0.825445816186557,0.9817051361545742,0.8924605661825011,0.8825921694004585,0.9267853807519983,1.0,1.0,0,0,0.0,150,28,27,28,35
elhigh-radfar-az270,high,far,270,30,30,10,0.5338983050847458,0.9767441860465116,0.6904109589041096,0.7419354838709677,1.0,0.8518518518518519,0.6556904077560962,0.9811880711880713,0.7576193596680503,0.98346368057833,0.8803332421080658,0.905530250747642,1.0,0.9323743386243386,1.0,0.9324050908740898,0.8940785628099618,0.9391388893127441,1.0,1.0,0,0,0.0,144,31,30,4,25
elhigh-radfar-az315,high,far,315,30,30,9,0.5073068893528184,0.9681274900398407,0.6657534246575343,0.5901639344262295,0.9818181818181818,0.7372013651877133,0.6549694139146042,0.9693121693121693,0.750192548560786,0.9699786594793924,0.8538938149689572,0.8265173442775431,0.9851851851851853,0.8720375883419361,0.9852704685958389,0.913874886525326,0.9064996203345702,0.94234472711881,1.0,1.0,0,0,0.0,144,31,30,11,12
