target_class,viewpoint,elevation,radius,azimuth,sample_count,scene_count,class_count,micro_precision,micro_recall,micro_f1,target_micro_precision,target_micro_recall,target_micro_f1,mean_precision,mean_recall,mean_f1,mean_ap50,mean_ap50_95,mean_target_precision,mean_target_recall,mean_target_f1,mean_target_ap50,mean_target_ap50_95,mean_strict_quality,mean_match_confidence_iou50,target_visible_rate,target_found_rate,target_absent_view_count,false_alarm_count_when_target_absent,false_alarm_rate_when_target_absent,class_rank_by_target_ap50_95
male,elmid-radfar-az045,mid,far,45,5,5,1,0.2679738562091503,0.8913043478260869,0.4120603015075377,0.4074074074074074,0.9166666666666666,0.5641025641025641,0.3926282051282051,0.9094017094017094,0.517948717948718,0.8921053769744723,0.7020332042763806,0.5515873015873016,0.9333333333333333,0.6574891774891775,0.94285714668887,0.5888888927531385,0.6427985845588303,0.7828091979026794,1.0,1.0,0,0,0.0,54
male,elmid-radfar-az090,mid,far,90,3,3,1,0.9047619047619048,1.0,0.95,0.75,1.0,0.8571428571428571,0.9259259259259259,1.0,0.9583333333333334,1.0,0.8728888898454015,0.8333333333333334,1.0,0.8888888888888888,1.0,0.6851851866201119,0.7132313511536689,0.8465945919354757,1.0,1.0,0,0,0.0,39
male,elmid-radfar-az135,mid,far,135,2,2,1,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,0.7272727272727273,1.0,0.8125,1.0,0.6148484866298509,1.0,1.0,1.0,1.0,0.5,0.5911336245047814,0.8003329932689667,1.0,1.0,0,0,0.0,60
male,elmid-radfar-az180,mid,far,180,3,3,1,0.4,0.9333333333333333,0.56,0.38461538461538464,0.8333333333333334,0.5263157894736842,0.5994252873563218,0.9555555555555556,0.7031425364758698,0.9390536289074755,0.7382288030648668,0.5619047619047619,0.8888888888888888,0.6481481481481481,0.9111111167404387,0.6080952429771423,0.6959665806449635,0.8226755857467651,1.0,1.0,0,0,0.0,52
male,elmid-radfar-az225,mid,far,225,1,1,1,0.4,1.0,0.5714285714285714,1.0,1.0,1.0,0.4,1.0,0.5714285714285715,1.0,0.9425000000745059,1.0,1.0,1.0,1.0,0.9375,0.7931270833811439,0.8710693120956421,1.0,1.0,0,0,0.0,1
male,elmid-radfar-az270,mid,far,270,4,4,1,0.45652173913043476,0.9545454545454546,0.6176470588235294,0.42857142857142855,1.0,0.6,0.47155067155067154,0.96875,0.6187584345479082,0.9796874998137355,0.7996250799784723,0.5714285714285714,1.0,0.6944444444444444,1.0,0.7330357143655419,0.6900795377309423,0.8150363713502884,1.0,1.0,0,0,0.0,24
male,elmid-radfar-az315,mid,far,315,4,4,1,0.49411764705882355,0.9333333333333333,0.6461538461538462,0.7,1.0,0.8235294117647058,0.673710407239819,0.9557692307692308,0.7551739926739927,0.9646806848034806,0.8246152101230743,0.85,1.0,0.8928571428571429,1.0,0.6577777790112629,0.6111016711430306,0.7541188299655914,1.0,1.0,0,0,0.0,42
male,elhigh-radnear-az045,high,near,45,4,4,1,0.7317073170731707,1.0,0.8450704225352113,0.631578947368421,1.0,0.7741935483870968,0.7364087301587302,1.0,0.8435519714838937,1.0,0.8181140782188722,0.7321428571428571,1.0,0.8166666666666667,1.0,0.6234127049260433,0.702511349783487,0.8427736610174179,1.0,1.0,0,0,0.0,48
male,elhigh-radnear-az090,high,near,90,4,4,1,0.5789473684210527,0.9565217391304348,0.7213114754098361,0.7272727272727273,1.0,0.8421052631578947,0.7517857142857143,0.96875,0.8279914529914529,0.9742187499068677,0.7533556564242601,0.7916666666666666,1.0,0.8666666666666667,1.0,0.6065972231121527,0.64083667935384,0.8085101395845413,1.0,1.0,0,0,0.0,53
male,elhigh-radnear-az135,high,near,135,4,4,1,0.36666666666666664,1.0,0.5365853658536586,0.7272727272727273,1.0,0.8421052631578947,0.5804738562091504,1.0,0.6823863636363636,1.0,0.7139859904627025,0.85,1.0,0.8928571428571429,1.0,0.5647916671819985,0.6101379317123747,0.796686977148056,1.0,1.0,0,0,0.0,58
male,elhigh-radnear-az180,high,near,180,4,4,1,0.5098039215686274,1.0,0.6753246753246753,0.4375,1.0,0.6086956521739131,0.6262626262626263,1.0,0.7300068352699932,1.0,0.8174258200048159,0.6805555555555556,1.0,0.7575757575757576,1.0,0.7083333333488554,0.691011890421815,0.8083861768245697,1.0,1.0,0,0,0.0,29
male,elhigh-radnear-az225,high,near,225,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,0.7,0.6608734653379855,0.7839705348014832,1.0,1.0,0,0,0.0,32
male,elhigh-radnear-az270,high,near,270,4,4,1,0.6551724137931034,1.0,0.7916666666666666,0.75,1.0,0.8571428571428571,0.6534090909090909,1.0,0.7666666666666666,0.875,0.6866477298550308,0.75,1.0,0.8452380952380952,0.875,0.5250000017695129,0.49509224311390104,0.6093408570741303,1.0,1.0,0,0,0.0,59
male,elhigh-radnear-az315,high,near,315,4,4,1,0.7058823529411765,1.0,0.8275862068965517,0.5,1.0,0.6666666666666666,0.725,1.0,0.8284313725490196,1.0,0.8282056088473588,0.5833333333333334,1.0,0.7083333333333333,1.0,0.5747222269119487,0.6507305364175346,0.7939440906047821,1.0,1.0,0,0,0.0,57
male,elhigh-radmid-az000,high,mid,0,6,6,1,0.6027397260273972,1.0,0.7521367521367521,0.8,1.0,0.8888888888888888,0.7403684278684278,1.0,0.8196333078686019,1.0,0.852843975854388,0.85,1.0,0.9107142857142857,1.0,0.6919444469238321,0.6994627821319988,0.8265907367070516,1.0,1.0,0,0,0.0,36
male,elhigh-radmid-az045,high,mid,45,3,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8868657419228995,1.0,1.0,1.0,1.0,0.6435185192911713,0.66751267038617,0.8169388572374979,1.0,1.0,0,0,0.0,44
male,elhigh-radmid-az090,high,mid,90,6,6,1,0.4563106796116505,1.0,0.6266666666666667,0.5416666666666666,1.0,0.7027027027027027,0.5296682244958107,1.0,0.6687691937691937,1.0,0.811537395886131,0.611111111111111,1.0,0.7301587301587301,1.0,0.6219907421135792,0.6067059515297171,0.7880739669005076,1.0,1.0,0,0,0.0,49
male,elhigh-radmid-az135,high,mid,135,4,4,1,0.32608695652173914,0.967741935483871,0.4878048780487805,0.7142857142857143,1.0,0.8333333333333334,0.4294294294294294,0.9642857142857143,0.5586007130124777,0.9671814690081539,0.808169997129162,0.8571428571428571,1.0,0.9,1.0,0.7709821441343853,0.7182516833346551,0.8314535617828369,1.0,1.0,0,0,0.0,17
male,elhigh-radmid-az180,high,mid,180,3,3,1,0.7058823529411765,0.96,0.8135593220338984,1.0,1.0,1.0,0.8611111111111112,0.9777777777777779,0.905982905982906,0.9842592599767226,0.8378782887027745,1.0,1.0,1.0,1.0,0.8259259269745262,0.7270226555925111,0.8318789998690287,1.0,1.0,0,0,0.0,9
male,elhigh-radmid-az225,high,mid,225,3,3,1,0.6136363636363636,0.9642857142857143,0.75,0.8571428571428571,1.0,0.9230769230769231,0.5455555555555556,0.9761904761904763,0.665079365079365,0.9823809458528245,0.8262865454220575,0.8333333333333334,1.0,0.8888888888888888,1.0,0.6979166666666666,0.6452405977421828,0.7668880224227905,1.0,1.0,0,0,0.0,35
male,elhigh-radmid-az270,high,mid,270,5,5,1,0.425531914893617,0.9090909090909091,0.5797101449275363,0.7142857142857143,1.0,0.8333333333333334,0.4955844155844156,0.9349999999999999,0.6375041050903121,0.9464393962310119,0.735941563385696,0.8,1.0,0.8666666666666666,1.0,0.6199999999999999,0.6361357078461921,0.8005913734436035,1.0,1.0,0,0,0.0,50
male,elhigh-radmid-az315,high,mid,315,3,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89609375,1.0,1.0,1.0,1.0,0.7518518526245046,0.6600189605276121,0.7907596230506897,1.0,1.0,0,0,0.0,23
male,elhigh-radfar-az000,high,far,0,2,2,1,0.6666666666666666,1.0,0.8,0.5,1.0,0.6666666666666666,0.6000000000000001,1.0,0.7301587301587302,0.9166666716337204,0.7471875024959445,0.5,1.0,0.6285714285714286,0.75,0.35833333507180215,0.4236196419800664,0.5055620148777962,1.0,1.0,0,0,0.0,67
male,elhigh-radfar-az045,high,far,45,5,5,1,0.4457831325301205,0.9736842105263158,0.6115702479338843,0.6470588235294118,1.0,0.7857142857142857,0.5302645502645503,0.975,0.6659550917141049,0.9793749999254941,0.7995009351232305,0.6533333333333333,1.0,0.7766666666666666,1.0,0.6343055579927233,0.6099477874467063,0.7728967070579529,1.0,1.0,0,0,0.0,46
male,elhigh-radfar-az090,high,far,90,2,2,1,0.65,1.0,0.7878787878787878,0.6666666666666666,1.0,0.8,0.6499999999999999,1.0,0.7867647058823528,1.0,0.8872817486654672,0.75,1.0,0.8333333333333333,1.0,0.65,0.6584512890021816,0.8022303283214569,1.0,1.0,0,0,0.0,43
male,elhigh-radfar-az135,high,far,135,1,1,1,0.3783783783783784,1.0,0.5490196078431373,0.5714285714285714,1.0,0.7272727272727273,0.3783783783783784,1.0,0.5490196078431372,1.0,0.7372027985525608,0.5714285714285714,1.0,0.7272727272727273,1.0,0.5846428584307433,0.6319793962197977,0.7465832829475403,1.0,1.0,0,0,0.0,55
male,elhigh-radfar-az180,high,far,180,2,2,1,0.6041666666666666,1.0,0.7532467532467533,0.8571428571428571,1.0,0.9230769230769231,0.58994708994709,1.0,0.7356241234221599,1.0,0.8206918340429865,0.875,1.0,0.9285714285714286,1.0,0.6388888951804903,0.6628211632314542,0.8520748913288116,1.0,1.0,0,0,0.0,45
male,elhigh-radfar-az225,high,far,225,2,2,1,0.5217391304347826,1.0,0.6857142857142857,0.6666666666666666,1.0,0.8,0.5119047619047619,1.0,0.6770833333333334,1.0,0.7595011827791244,0.75,1.0,0.8333333333333333,1.0,0.7,0.6340267259905268,0.7648619115352631,1.0,1.0,0,0,0.0,33
male,elhigh-radfar-az270,high,far,270,1,1,1,0.2571428571428571,1.0,0.4090909090909091,0.6,1.0,0.75,0.2571428571428571,1.0,0.40909090909090906,1.0,0.6251146510251957,0.6,1.0,0.7499999999999999,1.0,0.340000005364418,0.5010737586564886,0.7906773090362549,1.0,1.0,0,0,0.0,69
male,elhigh-radfar-az315,high,far,315,1,1,1,0.6666666666666666,1.0,0.8,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.8,1.0,0.8411458322778345,0.5,1.0,0.6666666666666666,1.0,0.46111111326350107,0.5917906038643466,0.8303738236427307,1.0,1.0,0,0,0.0,64
rock,ellow-radnear-az000,low,near,0,3,3,1,0.3076923076923077,1.0,0.47058823529411764,0.2631578947368421,1.0,0.4166666666666667,0.7391304347826088,1.0,0.7857142857142857,1.0,0.9426086967136117,0.7254901960784313,1.0,0.7666666666666666,1.0,0.9470588257304984,0.9629368197428244,0.9752246737480164,1.0,1.0,0,0,0.0,31
rock,ellow-radnear-az045,low,near,45,5,5,1,0.2441860465116279,0.8076923076923077,0.375,0.32432432432432434,0.9230769230769231,0.48,0.4515018315018315,0.8828571428571429,0.5566378066378066,0.8567124546780474,0.734366307747929,0.4492997198879552,0.9666666666666666,0.5758454106280193,0.932679738026429,0.8387418353689068,0.9556265090626817,0.9730562567710876,1.0,1.0,0,0,0.0,61
rock,ellow-radnear-az090,low,near,90,7,7,1,0.1412639405204461,0.6229508196721312,0.23030303030303031,0.30357142857142855,0.9444444444444444,0.4594594594594595,0.17214729005010335,0.6809262166405023,0.27283998674563165,0.6957008411771078,0.564339568575717,0.3896825396825397,0.9761904761904762,0.5214285714285715,0.9794973522109329,0.8709160053698474,0.9549990174796916,0.9723051871572223,1.0,1.0,0,0,0.0,57
rock,ellow-radnear-az135,low,near,135,4,4,1,0.3,0.8,0.43636363636363634,0.4230769230769231,0.9166666666666666,0.5789473684210527,0.35347222222222224,0.8809523809523809,0.5031194295900179,0.8880742010806059,0.7091357992040213,0.5675824175824176,0.9583333333333334,0.6801900584795322,0.9663461499775832,0.9164102559312223,0.9613746145808841,0.9751457422971725,1.0,1.0,0,0,0.0,44
rock,ellow-radnear-az180,low,near,180,2,2,1,0.2153846153846154,0.875,0.345679012345679,0.3333333333333333,1.0,0.5,0.21583850931677018,0.9090909090909092,0.34838274932614555,0.8579725878299744,0.6254962417883352,0.3392857142857143,1.0,0.5,1.0,0.9547619062874998,0.9432751009819462,0.972196102142334,1.0,1.0,0,0,0.0,27
rock,ellow-radnear-az225,low,near,225,5,5,1,0.18627450980392157,0.7037037037037037,0.29457364341085274,0.17894736842105263,0.9444444444444444,0.3008849557522124,0.3974387022035537,0.7397058823529411,0.4242161946259985,0.7647617990332978,0.6043618487954243,0.3880446024563672,0.9,0.42453299300434866,0.841428579688072,0.6617632072661179,0.964095642058792,0.9777905583381653,1.0,1.0,0,0,0.0,70
rock,ellow-radnear-az270,low,near,270,3,3,1,0.5714285714285714,1.0,0.7272727272727273,0.4,1.0,0.5714285714285714,0.5071428571428571,1.0,0.6502673796791444,1.0,0.9620634934176056,0.4166666666666667,1.0,0.5777777777777778,1.0,1.0,0.9438126219476572,0.965299109617869,1.0,1.0,0,0,0.0,7
rock,ellow-radnear-az315,low,near,315,5,5,1,0.3780487804878049,0.8857142857142857,0.5299145299145299,0.3953488372093023,0.9444444444444444,0.5573770491803278,0.41160130718954246,0.95,0.5629090909090909,0.9546672083437443,0.8425273416330867,0.5033333333333333,0.9777777777777779,0.6255438596491227,0.9833333343267441,0.8791944456814477,0.9439277073476774,0.9618694663047791,1.0,1.0,0,0,0.0,56
rock,ellow-radmid-az000,low,mid,0,5,5,1,0.23728813559322035,0.8,0.3660130718954248,0.26785714285714285,0.8823529411764706,0.410958904109589,0.2501813817496533,0.8378571428571429,0.3793350168350168,0.8410348767573728,0.6799378150552933,0.27380952380952384,0.9,0.41357753357753363,0.9158333338797092,0.7706746042519808,0.9468733428191044,0.9687417984008789,1.0,1.0,0,0,0.0,66
rock,ellow-radmid-az045,low,mid,45,3,3,1,0.25,1.0,0.4,0.2631578947368421,1.0,0.4166666666666667,0.3613526570048309,1.0,0.49682539682539684,1.0,0.78631753938964,0.7254901960784313,1.0,0.7666666666666666,1.0,0.9575163414446162,0.9528751498438149,0.9718860387802124,1.0,1.0,0,0,0.0,25
rock,ellow-radmid-az090,low,mid,90,3,3,1,0.12056737588652482,0.6296296296296297,0.20238095238095238,0.19148936170212766,0.9,0.3157894736842105,0.15575896262395117,0.65,0.24720840243228304,0.6181930724965666,0.46517351311416294,0.21833721833721834,0.9166666666666666,0.3398692810457516,0.8554487184931835,0.7851709404339392,0.9408108436726993,0.9677331248919169,1.0,1.0,0,0,0.0,65
rock,ellow-radmid-az135,low,mid,135,5,5,1,0.2815533980582524,0.8787878787878788,0.4264705882352941,0.2903225806451613,1.0,0.45,0.45416422287390035,0.9038461538461539,0.5600403034613561,0.9139423107871643,0.7631322532539574,0.22904761904761903,0.8,0.3508771929824562,0.8,0.7333690482431224,0.7014369790020233,0.7509171962738037,0.8,0.8,1,0,0.0,69
rock,ellow-radmid-az180,low,mid,180,3,3,1,0.22602739726027396,0.7333333333333333,0.34554973821989526,0.4090909090909091,0.9,0.5625,0.20833427348691683,0.6951566951566952,0.3202020202020202,0.6707604266062557,0.4966229279631591,0.40598290598290604,0.9444444444444445,0.5643274853801169,0.9551281999701109,0.853803419305537,0.9527416196572981,0.9655579328536987,1.0,1.0,0,0,0.0,60
rock,ellow-radmid-az225,low,mid,225,3,3,1,0.16831683168316833,0.5666666666666667,0.2595419847328244,0.32,0.8888888888888888,0.47058823529411764,0.18876040444667896,0.628921568627451,0.28794992175273865,0.6305051145836017,0.5352802766501069,0.5102564102564102,0.9166666666666666,0.6048265460030166,0.9262820513298115,0.9000783483490901,0.9506654440634902,0.9761257966359457,1.0,1.0,0,0,0.0,51
rock,ellow-radmid-az270,low,mid,270,3,3,1,0.2835820895522388,0.8636363636363636,0.42696629213483145,0.3103448275862069,1.0,0.47368421052631576,0.28352349404980987,0.9,0.42943805874840363,0.8810805871897127,0.7592691537491678,0.34803921568627455,1.0,0.5070707070707071,0.9444444477558136,0.8819117665977455,0.9447023128532189,0.965630034605662,1.0,1.0,0,0,0.0,55
rock,ellow-radmid-az315,low,mid,315,5,5,1,0.2976190476190476,1.0,0.45871559633027525,0.3333333333333333,1.0,0.5,0.36378787878787877,1.0,0.5076833766488938,0.9914285715988704,0.809901340801132,0.6383333333333333,1.0,0.7187301587301588,1.0,0.9478125000000001,0.9383278277578867,0.9678685188293457,1.0,1.0,0,0,0.0,30
rock,ellow-radfar-az000,low,far,0,6,6,1,0.32,1.0,0.48484848484848486,0.2894736842105263,1.0,0.4489795918367347,0.5909090909090909,1.0,0.6977700502290666,0.974867726208041,0.8313877891056438,0.4423076923076923,0.8333333333333334,0.5444444444444444,0.8250000004967054,0.7413924519834971,0.7561116442884366,0.7878813644250234,0.8333333333333334,0.8333333333333334,1,0,0.0,68
rock,ellow-radfar-az045,low,far,45,1,1,1,0.1724137931034483,0.625,0.2702702702702703,0.3333333333333333,1.0,0.5,0.1724137931034483,0.625,0.2702702702702703,0.6573275867849588,0.5956465524621308,0.3333333333333333,1.0,0.5,1.0,0.854166666790843,0.8796472678763401,0.9364822506904602,1.0,1.0,0,0,0.0,59
rock,ellow-radfar-az090,low,far,90,4,4,1,0.2601626016260163,0.8648648648648649,0.4,0.3333333333333333,0.9375,0.4918032786885246,0.33530377668308703,0.8854166666666666,0.4756504952157126,0.894935349358417,0.7406137921331333,0.33035714285714285,0.9166666666666666,0.4831699346405229,0.9285714333610875,0.8201934582618109,0.9448684803404479,0.9692002385854721,1.0,1.0,0,0,0.0,63
rock,ellow-radfar-az135,low,far,135,5,5,1,0.26865671641791045,0.8181818181818182,0.4044943820224719,0.32142857142857145,1.0,0.4864864864864865,0.32551415797317435,0.8696153846153847,0.4545454545454546,0.8795558014902702,0.7089060608924906,0.40499999999999997,1.0,0.5158730158730159,1.0,0.8841666671882074,0.8376218631260329,0.9075014591217041,1.0,1.0,0,0,0.0,54
rock,ellow-radfar-az180,low,far,180,3,3,1,0.2571428571428571,0.72,0.37894736842105264,0.32142857142857145,1.0,0.4864864864864865,0.39692982456140347,0.8627450980392157,0.5292307692307693,0.8401143836575785,0.6878788290428473,0.43915343915343913,1.0,0.5878787878787879,1.0,0.9071759305894375,0.9496227819718435,0.9707299470901489,1.0,1.0,0,0,0.0,49
rock,ellow-radfar-az225,low,far,225,4,4,1,0.23157894736842105,0.5714285714285714,0.3295880149812734,0.6,0.9230769230769231,0.7272727272727273,0.2156950949520609,0.5922697368421053,0.31302742440849857,0.5975115148477874,0.4099266509958989,0.7636363636363637,0.9583333333333334,0.8345588235294117,0.9355113643024004,0.8279766452351711,0.9462898167273348,0.9673776626586914,1.0,1.0,0,0,0.0,62
rock,ellow-radfar-az270,low,far,270,6,6,1,0.29411764705882354,0.8571428571428571,0.43795620437956206,0.30357142857142855,0.8095238095238095,0.44155844155844154,0.4696881091617933,0.9150326797385621,0.5877450641601585,0.8880572684031375,0.7173700695827775,0.5520960520960522,0.8166666666666668,0.6107744107744107,0.845192308895863,0.7583108390944799,0.935341080761841,0.9650321006774902,1.0,1.0,0,0,0.0,67
rock,ellow-radfar-az315,low,far,315,1,1,1,0.6153846153846154,1.0,0.7619047619047619,0.4444444444444444,1.0,0.6153846153846154,0.6153846153846154,1.0,0.761904761904762,1.0,0.9571428578346968,0.4444444444444444,1.0,0.6153846153846153,1.0,0.937500000372529,0.9515768639936724,0.9782706499099731,1.0,1.0,0,0,0.0,34
rock,elmid-radnear-az000,mid,near,0,2,2,1,0.6666666666666666,1.0,0.8,0.5555555555555556,1.0,0.7142857142857143,0.8181818181818181,1.0,0.8888888888888888,0.984126986019195,0.9620490643863726,0.75,1.0,0.8333333333333333,0.9583333358168602,0.920052083581686,0.9637174415493988,0.9745705127716064,1.0,1.0,0,0,0.0,42
rock,elmid-radnear-az045,mid,near,45,6,6,1,0.7692307692307693,1.0,0.8695652173913043,0.8823529411764706,1.0,0.9375,0.8611111111111112,1.0,0.9111111111111111,1.0,0.9421319456348817,0.9444444444444445,1.0,0.9666666666666667,1.0,0.9831018521691913,0.9700416650414514,0.979073146979014,1.0,1.0,0,0,0.0,16
rock,elmid-radnear-az090,mid,near,90,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9777777794334623,1.0,1.0,1.0,1.0,1.0,0.9672048290938022,0.9773679971694946,1.0,1.0,0,0,0.0,2
rock,elmid-radnear-az135,mid,near,135,4,4,1,0.375,1.0,0.5454545454545454,0.3870967741935484,1.0,0.5581395348837209,0.47435897435897434,1.0,0.6065705128205128,0.9666666706403095,0.8665186271322061,0.6083333333333333,1.0,0.7089285714285714,1.0,0.915625,0.962637858224558,0.9771647453308105,1.0,1.0,0,0,0.0,45
rock,elmid-radnear-az180,mid,near,180,3,3,1,0.9166666666666666,1.0,0.9565217391304348,1.0,1.0,1.0,0.9444444444444445,1.0,0.9696969696969697,1.0,0.9765138893789715,1.0,1.0,1.0,1.0,1.0,0.9599650451788465,0.97620556751887,1.0,1.0,0,0,0.0,3
rock,elmid-radnear-az225,mid,near,225,2,2,1,0.7272727272727273,1.0,0.8421052631578947,1.0,1.0,1.0,0.7333333333333334,1.0,0.8444444444444446,1.0,0.7820833343081176,1.0,1.0,1.0,1.0,1.0,0.9721682787641548,0.9816651940345764,1.0,1.0,0,0,0.0,1
rock,elmid-radnear-az270,mid,near,270,2,2,1,0.48,0.9230769230769231,0.631578947368421,0.3888888888888889,0.875,0.5384615384615384,0.5208333333333333,0.9285714285714286,0.6608695652173913,0.9419642891734838,0.8290178610943258,0.5178571428571428,0.9,0.6390977443609022,0.914285720033305,0.8700000070354768,0.9635006049696759,0.9790245592594147,1.0,1.0,0,0,0.0,58
