target_class,viewpoint,elevation,radius,azimuth,sample_count,scene_count,class_count,micro_precision,micro_recall,micro_f1,target_micro_precision,target_micro_recall,target_micro_f1,mean_precision,mean_recall,mean_f1,mean_ap50,mean_ap50_95,mean_target_precision,mean_target_recall,mean_target_f1,mean_target_ap50,mean_target_ap50_95,mean_strict_quality,mean_match_confidence_iou50,target_visible_rate,target_found_rate,target_absent_view_count,false_alarm_count_when_target_absent,false_alarm_rate_when_target_absent,class_rank_by_target_ap50_95
barrel,ellow-radfar-az180,low,far,180,3,3,1,0.3023255813953488,0.78,0.43575418994413406,0.6666666666666666,0.8,0.7272727272727273,0.3302497422385153,0.8021442495126706,0.46520214777699564,0.7932588175866032,0.5797758299577825,0.8333333333333334,0.8333333333333334,0.7777777777777777,0.9166666666666666,0.5666666666666668,0.6605332834248543,0.8008985718091329,1.0,1.0,0,0,0.0,64
barrel,ellow-radfar-az225,low,far,225,3,3,1,0.2087912087912088,0.8636363636363636,0.336283185840708,0.625,1.0,0.7692307692307693,0.46230158730158727,0.8916666666666666,0.535904255319149,0.8321676659619524,0.7383833362116285,0.5238095238095238,0.6666666666666666,0.5757575757575758,0.6666666666666666,0.39365079452594126,0.40809666683242324,0.5422888994216919,0.6666666666666666,0.6666666666666666,1,0,0.0,68
barrel,ellow-radfar-az270,low,far,270,5,5,1,0.34394904458598724,0.8571428571428571,0.4909090909090909,0.5,1.0,0.6666666666666666,0.5138005698005699,0.902020202020202,0.6253360378634213,0.8880089969438242,0.7128546894653512,0.1,0.2,0.13333333333333333,0.2,0.12,0.12868286655710648,0.16779682636260987,0.2,0.2,4,0,0.0,71
barrel,ellow-radfar-az315,low,far,315,2,2,1,0.3488372093023256,1.0,0.5172413793103449,1.0,1.0,1.0,0.3388888888888889,1.0,0.5031055900621119,1.0,0.7920141432309993,0.5,0.5,0.5,0.5,0.3828125,0.39048631590056004,0.4218805432319641,0.5,0.5,1,0,0.0,69
barrel,elmid-radnear-az000,mid,near,0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94375,1.0,1.0,1.0,1.0,0.911111115747028,0.761199950657911,0.8809545040130615,1.0,1.0,0,0,0.0,2
barrel,elmid-radnear-az045,mid,near,45,2,2,1,0.6666666666666666,1.0,0.8,0.5,1.0,0.6666666666666666,0.75,1.0,0.8333333333333333,1.0,0.971875,0.6666666666666666,1.0,0.75,1.0,0.8500000000000001,0.7784865213387047,0.8692938983440399,1.0,1.0,0,0,0.0,12
barrel,elmid-radnear-az090,mid,near,90,4,4,1,0.8666666666666667,1.0,0.9285714285714286,1.0,1.0,1.0,0.9,1.0,0.9375,1.0,0.9241666672130425,1.0,1.0,1.0,1.0,0.8562500000000001,0.7818411200244713,0.8636544346809387,1.0,1.0,0,0,0.0,10
barrel,elmid-radnear-az135,mid,near,135,3,3,1,0.375,1.0,0.5454545454545454,0.625,1.0,0.7692307692307693,0.6413043478260869,1.0,0.7178130511463845,1.0,0.9236014514639974,0.7999999999999999,1.0,0.8571428571428572,1.0,0.9116666667163372,0.8305873921227883,0.8730882207552592,1.0,1.0,0,0,0.0,1
barrel,elmid-radnear-az180,mid,near,180,2,2,1,0.3181818181818182,0.875,0.4666666666666667,0.6666666666666666,1.0,0.8,0.4270833333333333,0.875,0.55,0.88671875,0.8374999999999999,0.75,1.0,0.8333333333333333,1.0,0.9,0.7895015706276247,0.8556593656539917,1.0,1.0,0,0,0.0,6
barrel,elmid-radnear-az225,mid,near,225,3,3,1,0.631578947368421,1.0,0.7741935483870968,0.375,1.0,0.5454545454545454,0.6388888888888888,1.0,0.7746031746031745,1.0,0.8836805563420057,0.4166666666666667,1.0,0.5777777777777778,1.0,0.7000000000000001,0.7112101490025111,0.858177900314331,1.0,1.0,0,0,0.0,41
barrel,elmid-radnear-az270,mid,near,270,2,2,1,0.6666666666666666,1.0,0.8,1.0,1.0,1.0,0.6785714285714286,1.0,0.7948717948717948,0.9583333358168602,0.7279464302797403,1.0,1.0,1.0,1.0,0.7576388904617892,0.7516350857336498,0.8937435448169708,1.0,1.0,0,0,0.0,31
barrel,elmid-radnear-az315,mid,near,315,2,2,1,0.9,1.0,0.9473684210526315,1.0,1.0,1.0,0.9285714285714286,1.0,0.9615384615384615,1.0,0.9323412697200502,1.0,1.0,1.0,1.0,0.9109375,0.8182182399148701,0.8764364719390869,1.0,1.0,0,0,0.0,3
barrel,elmid-radmid-az000,mid,mid,0,7,7,1,0.6741573033707865,1.0,0.8053691275167785,0.7894736842105263,1.0,0.8823529411764706,0.8355742296918767,1.0,0.8842221608179054,0.9992150704097149,0.8844812205066799,0.9047619047619048,1.0,0.9285714285714286,1.0,0.8393353178624123,0.7618851774032152,0.8482766492026192,1.0,1.0,0,0,0.0,15
barrel,elmid-radmid-az045,mid,mid,45,2,2,1,0.5833333333333334,0.9333333333333333,0.717948717948718,0.4,1.0,0.5714285714285714,0.6013986013986015,0.9166666666666667,0.7131578947368421,0.9326922999551663,0.7584819322474816,0.6666666666666666,1.0,0.75,1.0,0.7296296306920271,0.7360406388338507,0.8633352220058441,1.0,1.0,0,0,0.0,38
barrel,elmid-radmid-az090,mid,mid,90,3,3,1,0.7058823529411765,1.0,0.8275862068965517,1.0,1.0,1.0,0.8611111111111112,1.0,0.912280701754386,1.0,0.8481547629371996,1.0,1.0,1.0,1.0,0.7666666666666666,0.7265525995290348,0.8350288073221842,1.0,1.0,0,0,0.0,29
barrel,elmid-radmid-az135,mid,mid,135,1,1,1,0.08695652173913043,1.0,0.16,0.05,1.0,0.09523809523809523,0.08695652173913043,1.0,0.16,1.0,0.9510869565419853,0.05,1.0,0.09523809523809523,1.0,0.9,0.8299292449612139,0.8867248892784119,1.0,1.0,0,0,0.0,5
barrel,elmid-radmid-az180,mid,mid,180,4,4,1,0.4473684210526316,0.9714285714285714,0.6126126126126126,0.7692307692307693,1.0,0.8695652173913043,0.5327546296296296,0.9833333333333334,0.6688888888888889,0.9865432106528753,0.808082397229055,0.7708333333333334,1.0,0.8392857142857143,1.0,0.6817708337679506,0.7245367459570868,0.8496082127094269,1.0,1.0,0,0,0.0,49
barrel,elmid-radmid-az225,mid,mid,225,3,3,1,0.5882352941176471,1.0,0.7407407407407407,1.0,1.0,1.0,0.671957671957672,1.0,0.7808857808857809,1.0,0.8686217323034592,1.0,1.0,1.0,1.0,0.7312500000000001,0.7069888495672588,0.8516201376914978,1.0,1.0,0,0,0.0,37
barrel,elmid-radmid-az270,mid,mid,270,4,4,1,0.8333333333333334,0.9615384615384616,0.8928571428571429,1.0,0.8571428571428571,0.9230769230769231,0.8597222222222223,0.95,0.8995798319327731,0.9700000020861625,0.8549181580296275,1.0,0.875,0.9166666666666666,0.9375,0.7506944448583656,0.737368899911985,0.8480935394763947,1.0,1.0,0,0,0.0,34
