group_type,group_value,completed_count,all_defined_count,completed_share,design_share,coverage_ratio_vs_design,avg_mAP50-95_completed_only
azimuth_separation,0,287,288,0.11321499013806706,0.11267605633802817,1.004783037475345,0.4198047256976238
azimuth_separation,135,638,648,0.25167652859960554,0.2535211267605634,0.9927240850317774,0.4223060911547817
azimuth_separation,180,322,324,0.12702169625246548,0.1267605633802817,1.0020600482138944,0.41881864341796743
azimuth_separation,45,644,648,0.25404339250493096,0.2535211267605634,1.0020600482138944,0.41881705157749316
azimuth_separation,90,644,648,0.25404339250493096,0.2535211267605634,1.0020600482138944,0.4221909974226593
