group_type,group_value,completed_count,all_defined_count,completed_share,design_share,coverage_ratio_vs_design,avg_mAP50-95_completed_only
elevation_combo,elhigh-elhigh,264,276,0.10414201183431952,0.107981220657277,0.964445587856959,0.3625971861632504
elevation_combo,elhigh-ellow,573,576,0.22603550295857988,0.22535211267605634,1.0030325443786983,0.4690608476503957
elevation_combo,elhigh-elmid,573,576,0.22603550295857988,0.22535211267605634,1.0030325443786983,0.4033124177420553
elevation_combo,ellow-ellow,276,276,0.10887573964497041,0.107981220657277,1.008284023668639,0.30953922678870277
elevation_combo,ellow-elmid,573,576,0.22603550295857988,0.22535211267605634,1.0030325443786983,0.4733101117855392
elevation_combo,elmid-elmid,276,276,0.10887573964497041,0.107981220657277,1.008284023668639,0.41358322574233336
