viewpoint_pair,viewpoint_1,viewpoint_2,sample_count,scene_count,mean_precision,mean_recall,mean_f1,mean_ap50_95,mean_best_ap50_95,mean_target_ap50_95,mean_best_target_ap50_95,mean_target_match_confidence_iou50,mean_best_target_match_confidence_iou50,mean_target_strict_quality_iou50,mean_best_target_strict_quality_iou50,mean_azimuth_gap,target_visible_rate,target_detected_rate,target_detected_given_visible
ellow-radmid-az000 + elmid-radfar-az180,ellow-radmid-az000,elmid-radfar-az180,3,3,0.3014292585721157,0.8747795414462081,0.4455181992337165,0.6628394796638029,0.8097999041149024,0.7179213786306384,0.8377896616318381,0.9205587009588877,0.933706521987915,0.8541616153936147,0.8707241794016554,180.0,1.0,1.0,1.0
ellow-radmid-az000 + elmid-radfar-az225,ellow-radmid-az000,elmid-radfar-az225,4,4,0.28933648184773464,0.7185984060984061,0.39717135554239624,0.6216755824001235,0.8219560488076859,0.815092683625768,0.8820208363644779,0.9428368434309959,0.9470222145318985,0.8941440573743606,0.9043619399004541,135.0,1.0,1.0,1.0
ellow-radmid-az000 + elmid-radfar-az270,ellow-radmid-az000,elmid-radfar-az270,4,4,0.39714929815209665,0.963032581453634,0.5499220868352066,0.8210851715706116,0.8823432855137916,0.7468750000931322,0.8625000001862645,0.7755314484238625,0.925639420747757,0.7282739732889234,0.8895243153500356,90.0,1.0,1.0,1.0
ellow-radmid-az000 + elmid-radfar-az315,ellow-radmid-az000,elmid-radfar-az315,6,6,0.4449187213811743,0.8760814796767354,0.5503477700095919,0.6462151683770213,0.6957215707101231,0.7287661009898488,0.8498961061171618,0.9167967687050501,0.9293092588583628,0.8549161257577268,0.8752057117972191,45.0,1.0,1.0,1.0
ellow-radmid-az000 + elmid-radmid-az000,ellow-radmid-az000,elmid-radmid-az000,8,8,0.47852122490845866,0.8917796384901648,0.6003835550159754,0.7294976872299861,0.7910534166930674,0.796950522639578,0.9026029266681641,0.8843590840697289,0.9460024312138557,0.8435093728685095,0.9075140832566579,0.0,1.0,1.0,1.0
ellow-radmid-az000 + elmid-radmid-az045,ellow-radmid-az000,elmid-radmid-az045,6,6,0.3627985756510854,0.9012896825396824,0.5106343000380998,0.7530696774546635,0.8833694597460314,0.8389178249243371,0.9020833338300388,0.898645763595899,0.9073367416858673,0.8312376945960503,0.847713674114404,45.0,1.0,1.0,1.0
ellow-radmid-az000 + elmid-radmid-az090,ellow-radmid-az000,elmid-radmid-az090,4,4,0.26918718657580043,0.9093915343915344,0.4150646429548831,0.7638818741102114,0.9256051615535444,0.9077690995246586,0.9444444450756742,0.9419365972280502,0.9537359178066254,0.8966375846593828,0.9195645237417924,90.0,1.0,1.0,1.0
ellow-radmid-az000 + elmid-radmid-az135,ellow-radmid-az000,elmid-radmid-az135,1,1,0.5,0.9545454545454546,0.65625,0.8142017611949071,0.8229071981606608,0.8046847129945697,0.8183694142619254,0.9636633992195129,0.9684033393859863,0.9389053402078424,0.9501171033410074,135.0,1.0,1.0,1.0
ellow-radmid-az000 + elmid-radmid-az180,ellow-radmid-az000,elmid-radmid-az180,1,1,0.3125,1.0,0.47619047619047616,0.7789768086099438,0.8896825470858151,0.42916666753590105,0.8583333350718021,0.47899654507637024,0.9579930901527405,0.46951549341168963,0.9390309868233793,180.0,1.0,1.0,1.0
ellow-radmid-az000 + elmid-radmid-az225,ellow-radmid-az000,elmid-radmid-az225,6,6,0.47427005361787966,0.9016534391534391,0.6061823215915288,0.7767032300655682,0.9236131143386789,0.7466699741325445,0.8802777782413695,0.8465786228577296,0.9323796431223551,0.7944286475190637,0.8865176807705512,135.0,1.0,1.0,1.0
ellow-radmid-az000 + elmid-radmid-az270,ellow-radmid-az000,elmid-radmid-az270,10,10,0.4243248263701984,0.8719577644577644,0.5409489749624933,0.7226036986427757,0.836469036836845,0.8178024383455436,0.9097172636270393,0.951316449046135,0.9551099896430969,0.909714301989457,0.9200612700275759,90.0,1.0,1.0,1.0
ellow-radmid-az000 + elmid-radmid-az315,ellow-radmid-az000,elmid-radmid-az315,5,5,0.37625449625449625,0.9007685125332184,0.5225495262704565,0.7475111882726466,0.904949115244837,0.8527680660614234,0.9608257008700545,0.9683714628219604,0.972920560836792,0.9207742348050558,0.9479136826363508,45.0,1.0,1.0,1.0
ellow-radmid-az000 + elmid-radnear-az000,ellow-radmid-az000,elmid-radnear-az000,2,2,0.20797903319743738,0.7336182336182336,0.3238316441441441,0.6592589747843907,0.9083333376795053,0.8258333395918211,1.0,0.9761525392532349,0.9787802696228027,0.9588196077569151,0.9664726734128735,0.0,1.0,1.0,1.0
ellow-radmid-az000 + elmid-radnear-az045,ellow-radmid-az000,elmid-radnear-az045,4,4,0.3136348037686404,0.8920454545454546,0.4577105803800719,0.8001190475180289,0.916015625,0.8810069456753424,1.0,0.97418462485075,0.9807537794113159,0.9559010841885662,0.9700059924028537,45.0,1.0,1.0,1.0
ellow-radmid-az000 + elmid-radnear-az090,ellow-radmid-az000,elmid-radnear-az090,7,7,0.37161399676927626,0.8989101016750787,0.5142406744738,0.795049742533836,0.8979712567956881,0.8186175421509495,0.8945450944965971,0.9197115855557578,0.9454327651432582,0.8669955625787298,0.9089267287580169,90.0,1.0,1.0,1.0
ellow-radmid-az000 + elmid-radnear-az135,ellow-radmid-az000,elmid-radnear-az135,5,5,0.24382479184674932,0.8039861751152074,0.37408795062349737,0.717575051189342,0.9166532343516856,0.8792237053445522,0.9507000023454427,0.9710497856140137,0.9754543423652648,0.9458431116580688,0.9535222355510179,135.0,1.0,1.0,1.0
ellow-radmid-az000 + elmid-radnear-az180,ellow-radmid-az000,elmid-radnear-az180,6,6,0.4193342151675485,0.9234052564361095,0.5544777648537524,0.7817929251250093,0.8970740779412013,0.8979745387427371,0.9722222231638927,0.9042527029911677,0.9508033096790314,0.8627293021225825,0.920753770878397,180.0,1.0,1.0,1.0
ellow-radmid-az000 + elmid-radnear-az225,ellow-radmid-az000,elmid-radnear-az225,4,4,0.24014913283781208,0.7671198054818744,0.3632517341756472,0.6832293243706495,0.8563020843081176,0.7503472241366076,0.88125,0.8234198912978172,0.9511283338069916,0.7896519373945114,0.9108790827718662,135.0,1.0,1.0,1.0
ellow-radmid-az000 + elmid-radnear-az270,ellow-radmid-az000,elmid-radnear-az270,5,5,0.39211404472856337,0.8469108669108669,0.5029721131457748,0.7523337220775665,0.893906619293093,0.8224133766154015,0.8831441573077626,0.9517604112625122,0.9564449548721313,0.9087176655875109,0.9157016343826498,90.0,1.0,1.0,1.0
ellow-radmid-az000 + elmid-radnear-az315,ellow-radmid-az000,elmid-radnear-az315,7,7,0.40566956976403556,0.8833616780045351,0.536728090912906,0.7659914200476174,0.8218977700997157,0.859250689264387,0.9589980168333129,0.9483411141804287,0.9521580338478088,0.9096945506873235,0.9269713045235548,45.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radfar-az000,ellow-radmid-az045,elhigh-radfar-az000,7,7,0.35659850744522054,0.9027170985696331,0.49091363384203895,0.7416628621335232,0.9358672436675894,0.9021577384588974,0.9680059524519102,0.9551406800746918,0.9653419937406268,0.9177927204255146,0.940910854555252,45.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radfar-az045,ellow-radmid-az045,elhigh-radfar-az045,8,8,0.3821821666371561,0.8961309523809524,0.5127777010041984,0.7348622607599539,0.8588580129402554,0.8301866329071992,0.9276475695893168,0.9075689539313316,0.938781164586544,0.8351686993464047,0.9044199699277273,0.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radfar-az090,ellow-radmid-az045,elhigh-radfar-az090,7,7,0.2849089931926298,0.8016491445062873,0.40582152045031356,0.6696933815402503,0.8705772552530859,0.7718176032894222,0.8539030618555083,0.9063635127885001,0.9382210969924927,0.8120935389994364,0.8591403127297796,45.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radfar-az135,ellow-radmid-az045,elhigh-radfar-az135,6,6,0.31544594847843627,0.9293187840246664,0.46739610963748895,0.6968871447893235,0.8141211875393926,0.7559492918705253,0.9478245045315948,0.8863943715890249,0.9711836775143942,0.8654707425101975,0.9522317385399024,90.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radfar-az180,ellow-radmid-az045,elhigh-radfar-az180,3,3,0.3809990662931839,0.9404761904761906,0.521272879167616,0.7272642205058633,0.8078116619722255,0.8091282403428486,0.8882954613412871,0.9336868127187093,0.9497615297635397,0.8980159005558696,0.9171367408057366,135.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radfar-az225,ellow-radmid-az045,elhigh-radfar-az225,5,5,0.3607944499433193,0.914918414918415,0.5064652452801489,0.7227882499210307,0.8841895749883838,0.7396854264658768,0.8450454550060359,0.8013149857521057,0.8959445476531982,0.72982246414883,0.8042305813897045,180.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radfar-az270,ellow-radmid-az045,elhigh-radfar-az270,4,4,0.2683791566653006,0.946969696969697,0.41045536865639454,0.755748208508392,0.9007231076146645,0.8699019631880389,0.9366666689515113,0.9365849271416664,0.9533524364233017,0.8746727040276028,0.9215097243527541,135.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radfar-az315,ellow-radmid-az045,elhigh-radfar-az315,8,8,0.33361192706563403,0.8972430830039526,0.47142872500776545,0.7273206537834382,0.8391117242609778,0.8499372587677368,0.9370920160702533,0.9346284829080105,0.9564442187547684,0.8953954708071146,0.9320077001218192,90.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radmid-az000,ellow-radmid-az045,elhigh-radmid-az000,7,7,0.32554280201949604,0.8682763427951825,0.4614017011300543,0.751034957847924,0.8806556889169693,0.781676590048841,0.8779960332172257,0.8980677000113896,0.9199550662721906,0.8284688791893249,0.8727067429423084,45.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radmid-az045,ellow-radmid-az045,elhigh-radmid-az045,5,5,0.2912556485415075,0.8832579185520363,0.42885841679550085,0.7401490228389084,0.8844975864591712,0.7780229384853301,0.8968611118396123,0.9184306025505066,0.9346290707588196,0.8542387062317264,0.8892493163617189,0.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radmid-az090,ellow-radmid-az045,elhigh-radmid-az090,2,2,0.36365853658536584,1.0,0.5138224348750664,0.8079100041084306,0.8686047746599351,0.7832199421764071,0.8563611137717962,0.9070990979671478,0.9183065295219421,0.8229673136202962,0.8786723881379608,45.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radmid-az135,ellow-radmid-az045,elhigh-radmid-az135,5,5,0.37583783783783786,0.8598684210526315,0.49592933947772655,0.7426681707753615,0.8871857162883918,0.7816567471676639,0.9081944446265698,0.9223394334316254,0.9379216313362122,0.8666386975648589,0.8968997682473919,90.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radmid-az180,ellow-radmid-az045,elhigh-radmid-az180,9,9,0.32293632338903355,0.8766381766381767,0.4469063950094502,0.7159887250940047,0.8880090721560101,0.8460267111108186,0.9141737901151035,0.8865292039182451,0.9381525781419542,0.8445621819413156,0.8930175316363658,135.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radmid-az225,ellow-radmid-az045,elhigh-radmid-az225,6,6,0.44171095378790787,0.8824080267558528,0.5715401933462527,0.7636556641210573,0.8614654060404293,0.9179936475909095,0.9527708345024536,0.9430115719636282,0.9670292337735494,0.8987100308238221,0.9478283556422126,180.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radmid-az270,ellow-radmid-az045,elhigh-radmid-az270,5,5,0.2693995668279574,0.8136904761904763,0.402260987153482,0.6755898551953247,0.8679671581464324,0.7652083343267441,0.9029166667163372,0.914437335729599,0.9272832870483398,0.8487278714899578,0.8782209339729462,135.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radmid-az315,ellow-radmid-az045,elhigh-radmid-az315,4,4,0.3665234511322258,0.8523550724637681,0.48024838339483644,0.7490795201587299,0.9666260830106544,0.9660156251280568,0.99453125,0.9683448523283005,0.973365068435669,0.9450575688789984,0.9552981062883408,90.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radnear-az000,ellow-radmid-az045,elhigh-radnear-az000,7,7,0.27452323610819007,0.8245593692022263,0.3975381173663201,0.7204624266884944,0.8776963135323471,0.8670934509743589,0.9633928571428572,0.9715643056801387,0.9742558683667865,0.9511820771614009,0.9587393796280692,45.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radnear-az045,ellow-radmid-az045,elhigh-radnear-az045,3,3,0.3772801351634221,0.7676282051282052,0.45369009484328876,0.716649556711724,0.9337647330379646,0.9732341277554987,0.9841666666790844,0.9626567860444387,0.9660537838935852,0.9412632359639245,0.9474816980024036,0.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radnear-az090,ellow-radmid-az045,elhigh-radnear-az090,6,6,0.2756899410572728,0.8335648148148148,0.4109040890433213,0.7260085898455366,0.8933862432127907,0.8121221421936564,0.9055555580680569,0.9250365595022837,0.9399050573507944,0.8609732560785682,0.9041827496989008,45.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radnear-az135,ellow-radmid-az045,elhigh-radnear-az135,8,8,0.4028133217669516,0.8778108465608465,0.5302029111239638,0.8027495730128205,0.9201145128808692,0.8958056803758752,0.9490488597463875,0.9433260336518288,0.9564322903752327,0.907831414235075,0.9339699603185312,90.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radnear-az180,ellow-radmid-az045,elhigh-radnear-az180,2,2,0.2373991935483871,0.9473684210526315,0.3775817555938038,0.7937292640906775,0.824259175429336,0.948619233072148,0.9895384623385393,0.9693928211927414,0.9725067913532257,0.9481331594317703,0.9532583264950762,135.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radnear-az225,ellow-radmid-az045,elhigh-radnear-az225,6,6,0.349883227020725,0.8728140096618358,0.49472740521127617,0.7797442187453237,0.9126371226802772,0.8615584366535894,0.9095865274067031,0.9265781044960022,0.9419045249621073,0.8831083789644655,0.9051127415372578,180.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radnear-az270,ellow-radmid-az045,elhigh-radnear-az270,4,4,0.2047497103835132,0.7522321428571428,0.31982533369373545,0.6864858563003862,0.932827382339608,0.8250842530882972,0.9104166666977107,0.9377976655960083,0.9430519193410873,0.8888353114113703,0.8989172233705309,135.0,1.0,1.0,1.0
ellow-radmid-az045 + elhigh-radnear-az315,ellow-radmid-az045,elhigh-radnear-az315,5,5,0.2720446460221806,0.9501400560224089,0.4189861826533659,0.7139256328308508,0.8909920640526309,0.83375,0.8925000000000001,0.890761137008667,0.9279869556427002,0.7996906852200478,0.85747220091787,90.0,1.0,1.0,1.0
ellow-radmid-az045 + ellow-radfar-az000,ellow-radmid-az045,ellow-radfar-az000,9,9,0.26763216061855133,0.7659212134871365,0.3820860028738091,0.5866767383012004,0.6549462359057285,0.7679929090640193,0.8806746036943698,0.9002024531364441,0.9269113540649414,0.8326335616183935,0.8762859905835241,45.0,1.0,1.0,1.0
ellow-radmid-az045 + ellow-radfar-az045,ellow-radmid-az045,ellow-radfar-az045,6,6,0.3787445717922131,0.8421600329495066,0.4825965155591705,0.6231302027266724,0.6521894231083821,0.6647473002703469,0.7024498460975326,0.7518790463606516,0.7637021740277609,0.6879513201314849,0.7106290995268397,0.0,0.8333333333333334,0.8333333333333334,1.0
ellow-radmid-az045 + ellow-radfar-az090,ellow-radmid-az045,ellow-radfar-az090,7,7,0.2918389217416257,0.8369570869570869,0.41972599804525135,0.6397569231753325,0.6841672391440035,0.6111828395607987,0.6371463822679738,0.7949600092002324,0.8094795261110578,0.7460350517984372,0.7762604261505075,45.0,0.8571428571428571,0.8571428571428571,1.0
ellow-radmid-az045 + ellow-radfar-az135,ellow-radmid-az045,ellow-radfar-az135,7,7,0.2748542252669418,0.8389052989616899,0.40982703073868487,0.6663444105728381,0.7926375756289558,0.6817971533479171,0.7644841278237956,0.7799953903470721,0.7996530532836914,0.7088202920665095,0.7710596482855,90.0,0.8571428571428571,0.8571428571428571,1.0
ellow-radmid-az045 + ellow-radfar-az180,ellow-radmid-az045,ellow-radfar-az180,6,6,0.2790414404872236,0.8833333333333333,0.41391295271191736,0.6996812700301459,0.8134715875113191,0.6781356992834594,0.8541666667287547,0.800196593006452,0.9590540130933126,0.7697823525514135,0.9109004019505568,135.0,1.0,1.0,1.0
ellow-radmid-az045 + ellow-radfar-az225,ellow-radmid-az045,ellow-radfar-az225,3,3,0.19682499395697364,0.7638888888888888,0.3115961349738625,0.6350187860706104,0.8399863618051894,0.5988591294077338,0.8810515888319128,0.6346502204736074,0.9099742372830709,0.586076426499765,0.85778265846839,180.0,1.0,1.0,1.0
ellow-radmid-az045 + ellow-radfar-az270,ellow-radmid-az045,ellow-radfar-az270,6,6,0.2291505435625378,0.7454219636572578,0.34855906740952386,0.52740417793856,0.7254400664699379,0.5992217180180678,0.7546666674017906,0.803604061404864,0.8935153981049856,0.7051572331056594,0.7985726225531332,135.0,1.0,1.0,1.0
ellow-radmid-az045 + ellow-radfar-az315,ellow-radmid-az045,ellow-radfar-az315,8,8,0.31377475779707215,0.828423267765373,0.42609554819841017,0.6205665496545602,0.7534570463425531,0.7989107662797327,0.9086814521842119,0.9695428237318993,0.9761289581656456,0.9476053349510525,0.963228316737156,90.0,1.0,1.0,1.0
ellow-radmid-az045 + ellow-radmid-az090,ellow-radmid-az045,ellow-radmid-az090,7,7,0.19239859251078112,0.7462280701754386,0.3003007388170829,0.5455326638853613,0.6604003350679216,0.7320970743869623,0.9262385135730955,0.8612361039434161,0.9427030171666827,0.8198086258891865,0.9185706619537467,45.0,1.0,1.0,1.0
ellow-radmid-az045 + ellow-radmid-az135,ellow-radmid-az045,ellow-radmid-az135,6,6,0.3085107324237759,0.8079365079365078,0.43873744192766967,0.6374087851080555,0.7033722705327715,0.7874613121503166,0.8583829369395971,0.9437359422445297,0.9522243638833364,0.9003623164439318,0.9182366429333992,90.0,1.0,1.0,1.0
ellow-radmid-az045 + ellow-radmid-az180,ellow-radmid-az045,ellow-radmid-az180,5,5,0.2144229298144961,0.6894473591698149,0.3251879443522446,0.5384453164273568,0.7057447057156104,0.794018114412675,0.8692129662584651,0.9669273018836975,0.9746934413909912,0.943312499655233,0.9596022083191962,135.0,1.0,1.0,1.0
ellow-radmid-az045 + ellow-radmid-az225,ellow-radmid-az045,ellow-radmid-az225,7,7,0.17010437696722366,0.6623487623487624,0.26914500172932015,0.5062827831816161,0.6637846555719744,0.7121481273677076,0.760178576027531,0.8822123280593327,0.8976209589413234,0.7869663567222899,0.8070288731323713,180.0,1.0,1.0,1.0
ellow-radmid-az045 + ellow-radmid-az270,ellow-radmid-az045,ellow-radmid-az270,6,6,0.18555056443674758,0.6221845148315737,0.28097253238519415,0.5439071807595697,0.7824387065422643,0.7490470689675415,0.8857638900064759,0.8651597797870636,0.9550493558247884,0.8119436659253024,0.916236767345224,135.0,1.0,1.0,1.0
ellow-radmid-az045 + ellow-radmid-az315,ellow-radmid-az045,ellow-radmid-az315,2,2,0.22060153776571687,0.8903186274509804,0.3535617499032133,0.6288616800440201,0.6896365085784774,0.8375592138934584,0.8838304076816517,0.9125857800245285,0.9305611550807953,0.8522144456389702,0.8700586268155526,90.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radfar-az000,ellow-radmid-az045,elmid-radfar-az000,5,5,0.4241135154693909,0.8809979494190021,0.5365083194529674,0.7409966668925805,0.7954812221393169,0.7522423780950316,0.8672529554203823,0.8458363115787506,0.9451510787010193,0.8129739646942127,0.9142153970387042,45.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radfar-az045,ellow-radmid-az045,elmid-radfar-az045,3,3,0.3345645792563601,0.9444444444444445,0.48310023310023303,0.8129010863335263,0.9123311164498259,0.7959509285305799,0.9165740748405181,0.9436911245187124,0.9544178446133932,0.9115992778161708,0.9279288459026809,0.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radfar-az090,ellow-radmid-az045,elmid-radfar-az090,6,6,0.33169156551509493,0.9380952380952382,0.48596707170759507,0.7517835280409589,0.8423114139847084,0.7731164487536241,0.8256666692321498,0.8839616427818934,0.9134791990121206,0.7731875050958997,0.8256206811085812,45.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radfar-az135,ellow-radmid-az045,elmid-radfar-az135,10,10,0.26722619272014836,0.7985652680652681,0.3904930231315364,0.6300207772568858,0.7445852188989787,0.7257356949345816,0.8153145149172172,0.9046742737293243,0.927323442697525,0.8087386286512273,0.8737867619624673,90.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radfar-az180,ellow-radmid-az045,elmid-radfar-az180,5,5,0.2803581507666347,0.8223193473193474,0.4165653381631702,0.6358100409678127,0.7967200056354578,0.7686971519660355,0.8575000002048909,0.9150805532932281,0.9292702674865723,0.8524011380214226,0.8836140101317504,135.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radfar-az225,ellow-radmid-az045,elmid-radfar-az225,9,9,0.27065034828539436,0.8105325364383336,0.3933646004489096,0.6397195620470282,0.8210315421668414,0.7800415298627086,0.9139770042582662,0.9438406593269772,0.9664359291394552,0.9102391391362787,0.9453078256457085,180.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radfar-az270,ellow-radmid-az045,elmid-radfar-az270,1,1,0.6666666666666666,1.0,0.8,0.9283798736235152,0.952759743423818,0.9515625,0.984375,0.965327262878418,0.9686737656593323,0.9436227023333785,0.9512689828493173,135.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radfar-az315,ellow-radmid-az045,elmid-radfar-az315,4,4,0.21253672333986606,0.8334557843178533,0.33584375120577226,0.6185426121157309,0.7071981918007406,0.7804051021804409,0.8293189712865087,0.9087872430682182,0.9259616881608963,0.8389846915887471,0.8684584151224772,90.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radmid-az000,ellow-radmid-az045,elmid-radmid-az000,6,6,0.33261950259279,0.9247945037418721,0.459788574172914,0.7659240474600805,0.8766030604793783,0.8422692726233781,0.9176907497548501,0.9172816723585129,0.930441657702128,0.866429246266728,0.8857103040241933,45.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radmid-az045,ellow-radmid-az045,elmid-radmid-az045,4,4,0.3892857142857143,0.9416666666666667,0.5377906976744186,0.8227303396954345,0.9339869170914561,0.7637803248415942,0.9411458333954215,0.8189133107662201,0.95054692029953,0.7673791288355472,0.9208882921994963,0.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radmid-az090,ellow-radmid-az045,elmid-radmid-az090,3,3,0.21324038103347345,0.8534571723426212,0.33393584972532336,0.7257031914172799,0.9375529121008342,0.8288907421246723,0.9081481496603402,0.926370789607366,0.9324588974316915,0.8824559595217855,0.8911970325868014,45.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radmid-az135,ellow-radmid-az045,elmid-radmid-az135,5,5,0.24248845522892712,0.8724777183600713,0.3753118494415685,0.7090088167763727,0.8392196014548718,0.7341841665152327,0.8592294387390776,0.9024416625499725,0.9377321004867554,0.8173607351056269,0.8678255308146362,90.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radmid-az180,ellow-radmid-az045,elmid-radmid-az180,7,7,0.37610496395881515,0.8942996553460094,0.510615712284343,0.739130260365811,0.8275664715986252,0.8013975242191591,0.9038888914481041,0.9300193786621094,0.9456154704093933,0.890389946506727,0.9139164048596814,135.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radmid-az225,ellow-radmid-az045,elmid-radmid-az225,4,4,0.22204732862408055,0.8727777777777778,0.3446774428637003,0.6965445827993362,0.8157719239427392,0.8587989208407029,0.9059777038408259,0.9411603584885597,0.9528917968273163,0.8827921487451276,0.914354653991146,180.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radmid-az270,ellow-radmid-az045,elmid-radmid-az270,7,7,0.3655226232320114,0.8959083633453382,0.49610626742042235,0.7287278847250741,0.910517859589486,0.8532738103664348,0.9232142857142858,0.8717424869537354,0.9354398080280849,0.8295951913876642,0.885442307104116,135.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radmid-az315,ellow-radmid-az045,elmid-radmid-az315,5,5,0.3485302786207586,0.9739495798319329,0.5078210678210678,0.7945645956104113,0.906635041969629,0.8728246063293682,0.9380714290986459,0.9271919846534729,0.9630319833755493,0.8629353261867063,0.9386211337530199,90.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radnear-az000,ellow-radmid-az045,elmid-radnear-az000,6,6,0.32522392775877673,0.9368279569892474,0.45284163473818645,0.8036676876656889,0.9065783995302908,0.8582361574803192,0.9403439170198032,0.9528170724709829,0.9564157028992971,0.9080419617357963,0.9300034014260294,45.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radnear-az045,ellow-radmid-az045,elmid-radnear-az045,3,3,0.3708874458874459,0.935483870967742,0.5305322128851541,0.8580143114932891,0.9815641528576928,0.852777777860562,0.9194444445272287,0.8667376438776652,0.9168279965718588,0.773312049399801,0.8611605414011881,0.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radnear-az090,ellow-radmid-az045,elmid-radnear-az090,11,11,0.43235633121696604,0.8987900987900989,0.5520163944371405,0.7944237646795113,0.9323163788599348,0.8152822876049133,0.9363636363636364,0.8822715228254144,0.9481105858629401,0.8212371928513577,0.9040772422682207,45.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radnear-az135,ellow-radmid-az045,elmid-radnear-az135,9,9,0.2613278774449962,0.8680446891400239,0.386826403149983,0.7084966027036173,0.8357272853676716,0.8611845860713169,0.9088901258143378,0.9400835401482053,0.9439496530426873,0.9022379360276409,0.9149713790587745,90.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radnear-az180,ellow-radmid-az045,elmid-radnear-az180,7,7,0.3573526160560857,0.8276841171251109,0.46756365833298974,0.7213602185025232,0.9275793655524177,0.8104166667575815,0.9428571428571428,0.854039592402322,0.9245992813791547,0.7936197110813968,0.8755868250764414,135.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radnear-az225,ellow-radmid-az045,elmid-radnear-az225,4,4,0.4478084415584416,0.8920454545454546,0.5845079112410885,0.7765435227375976,0.8778149389731198,0.7824652790557594,0.9211805557832122,0.9159526005387306,0.9252086579799652,0.8476441054666775,0.8861988386111124,180.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radnear-az270,ellow-radmid-az045,elmid-radnear-az270,7,7,0.23224589827444533,0.7778616231181468,0.35384748378209724,0.6984036905704238,0.8800028369656411,0.8549047629325871,0.9485119047973837,0.9273813962936401,0.9357346892356873,0.875458311601302,0.9045137321814067,135.0,1.0,1.0,1.0
ellow-radmid-az045 + elmid-radnear-az315,ellow-radmid-az045,elmid-radnear-az315,7,7,0.20121626804928178,0.7869281595597385,0.3167323690513167,0.6459879589839356,0.8475119664334805,0.7068220932233744,0.9365476200126466,0.8863787693636758,0.9522582377706256,0.8622404004574433,0.9242696606433134,90.0,1.0,1.0,1.0
ellow-radmid-az090 + elhigh-radfar-az000,ellow-radmid-az090,elhigh-radfar-az000,5,5,0.44009903844076825,0.8419990004997502,0.5599509803921568,0.7740951026104541,0.9281679305060946,0.7650709640023104,0.893333334028721,0.9347094357013702,0.9464380860328674,0.882249515183991,0.9017847590118621,90.0,1.0,1.0,1.0
ellow-radmid-az090 + elhigh-radfar-az045,ellow-radmid-az090,elhigh-radfar-az045,7,7,0.36760501697888454,0.8520858770858771,0.5024260818500397,0.7154928955447879,0.8623339207248797,0.7708797474127537,0.8688386822281907,0.8728421628475189,0.9422111511230469,0.8379854743483364,0.9028427449003422,45.0,1.0,1.0,1.0
