viewpoint_pair,viewpoint_1,viewpoint_2,sample_count,scene_count,mean_precision,mean_recall,mean_f1,mean_ap50_95,mean_best_ap50_95,mean_target_ap50_95,mean_best_target_ap50_95,mean_target_match_confidence_iou50,mean_best_target_match_confidence_iou50,mean_target_strict_quality_iou50,mean_best_target_strict_quality_iou50,mean_azimuth_gap,target_visible_rate,target_detected_rate,target_detected_given_visible
ellow-radmid-az315 + elmid-radfar-az000,ellow-radmid-az315,elmid-radfar-az000,5,5,0.3264481805597341,0.7792929292929294,0.4452326367790286,0.7093990451098436,0.8583363239234509,0.9313710154137684,0.95330221896431,0.9613517999649048,0.9650315165519714,0.9287215957408392,0.9384726027436336,45.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radfar-az045,ellow-radmid-az315,elmid-radfar-az045,5,5,0.2757368147143816,0.7168530020703934,0.37124401913875593,0.6737996055056358,0.8714484394004473,0.9084490749212326,1.0,0.9567294657230377,0.9594197750091553,0.9255954835883816,0.9344439754498041,90.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radfar-az090,ellow-radmid-az315,elmid-radfar-az090,8,8,0.3605788191487465,0.7683320981554678,0.4606221810468531,0.6996066284464344,0.8781340335795603,0.8801116201649329,0.9885424899705961,0.9589832201600075,0.9629848450422287,0.9336762047995497,0.9400481152177296,135.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radfar-az135,ellow-radmid-az315,elmid-radfar-az135,2,2,0.38960863697705805,0.86,0.5209677419354839,0.7008785067641861,0.797403673964109,0.8507896663127206,0.8906630207013118,0.9569046348333359,0.9578186273574829,0.92169528566445,0.9340099757969114,180.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radfar-az180,ellow-radmid-az315,elmid-radfar-az180,3,3,0.3137755102040816,0.8862068965517241,0.4438738077769626,0.6701802909464659,0.770257133046706,0.8170568382100712,0.8433452193397836,0.9620520373185476,0.9686252077420553,0.9444900281658531,0.9533826565811196,135.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radfar-az225,ellow-radmid-az315,elmid-radfar-az225,6,6,0.3433493792260474,0.8768037518037518,0.47508362238256185,0.7671268693407698,0.8811595838908913,0.8919560377495658,0.9575968020307072,0.9583096206188202,0.9629238247871399,0.9217415842718726,0.9404655314952853,90.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radfar-az270,ellow-radmid-az315,elmid-radfar-az270,2,2,0.8846153846153846,1.0,0.9347826086956521,0.8818750055506825,0.9200000062584877,1.0,1.0,0.9610311985015869,0.963289737701416,0.9315861473454632,0.9405138920823362,45.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radfar-az315,ellow-radmid-az315,elmid-radfar-az315,6,6,0.22986127358433392,0.795708975700633,0.35205925543827615,0.657345064922204,0.8084148972619509,0.8425229999284335,0.911612306805566,0.9334134409825007,0.9390037953853607,0.8853400019192964,0.9031129091069244,0.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radmid-az000,ellow-radmid-az315,elmid-radmid-az000,9,9,0.447029551817305,0.9228234728234729,0.5754607250323333,0.8263690427472166,0.9110534832660269,0.9062196347720229,0.9555416284384446,0.9558243917094337,0.9610370927386813,0.9220601691892656,0.9309928914763385,45.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radmid-az045,ellow-radmid-az315,elmid-radmid-az045,6,6,0.3232394029736651,0.8940409810830227,0.46525154084300624,0.7643418698334291,0.8899369272718406,0.8815003623948491,0.9555555583702193,0.9703749765952429,0.9742270807425181,0.949641012091341,0.9623777114633606,90.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radmid-az090,ellow-radmid-az315,elmid-radmid-az090,3,3,0.6333028083028083,0.9420289855072465,0.7532720690615428,0.8839722496822869,0.9677619060575963,0.9881785715942581,1.0,0.9722075859705607,0.9759214520454407,0.9563221169692895,0.9641654194056682,135.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radmid-az135,ellow-radmid-az315,elmid-radmid-az135,4,4,0.36183208748615725,0.7604166666666666,0.4649092092977542,0.7308710424225415,0.9394623113704083,0.9231250032306545,0.9481481512870501,0.9565599709749222,0.9585157334804535,0.9279192915985734,0.9307503555278025,180.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radmid-az180,ellow-radmid-az315,elmid-radmid-az180,5,5,0.4913642190312181,0.9818181818181818,0.6349661489446435,0.8567682688890681,0.8919827126774657,0.9105047936941372,0.9405389634479177,0.9656328856945038,0.9678566813468933,0.9417159595213935,0.9471957057610958,135.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radmid-az225,ellow-radmid-az315,elmid-radmid-az225,7,7,0.3185388334575641,0.9292063492063491,0.4645418609147861,0.7943173690090255,0.8748170848161595,0.9053068924539011,0.9379816422183052,0.9505948552063533,0.9539300543921334,0.908906378382956,0.9245114447267555,90.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radmid-az270,ellow-radmid-az315,elmid-radmid-az270,3,3,0.3733821733821734,0.9814814814814815,0.5277481449873171,0.8374553022639576,0.8801785723965062,0.8966842330427554,0.9328138558831051,0.968756635983785,0.9703019857406616,0.9454962368813291,0.9514094983476179,45.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radmid-az315,ellow-radmid-az315,elmid-radmid-az315,5,5,0.4463681932102984,0.9590804597701149,0.5674091677837516,0.7969182462580406,0.8328065169434321,0.897694486660517,0.9535042728046849,0.9671945035457611,0.9695936560630798,0.9267823806329076,0.9523480040144783,0.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radnear-az000,ellow-radmid-az315,elmid-radnear-az000,3,3,0.3967457829526795,0.8484848484848485,0.5286231884057971,0.7907773381425143,0.933826361914103,0.9458136593406951,0.9906666673819223,0.9623395899931589,0.9687225222587585,0.9400233854553809,0.945623788832935,45.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radnear-az045,ellow-radmid-az315,elmid-radnear-az045,3,3,0.4914778986160348,1.0,0.6280822601577318,0.8704220382409037,0.9020447504836606,0.9270166892028122,0.9331481491547194,0.9757308959960938,0.9813239773114523,0.9617846661465345,0.9705433975375151,90.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radnear-az090,ellow-radmid-az315,elmid-radnear-az090,2,2,0.32262905162064826,1.0,0.47561397440332065,0.8275167482730245,0.878323865511104,0.8210407806231144,0.8779846930089502,0.9668019562959671,0.9699918329715729,0.9362303932461034,0.9413716280611855,135.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radnear-az135,ellow-radmid-az315,elmid-radnear-az135,9,9,0.3613019025025277,0.9366498316498316,0.5059632169176568,0.7850809547816622,0.8643283184699078,0.8582124559949451,0.93123355250034,0.9704782002502017,0.9748578601413302,0.9426137502756468,0.9568408755659014,180.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radnear-az180,ellow-radmid-az315,elmid-radnear-az180,2,2,0.3276083055626762,0.7973856209150327,0.44432432432432434,0.7542406995587957,0.9503125000745059,0.8855654805122564,0.96875,0.97469761967659,0.9813880920410156,0.949203571591358,0.9622468844009795,135.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radnear-az225,ellow-radmid-az315,elmid-radnear-az225,5,5,0.5172952047952049,0.9735042735042736,0.653748512357208,0.876611257954953,0.9268285753233092,0.940166668539246,0.9770000014603137,0.9704841256141663,0.9758277535438538,0.9515509224795948,0.9616539618812212,90.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radnear-az270,ellow-radmid-az315,elmid-radnear-az270,5,5,0.3269259054973341,0.9208333333333334,0.45889097931785683,0.7923207014531884,0.9010821676247647,0.831641342523245,0.9133873502552532,0.9699381709098815,0.9719346046447754,0.9441828343141125,0.9479619895771407,45.0,1.0,1.0,1.0
ellow-radmid-az315 + elmid-radnear-az315,ellow-radmid-az315,elmid-radnear-az315,5,5,0.41960811118705854,0.9882352941176471,0.5713153153153153,0.8625473981172564,0.9143571459885154,0.9589062500000001,0.9800000000000001,0.9477883696556091,0.9556052327156067,0.91340396677375,0.9310079825435935,0.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radfar-az000,ellow-radnear-az000,elhigh-radfar-az000,5,5,0.5336293436293437,0.96,0.6592915080416424,0.8045233336014943,0.9001076328431006,0.8635531545781632,0.9425000000000001,0.9628927290439606,0.9730713248252869,0.9046036505886572,0.9446686278224853,0.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radfar-az045,ellow-radnear-az000,elhigh-radfar-az045,8,8,0.49658705587498153,0.9411764705882353,0.6335115493616553,0.8541401455487155,0.9216004492313202,0.9282211737643934,0.9783333343019088,0.9520167857408524,0.9606055244803429,0.9193217115905459,0.9408124443496133,45.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radfar-az090,ellow-radnear-az000,elhigh-radfar-az090,8,8,0.4409716420681333,0.8904586404586404,0.5554448447443587,0.8137951423187069,0.9371288561077794,0.7557178755821635,0.9549635420652727,0.8789885826408863,0.9547687619924545,0.7954751683770953,0.9210898444884674,90.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radfar-az135,ellow-radnear-az000,elhigh-radfar-az135,5,5,0.5073259349346306,0.932,0.646034233580862,0.8443786199105772,0.9315393975034805,0.8563172517685131,0.9582227387215765,0.8684175312519073,0.9665804862976074,0.8492318298444961,0.9531773432658696,135.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radfar-az180,ellow-radnear-az000,elhigh-radfar-az180,5,5,0.5358434690639873,0.8881091617933723,0.6461455338554576,0.8096841400320928,0.9285432303226617,0.9109931750179527,0.9800000000000001,0.9606081783771515,0.9658317804336548,0.9365532354931375,0.9436771069708186,180.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radfar-az225,ellow-radnear-az000,elhigh-radfar-az225,6,6,0.36919545735252024,0.8131193972391794,0.49088937760637713,0.7063939222738659,0.8274944805159218,0.8585633364513877,0.9192508453494471,0.9523789385954539,0.9642612834771475,0.9244922827101739,0.9464381462360709,135.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radfar-az270,ellow-radnear-az000,elhigh-radfar-az270,2,2,0.48071912454403337,0.858974358974359,0.60625,0.8053537688519075,0.9008321624646909,0.9132812541443854,1.0,0.9698927402496338,0.9769302904605865,0.9410032013910561,0.9534983432923898,90.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radfar-az315,ellow-radnear-az000,elhigh-radfar-az315,8,8,0.4077209249084249,0.8596611721611722,0.5261427926520015,0.7511794237837208,0.8850883332350107,0.8862011712823789,0.9624795753146625,0.9516171813011169,0.9566542059183121,0.9086013357861493,0.9298075428964916,45.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radmid-az000,ellow-radnear-az000,elhigh-radmid-az000,6,6,0.4109605911330049,0.9703525641025642,0.5704478157120231,0.817211381016547,0.9065868482403832,0.8707312291835216,0.9740069150623248,0.9442230264345804,0.9575022459030151,0.8839487036696534,0.931264039838482,0.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radmid-az045,ellow-radnear-az000,elhigh-radmid-az045,7,7,0.33066873582396256,0.9479853479853481,0.4846736036413618,0.8062890893165238,0.9414978011403046,0.8200879884875987,0.956547619083098,0.9324410344873156,0.9419910652296883,0.8511417584537736,0.9025015156435627,45.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radmid-az090,ellow-radnear-az000,elhigh-radmid-az090,3,3,0.6163419913419913,1.0,0.74640522875817,0.8427947590018933,0.8806349234282971,0.7361111111938953,0.9722222223877907,0.7700235446294149,0.9441165526707967,0.7150003146066789,0.9227042720121984,90.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radmid-az135,ellow-radnear-az000,elhigh-radmid-az135,5,5,0.5833191247513498,1.0,0.713845050215208,0.8836921330892821,0.9282833349088829,0.780277777918511,0.9405555558370219,0.8059025585651398,0.9251150131225586,0.7360695338375447,0.8817108915930966,135.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radmid-az180,ellow-radnear-az000,elhigh-radmid-az180,6,6,0.3681998429383208,0.8848484848484848,0.5044839017146022,0.774453165786858,0.9160211549612902,0.7345529928927729,0.9031712969362874,0.8596897572278976,0.9353940586249033,0.7983569287275772,0.8891354831395363,180.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radmid-az225,ellow-radnear-az000,elhigh-radmid-az225,5,5,0.41766108308746547,0.9257142857142856,0.5608513708513708,0.7700687048912731,0.9340620523076207,0.8272610976733228,0.97875,0.860450130701065,0.9663198590278625,0.8123153971027055,0.939847175694726,135.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radmid-az270,ellow-radnear-az000,elhigh-radmid-az270,4,4,0.6476016243818101,0.9833333333333334,0.7551051051051051,0.8550839519808072,0.9535976095309044,0.8296875,0.925,0.8278722241520882,0.9344454258680344,0.7873659586739872,0.8807670286720883,90.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radmid-az315,ellow-radnear-az000,elhigh-radmid-az315,4,4,0.36942276910764305,0.7935030395136778,0.4900279477948727,0.721751525846972,0.872203374654587,0.8649277035997234,0.975,0.9705229178071022,0.9769860357046127,0.9436936764305339,0.957839000073311,45.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radnear-az000,ellow-radnear-az000,elhigh-radnear-az000,7,7,0.5746159081063774,0.8744155844155844,0.6560809381424298,0.8117698369762889,0.8959488398346906,0.8739960969040591,0.9291052293448644,0.9607546201774052,0.9674995371273586,0.9383608256709801,0.9500748592178146,0.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radnear-az045,ellow-radnear-az000,elhigh-radnear-az045,2,2,0.3336710259716338,0.7880978865406006,0.4666666666666667,0.7310150600938072,0.9431818195853872,0.8569583349594225,0.9262500000186265,0.9508573114871979,0.9528400301933289,0.9104537612679655,0.9188525649991774,45.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radnear-az090,ellow-radnear-az000,elhigh-radnear-az090,4,4,0.3883838383838384,0.9,0.5250879839115133,0.7157869699473698,0.7932843141257763,0.8093229168676771,0.875,0.9333053678274155,0.9517020285129547,0.859782534050864,0.8916509939008987,90.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radnear-az135,ellow-radnear-az000,elhigh-radnear-az135,6,6,0.550816912676095,0.9265793010752689,0.676442226301547,0.7929159189899043,0.8939129826302752,0.9035231488892049,0.9749629636876009,0.9485703309377035,0.9604517618815104,0.9121122009853373,0.9373802364007435,135.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radnear-az180,ellow-radnear-az000,elhigh-radnear-az180,8,8,0.36161059283921493,0.9507936507936507,0.5111636923374728,0.8496576335904558,0.9522625553074713,0.8098202931521576,0.9634375001303852,0.8321204967796803,0.9592544585466385,0.8036509922303707,0.9280998373722982,180.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radnear-az225,ellow-radnear-az000,elhigh-radnear-az225,5,5,0.5331282979044174,0.8619047619047618,0.6170292397660819,0.7467672647923653,0.893888889965084,0.8581527779799781,0.9288888891206847,0.8969062864780426,0.9272849440574646,0.8341499735836411,0.8692347505124118,135.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radnear-az270,ellow-radnear-az000,elhigh-radnear-az270,1,1,0.6,1.0,0.75,0.958333333581686,1.0,1.0,1.0,0.979740172624588,0.9799546599388123,0.9679559676562697,0.9710712911851971,90.0,1.0,1.0,1.0
ellow-radnear-az000 + elhigh-radnear-az315,ellow-radnear-az000,elhigh-radnear-az315,6,6,0.4330111361361362,0.9004629629629629,0.5511138971403872,0.8126528497470358,0.8925528071531361,0.8731024060322747,0.9401960795319159,0.9490974396467209,0.960303415854772,0.9140389107919585,0.9356809323467802,45.0,1.0,1.0,1.0
ellow-radnear-az000 + ellow-radfar-az000,ellow-radnear-az000,ellow-radfar-az000,8,8,0.4179001879547996,0.8655475522205675,0.5440749088733562,0.7217174091898906,0.7875061790365158,0.8520101284979136,0.9278628481754826,0.8844996765255928,0.9534881711006165,0.8539739740143064,0.9272149832075347,0.0,1.0,1.0,1.0
ellow-radnear-az000 + ellow-radfar-az045,ellow-radnear-az000,ellow-radfar-az045,3,3,0.21322522486472548,0.7601874320140575,0.33069908814589666,0.5251165618608705,0.6593216181185023,0.6122010362024043,0.8052579371258616,0.7716314792633057,0.9091143608093262,0.655868582174436,0.7787939381964945,45.0,1.0,1.0,1.0
ellow-radnear-az000 + ellow-radfar-az090,ellow-radnear-az000,ellow-radfar-az090,5,5,0.23416569231977347,0.7155011655011656,0.346220934596833,0.5778903283013216,0.6984745980787299,0.6160535728298128,0.8287619050592184,0.8478709936141968,0.9563960194587707,0.795897762796016,0.9061292720489043,90.0,1.0,1.0,1.0
ellow-radnear-az000 + ellow-radfar-az135,ellow-radnear-az000,ellow-radfar-az135,6,6,0.3742558915520872,0.8345899470899472,0.5065288979371666,0.675748032910119,0.8284474192405978,0.7016422817947437,0.9079950145273297,0.8300468573967615,0.9305419226487478,0.7470459053299315,0.8791229603961993,135.0,1.0,1.0,1.0
ellow-radnear-az000 + ellow-radfar-az180,ellow-radnear-az000,ellow-radfar-az180,5,5,0.28857324901791703,0.8874373992021051,0.4341440118059209,0.7167744377408207,0.8549832109376798,0.7147128865465845,0.8555555556714534,0.864483118057251,0.9688117742538452,0.8103668541252329,0.8896090511773884,180.0,1.0,1.0,1.0
ellow-radnear-az000 + ellow-radfar-az225,ellow-radnear-az000,ellow-radfar-az225,2,2,0.20168881506090808,0.7767676767676768,0.3159203980099502,0.5942114908552142,0.7238684326728679,0.7513333366182114,0.9026666682610909,0.9060911238193512,0.9398609697818756,0.808160196080066,0.90583410953443,135.0,1.0,1.0,1.0
ellow-radnear-az000 + ellow-radfar-az270,ellow-radnear-az000,ellow-radfar-az270,5,5,0.33221234959594936,0.7085020458047718,0.43594914151809183,0.5437094895136696,0.6945311298895176,0.4772194311115851,0.6679166667535901,0.6330767273902893,0.7420965194702148,0.5630815081558378,0.6844025209249267,90.0,0.8,0.8,1.0
ellow-radnear-az000 + ellow-radfar-az315,ellow-radnear-az000,ellow-radfar-az315,7,7,0.3633132102894849,0.8455397543632838,0.49163667503996644,0.678055892191281,0.7604768695244845,0.7829581360688013,0.9210084042911019,0.898411329303469,0.9693063497543335,0.8771167849985692,0.9518036284190424,45.0,1.0,1.0,1.0
ellow-radnear-az000 + ellow-radmid-az000,ellow-radnear-az000,ellow-radmid-az000,9,9,0.3066883213131846,0.8397207195968807,0.4469134985824049,0.6636134848917612,0.7020928785033402,0.7218212165584446,0.8151147285255731,0.8999774158000946,0.9642379151450263,0.8565971839803402,0.9344706303559734,0.0,1.0,1.0,1.0
ellow-radnear-az000 + ellow-radmid-az045,ellow-radnear-az000,ellow-radmid-az045,10,10,0.2803576651334224,0.810199097755044,0.41087957045032397,0.6080547771866082,0.7075308353584318,0.6973930892602722,0.8283130269210254,0.8805870831012725,0.9423236846923828,0.8151299184834349,0.8907390442713201,45.0,1.0,1.0,1.0
ellow-radnear-az000 + ellow-radmid-az090,ellow-radnear-az000,ellow-radmid-az090,3,3,0.5,0.954954954954955,0.6492898913951546,0.821589241155308,0.8401043384219461,0.8875925938150396,0.9481481485344746,0.9119758903980255,0.9231900771458944,0.8650678118872529,0.8887136884115941,90.0,1.0,1.0,1.0
ellow-radnear-az000 + ellow-radmid-az135,ellow-radnear-az000,ellow-radmid-az135,6,6,0.3438321126054558,0.7787834119116153,0.469601509169161,0.6677698872178869,0.8180385595736787,0.6780672295681262,0.8950000005463759,0.8658027847607931,0.9504497845967611,0.8197898579958144,0.9058533321155581,135.0,1.0,1.0,1.0
ellow-radnear-az000 + ellow-radmid-az180,ellow-radnear-az000,ellow-radmid-az180,6,6,0.28318389206070366,0.7671233704567038,0.40918212728987124,0.7258062043951483,0.9453924177447744,0.643884017816705,0.9466145840783914,0.803192620476087,0.9612693190574646,0.7838562625266521,0.939712902456467,180.0,1.0,1.0,1.0
ellow-radnear-az000 + ellow-radmid-az225,ellow-radnear-az000,ellow-radmid-az225,6,6,0.21971640243322157,0.7498966769800104,0.33680032250470865,0.6033036384582099,0.7619766092913683,0.707945488676584,0.8224264706795413,0.9013475825389227,0.9407310287157694,0.7969125694171142,0.8655813664423739,135.0,1.0,1.0,1.0
ellow-radnear-az000 + ellow-radmid-az270,ellow-radnear-az000,ellow-radmid-az270,7,7,0.32973810413304533,0.8531292517006802,0.4675078658122794,0.7450738373749767,0.8378491264238421,0.7203688388643884,0.7978192662054198,0.8227956295013428,0.8264454262597221,0.7768527374218254,0.802805050465509,90.0,0.8571428571428571,0.8571428571428571,1.0
ellow-radnear-az000 + ellow-radmid-az315,ellow-radnear-az000,ellow-radmid-az315,5,5,0.515631313131313,0.8953316953316953,0.6192833650831984,0.7465397191399846,0.7831661219435128,0.9095037457401659,0.9888888891206846,0.9475004315376282,0.9550431370735168,0.891041337336057,0.9296893151066818,45.0,1.0,1.0,1.0
ellow-radnear-az000 + ellow-radnear-az045,ellow-radnear-az000,ellow-radnear-az045,4,4,0.2690900876479624,0.8214285714285714,0.4016371748336358,0.6741016378280507,0.8540863018040483,0.8184849913868384,0.9175947006836985,0.9788932502269745,0.9825777113437653,0.9599822680283658,0.9696752139306284,45.0,1.0,1.0,1.0
ellow-radnear-az000 + ellow-radnear-az090,ellow-radnear-az000,ellow-radnear-az090,8,8,0.1784284466177147,0.6534204337329338,0.2774544465962464,0.4986332310534555,0.6545258122728722,0.7182757663086687,0.8306712984805926,0.9502778276801109,0.956946462392807,0.896507905091483,0.9242764356441904,90.0,1.0,1.0,1.0
ellow-radnear-az000 + ellow-radnear-az135,ellow-radnear-az000,ellow-radnear-az135,8,8,0.42077723825149854,0.8835428611243829,0.5529785550379502,0.7954147529095501,0.9402434454728649,0.841388890591657,0.9875,0.9067583791911602,0.9688295423984528,0.8822104759708036,0.949590163013645,135.0,1.0,1.0,1.0
ellow-radnear-az000 + ellow-radnear-az180,ellow-radnear-az000,ellow-radnear-az180,3,3,0.2093869826110263,0.9049953314659197,0.33877233877233875,0.7328865027135715,0.9076875215351646,0.9564814816384266,1.0,0.9727979302406311,0.9739951292673746,0.9571119447153015,0.9621304491544578,180.0,1.0,1.0,1.0
ellow-radnear-az000 + ellow-radnear-az225,ellow-radnear-az000,ellow-radnear-az225,6,6,0.246222344063699,0.7362193362193362,0.3625953006155242,0.6696512142535175,0.8951812183601122,0.8689698123324684,0.967129629864185,0.9525839587052664,0.9619958400726318,0.9189985298032518,0.927999754732611,135.0,1.0,1.0,1.0
ellow-radnear-az000 + ellow-radnear-az270,ellow-radnear-az000,ellow-radnear-az270,6,6,0.3338596884735959,0.8227513227513228,0.46269991433862384,0.7154220969955173,0.8455211266190098,0.8323033413472024,0.8797685218492041,0.963659942150116,0.9720097382863363,0.9350701574969363,0.9473507689256083,90.0,1.0,1.0,1.0
ellow-radnear-az000 + ellow-radnear-az315,ellow-radnear-az000,ellow-radnear-az315,5,5,0.3868582492266703,0.8701754385964913,0.530321560135553,0.7019360386447644,0.8011865505621072,0.6995833352891108,0.8376388891206847,0.8613932609558106,0.9616794109344482,0.7679708998148517,0.8694708405788418,45.0,1.0,1.0,1.0
ellow-radnear-az000 + elmid-radfar-az000,ellow-radnear-az000,elmid-radfar-az000,8,8,0.39907595810540186,0.904234544695071,0.5286482125115021,0.8023908306200249,0.8894291136471121,0.8959788785298691,0.9382484244648367,0.9620919302105904,0.9672353491187096,0.9346436566199192,0.9451499336630969,0.0,1.0,1.0,1.0
ellow-radnear-az000 + elmid-radfar-az045,ellow-radnear-az000,elmid-radfar-az045,7,7,0.4319480379272783,0.9285134508348794,0.571391387462816,0.8124113031093385,0.8936575017479677,0.8414101360635622,0.9010369687278754,0.932221783058984,0.9443184733390808,0.8687607056846256,0.908299466734624,45.0,1.0,1.0,1.0
ellow-radnear-az000 + elmid-radfar-az090,ellow-radnear-az000,elmid-radfar-az090,9,9,0.45324580118865687,0.8768602693602694,0.5756680160078976,0.7385603057715606,0.8816785791018567,0.6978553302328715,0.8468236461540477,0.85921377936999,0.9166390895843506,0.7689908752687621,0.8536645273096235,90.0,1.0,1.0,1.0
ellow-radnear-az000 + elmid-radfar-az135,ellow-radnear-az000,elmid-radfar-az135,7,7,0.26676525804691903,0.8185674478777927,0.39942453686577145,0.6729985429011291,0.7795511001878964,0.7400100632206714,0.8329131653798478,0.923251075404031,0.9444687792233059,0.8299183524171784,0.864331309931577,135.0,1.0,1.0,1.0
ellow-radnear-az000 + elmid-radfar-az180,ellow-radnear-az000,elmid-radfar-az180,1,1,0.24242424242424243,0.6666666666666666,0.35555555555555557,0.5078300941988064,0.7,0.5268750003073364,0.7,0.8339393734931946,0.8893221616744995,0.6830642173686101,0.723330888720497,180.0,1.0,1.0,1.0
ellow-radnear-az000 + elmid-radfar-az225,ellow-radnear-az000,elmid-radfar-az225,5,5,0.34495354041201126,0.7801801801801801,0.46720306981773224,0.6683307836689119,0.7970196814412454,0.8367634782445862,0.9164117648452521,0.9388253271579743,0.9523300886154175,0.9100242699762007,0.927860199557297,135.0,1.0,1.0,1.0
ellow-radnear-az000 + elmid-radfar-az270,ellow-radnear-az000,elmid-radfar-az270,6,6,0.5878877670471173,0.9814814814814815,0.6962174940898346,0.8615132867189552,0.9564784747320565,0.9207812503601115,0.9423958338797093,0.956914484500885,0.9650740027427673,0.9265970285717581,0.9443229058068509,90.0,1.0,1.0,1.0
ellow-radnear-az000 + elmid-radfar-az315,ellow-radnear-az000,elmid-radfar-az315,2,2,0.19366281387006776,0.671978021978022,0.29648045237398846,0.5093411175071889,0.7184944859155052,0.8589649176364927,0.9526666682610909,0.9496717602014542,0.9550962150096893,0.9176580158243279,0.9381640057641469,45.0,1.0,1.0,1.0
ellow-radnear-az000 + elmid-radmid-az000,ellow-radnear-az000,elmid-radmid-az000,4,4,0.5546022727272727,0.9539215686274509,0.6746647676626749,0.8778530514096556,0.9383516341488856,0.8866065601404343,0.961309523973614,0.9401610121130943,0.9477584511041641,0.8949313821325342,0.920931478817792,0.0,1.0,1.0,1.0
ellow-radnear-az000 + elmid-radmid-az045,ellow-radnear-az000,elmid-radmid-az045,4,4,0.560515873015873,1.0,0.6873827392120075,0.9256008691246828,0.971428572700492,0.79453125,1.0,0.8469736203551292,0.9702008813619614,0.7930828709059079,0.9527853575280716,45.0,1.0,1.0,1.0
ellow-radnear-az000 + elmid-radmid-az090,ellow-radnear-az000,elmid-radmid-az090,3,3,0.5158730158730159,1.0,0.6567251461988305,0.9053033853522304,0.9494047631110464,0.7567129655775648,0.9333333333333332,0.7896007100741068,0.9306431214014689,0.7606457476074558,0.8841021710550384,90.0,1.0,1.0,1.0
ellow-radnear-az000 + elmid-radmid-az135,ellow-radnear-az000,elmid-radmid-az135,2,2,0.2861788617886179,0.7833333333333333,0.40619307832422585,0.7672848353129247,0.9114535990803304,0.8976070595847935,0.9091847071309627,0.9515133053064346,0.9662339091300964,0.9351112796091794,0.9436637464140318,135.0,1.0,1.0,1.0
ellow-radnear-az000 + elmid-radmid-az180,ellow-radnear-az000,elmid-radmid-az180,5,5,0.4423611111111111,0.9451082251082251,0.5973387849442359,0.8063497345546604,0.9089558399968876,0.9203333338350058,0.9454166670143603,0.9481061697006226,0.9615302562713623,0.9152053036699428,0.940748445522442,180.0,1.0,1.0,1.0
ellow-radnear-az000 + elmid-radmid-az225,ellow-radnear-az000,elmid-radmid-az225,6,6,0.4394997073604883,0.903030303030303,0.5821403812044765,0.8152407495133542,0.8963332748792961,0.8555147064326246,0.9770833333333333,0.8722467571496964,0.9567614297072092,0.8382432950722567,0.9319792601842151,135.0,1.0,1.0,1.0
