scene_key,file_name,image_id,target_class,viewpoint,elevation,radius,azimuth,precision,recall,f1,ap50,ap50_95,tp,fp,fn,num_gt,num_pred,target_visible,target_detected,target_precision,target_recall,target_f1,target_ap50,target_ap50_95,target_best_iou,target_match_confidence_iou50,target_match_iou_at_confidence_iou50,target_strict_quality_iou50,target_tp,target_fp,target_fn
S0-SM_container_22,S0-SM_container_22-ellow-radfar-az090.png,352,container,ellow-radfar-az090,low,far,90,0.4444444444444444,1.0,0.6153846153846153,1.0,0.9505555558949709,8,10,0,8,18,1,1,0.5714285714285714,1.0,0.7272727272727273,1.0,0.9488095246255398,0.9656675457954407,0.9669368863105774,0.951818585395813,0.9203484992951658,4,3,0
S0-SM_container_22,S0-SM_container_22-ellow-radmid-az180.png,353,container,ellow-radmid-az180,low,mid,180,0.34375,0.9166666666666666,0.5,0.7358019203781692,0.6697338149350518,11,21,1,12,32,1,1,0.5,1.0,0.6666666666666666,0.7916666716337204,0.7796875044703484,0.979594349861145,0.9611696600914001,0.979594349861145,0.9415563682834929,4,4,0
S0-SM_container_22,S0-SM_container_22-ellow-radnear-az000.png,354,container,ellow-radnear-az000,low,near,0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S0-SM_container_22,S0-SM_container_22-ellow-radnear-az135.png,355,container,ellow-radnear-az135,low,near,135,0.8571428571428571,1.0,0.923076923076923,1.0,0.957142852601551,6,1,0,6,7,1,1,1.0,1.0,1.0,1.0,1.0,0.9903908967971802,0.9702191352844238,0.9903908967971802,0.9608961994841252,3,0,0
S0-SM_container_22,S0-SM_container_22-elmid-radmid-az045.png,356,container,elmid-radmid-az045,mid,mid,45,1.0,1.0,1.0,1.0,0.9859375,8,0,0,8,8,1,1,1.0,1.0,1.0,1.0,1.0,0.9854126572608948,0.9751936793327332,0.9774287343025208,0.9531823236900117,3,0,0
S0-SM_container_22,S0-SM_container_22-elmid-radnear-az045.png,357,container,elmid-radnear-az045,mid,near,45,0.3684210526315789,1.0,0.5384615384615384,1.0,0.9143692621113164,7,12,0,7,19,1,1,1.0,1.0,1.0,1.0,1.0,0.9892536401748657,0.9756197929382324,0.9892536401748657,0.9651354315907952,3,0,0
S0-SM_container_22,S0-SM_container_22-elmid-radnear-az090.png,358,container,elmid-radnear-az090,mid,near,90,0.7777777777777778,1.0,0.8750000000000001,1.0,0.9619047647430783,7,2,0,7,9,1,1,1.0,1.0,1.0,1.0,1.0,0.9950907230377197,0.9734627604484558,0.985356867313385,0.9592082160817306,3,0,0
S0-SM_container_23,S0-SM_container_23-elhigh-radmid-az045.png,359,container,elhigh-radmid-az045,high,mid,45,0.45,1.0,0.6206896551724138,1.0,0.9461111143893666,9,11,0,9,20,1,1,1.0,1.0,1.0,1.0,0.984375,0.9887358546257019,0.9635414481163025,0.9774218201637268,0.9417864360210295,4,0,0
S0-SM_container_23,S0-SM_container_23-elhigh-radnear-az315.png,360,container,elhigh-radnear-az315,high,near,315,0.6428571428571429,0.9,0.75,0.932142840538706,0.9164285555907657,9,5,1,10,14,1,1,1.0,1.0,1.0,1.0,0.984375,0.9815861582756042,0.9634881615638733,0.9714387059211731,0.9359696928399792,4,0,0
S0-SM_container_23,S0-SM_container_23-ellow-radmid-az270.png,361,container,ellow-radmid-az270,low,mid,270,1.0,1.0,1.0,1.0,0.9666666686534882,3,0,0,3,3,1,1,1.0,1.0,1.0,1.0,1.0,0.9754489660263062,0.9542686939239502,0.9754489660263062,0.9308404107993908,1,0,0
S0-SM_container_23,S0-SM_container_23-ellow-radnear-az045.png,362,container,ellow-radnear-az045,low,near,45,0.25,1.0,0.4,0.9821428582072258,0.8081632742848324,7,21,0,7,28,1,1,0.42857142857142855,1.0,0.6,1.0,0.82857144006661,0.9873964190483093,0.9813149571418762,0.9854636788368225,0.9670502477626322,3,4,0
S0-SM_container_23,S0-SM_container_23-ellow-radnear-az135.png,363,container,ellow-radnear-az135,low,near,135,0.8571428571428571,1.0,0.923076923076923,1.0,0.957142852601551,6,1,0,6,7,1,1,1.0,1.0,1.0,1.0,1.0,0.9891850352287292,0.9701638221740723,0.9891850352287292,0.9596715346148983,3,0,0
S0-SM_container_23,S0-SM_container_23-elmid-radfar-az090.png,364,container,elmid-radfar-az090,mid,far,90,0.46153846153846156,1.0,0.631578947368421,1.0,0.9455128239133419,12,14,0,12,26,1,1,1.0,1.0,1.0,1.0,1.0,0.9881806969642639,0.9709511399269104,0.9863561987876892,0.9577036755868811,4,0,0
S0-SM_container_23,S0-SM_container_23-elmid-radfar-az270.png,365,container,elmid-radfar-az270,mid,far,270,0.6153846153846154,1.0,0.761904761904762,1.0,0.8710029995068908,16,10,0,16,26,1,1,0.6666666666666666,1.0,0.8,1.0,1.0,0.9812264442443848,0.973168671131134,0.9809067249298096,0.9545876940035356,4,2,0
S0-SM_container_23,S0-SM_container_23-elmid-radmid-az090.png,366,container,elmid-radmid-az090,mid,mid,90,0.6666666666666666,1.0,0.8,1.0,0.9842222231758966,10,5,0,10,15,1,1,1.0,1.0,1.0,1.0,1.0,0.9900669455528259,0.9772542715072632,0.9900669455528259,0.9675471516196481,4,0,0
S0-SM_container_23,S0-SM_container_23-elmid-radnear-az045.png,367,container,elmid-radnear-az045,mid,near,45,0.38095238095238093,1.0,0.5517241379310345,1.0,0.8174603180028498,8,13,0,8,21,1,1,0.5714285714285714,1.0,0.7272727272727273,1.0,0.9017857145518064,0.9953060150146484,0.9759348630905151,0.9953060150146484,0.9713538394964871,4,3,0
S0-SM_container_23,S0-SM_container_23-elmid-radnear-az090.png,368,container,elmid-radnear-az090,mid,near,90,1.0,1.0,1.0,1.0,0.953125,8,0,0,8,8,1,1,1.0,1.0,1.0,1.0,0.984375,0.9894992113113403,0.9725804924964905,0.9852593541145325,0.9582440278614861,4,0,0
S0-SM_container_23,S0-SM_container_23-elmid-radnear-az180.png,369,container,elmid-radnear-az180,mid,near,180,0.5833333333333334,1.0,0.7368421052631579,1.0,0.9464285746216774,7,5,0,7,12,1,1,0.6,1.0,0.7499999999999999,1.0,1.0,0.9858717322349548,0.9748942255973816,0.9858596920967102,0.9611089210742954,3,2,0
S0-SM_container_3,S0-SM_container_3-elhigh-radmid-az315.png,370,container,elhigh-radmid-az315,high,mid,315,0.35714285714285715,1.0,0.5263157894736842,1.0,0.8600000089406967,5,9,0,5,14,1,1,1.0,1.0,1.0,1.0,1.0,0.9750997424125671,0.9692416191101074,0.9750997424125671,0.9451072531298053,1,0,0
S0-SM_container_3,S0-SM_container_3-elhigh-radnear-az315.png,371,container,elhigh-radnear-az315,high,near,315,1.0,1.0,1.0,1.0,0.96875,4,0,0,4,4,1,1,1.0,1.0,1.0,1.0,1.0,0.9787161350250244,0.9755541682243347,0.9787161350250244,0.9547906050320734,1,0,0
S0-SM_container_3,S0-SM_container_3-ellow-radfar-az045.png,372,container,ellow-radfar-az045,low,far,45,0.35714285714285715,1.0,0.5263157894736842,1.0,0.7622857245079109,5,9,0,5,14,1,1,1.0,1.0,1.0,1.0,1.0,0.9593157172203064,0.9475535154342651,0.9593157172203064,0.9090029802634447,1,0,0
S0-SM_container_3,S0-SM_container_3-ellow-radmid-az225.png,373,container,ellow-radmid-az225,low,mid,225,0.2972972972972973,0.6875,0.41509433962264153,0.6584318708628416,0.3387861306546256,11,26,5,16,37,1,1,1.0,0.5,0.6666666666666666,0.75,0.75,0.982046902179718,0.9645494222640991,0.982046902179718,0.9472327721336953,1,0,1
S0-SM_container_3,S0-SM_container_3-ellow-radnear-az180.png,374,container,ellow-radnear-az180,low,near,180,0.09375,0.6,0.16216216216216214,0.6187500227242708,0.5787500193342566,3,29,2,5,32,1,1,0.16666666666666666,1.0,0.2857142857142857,1.0,1.0,0.9745288491249084,0.9734640121459961,0.9745288491249084,0.9486687634211535,1,5,0
S0-SM_container_3,S0-SM_container_3-elmid-radfar-az000.png,375,container,elmid-radfar-az000,mid,far,0,0.8571428571428571,1.0,0.923076923076923,1.0,0.8829365066710922,6,1,0,6,7,1,1,1.0,1.0,1.0,1.0,1.0,0.9741839170455933,0.9457756280899048,0.9741839170455933,0.9213594060188797,1,0,0
S0-SM_container_3,S0-SM_container_3-elmid-radfar-az180.png,376,container,elmid-radfar-az180,mid,far,180,1.0,1.0,1.0,1.0,0.9111111177338493,3,0,0,3,3,1,1,1.0,1.0,1.0,1.0,1.0,0.9829456210136414,0.9511910676956177,0.9829456210136414,0.9349690947386975,1,0,0
S0-SM_container_3,S0-SM_container_3-elmid-radfar-az315.png,377,container,elmid-radfar-az315,mid,far,315,0.5454545454545454,1.0,0.7058823529411764,1.0,0.833838382446104,6,5,0,6,11,1,1,1.0,1.0,1.0,1.0,1.0,0.9878641963005066,0.9658604264259338,0.9878641963005066,0.9541389338897197,1,0,0
S0-SM_container_3,S0-SM_container_3-elmid-radmid-az000.png,378,container,elmid-radmid-az000,mid,mid,0,0.8571428571428571,1.0,0.923076923076923,1.0,0.9654761911857695,6,1,0,6,7,1,1,1.0,1.0,1.0,1.0,1.0,0.9775528907775879,0.9600671529769897,0.9775528907775879,0.938516420733265,1,0,0
S0-SM_container_3,S0-SM_container_3-elmid-radmid-az090.png,379,container,elmid-radmid-az090,mid,mid,90,0.8,1.0,0.888888888888889,1.0,0.9125000007450581,4,1,0,4,5,1,1,1.0,1.0,1.0,1.0,1.0,0.9952175617218018,0.9661146402359009,0.9952175617218018,0.961494256599309,1,0,0
S0-SM_container_30,S0-SM_container_30-elhigh-radfar-az090.png,380,container,elhigh-radfar-az090,high,far,90,0.9166666666666666,1.0,0.9565217391304348,1.0,0.9818181835340731,11,1,0,11,12,1,1,1.0,1.0,1.0,1.0,0.984375,0.9711021780967712,0.9609389901161194,0.9711021780967712,0.9331699463198753,4,0,0
S0-SM_container_30,S0-SM_container_30-elhigh-radmid-az045.png,381,container,elhigh-radmid-az045,high,mid,45,0.4666666666666667,1.0,0.6363636363636364,1.0,0.9885714292951991,7,8,0,7,15,1,1,1.0,1.0,1.0,1.0,0.9777777794334623,0.9920434355735779,0.9625312685966492,0.9920434355735779,0.9548728265456141,3,0,0
S0-SM_container_30,S0-SM_container_30-elhigh-radmid-az135.png,382,container,elhigh-radmid-az135,high,mid,135,0.9,0.9,0.9,0.944999985694885,0.929749986618757,9,1,1,10,10,1,1,1.0,1.0,1.0,1.0,0.9777777794334623,0.9866114258766174,0.9658872485160828,0.9866114258766174,0.9529553954944951,3,0,0
S0-SM_container_30,S0-SM_container_30-elhigh-radmid-az180.png,383,container,elhigh-radmid-az180,high,mid,180,1.0,1.0,1.0,1.0,0.9808035716414452,8,0,0,8,8,1,1,1.0,1.0,1.0,1.0,1.0,0.9737303853034973,0.9767216444015503,0.9691655039787292,0.9466049247433617,3,0,0
S0-SM_container_30,S0-SM_container_30-elhigh-radmid-az315.png,384,container,elhigh-radmid-az315,high,mid,315,1.0,1.0,1.0,1.0,0.9918367352412671,7,0,0,7,7,1,1,1.0,1.0,1.0,1.0,0.9777777794334623,0.9710025787353516,0.9548020362854004,0.9710025787353516,0.9271152394148885,3,0,0
S0-SM_container_30,S0-SM_container_30-elhigh-radnear-az000.png,385,container,elhigh-radnear-az000,high,near,0,0.9,1.0,0.9473684210526316,1.0,0.9344444486167696,9,1,0,9,10,1,1,1.0,1.0,1.0,1.0,0.953125,0.9838796854019165,0.9685479998588562,0.9838796854019165,0.9529347013977869,4,0,0
S0-SM_container_30,S0-SM_container_30-elhigh-radnear-az090.png,386,container,elhigh-radnear-az090,high,near,90,0.5833333333333334,1.0,0.7368421052631579,1.0,0.9666666685115723,7,5,0,7,12,1,1,1.0,1.0,1.0,1.0,0.9777777794334623,0.9801879525184631,0.9703266620635986,0.9801879525184631,0.9511025041621934,3,0,0
S0-SM_container_30,S0-SM_container_30-ellow-radfar-az090.png,387,container,ellow-radfar-az090,low,far,90,0.3448275862068966,1.0,0.5128205128205129,1.0,0.8636015324411608,10,19,0,10,29,1,1,1.0,1.0,1.0,1.0,0.9385416671633721,0.9754559993743896,0.9419563412666321,0.9754559993743896,0.9188369642372862,4,0,0
S0-SM_container_30,S0-SM_container_30-ellow-radfar-az135.png,388,container,ellow-radfar-az135,low,far,135,0.3076923076923077,0.8888888888888888,0.4571428571428572,0.9059829122235632,0.8733618308421214,8,18,1,9,26,1,1,0.21428571428571427,1.0,0.35294117647058826,1.0,0.9690476209989616,0.9738149046897888,0.9533332586288452,0.9710791707038879,0.9257620701937341,3,11,0
S0-SM_container_30,S0-SM_container_30-ellow-radfar-az225.png,389,container,ellow-radfar-az225,low,far,225,0.25,0.8571428571428571,0.3870967741935483,0.8750000074505806,0.7458333429303907,6,18,1,7,24,1,1,0.5,1.0,0.6666666666666666,1.0,1.0,0.9922021627426147,0.9696546196937561,0.9888121485710144,0.9588062678711928,2,2,0
S0-SM_container_30,S0-SM_container_30-ellow-radnear-az180.png,390,container,ellow-radnear-az180,low,near,180,0.375,1.0,0.5454545454545454,1.0,0.9534374998634061,6,10,0,6,16,1,1,1.0,1.0,1.0,1.0,0.9625,0.9779961705207825,0.9723630547523499,0.9779961705207825,0.9509673439036881,2,0,0
S0-SM_container_30,S0-SM_container_30-elmid-radfar-az225.png,391,container,elmid-radfar-az225,mid,far,225,0.64,1.0,0.7804878048780487,0.9926470592617989,0.7867879944853484,16,9,0,16,25,1,1,1.0,1.0,1.0,1.0,1.0,0.9814343452453613,0.9665583372116089,0.9814343452453613,0.9486135488227205,3,0,0
S0-SM_container_30,S0-SM_container_30-elmid-radmid-az090.png,392,container,elmid-radmid-az090,mid,mid,90,0.5714285714285714,1.0,0.7272727272727273,1.0,0.9650252552963738,12,9,0,12,21,1,1,1.0,1.0,1.0,1.0,0.984375,0.9789658784866333,0.9714887142181396,0.9789658784866333,0.9510543025544109,4,0,0
S0-SM_container_30,S0-SM_container_30-elmid-radmid-az135.png,393,container,elmid-radmid-az135,mid,mid,135,0.47368421052631576,1.0,0.6428571428571429,1.0,0.9719298260253773,9,10,0,9,19,1,1,0.75,1.0,0.8571428571428571,1.0,0.9750000014901161,0.9815062880516052,0.970422089099884,0.9762889742851257,0.9474123859909547,3,1,0
S0-SM_container_30,S0-SM_container_30-elmid-radnear-az000.png,394,container,elmid-radnear-az000,mid,near,0,0.3333333333333333,0.8571428571428571,0.48,0.8809523887577511,0.8277777862099427,6,12,1,7,18,1,1,0.375,0.75,0.5,0.796875,0.7734375,0.9842609167098999,0.9779148101806641,0.9842609167098999,0.9625233275326082,3,5,1
S0-SM_container_30,S0-SM_container_30-elmid-radnear-az180.png,395,container,elmid-radnear-az180,mid,near,180,0.7142857142857143,1.0,0.8333333333333333,1.0,1.0,5,2,0,5,7,1,1,1.0,1.0,1.0,1.0,1.0,0.9862274527549744,0.9752420783042908,0.9845553636550903,0.9601798190566271,2,0,0
S0-SM_container_30,S0-SM_container_30-elmid-radnear-az315.png,396,container,elmid-radnear-az315,mid,near,315,0.8333333333333334,1.0,0.9090909090909091,1.0,1.0,5,1,0,5,6,1,1,1.0,1.0,1.0,1.0,1.0,0.9776062965393066,0.9704379439353943,0.9776062965393066,0.9487062443919001,2,0,0
S0-SM_container_4,S0-SM_container_4-elhigh-radfar-az090.png,397,container,elhigh-radfar-az090,high,far,90,0.5,1.0,0.6666666666666666,1.0,0.6500000141561031,3,3,0,3,6,1,1,1.0,1.0,1.0,1.0,1.0,0.9693239331245422,0.9512454867362976,0.9693239331245422,0.9220650165701976,1,0,0
S0-SM_container_4,S0-SM_container_4-elhigh-radmid-az000.png,398,container,elhigh-radmid-az000,high,mid,0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0.9717481732368469,0.9491668939590454,0.9717481732368469,0.9223511953015944,1,0,0
S0-SM_container_4,S0-SM_container_4-elhigh-radmid-az315.png,399,container,elhigh-radmid-az315,high,mid,315,0.25,1.0,0.4,1.0,1.0,1,3,0,1,4,1,1,1.0,1.0,1.0,1.0,1.0,0.9721882343292236,0.9686019420623779,0.9721882343292236,0.9416634118214802,1,0,0
S0-SM_container_4,S0-SM_container_4-elhigh-radnear-az000.png,400,container,elhigh-radnear-az000,high,near,0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0.966798722743988,0.9566817879676819,0.966798722743988,0.9249187306795896,1,0,0
S0-SM_container_4,S0-SM_container_4-elhigh-radnear-az315.png,401,container,elhigh-radnear-az315,high,near,315,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0.9769911766052246,0.971382200717926,0.9769911766052246,0.949031839212779,1,0,0
S0-SM_container_4,S0-SM_container_4-ellow-radfar-az225.png,402,container,ellow-radfar-az225,low,far,225,0.11290322580645161,0.5384615384615384,0.18666666666666668,0.43509001512531054,0.1835627671969877,7,55,6,13,62,1,1,0.07142857142857142,0.25,0.11111111111111112,0.276785715483129,0.276785715483129,0.9638632535934448,0.9527627229690552,0.9638632535934448,0.9183329780635034,1,13,3
S0-SM_container_4,S0-SM_container_4-ellow-radnear-az090.png,403,container,ellow-radnear-az090,low,near,90,0.6666666666666666,1.0,0.8,1.0,1.0,2,1,0,2,3,1,1,0.5,1.0,0.6666666666666666,1.0,1.0,0.9832444190979004,0.9626413583755493,0.9832444190979004,0.9465117432155807,1,1,0
S0-SM_container_4,S0-SM_container_4-elmid-radfar-az270.png,404,container,elmid-radfar-az270,mid,far,270,0.17142857142857143,1.0,0.2926829268292683,0.6375661412125853,0.36310949037657003,6,29,0,6,35,1,1,1.0,1.0,1.0,1.0,1.0,0.9555985331535339,0.9536051750183105,0.9555985331535339,0.9112637064551166,1,0,0
S0-SM_container_4,S0-SM_container_4-elmid-radfar-az315.png,405,container,elmid-radfar-az315,mid,far,315,0.3,1.0,0.4615384615384615,0.850168365922439,0.570942772511606,6,14,0,6,20,1,1,1.0,1.0,1.0,1.0,1.0,0.9650087356567383,0.9661536812782288,0.9650087356567383,0.9323467424204068,1,0,0
S0-SM_container_4,S0-SM_container_4-elmid-radnear-az270.png,406,container,elmid-radnear-az270,mid,near,270,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0.964056670665741,0.966925323009491,0.964056670665741,0.932170807682926,1,0,0
S0-SM_container_5,S0-SM_container_5-elhigh-radfar-az000.png,407,container,elhigh-radfar-az000,high,far,0,0.7777777777777778,1.0,0.8750000000000001,1.0,0.83650794465627,7,2,0,7,9,1,1,1.0,1.0,1.0,1.0,0.9541666671633721,0.9608001708984375,0.9537001252174377,0.9608001708984375,0.9163152432947754,4,0,0
S0-SM_container_5,S0-SM_container_5-elhigh-radmid-az225.png,408,container,elhigh-radmid-az225,high,mid,225,0.6363636363636364,1.0,0.7777777777777778,1.0,0.7675324821046419,7,4,0,7,11,1,1,1.0,1.0,1.0,1.0,0.984375,0.982864499092102,0.9674660563468933,0.9741062521934509,0.9424147342724503,4,0,0
S0-SM_container_5,S0-SM_container_5-elhigh-radnear-az135.png,409,container,elhigh-radnear-az135,high,near,135,1.0,1.0,1.0,1.0,0.8959183754969615,7,0,0,7,7,1,1,1.0,1.0,1.0,1.0,1.0,0.9893791675567627,0.9706713557243347,0.9809892177581787,0.9522181339522859,4,0,0
S0-SM_container_5,S0-SM_container_5-ellow-radfar-az315.png,410,container,ellow-radfar-az315,low,far,315,0.25,0.6666666666666666,0.36363636363636365,0.7083333507180214,0.4729166688863188,4,12,2,6,16,1,1,1.0,1.0,1.0,1.0,0.8625,0.9312204718589783,0.94437175989151,0.9312204718589783,0.8794183158564657,2,0,0
S0-SM_container_5,S0-SM_container_5-ellow-radmid-az045.png,411,container,ellow-radmid-az045,low,mid,45,0.7142857142857143,1.0,0.8333333333333333,1.0,0.9040000038232122,5,2,0,5,7,1,1,1.0,1.0,1.0,1.0,0.91875,0.9833781719207764,0.9686737656593323,0.9820323586463928,0.9512689828493173,4,0,0
S0-SM_container_5,S0-SM_container_5-ellow-radnear-az000.png,412,container,ellow-radnear-az000,low,near,0,0.36363636363636365,1.0,0.5333333333333333,0.9166666716337204,0.5791666682809591,4,7,0,4,11,1,1,1.0,1.0,1.0,1.0,0.9625,0.9891685843467712,0.984409511089325,0.9891685843467712,0.9737469625017248,2,0,0
S0-SM_container_5,S0-SM_container_5-ellow-radnear-az045.png,413,container,ellow-radnear-az045,low,near,45,0.4,1.0,0.5714285714285715,1.0,0.9600000001490117,4,6,0,4,10,1,1,0.375,1.0,0.5454545454545454,1.0,0.9486111135118538,0.9790931940078735,0.9733157157897949,0.9487881660461426,0.9234704329680881,3,5,0
S0-SM_container_5,S0-SM_container_5-elmid-radfar-az270.png,414,container,elmid-radfar-az270,mid,far,270,0.6363636363636364,1.0,0.7777777777777778,1.0,0.952759743423818,7,4,0,7,11,1,1,1.0,1.0,1.0,1.0,0.984375,0.9825483560562134,0.9619807600975037,0.9729679226875305,0.9359764218174398,4,0,0
S0-SM_container_5,S0-SM_container_5-elmid-radmid-az180.png,415,container,elmid-radmid-az180,mid,mid,180,0.5263157894736842,1.0,0.6896551724137931,1.0,0.8200657839053556,10,9,0,10,19,1,1,1.0,1.0,1.0,1.0,0.96875,0.9879653453826904,0.968868613243103,0.9767792224884033,0.9463707307370157,4,0,0
S0-SM_container_5,S0-SM_container_5-elmid-radmid-az225.png,416,container,elmid-radmid-az225,mid,mid,225,0.25,0.7142857142857143,0.37037037037037035,0.7500000149011612,0.7364285872025149,5,15,2,7,20,1,1,1.0,1.0,1.0,1.0,1.0,0.9917497038841248,0.9726242423057556,0.9917497038841248,0.9645998042972543,4,0,0
S0-SM_container_6,S0-SM_container_6-elhigh-radmid-az225.png,417,container,elhigh-radmid-az225,high,mid,225,0.8888888888888888,1.0,0.9411764705882353,1.0,0.8597222231328487,8,1,0,8,9,1,1,1.0,1.0,1.0,1.0,1.0,0.9870150685310364,0.9676371216773987,0.9710776209831238,0.9396507540934458,4,0,0
S0-SM_container_6,S0-SM_container_6-elhigh-radnear-az090.png,418,container,elhigh-radnear-az090,high,near,90,0.4666666666666667,1.0,0.6363636363636364,1.0,0.8685034102242011,7,8,0,7,15,1,1,1.0,1.0,1.0,1.0,1.0,0.97175532579422,0.9703073501586914,0.97175532579422,0.9429013351739854,4,0,0
S0-SM_container_6,S0-SM_container_6-ellow-radnear-az180.png,419,container,ellow-radnear-az180,low,near,180,0.27586206896551724,0.8888888888888888,0.42105263157894735,0.861479527398509,0.7344238239493371,8,21,1,9,29,1,1,0.5,1.0,0.6666666666666666,1.0,0.9796875,0.9870984554290771,0.973102867603302,0.9754302501678467,0.9491939735853379,4,4,0
S0-SM_container_6,S0-SM_container_6-elmid-radfar-az045.png,420,container,elmid-radfar-az045,mid,far,45,0.875,1.0,0.9333333333333333,1.0,0.9541666686889672,7,1,0,7,8,1,1,1.0,1.0,1.0,1.0,0.984375,0.9783454537391663,0.9684011936187744,0.9783454537391663,0.94743090517251,4,0,0
S0-SM_container_6,S0-SM_container_6-elmid-radnear-az135.png,421,container,elmid-radnear-az135,mid,near,135,0.46153846153846156,0.8571428571428571,0.6,0.8901098968236001,0.7780219923500176,6,7,1,7,13,1,1,1.0,1.0,1.0,1.0,1.0,0.9886609315872192,0.9758467674255371,0.983911395072937,0.9601467543150761,4,0,0
