scene_key,file_name,image_id,target_class,viewpoint,elevation,radius,azimuth,precision,recall,f1,ap50,ap50_95,tp,fp,fn,num_gt,num_pred,target_visible,target_detected,target_precision,target_recall,target_f1,target_ap50,target_ap50_95,target_best_iou,target_match_confidence_iou50,target_match_iou_at_confidence_iou50,target_strict_quality_iou50,target_tp,target_fp,target_fn
S0-SM_barrel_10,S0-SM_barrel_10-ellow-radfar-az000.png,12,barrel,ellow-radfar-az000,low,far,0,0.9230769230769231,1.0,0.9600000000000001,1.0,0.9190349011424601,12,1,0,12,13,1,1,1.0,1.0,1.0,1.0,0.7375,0.8623336553573608,0.8588598966598511,0.8465511798858643,0.7270688588740484,2,0,0
S0-SM_barrel_10,S0-SM_barrel_10-ellow-radfar-az180.png,13,barrel,ellow-radfar-az180,low,far,180,0.22413793103448276,0.7222222222222222,0.34210526315789475,0.7429358183452681,0.5355758579498773,13,45,5,18,58,1,1,1.0,0.5,0.6666666666666666,0.75,0.675,0.9080906510353088,0.81378573179245,0.9080906510353088,0.7389912149866511,1,0,1
S0-SM_barrel_10,S0-SM_barrel_10-ellow-radmid-az090.png,14,barrel,ellow-radmid-az090,low,mid,90,0.043478260869565216,1.0,0.08333333333333333,1.0,1.0,1,22,0,1,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S0-SM_barrel_10,S0-SM_barrel_10-ellow-radnear-az225.png,15,barrel,ellow-radnear-az225,low,near,225,0.2926829268292683,0.7741935483870968,0.42477876106194684,0.7883174390121646,0.4579121683371158,24,58,7,31,82,1,1,0.5,1.0,0.6666666666666666,1.0,0.93125,0.9706000089645386,0.9245221018791199,0.9305424094200134,0.8603070242446513,2,2,0
S0-SM_barrel_10,S0-SM_barrel_10-elmid-radfar-az225.png,16,barrel,elmid-radfar-az225,mid,far,225,0.34375,0.8461538461538461,0.4888888888888889,0.8725961614400148,0.7201920775016198,11,21,2,13,32,1,1,0.6666666666666666,1.0,0.8,1.0,0.7666666671633721,0.9314017295837402,0.8412536382675171,0.84870445728302,0.7139757125031991,2,1,0
S0-SM_barrel_10,S0-SM_barrel_10-elmid-radfar-az270.png,17,barrel,elmid-radfar-az270,mid,far,270,0.6470588235294118,1.0,0.7857142857142858,1.0,0.9177807578448464,11,6,0,11,17,1,1,0.6666666666666666,1.0,0.8,1.0,0.6333333343267441,0.859248161315918,0.8388461470603943,0.859248161315918,0.7207770094885859,2,1,0
S0-SM_barrel_10,S0-SM_barrel_10-elmid-radmid-az000.png,18,barrel,elmid-radmid-az000,mid,mid,0,1.0,1.0,1.0,1.0,0.9344697015755103,12,0,0,12,12,1,1,1.0,1.0,1.0,1.0,0.775,0.9016211628913879,0.8357794284820557,0.8278425335884094,0.6918937595956578,2,0,0
S0-SM_barrel_10,S0-SM_barrel_10-elmid-radmid-az180.png,19,barrel,elmid-radmid-az180,mid,mid,180,0.25,1.0,0.4,1.0,0.7612245048491323,7,21,0,7,28,1,1,0.3333333333333333,1.0,0.5,1.0,0.4,0.6939998865127563,0.8350694179534912,0.6939998865127563,0.5795380812899964,1,2,0
S0-SM_barrel_11,S0-SM_barrel_11-elhigh-radmid-az000.png,20,barrel,elhigh-radmid-az000,high,mid,0,0.8571428571428571,1.0,0.923076923076923,1.0,0.9166666685647911,12,2,0,12,14,1,1,1.0,1.0,1.0,1.0,0.775,0.9409624338150024,0.8297849297523499,0.8378462791442871,0.69523221588301,2,0,0
S0-SM_barrel_11,S0-SM_barrel_11-elhigh-radmid-az045.png,21,barrel,elhigh-radmid-az045,high,mid,45,1.0,1.0,1.0,1.0,0.9195985856803558,11,0,0,11,11,1,1,1.0,1.0,1.0,1.0,0.7,0.8467950820922852,0.8443724513053894,0.8217917084693909,0.6938982793427435,2,0,0
S0-SM_barrel_11,S0-SM_barrel_11-elhigh-radmid-az270.png,22,barrel,elhigh-radmid-az270,high,mid,270,0.75,1.0,0.8571428571428571,1.0,0.8640861753007453,12,4,0,12,16,1,1,0.6666666666666666,1.0,0.8,1.0,0.658333333581686,0.8040578961372375,0.8021827340126038,0.8040578961372375,0.6450013614277914,2,1,0
S0-SM_barrel_11,S0-SM_barrel_11-elhigh-radnear-az270.png,23,barrel,elhigh-radnear-az270,high,near,270,0.6666666666666666,1.0,0.8,1.0,0.8644166575471569,10,5,0,10,15,1,1,1.0,1.0,1.0,1.0,0.8375,0.9075838327407837,0.8096263408660889,0.8916817903518677,0.7219290651395056,2,0,0
S0-SM_barrel_11,S0-SM_barrel_11-ellow-radnear-az180.png,24,barrel,ellow-radnear-az180,low,near,180,0.36619718309859156,0.7878787878787878,0.5,0.7631259385351523,0.4564453563984762,26,45,7,33,71,1,1,0.2857142857142857,0.6666666666666666,0.4,0.71428573344435,0.6476190652166093,0.9794901609420776,0.8890083432197571,0.9794901609420776,0.8707749251791697,2,5,1
S0-SM_barrel_11,S0-SM_barrel_11-elmid-radmid-az000.png,25,barrel,elmid-radmid-az000,mid,mid,0,1.0,1.0,1.0,1.0,0.971900827751672,11,0,0,11,11,1,1,1.0,1.0,1.0,1.0,0.8,0.8999706506729126,0.8550662994384766,0.862471342086792,0.7374701788498896,2,0,0
S0-SM_barrel_11,S0-SM_barrel_11-elmid-radmid-az315.png,26,barrel,elmid-radmid-az315,mid,mid,315,0.631578947368421,1.0,0.7741935483870968,1.0,0.8864035172093857,12,7,0,12,19,1,1,1.0,1.0,1.0,1.0,0.8,0.8985548615455627,0.8327338695526123,0.8985548615455627,0.7482570668601483,2,0,0
S0-SM_barrel_12,S0-SM_barrel_12-elhigh-radmid-az000.png,27,barrel,elhigh-radmid-az000,high,mid,0,0.5833333333333334,1.0,0.7368421052631579,0.9821428582072258,0.8011904798181992,7,5,0,7,12,1,1,1.0,1.0,1.0,1.0,0.80625,0.94627445936203,0.8429327607154846,0.94627445936203,0.7976457424245886,4,0,0
S0-SM_barrel_12,S0-SM_barrel_12-elhigh-radmid-az180.png,28,barrel,elhigh-radmid-az180,high,mid,180,0.2916666666666667,0.875,0.43750000000000006,0.893229166045785,0.7778199407272041,7,17,1,8,24,1,1,1.0,1.0,1.0,1.0,0.826041667163372,0.9473592638969421,0.8380527496337891,0.9295235872268677,0.7789897981249396,4,0,0
