scene_key,target_class,viewpoint_1,viewpoint_2,viewpoint_pair,elevation_1,radius_1,azimuth_1,elevation_2,radius_2,azimuth_2,same_elevation,same_radius,azimuth_gap,precision,recall,f1,mean_ap50_95,best_ap50_95,mean_target_ap50_95,best_target_ap50_95,mean_target_match_confidence_iou50,best_target_match_confidence_iou50,mean_target_strict_quality_iou50,best_target_strict_quality_iou50,target_visible,target_detected,target_detected_given_visible,tp_sum,fp_sum,fn_sum
S0-SM_container_30,container,elmid-radnear-az180,elmid-radmid-az135,elmid-radnear-az180 + elmid-radmid-az135,mid,near,180,mid,mid,135,1,0,45,0.5384615384615384,1.0,0.7,0.9859649130126886,1.0,0.9875000007450581,1.0,0.9728320837020874,0.9752420783042908,0.9537961025237909,0.9601798190566271,1,1,1.0,14,12,0
S0-SM_container_30,container,elmid-radnear-az180,elmid-radfar-az225,elmid-radnear-az180 + elmid-radfar-az225,mid,near,180,mid,far,225,1,0,45,0.65625,1.0,0.7924528301886793,0.8933939972426742,1.0,1.0,1.0,0.9709002077579498,0.9752420783042908,0.9543966839396738,0.9601798190566271,1,1,1.0,21,11,0
S0-SM_container_30,container,elmid-radnear-az180,elhigh-radnear-az000,elmid-radnear-az180 + elhigh-radnear-az000,mid,near,180,high,near,0,0,1,180,0.8235294117647058,1.0,0.9032258064516129,0.9672222243083848,1.0,0.9765625,1.0,0.9718950390815735,0.9752420783042908,0.956557260227207,0.9601798190566271,1,1,1.0,14,3,0
S0-SM_container_30,container,elmid-radnear-az180,elhigh-radnear-az090,elmid-radnear-az180 + elhigh-radnear-az090,mid,near,180,high,near,90,0,1,90,0.631578947368421,1.0,0.7741935483870968,0.9833333342557862,1.0,0.9888888897167312,1.0,0.9727843701839447,0.9752420783042908,0.9556411616094103,0.9601798190566271,1,1,1.0,12,7,0
S0-SM_container_30,container,elmid-radnear-az180,elhigh-radmid-az045,elmid-radnear-az180 + elhigh-radmid-az045,mid,near,180,high,mid,45,0,0,135,0.5454545454545454,1.0,0.7058823529411765,0.9942857146475996,1.0,0.9888888897167312,1.0,0.96888667345047,0.9752420783042908,0.9575263228011206,0.9601798190566271,1,1,1.0,12,10,0
S0-SM_container_30,container,elmid-radnear-az180,elhigh-radmid-az135,elmid-radnear-az180 + elhigh-radmid-az135,mid,near,180,high,mid,135,0,0,45,0.8235294117647058,0.9333333333333333,0.875,0.9648749933093785,1.0,0.9888888897167312,1.0,0.9705646634101868,0.9752420783042908,0.9565676072755611,0.9601798190566271,1,1,1.0,14,3,1
S0-SM_container_30,container,elmid-radnear-az180,elhigh-radmid-az180,elmid-radnear-az180 + elhigh-radmid-az180,mid,near,180,high,mid,180,0,0,0,0.8666666666666667,1.0,0.9285714285714286,0.9904017858207226,1.0,1.0,1.0,0.9759818613529205,0.9767216444015503,0.9533923718999944,0.9601798190566271,1,1,1.0,13,2,0
S0-SM_container_30,container,elmid-radnear-az180,elhigh-radmid-az315,elmid-radnear-az180 + elhigh-radmid-az315,mid,near,180,high,mid,315,0,0,135,0.8571428571428571,1.0,0.9230769230769231,0.9959183676206336,1.0,0.9888888897167312,1.0,0.9650220572948456,0.9752420783042908,0.9436475292357578,0.9601798190566271,1,1,1.0,12,2,0
S0-SM_container_30,container,elmid-radnear-az180,elhigh-radfar-az090,elmid-radnear-az180 + elhigh-radfar-az090,mid,near,180,high,far,90,0,0,90,0.8421052631578947,1.0,0.9142857142857143,0.9909090917670366,1.0,0.9921875,1.0,0.9680905342102051,0.9752420783042908,0.9466748826882512,0.9601798190566271,1,1,1.0,16,3,0
S0-SM_container_30,container,elmid-radnear-az315,elmid-radmid-az090,elmid-radnear-az315 + elmid-radmid-az090,mid,near,315,mid,mid,90,1,0,135,0.6296296296296297,1.0,0.7727272727272727,0.9825126276481869,1.0,0.9921875,1.0,0.970963329076767,0.9714887142181396,0.9498802734731555,0.9510543025544109,1,1,1.0,17,10,0
S0-SM_container_30,container,elmid-radnear-az315,elmid-radmid-az135,elmid-radnear-az315 + elmid-radmid-az135,mid,near,315,mid,mid,135,1,0,180,0.56,1.0,0.717948717948718,0.9859649130126886,1.0,0.9875000007450581,1.0,0.9704300165176392,0.9704379439353943,0.9480593151914274,0.9487062443919001,1,1,1.0,14,11,0
S0-SM_container_30,container,elmid-radnear-az315,elmid-radfar-az225,elmid-radnear-az315 + elmid-radfar-az225,mid,near,315,mid,far,225,1,0,90,0.6774193548387096,1.0,0.8076923076923077,0.8933939972426742,1.0,1.0,1.0,0.9684981405735016,0.9704379439353943,0.9486598966073103,0.9487062443919001,1,1,1.0,21,10,0
S0-SM_container_30,container,elmid-radnear-az315,elhigh-radnear-az000,elmid-radnear-az315 + elhigh-radnear-az000,mid,near,315,high,near,0,0,1,45,0.875,1.0,0.9333333333333333,0.9672222243083848,1.0,0.9765625,1.0,0.9694929718971252,0.9704379439353943,0.9508204728948435,0.9529347013977869,1,1,1.0,14,2,0
S0-SM_container_30,container,elmid-radnear-az315,elhigh-radnear-az090,elmid-radnear-az315 + elhigh-radnear-az090,mid,near,315,high,near,90,0,1,135,0.6666666666666666,1.0,0.8,0.9833333342557862,1.0,0.9888888897167312,1.0,0.9703823029994965,0.9704379439353943,0.9499043742770468,0.9511025041621934,1,1,1.0,12,6,0
S0-SM_container_30,container,elmid-radnear-az315,elhigh-radmid-az045,elmid-radnear-az315 + elhigh-radmid-az045,mid,near,315,high,mid,45,0,0,90,0.5714285714285714,1.0,0.7272727272727273,0.9942857146475996,1.0,0.9888888897167312,1.0,0.9664846062660217,0.9704379439353943,0.9517895354687571,0.9548728265456141,1,1,1.0,12,9,0
S0-SM_container_30,container,elmid-radnear-az315,elhigh-radmid-az135,elmid-radnear-az315 + elhigh-radmid-az135,mid,near,315,high,mid,135,0,0,180,0.875,0.9333333333333333,0.9032258064516129,0.9648749933093785,1.0,0.9888888897167312,1.0,0.9681625962257385,0.9704379439353943,0.9508308199431976,0.9529553954944951,1,1,1.0,14,2,1
S0-SM_container_30,container,elmid-radnear-az315,elhigh-radmid-az180,elmid-radnear-az315 + elhigh-radmid-az180,mid,near,315,high,mid,180,0,0,135,0.9285714285714286,1.0,0.9629629629629629,0.9904017858207226,1.0,1.0,1.0,0.9735797941684723,0.9767216444015503,0.9476555845676309,0.9487062443919001,1,1,1.0,13,1,0
S0-SM_container_30,container,elmid-radnear-az315,elhigh-radmid-az315,elmid-radnear-az315 + elhigh-radmid-az315,mid,near,315,high,mid,315,0,0,0,0.9230769230769231,1.0,0.96,0.9959183676206336,1.0,0.9888888897167312,1.0,0.9626199901103973,0.9704379439353943,0.9379107419033943,0.9487062443919001,1,1,1.0,12,1,0
S0-SM_container_30,container,elmid-radnear-az315,elhigh-radfar-az090,elmid-radnear-az315 + elhigh-radfar-az090,mid,near,315,high,far,90,0,0,135,0.8888888888888888,1.0,0.9411764705882353,0.9909090917670366,1.0,0.9921875,1.0,0.9656884670257568,0.9704379439353943,0.9409380953558877,0.9487062443919001,1,1,1.0,16,2,0
S0-SM_container_30,container,elmid-radmid-az090,elmid-radmid-az135,elmid-radmid-az090 + elmid-radmid-az135,mid,mid,90,mid,mid,135,1,1,45,0.525,1.0,0.6885245901639344,0.9684775406608755,0.9719298260253773,0.9796875007450581,0.984375,0.9709554016590118,0.9714887142181396,0.9492333442726828,0.9510543025544109,1,1,1.0,21,19,0
S0-SM_container_30,container,elmid-radmid-az090,elmid-radfar-az225,elmid-radmid-az090 + elmid-radfar-az225,mid,mid,90,mid,far,225,1,0,135,0.6086956521739131,1.0,0.7567567567567568,0.8759066248908611,0.9650252552963738,0.9921875,1.0,0.9690235257148743,0.9714887142181396,0.9498339256885657,0.9510543025544109,1,1,1.0,28,18,0
S0-SM_container_30,container,elmid-radmid-az090,elhigh-radnear-az000,elmid-radmid-az090 + elhigh-radnear-az000,mid,mid,90,high,near,0,0,0,90,0.6774193548387096,1.0,0.8076923076923077,0.9497348519565717,0.9650252552963738,0.96875,0.984375,0.9700183570384979,0.9714887142181396,0.9519945019760989,0.9529347013977869,1,1,1.0,21,10,0
S0-SM_container_30,container,elmid-radmid-az090,elhigh-radnear-az090,elmid-radmid-az090 + elhigh-radnear-az090,mid,mid,90,high,near,90,0,0,0,0.5757575757575758,1.0,0.7307692307692307,0.9658459619039731,0.9666666685115723,0.9810763897167312,0.984375,0.9709076881408691,0.9714887142181396,0.9510784033583022,0.9511025041621934,1,1,1.0,19,14,0
S0-SM_container_30,container,elmid-radmid-az090,elhigh-radmid-az045,elmid-radmid-az090 + elhigh-radmid-az045,mid,mid,90,high,mid,45,0,1,45,0.5277777777777778,1.0,0.6909090909090909,0.9767983422957864,0.9885714292951991,0.9810763897167312,0.984375,0.9670099914073944,0.9714887142181396,0.9529635645500125,0.9548728265456141,1,1,1.0,19,17,0
S0-SM_container_30,container,elmid-radmid-az090,elhigh-radmid-az135,elmid-radmid-az090 + elhigh-radmid-az135,mid,mid,90,high,mid,135,0,1,45,0.6774193548387096,0.9545454545454546,0.7924528301886793,0.9473876209575653,0.9650252552963738,0.9810763897167312,0.984375,0.9686879813671112,0.9714887142181396,0.952004849024453,0.9529553954944951,1,1,1.0,21,10,1
S0-SM_container_30,container,elmid-radmid-az090,elhigh-radmid-az180,elmid-radmid-az090 + elhigh-radmid-az180,mid,mid,90,high,mid,180,0,1,90,0.6896551724137931,1.0,0.8163265306122449,0.9729144134689095,0.9808035716414452,0.9921875,1.0,0.974105179309845,0.9767216444015503,0.9488296136488863,0.9510543025544109,1,1,1.0,20,9,0
S0-SM_container_30,container,elmid-radmid-az090,elhigh-radmid-az315,elmid-radmid-az090 + elhigh-radmid-az315,mid,mid,90,high,mid,315,0,1,135,0.6785714285714286,1.0,0.8085106382978723,0.9784309952688205,0.9918367352412671,0.9810763897167312,0.984375,0.96314537525177,0.9714887142181396,0.9390847709846497,0.9510543025544109,1,1,1.0,19,9,0
S0-SM_container_30,container,elmid-radmid-az090,elhigh-radfar-az090,elmid-radmid-az090 + elhigh-radfar-az090,mid,mid,90,high,far,90,0,0,0,0.696969696969697,1.0,0.8214285714285714,0.9734217194152235,0.9818181835340731,0.984375,0.984375,0.9662138521671295,0.9714887142181396,0.9421121244371431,0.9510543025544109,1,1,1.0,23,10,0
S0-SM_container_30,container,elmid-radmid-az135,elmid-radfar-az225,elmid-radmid-az135 + elmid-radfar-az225,mid,mid,135,mid,far,225,1,0,90,0.5681818181818182,1.0,0.7246376811594203,0.8793589102553628,0.9719298260253773,0.9875000007450581,1.0,0.9684902131557465,0.970422089099884,0.9480129674068376,0.9486135488227205,1,1,1.0,25,19,0
S0-SM_container_30,container,elmid-radmid-az135,elhigh-radnear-az000,elmid-radmid-az135 + elhigh-radnear-az000,mid,mid,135,high,near,0,0,0,135,0.6206896551724138,1.0,0.7659574468085106,0.9531871373210734,0.9719298260253773,0.9640625007450581,0.9750000014901161,0.9694850444793701,0.970422089099884,0.9501735436943708,0.9529347013977869,1,1,1.0,18,11,0
S0-SM_container_30,container,elmid-radmid-az135,elhigh-radnear-az090,elmid-radmid-az135 + elhigh-radnear-az090,mid,mid,135,high,near,90,0,0,45,0.5161290322580645,1.0,0.6808510638297872,0.9692982472684748,0.9719298260253773,0.9763888904617892,0.9777777794334623,0.9703743755817413,0.970422089099884,0.9492574450765741,0.9511025041621934,1,1,1.0,16,15,0
S0-SM_container_30,container,elmid-radmid-az135,elhigh-radmid-az045,elmid-radmid-az135 + elhigh-radmid-az045,mid,mid,135,high,mid,45,0,1,90,0.47058823529411764,1.0,0.64,0.9802506276602883,0.9885714292951991,0.9763888904617892,0.9777777794334623,0.9664766788482666,0.970422089099884,0.9511426062682844,0.9548728265456141,1,1,1.0,16,18,0
S0-SM_container_30,container,elmid-radmid-az135,elhigh-radmid-az135,elmid-radmid-az135 + elhigh-radmid-az135,mid,mid,135,high,mid,135,0,1,0,0.6206896551724138,0.9473684210526315,0.75,0.9508399063220672,0.9719298260253773,0.9763888904617892,0.9777777794334623,0.9681546688079834,0.970422089099884,0.9501838907427249,0.9529553954944951,1,1,1.0,18,11,1
S0-SM_container_30,container,elmid-radmid-az135,elhigh-radmid-az180,elmid-radmid-az135 + elhigh-radmid-az180,mid,mid,135,high,mid,180,0,1,45,0.6296296296296297,1.0,0.7727272727272727,0.9763666988334112,0.9808035716414452,0.9875000007450581,1.0,0.9735718667507172,0.9767216444015503,0.9470086553671582,0.9474123859909547,1,1,1.0,17,10,0
S0-SM_container_30,container,elmid-radmid-az135,elhigh-radmid-az315,elmid-radmid-az135 + elhigh-radmid-az315,mid,mid,135,high,mid,315,0,1,180,0.6153846153846154,1.0,0.7619047619047619,0.9818832806333222,0.9918367352412671,0.9763888904617892,0.9777777794334623,0.9626120626926422,0.970422089099884,0.9372638127029216,0.9474123859909547,1,1,1.0,16,10,0
S0-SM_container_30,container,elmid-radmid-az135,elhigh-radfar-az090,elmid-radmid-az135 + elhigh-radfar-az090,mid,mid,135,high,far,90,0,0,45,0.6451612903225806,1.0,0.7843137254901961,0.9768740047797252,0.9818181835340731,0.9796875007450581,0.984375,0.9656805396080017,0.970422089099884,0.940291166155415,0.9474123859909547,1,1,1.0,20,11,0
S0-SM_container_30,container,elmid-radfar-az225,elhigh-radnear-az000,elmid-radfar-az225 + elhigh-radnear-az000,mid,far,225,high,near,0,0,0,135,0.7142857142857143,1.0,0.8333333333333334,0.860616221551059,0.9344444486167696,0.9765625,1.0,0.9675531685352325,0.9685479998588562,0.9507741251102537,0.9529347013977869,1,1,1.0,25,10,0
S0-SM_container_30,container,elmid-radfar-az225,elhigh-radnear-az090,elmid-radfar-az225 + elhigh-radnear-az090,mid,far,225,high,near,90,0,0,135,0.6216216216216216,1.0,0.7666666666666667,0.8767273314984604,0.9666666685115723,0.9888888897167312,1.0,0.9684424996376038,0.9703266620635986,0.949858026492457,0.9511025041621934,1,1,1.0,23,14,0
S0-SM_container_30,container,elmid-radfar-az225,elhigh-radmid-az045,elmid-radfar-az225 + elhigh-radmid-az045,mid,far,225,high,mid,45,0,0,180,0.575,1.0,0.7301587301587301,0.8876797118902737,0.9885714292951991,0.9888888897167312,1.0,0.964544802904129,0.9665583372116089,0.9517431876841673,0.9548728265456141,1,1,1.0,23,17,0
S0-SM_container_30,container,elmid-radfar-az225,elhigh-radmid-az135,elmid-radfar-az225 + elhigh-radmid-az135,mid,far,225,high,mid,135,0,0,90,0.7142857142857143,0.9615384615384616,0.819672131147541,0.8582689905520526,0.929749986618757,0.9888888897167312,1.0,0.9662227928638458,0.9665583372116089,0.9507844721586078,0.9529553954944951,1,1,1.0,25,10,1
S0-SM_container_30,container,elmid-radfar-az225,elhigh-radmid-az180,elmid-radfar-az225 + elhigh-radmid-az180,mid,far,225,high,mid,180,0,0,45,0.7272727272727273,1.0,0.8421052631578947,0.8837957830633968,0.9808035716414452,1.0,1.0,0.9716399908065796,0.9767216444015503,0.9476092367830411,0.9486135488227205,1,1,1.0,24,9,0
S0-SM_container_30,container,elmid-radfar-az225,elhigh-radmid-az315,elmid-radfar-az225 + elhigh-radmid-az315,mid,far,225,high,mid,315,0,0,90,0.71875,1.0,0.8363636363636363,0.8893123648633078,0.9918367352412671,0.9888888897167312,1.0,0.9606801867485046,0.9665583372116089,0.9378643941188045,0.9486135488227205,1,1,1.0,23,9,0
S0-SM_container_30,container,elmid-radfar-az225,elhigh-radfar-az090,elmid-radfar-az225 + elhigh-radfar-az090,mid,far,225,high,far,90,0,1,135,0.7297297297297297,1.0,0.84375,0.8843030890097108,0.9818181835340731,0.9921875,1.0,0.9637486636638641,0.9665583372116089,0.9408917475712979,0.9486135488227205,1,1,1.0,27,10,0
S0-SM_container_30,container,elhigh-radnear-az000,elhigh-radnear-az090,elhigh-radnear-az000 + elhigh-radnear-az090,high,near,0,high,near,90,1,1,90,0.7272727272727273,1.0,0.8421052631578947,0.950555558564171,0.9666666685115723,0.9654513897167312,0.9777777794334623,0.9694373309612274,0.9703266620635986,0.9520186027799902,0.9529347013977869,1,1,1.0,16,6,0
S0-SM_container_30,container,elhigh-radnear-az000,elhigh-radmid-az045,elhigh-radnear-az000 + elhigh-radmid-az045,high,near,0,high,mid,45,1,0,45,0.64,1.0,0.7804878048780488,0.9615079389559844,0.9885714292951991,0.9654513897167312,0.9777777794334623,0.9655396342277527,0.9685479998588562,0.9539037639717005,0.9548728265456141,1,1,1.0,16,9,0
S0-SM_container_30,container,elhigh-radnear-az000,elhigh-radmid-az135,elhigh-radnear-az000 + elhigh-radmid-az135,high,near,0,high,mid,135,1,0,135,0.9,0.9473684210526315,0.9230769230769231,0.9320972176177633,0.9344444486167696,0.9654513897167312,0.9777777794334623,0.9672176241874695,0.9685479998588562,0.952945048446141,0.9529553954944951,1,1,1.0,18,2,1
S0-SM_container_30,container,elhigh-radnear-az000,elhigh-radmid-az180,elhigh-radnear-az000 + elhigh-radmid-az180,high,near,0,high,mid,180,1,0,180,0.9444444444444444,1.0,0.9714285714285714,0.9576240101291074,0.9808035716414452,0.9765625,1.0,0.9726348221302032,0.9767216444015503,0.9497698130705743,0.9529347013977869,1,1,1.0,17,1,0
S0-SM_container_30,container,elhigh-radnear-az000,elhigh-radmid-az315,elhigh-radnear-az000 + elhigh-radmid-az315,high,near,0,high,mid,315,1,0,45,0.9411764705882353,1.0,0.9696969696969697,0.9631405919290184,0.9918367352412671,0.9654513897167312,0.9777777794334623,0.9616750180721283,0.9685479998588562,0.9400249704063377,0.9529347013977869,1,1,1.0,16,1,0
S0-SM_container_30,container,elhigh-radnear-az000,elhigh-radfar-az090,elhigh-radnear-az000 + elhigh-radfar-az090,high,near,0,high,far,90,1,0,90,0.9090909090909091,1.0,0.9523809523809523,0.9581313160754213,0.9818181835340731,0.96875,0.984375,0.9647434949874878,0.9685479998588562,0.9430523238588311,0.9529347013977869,1,1,1.0,20,2,0
S0-SM_container_30,container,elhigh-radnear-az090,elhigh-radmid-az045,elhigh-radnear-az090 + elhigh-radmid-az045,high,near,90,high,mid,45,1,0,45,0.5185185185185185,1.0,0.6829268292682927,0.9776190489033858,0.9885714292951991,0.9777777794334623,0.9777777794334623,0.9664289653301239,0.9703266620635986,0.9529876653539038,0.9548728265456141,1,1,1.0,14,13,0
S0-SM_container_30,container,elhigh-radnear-az090,elhigh-radmid-az135,elhigh-radnear-az090 + elhigh-radmid-az135,high,near,90,high,mid,135,1,0,45,0.7272727272727273,0.9411764705882353,0.8205128205128205,0.9482083275651647,0.9666666685115723,0.9777777794334623,0.9777777794334623,0.9681069552898407,0.9703266620635986,0.9520289498283443,0.9529553954944951,1,1,1.0,16,6,1
S0-SM_container_30,container,elhigh-radnear-az090,elhigh-radmid-az180,elhigh-radnear-az090 + elhigh-radmid-az180,high,near,90,high,mid,180,1,0,90,0.75,1.0,0.8571428571428571,0.9737351200765088,0.9808035716414452,0.9888888897167312,1.0,0.9735241532325745,0.9767216444015503,0.9488537144527776,0.9511025041621934,1,1,1.0,15,5,0
S0-SM_container_30,container,elhigh-radnear-az090,elhigh-radmid-az315,elhigh-radnear-az090 + elhigh-radmid-az315,high,near,90,high,mid,315,1,0,135,0.7368421052631579,1.0,0.8484848484848485,0.9792517018764197,0.9918367352412671,0.9777777794334623,0.9777777794334623,0.9625643491744995,0.9703266620635986,0.939108871788541,0.9511025041621934,1,1,1.0,14,5,0
S0-SM_container_30,container,elhigh-radnear-az090,elhigh-radfar-az090,elhigh-radnear-az090 + elhigh-radfar-az090,high,near,90,high,far,90,1,0,0,0.75,1.0,0.8571428571428571,0.9742424260228227,0.9818181835340731,0.9810763897167312,0.984375,0.965632826089859,0.9703266620635986,0.9421362252410344,0.9511025041621934,1,1,1.0,18,6,0
S0-SM_container_30,container,elhigh-radmid-az045,elhigh-radmid-az135,elhigh-radmid-az045 + elhigh-radmid-az135,high,mid,45,high,mid,135,1,1,90,0.64,0.9411764705882353,0.7619047619047619,0.959160707956978,0.9885714292951991,0.9777777794334623,0.9777777794334623,0.964209258556366,0.9658872485160828,0.9539141110200546,0.9548728265456141,1,1,1.0,16,9,1
S0-SM_container_30,container,elhigh-radmid-az045,elhigh-radmid-az180,elhigh-radmid-az045 + elhigh-radmid-az180,high,mid,45,high,mid,180,1,1,135,0.6521739130434783,1.0,0.7894736842105263,0.9846875004683222,0.9885714292951991,0.9888888897167312,1.0,0.9696264564990997,0.9767216444015503,0.9507388756444879,0.9548728265456141,1,1,1.0,15,8,0
S0-SM_container_30,container,elhigh-radmid-az045,elhigh-radmid-az315,elhigh-radmid-az045 + elhigh-radmid-az315,high,mid,45,high,mid,315,1,1,90,0.6363636363636364,1.0,0.7777777777777778,0.9902040822682332,0.9918367352412671,0.9777777794334623,0.9777777794334623,0.9586666524410248,0.9625312685966492,0.9409940329802513,0.9548728265456141,1,1,1.0,14,8,0
S0-SM_container_30,container,elhigh-radmid-az045,elhigh-radfar-az090,elhigh-radmid-az045 + elhigh-radfar-az090,high,mid,45,high,far,90,1,0,45,0.6666666666666666,1.0,0.8,0.9851948064146361,0.9885714292951991,0.9810763897167312,0.984375,0.9617351293563843,0.9625312685966492,0.9440213864327447,0.9548728265456141,1,1,1.0,18,9,0
S0-SM_container_30,container,elhigh-radmid-az135,elhigh-radmid-az180,elhigh-radmid-az135 + elhigh-radmid-az180,high,mid,135,high,mid,180,1,1,45,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9552767791301011,0.9808035716414452,0.9888888897167312,1.0,0.9713044464588165,0.9767216444015503,0.9497801601189284,0.9529553954944951,1,1,1.0,17,1,1
S0-SM_container_30,container,elhigh-radmid-az135,elhigh-radmid-az315,elhigh-radmid-az135 + elhigh-radmid-az315,high,mid,135,high,mid,315,1,1,180,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9607933609300121,0.9918367352412671,0.9777777794334623,0.9777777794334623,0.9603446424007416,0.9658872485160828,0.9400353174546918,0.9529553954944951,1,1,1.0,16,1,1
S0-SM_container_30,container,elhigh-radmid-az135,elhigh-radfar-az090,elhigh-radmid-az135 + elhigh-radfar-az090,high,mid,135,high,far,90,1,0,45,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.955784085076415,0.9818181835340731,0.9810763897167312,0.984375,0.9634131193161011,0.9658872485160828,0.9430626709071852,0.9529553954944951,1,1,1.0,20,2,1
S0-SM_container_30,container,elhigh-radmid-az180,elhigh-radmid-az315,elhigh-radmid-az180 + elhigh-radmid-az315,high,mid,180,high,mid,315,1,1,135,1.0,1.0,1.0,0.9863201534413562,0.9918367352412671,0.9888888897167312,1.0,0.9657618403434753,0.9767216444015503,0.9368600820791251,0.9466049247433617,1,1,1.0,15,0,0
S0-SM_container_30,container,elhigh-radmid-az180,elhigh-radfar-az090,elhigh-radmid-az180 + elhigh-radfar-az090,high,mid,180,high,far,90,1,0,90,0.95,1.0,0.9743589743589743,0.9813108775877591,0.9818181835340731,0.9921875,1.0,0.9688303172588348,0.9767216444015503,0.9398874355316185,0.9466049247433617,1,1,1.0,19,1,0
S0-SM_container_30,container,elhigh-radmid-az315,elhigh-radfar-az090,elhigh-radmid-az315 + elhigh-radfar-az090,high,mid,315,high,far,90,1,0,135,0.9473684210526315,1.0,0.972972972972973,0.9868274593876701,0.9918367352412671,0.9810763897167312,0.984375,0.9578705132007599,0.9609389901161194,0.9301425928673819,0.9331699463198753,1,1,1.0,18,1,0
S0-SM_container_4,container,ellow-radnear-az090,ellow-radfar-az225,ellow-radnear-az090 + ellow-radfar-az225,low,near,90,low,far,225,1,0,135,0.13846153846153847,0.6,0.225,0.5917813835984939,1.0,0.6383928577415645,1.0,0.9577020406723022,0.9626413583755493,0.9324223606395421,0.9465117432155807,1,1,1.0,9,56,6
S0-SM_container_4,container,ellow-radnear-az090,elmid-radnear-az270,ellow-radnear-az090 + elmid-radnear-az270,low,near,90,mid,near,270,0,1,180,0.75,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.9647833406925201,0.966925323009491,0.9393412754492534,0.9465117432155807,1,1,1.0,3,1,0
S0-SM_container_4,container,ellow-radnear-az090,elmid-radfar-az270,ellow-radnear-az090 + elmid-radfar-az270,low,near,90,mid,far,270,0,0,180,0.21052631578947367,1.0,0.34782608695652173,0.6815547451882851,1.0,1.0,1.0,0.9581232666969299,0.9626413583755493,0.9288877248353486,0.9465117432155807,1,1,1.0,8,30,0
S0-SM_container_4,container,ellow-radnear-az090,elmid-radfar-az315,ellow-radnear-az090 + elmid-radfar-az315,low,near,90,mid,far,315,0,0,135,0.34782608695652173,1.0,0.5161290322580645,0.7854713862558029,1.0,1.0,1.0,0.964397519826889,0.9661536812782288,0.9394292428179938,0.9465117432155807,1,1,1.0,8,15,0
S0-SM_container_4,container,ellow-radnear-az090,elhigh-radnear-az000,ellow-radnear-az090 + elhigh-radnear-az000,low,near,90,high,near,0,0,1,90,0.75,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.9596615731716156,0.9626413583755493,0.9357152369475852,0.9465117432155807,1,1,1.0,3,1,0
S0-SM_container_4,container,ellow-radnear-az090,elhigh-radnear-az315,ellow-radnear-az090 + elhigh-radnear-az315,low,near,90,high,near,315,0,1,135,0.75,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.9670117795467377,0.971382200717926,0.9477717912141799,0.949031839212779,1,1,1.0,3,1,0
S0-SM_container_4,container,ellow-radnear-az090,elhigh-radmid-az000,ellow-radnear-az090 + elhigh-radmid-az000,low,near,90,high,mid,0,0,0,90,0.75,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.9559041261672974,0.9626413583755493,0.9344314692585876,0.9465117432155807,1,1,1.0,3,1,0
S0-SM_container_4,container,ellow-radnear-az090,elhigh-radmid-az315,ellow-radnear-az090 + elhigh-radmid-az315,low,near,90,high,mid,315,0,0,135,0.42857142857142855,1.0,0.6,1.0,1.0,1.0,1.0,0.9656216502189636,0.9686019420623779,0.9440875775185305,0.9465117432155807,1,1,1.0,3,4,0
S0-SM_container_4,container,ellow-radnear-az090,elhigh-radfar-az090,ellow-radnear-az090 + elhigh-radfar-az090,low,near,90,high,far,90,0,0,0,0.5555555555555556,1.0,0.7142857142857143,0.8250000070780515,1.0,1.0,1.0,0.9569434225559235,0.9626413583755493,0.9342883798928892,0.9465117432155807,1,1,1.0,5,4,0
S0-SM_container_4,container,ellow-radfar-az225,elmid-radnear-az270,ellow-radfar-az225 + elmid-radnear-az270,low,far,225,mid,near,270,0,0,45,0.12698412698412698,0.5714285714285714,0.2077922077922078,0.5917813835984939,1.0,0.6383928577415645,1.0,0.9598440229892731,0.966925323009491,0.9252518928732147,0.932170807682926,1,1,1.0,8,55,6
S0-SM_container_4,container,ellow-radfar-az225,elmid-radfar-az270,ellow-radfar-az225 + elmid-radfar-az270,low,far,225,mid,far,270,0,1,45,0.13402061855670103,0.6842105263157895,0.22413793103448276,0.2733361287867789,0.36310949037657003,0.6383928577415645,1.0,0.9531839489936829,0.9536051750183105,0.91479834225931,0.9183329780635034,1,1,1.0,13,84,6
S0-SM_container_4,container,ellow-radfar-az225,elmid-radfar-az315,ellow-radfar-az225 + elmid-radfar-az315,low,far,225,mid,far,315,0,1,90,0.15853658536585366,0.6842105263157895,0.25742574257425743,0.37725276985429684,0.570942772511606,0.6383928577415645,1.0,0.959458202123642,0.9661536812782288,0.9253398602419551,0.9323467424204068,1,1,1.0,13,69,6
S0-SM_container_4,container,ellow-radfar-az225,elhigh-radnear-az000,ellow-radfar-az225 + elhigh-radnear-az000,low,far,225,high,near,0,0,0,135,0.12698412698412698,0.5714285714285714,0.2077922077922078,0.5917813835984939,1.0,0.6383928577415645,1.0,0.9547222554683685,0.9566817879676819,0.9216258543715465,0.9249187306795896,1,1,1.0,8,55,6
