image,precision,recall,f1,ap50,ap50_95,tp,fp,fn,num_gt,num_pred
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male15-ellow-radfar-az135.png,0.2717391304347826,0.8928571428571429,0.4166666666666667,0.900546452839496,0.5956825808400701,25.0,67.0,3.0,28.0,92.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male15-ellow-radfar-az225.png,0.3076923076923077,1.0,0.47058823529411764,1.0,0.8615384619683027,4.0,9.0,0.0,4.0,13.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male15-ellow-radmid-az180.png,0.46153846153846156,1.0,0.631578947368421,1.0,0.8790598241437195,6.0,7.0,0.0,6.0,13.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male15-ellow-radnear-az225.png,0.2727272727272727,1.0,0.42857142857142855,1.0,0.736363637266737,3.0,8.0,0.0,3.0,11.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male15-ellow-radnear-az270.png,0.375,1.0,0.5454545454545454,1.0,0.9,3.0,5.0,0.0,3.0,8.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male15-elmid-radfar-az045.png,0.14583333333333334,0.7777777777777778,0.24561403508771928,0.7008442444430587,0.4810920597108036,7.0,41.0,2.0,9.0,48.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male15-elmid-radfar-az225.png,0.4,1.0,0.5714285714285715,1.0,0.9425000000745059,4.0,6.0,0.0,4.0,10.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male15-elmid-radfar-az270.png,0.4444444444444444,1.0,0.6153846153846153,1.0,0.8402777778916061,4.0,5.0,0.0,4.0,9.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male15-elmid-radnear-az090.png,0.75,1.0,0.8571428571428571,1.0,0.8916666705161334,3.0,1.0,0.0,3.0,4.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male15-elmid-radnear-az180.png,1.0,1.0,1.0,1.0,0.85,2.0,0.0,0.0,2.0,2.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male15-elmid-radnear-az315.png,0.25,1.0,0.4,1.0,0.8125,2.0,6.0,0.0,2.0,8.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male16-elhigh-radfar-az135.png,0.3783783783783784,1.0,0.5490196078431372,1.0,0.7372027985525608,14.0,23.0,0.0,14.0,37.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male16-elhigh-radmid-az090.png,0.3333333333333333,1.0,0.5,1.0,0.653791890857738,9.0,18.0,0.0,9.0,27.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male16-elhigh-radnear-az045.png,0.625,1.0,0.7692307692307693,1.0,0.6785000104419886,5.0,3.0,0.0,5.0,8.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male16-ellow-radfar-az315.png,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male16-ellow-radmid-az270.png,0.2857142857142857,1.0,0.4444444444444445,1.0,0.8330357145518065,4.0,10.0,0.0,4.0,14.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male16-ellow-radnear-az135.png,0.4230769230769231,0.9565217391304348,0.5866666666666667,0.965719071818036,0.6897809250296936,22.0,30.0,1.0,23.0,52.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male16-elmid-radfar-az270.png,0.38461538461538464,1.0,0.5555555555555556,1.0,0.7674725374710428,5.0,8.0,0.0,5.0,13.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male16-elmid-radmid-az045.png,0.375,0.75,0.5,0.796875,0.6426562502980232,6.0,10.0,2.0,8.0,16.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male16-elmid-radmid-az180.png,0.6842105263157895,0.9285714285714286,0.7878787878787878,0.953007502439327,0.6735049620631165,13.0,6.0,1.0,14.0,19.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male16-elmid-radnear-az045.png,0.5,1.0,0.6666666666666666,1.0,0.6,1.0,1.0,0.0,1.0,2.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male16-elmid-radnear-az135.png,0.6,1.0,0.7499999999999999,1.0,0.6000000070532163,3.0,2.0,0.0,3.0,5.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male16-elmid-radnear-az270.png,0.25,1.0,0.4,0.9166666716337204,0.6916666734963656,3.0,9.0,0.0,3.0,12.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male17-elhigh-radmid-az000.png,0.9090909090909091,1.0,0.9523809523809523,1.0,0.8818409106189555,10.0,1.0,0.0,10.0,11.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male17-elhigh-radmid-az135.png,0.6190476190476191,1.0,0.7647058823529412,1.0,0.8471682229371904,13.0,8.0,0.0,13.0,21.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male17-elhigh-radmid-az180.png,0.5833333333333334,0.9333333333333333,0.7179487179487181,0.9527777799301678,0.7605484427495242,14.0,10.0,1.0,15.0,24.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male17-elhigh-radmid-az225.png,0.8666666666666667,1.0,0.9285714285714286,1.0,0.8871886498513785,13.0,2.0,0.0,13.0,15.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male17-ellow-radfar-az090.png,0.21739130434782608,0.8333333333333334,0.3448275862068966,0.8345809892986833,0.6091018832467883,20.0,72.0,4.0,24.0,92.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male17-ellow-radfar-az225.png,0.4666666666666667,1.0,0.6363636363636364,1.0,0.7733333397834073,7.0,8.0,0.0,7.0,15.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male17-ellow-radfar-az270.png,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male17-ellow-radnear-az180.png,0.6153846153846154,1.0,0.761904761904762,1.0,0.7959855784662068,8.0,5.0,0.0,8.0,13.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male17-elmid-radfar-az180.png,0.4482758620689655,0.8666666666666667,0.5909090909090909,0.8965517304409509,0.8286102471748988,13.0,16.0,2.0,15.0,29.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male17-elmid-radmid-az045.png,0.3333333333333333,0.9166666666666666,0.4888888888888888,0.8854166629413767,0.7813930883120608,11.0,22.0,1.0,12.0,33.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male18-elhigh-radfar-az045.png,0.25925925925925924,1.0,0.4117647058823529,1.0,0.7227513270048552,7.0,20.0,0.0,7.0,27.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male18-elhigh-radfar-az090.png,0.6,1.0,0.7499999999999999,1.0,0.900277777446641,6.0,4.0,0.0,6.0,10.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male18-elhigh-radmid-az000.png,0.2692307692307692,1.0,0.42424242424242425,1.0,0.7593929957703716,7.0,19.0,0.0,7.0,26.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male18-elhigh-radmid-az045.png,1.0,1.0,1.0,1.0,0.8760000042021273,5.0,0.0,0.0,5.0,5.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male18-elhigh-radmid-az135.png,0.16216216216216217,0.8571428571428571,0.27272727272727276,0.8687258760326158,0.713513523048243,6.0,31.0,1.0,7.0,37.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male18-ellow-radfar-az000.png,0.23958333333333334,0.6216216216216216,0.3458646616541353,0.6217844138176556,0.4508813495184939,23.0,73.0,14.0,37.0,96.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male18-ellow-radfar-az045.png,0.11382113821138211,0.6086956521739131,0.19178082191780824,0.62242460974486,0.45985109597933593,14.0,109.0,9.0,23.0,123.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male18-ellow-radmid-az045.png,0.11450381679389313,0.7142857142857143,0.19736842105263158,0.7110855971552157,0.4459723578398959,15.0,116.0,6.0,21.0,131.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male18-ellow-radmid-az315.png,0.4,0.9333333333333333,0.5599999999999999,0.9385585560293892,0.6435386528364306,28.0,42.0,2.0,30.0,70.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male18-elmid-radfar-az315.png,0.4117647058823529,1.0,0.5833333333333334,1.0,0.7760904435107128,7.0,10.0,0.0,7.0,17.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male18-elmid-radmid-az000.png,1.0,1.0,1.0,1.0,0.9480000032186509,5.0,0.0,0.0,5.0,5.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male18-elmid-radmid-az225.png,0.24,1.0,0.3870967741935484,0.9047618941182183,0.5730238122191457,6.0,19.0,0.0,6.0,25.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male18-elmid-radnear-az315.png,0.5714285714285714,1.0,0.7272727272727273,1.0,0.837500000372529,4.0,3.0,0.0,4.0,7.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male19-elhigh-radfar-az270.png,0.2571428571428571,1.0,0.40909090909090906,1.0,0.6251146510251957,9.0,26.0,0.0,9.0,35.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male19-elhigh-radmid-az000.png,0.5,1.0,0.6666666666666666,1.0,0.7331632702934499,7.0,7.0,0.0,7.0,14.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male19-ellow-radfar-az090.png,0.12903225806451613,0.6666666666666666,0.2162162162162162,0.6789127978337142,0.5272483460327633,8.0,54.0,4.0,12.0,62.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male19-ellow-radmid-az045.png,0.15454545454545454,0.7083333333333334,0.2537313432835821,0.7149355223646969,0.5078906102008384,17.0,93.0,7.0,24.0,110.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male19-ellow-radnear-az180.png,0.6470588235294118,0.9166666666666666,0.7586206896551724,0.9436274652971939,0.7504837648062397,11.0,6.0,1.0,12.0,17.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male19-elmid-radfar-az000.png,0.2571428571428571,0.6428571428571429,0.36734693877551017,0.6757884981874414,0.5688992004194653,9.0,26.0,5.0,14.0,35.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male19-elmid-radmid-az180.png,0.13513513513513514,0.7142857142857143,0.22727272727272727,0.7335907486069617,0.5720720868485775,5.0,32.0,2.0,7.0,37.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male19-elmid-radnear-az135.png,0.2,1.0,0.33333333333333337,1.0,0.7772000018835068,5.0,20.0,0.0,5.0,25.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male19-elmid-radnear-az270.png,0.26666666666666666,1.0,0.4210526315789474,1.0,0.7350000002421438,4.0,11.0,0.0,4.0,15.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male2-elhigh-radfar-az045.png,0.7142857142857143,1.0,0.8333333333333333,1.0,0.8822857229539325,5.0,2.0,0.0,5.0,7.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male2-elhigh-radmid-az000.png,1.0,1.0,1.0,1.0,0.8760000094175338,5.0,0.0,0.0,5.0,5.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male2-elhigh-radmid-az090.png,0.6666666666666666,1.0,0.8,1.0,0.8870370357676791,6.0,3.0,0.0,6.0,9.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male2-elhigh-radmid-az270.png,0.7142857142857143,1.0,0.8333333333333333,1.0,0.8914285784108298,5.0,2.0,0.0,5.0,7.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male2-ellow-radfar-az045.png,0.27586206896551724,0.8,0.4102564102564103,0.800313485462838,0.546109411333535,8.0,21.0,2.0,10.0,29.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male2-ellow-radfar-az270.png,0.23529411764705882,0.8,0.3636363636363636,0.812418309272894,0.49506770301471104,8.0,26.0,2.0,10.0,34.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male2-ellow-radmid-az000.png,1.0,1.0,1.0,1.0,0.889333338578542,5.0,0.0,0.0,5.0,5.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male2-ellow-radmid-az225.png,0.3333333333333333,1.0,0.5,1.0,0.9111111164920859,3.0,6.0,0.0,3.0,9.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male2-elmid-radfar-az180.png,0.35,1.0,0.5185185185185185,0.9206091562814755,0.6860761620197018,14.0,26.0,0.0,14.0,40.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male2-elmid-radfar-az315.png,1.0,1.0,1.0,1.0,0.9600000029802322,5.0,0.0,0.0,5.0,5.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male2-elmid-radmid-az000.png,0.8333333333333334,1.0,0.9090909090909091,1.0,0.9353333380619684,5.0,1.0,0.0,5.0,6.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male2-elmid-radmid-az270.png,1.0,1.0,1.0,1.0,0.9480000038146972,5.0,0.0,0.0,5.0,5.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male2-elmid-radnear-az270.png,0.8333333333333334,1.0,0.9090909090909091,1.0,0.8826666697263716,5.0,1.0,0.0,5.0,6.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male20-elhigh-radmid-az090.png,0.2413793103448276,1.0,0.3888888888888889,1.0,0.7046524424024321,7.0,22.0,0.0,7.0,29.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male20-elhigh-radmid-az135.png,0.2222222222222222,1.0,0.3636363636363636,1.0,0.8422839524615326,6.0,21.0,0.0,6.0,27.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male20-elhigh-radnear-az180.png,0.2222222222222222,1.0,0.3636363636363636,1.0,0.689583333581686,4.0,14.0,0.0,4.0,18.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male20-elhigh-radnear-az270.png,0.36363636363636365,1.0,0.5333333333333333,1.0,0.7465909097343684,4.0,7.0,0.0,4.0,11.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male20-ellow-radfar-az000.png,0.25806451612903225,0.75,0.384,0.7416490614414215,0.5322485979064367,24.0,69.0,8.0,32.0,93.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male20-ellow-radfar-az315.png,0.45098039215686275,0.8214285714285714,0.5822784810126583,0.8527527329198223,0.6147775400160417,23.0,28.0,5.0,28.0,51.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male20-ellow-radmid-az000.png,0.23958333333333334,0.8214285714285714,0.3709677419354839,0.8329293871667569,0.6016584383934511,23.0,73.0,5.0,28.0,96.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male20-ellow-radmid-az135.png,0.5,1.0,0.6666666666666666,1.0,0.9388888899650839,3.0,3.0,0.0,3.0,6.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male20-ellow-radnear-az045.png,0.13675213675213677,0.5714285714285714,0.22068965517241382,0.5755625501649351,0.4283336072984586,16.0,101.0,12.0,28.0,117.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male20-elmid-radfar-az045.png,0.19230769230769232,0.7692307692307693,0.3076923076923077,0.7596826404293036,0.5656562820373523,10.0,42.0,3.0,13.0,52.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male20-elmid-radmid-az045.png,0.18421052631578946,1.0,0.3111111111111111,1.0,0.8587719350689111,7.0,31.0,0.0,7.0,38.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male20-elmid-radmid-az090.png,0.4375,1.0,0.6086956521739131,1.0,0.7853571511113218,7.0,9.0,0.0,7.0,16.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male20-elmid-radnear-az090.png,0.3333333333333333,1.0,0.5,1.0,0.8148148221550165,3.0,6.0,0.0,3.0,9.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male3-elhigh-radnear-az090.png,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male3-elhigh-radnear-az225.png,1.0,1.0,1.0,1.0,0.7,1.0,0.0,0.0,1.0,1.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male3-ellow-radfar-az090.png,0.2962962962962963,0.8,0.43243243243243246,0.6962963066719201,0.3618333386661555,8.0,19.0,2.0,10.0,27.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male3-ellow-radfar-az270.png,0.0375,0.2727272727272727,0.06593406593406594,0.15582751146189888,0.0839918442684419,3.0,77.0,8.0,11.0,80.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male3-ellow-radmid-az045.png,0.2727272727272727,0.782608695652174,0.40449438202247184,0.7175098827854294,0.4331303340160032,18.0,48.0,5.0,23.0,66.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male3-ellow-radmid-az135.png,0.3333333333333333,1.0,0.5,1.0,0.7,1.0,2.0,0.0,1.0,3.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male3-ellow-radmid-az225.png,0.11458333333333333,0.5238095238095238,0.18803418803418803,0.46470269463718017,0.18875171938760898,11.0,85.0,10.0,21.0,96.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male3-ellow-radnear-az000.png,0.23076923076923078,0.6521739130434783,0.3409090909090909,0.6080357128372769,0.31566018839761284,15.0,50.0,8.0,23.0,65.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male3-ellow-radnear-az090.png,0.2857142857142857,0.6666666666666666,0.4,0.71428573344435,0.6095238259860446,2.0,5.0,1.0,3.0,7.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male3-elmid-radfar-az090.png,1.0,1.0,1.0,1.0,0.75,2.0,0.0,0.0,2.0,2.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male3-elmid-radfar-az135.png,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male3-elmid-radfar-az180.png,1.0,1.0,1.0,1.0,0.7,1.0,0.0,0.0,1.0,1.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male3-elmid-radmid-az270.png,1.0,1.0,1.0,1.0,0.8,1.0,0.0,0.0,1.0,1.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male4-elhigh-radfar-az045.png,0.7777777777777778,1.0,0.8750000000000001,1.0,0.8634920729531181,7.0,2.0,0.0,7.0,9.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male4-elhigh-radmid-az000.png,0.875,1.0,0.9333333333333333,1.0,0.9375000011175871,7.0,1.0,0.0,7.0,8.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male4-elhigh-radnear-az090.png,0.8571428571428571,1.0,0.923076923076923,1.0,0.8940476252919151,6.0,1.0,0.0,6.0,7.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male4-elhigh-radnear-az135.png,0.7777777777777778,1.0,0.8750000000000001,1.0,0.8884353812758615,7.0,2.0,0.0,7.0,9.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male4-ellow-radfar-az135.png,0.4444444444444444,1.0,0.6153846153846153,1.0,0.979166666790843,4.0,5.0,0.0,4.0,9.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male4-ellow-radfar-az225.png,0.12658227848101267,0.5555555555555556,0.2061855670103093,0.5199954422875397,0.306779204304335,10.0,69.0,8.0,18.0,79.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male4-ellow-radmid-az045.png,0.2857142857142857,1.0,0.4444444444444445,1.0,0.9853174585730784,6.0,15.0,0.0,6.0,21.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male4-ellow-radmid-az090.png,0.35135135135135137,0.6842105263157895,0.4642857142857143,0.7080289690363522,0.3497174378723646,13.0,24.0,6.0,19.0,37.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male4-ellow-radnear-az045.png,0.3333333333333333,1.0,0.5,1.0,0.8653333364725112,5.0,10.0,0.0,5.0,15.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male4-elmid-radfar-az090.png,0.7777777777777778,1.0,0.8750000000000001,1.0,0.9466666679864838,7.0,2.0,0.0,7.0,9.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male4-elmid-radmid-az000.png,0.2727272727272727,0.8571428571428571,0.41379310344827586,0.8766233845577611,0.7818181900041443,6.0,16.0,1.0,7.0,22.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male4-elmid-radmid-az180.png,1.0,1.0,1.0,1.0,0.8953888852331373,10.0,0.0,0.0,10.0,10.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male4-elmid-radnear-az045.png,0.8571428571428571,1.0,0.923076923076923,1.0,0.9654761911857695,6.0,1.0,0.0,6.0,7.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male4-elmid-radnear-az270.png,0.7777777777777778,1.0,0.8750000000000001,1.0,0.9031746096081203,7.0,2.0,0.0,7.0,9.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male5-elhigh-radfar-az090.png,0.7,1.0,0.8235294117647058,1.0,0.8742857198842934,7.0,3.0,0.0,7.0,10.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male5-elhigh-radmid-az090.png,0.4666666666666667,1.0,0.6363636363636364,1.0,0.9227210932199646,7.0,8.0,0.0,7.0,15.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male5-elhigh-radmid-az270.png,0.36363636363636365,0.8,0.5000000000000001,0.8363636472008444,0.7636363790251991,4.0,7.0,1.0,5.0,11.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male5-elhigh-radmid-az315.png,1.0,1.0,1.0,1.0,0.93828125,8.0,0.0,0.0,8.0,8.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male5-ellow-radfar-az000.png,0.23809523809523808,0.9090909090909091,0.3773584905660377,0.9199134438133343,0.656168844318139,10.0,32.0,1.0,11.0,42.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male5-ellow-radfar-az225.png,0.08888888888888889,0.5,0.1509433962264151,0.4111111117526889,0.3973611121531576,4.0,41.0,4.0,8.0,45.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male5-ellow-radfar-az315.png,0.4,1.0,0.5714285714285715,1.0,0.9099999980131785,6.0,9.0,0.0,6.0,15.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male5-ellow-radmid-az000.png,0.32,0.8888888888888888,0.47058823529411764,0.8844444522592756,0.7014180022569559,8.0,17.0,1.0,9.0,25.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male5-elmid-radmid-az045.png,0.7777777777777778,1.0,0.8750000000000001,1.0,0.9241269889568524,7.0,2.0,0.0,7.0,9.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male5-elmid-radnear-az225.png,0.5,1.0,0.6666666666666666,1.0,0.909375,4.0,4.0,0.0,4.0,8.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male6-elhigh-radfar-az000.png,0.8,1.0,0.888888888888889,1.0,0.8593750014901161,8.0,2.0,0.0,8.0,10.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male6-elhigh-radfar-az315.png,0.6666666666666666,1.0,0.8,1.0,0.8411458322778345,8.0,4.0,0.0,8.0,12.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male6-elhigh-radmid-az090.png,0.6,1.0,0.7499999999999999,1.0,0.8683333371082942,6.0,4.0,0.0,6.0,10.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male6-elhigh-radnear-az045.png,0.7777777777777778,1.0,0.8750000000000001,1.0,0.919727896468169,7.0,2.0,0.0,7.0,9.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male6-elhigh-radnear-az270.png,0.875,1.0,0.9333333333333333,1.0,0.8446428636088967,7.0,1.0,0.0,7.0,8.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male6-ellow-radmid-az090.png,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8163265439928793,0.7612245044233846,5.0,2.0,2.0,7.0,7.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male6-elmid-radmid-az000.png,1.0,1.0,1.0,1.0,0.8503401405551807,7.0,0.0,0.0,7.0,7.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male6-elmid-radnear-az270.png,1.0,1.0,1.0,1.0,0.8938775594137152,7.0,0.0,0.0,7.0,7.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male7-elhigh-radmid-az270.png,0.3333333333333333,0.875,0.48275862068965514,0.895833333954215,0.802976191136986,7.0,14.0,1.0,8.0,21.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male7-ellow-radfar-az000.png,0.30952380952380953,0.9285714285714286,0.46428571428571436,0.9110544079623253,0.6514223919006861,13.0,29.0,1.0,14.0,42.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male7-ellow-radfar-az315.png,0.2807017543859649,1.0,0.4383561643835616,0.9631211198866367,0.7716518705710769,16.0,41.0,0.0,16.0,57.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male7-ellow-radnear-az135.png,0.125,0.5833333333333334,0.20588235294117646,0.5256331626058017,0.25660597824630266,7.0,49.0,5.0,12.0,56.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male7-ellow-radnear-az315.png,0.35,1.0,0.5185185185185185,0.9723766426797624,0.7118620547905425,14.0,26.0,0.0,14.0,40.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male7-elmid-radmid-az000.png,0.18,0.9,0.3,0.8013809530962082,0.647099996962079,9.0,41.0,1.0,10.0,50.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male7-elmid-radnear-az135.png,0.057971014492753624,1.0,0.1095890410958904,1.0,0.7940217396710068,4.0,65.0,0.0,4.0,69.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male8-elhigh-radfar-az225.png,0.5,1.0,0.6666666666666666,1.0,0.7,1.0,1.0,0.0,1.0,2.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male8-elhigh-radmid-az180.png,1.0,1.0,1.0,1.0,0.8,1.0,0.0,0.0,1.0,1.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male8-elhigh-radmid-az225.png,0.25,1.0,0.4,1.0,0.8,1.0,3.0,0.0,1.0,4.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male8-elhigh-radmid-az270.png,0.6666666666666666,1.0,0.8,1.0,0.4916666679084301,2.0,1.0,0.0,2.0,3.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male8-elhigh-radmid-az315.png,1.0,1.0,1.0,1.0,0.9,1.0,0.0,0.0,1.0,1.0
/vol/tensusers6/lisannehuisman/data/images/test/S0-SM_male8-elhigh-radnear-az135.png,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0
