group,target_class,subset_name,player_count,subset_scene_count,complete_subset_scene_count,max_views_seen_in_any_subset_scene,grand_value_all_players,empty_coalition_value,selected_viewpoints,selected_ring_ids,selected_azimuths,top_viewpoint,top_player_index,top_shapley_value,second_viewpoint,second_player_index,second_shapley_value,top_minus_second_shapley_gap,top_singleton_viewpoint,top_singleton_player_index,top_singleton_value,top_singleton_best_addition_player_index,top_singleton_best_addition_viewpoint,top_singleton_best_addition_delta,top_singleton_expanded_members,top_singleton_expanded_value,best_pair_members,best_pair_value,best_pair_best_addition_player_index,best_pair_best_addition_viewpoint,best_pair_best_addition_delta,best_pair_expanded_members,best_pair_expanded_value
overall,all,full_grid_perimeter_8,8,150,0,4,0.912188012026405,0.0,ellow-radnear-az000 | ellow-radmid-az045 | ellow-radfar-az090 | elmid-radfar-az135 | elhigh-radfar-az180 | elhigh-radmid-az225 | elhigh-radnear-az270 | elmid-radnear-az315,ellow-radnear | ellow-radmid | ellow-radfar | elmid-radfar | elhigh-radfar | elhigh-radmid | elhigh-radnear | elmid-radnear,az000 | az045 | az090 | az135 | az180 | az225 | az270 | az315,elhigh-radmid-az225,6,0.14280184930717216,elmid-radnear-az315,8,0.12877126600023436,0.014030583306937794,elhigh-radmid-az225,6,0.21460367488954216,8,elmid-radnear-az315,0.18202193057871038,elhigh-radmid-az225 + elmid-radnear-az315,0.39662560546825254,elhigh-radmid-az225 + elmid-radnear-az315,0.39662560546825254,1,ellow-radnear-az000,0.14019872716625337,ellow-radnear-az000 + elhigh-radmid-az225 + elmid-radnear-az315,0.5368243326345059
