run,classes,gt_objects,tp_at_0.25_iou50,fp_at_0.25_iou50,fn_at_0.25_iou50,precision_at_0.25_iou50,recall_at_0.25_iou50,f1_at_0.25_iou50,mAP50
synthetic_only,"whitevan,suv,male",130,1,11,129,0.08333333333333333,0.007692307692307693,0.014084507042253521,0.008047508047508048
finetuned,"whitevan,suv,male",130,65,36,65,0.6435643564356436,0.5,0.5627705627705627,0.43159045530392
