pair_id,viewpoint_1,viewpoint_2,pair_map50_95,pair_map50,pair_f1,single_1_map50_95,single_2_map50_95,single_1_rank,single_2_rank,best_constituent_single_map50_95,mean_constituent_single_map50_95,worst_constituent_single_map50_95,pair_minus_best_single,pair_minus_mean_single,pair_minus_worst_single,number_of_train_images,number_of_val_images,budget_control_map50_95,pair_minus_budget_control,budget_control_run_count,budget_control_ids,beats_best_single,beats_mean_single,elevation_combo
p0514,ellow-radnear-az315,elmid-radfar-az225,0.4747762757485273,0.7019433684141715,0.7302797127337483,0.27834927940285153,0.40094783670068784,68,6,0.40094783670068784,0.3396485580517697,0.27834927940285153,0.07382843904783948,0.13512771769675763,0.1964269963456758,273,72,nan,nan,0,,True,True,ellow-elmid
p0515,ellow-radnear-az315,elmid-radfar-az270,0.46687585471254767,0.7000242569515605,0.7261788976450302,0.27834927940285153,0.39259913412484276,68,9,0.39259913412484276,0.33547420676384715,0.27834927940285153,0.0742767205877049,0.13140164794870052,0.18852657530969613,285,70,nan,nan,0,,True,True,ellow-elmid
p0516,ellow-radnear-az315,elmid-radfar-az315,0.46477073678125047,0.6960147325780545,0.7244347693010759,0.27834927940285153,0.38032179073567957,68,16,0.38032179073567957,0.32933553506926555,0.27834927940285153,0.0844489460455709,0.13543520171198492,0.18642145737839894,288,67,nan,nan,0,,True,True,ellow-elmid
p0517,ellow-radnear-az315,elhigh-radnear-az000,0.46332555831573846,0.6920798519727017,0.7182130227279896,0.27834927940285153,0.3287976256874326,68,48,0.3287976256874326,0.30357345254514206,0.27834927940285153,0.13452793262830587,0.1597521057705964,0.18497627891288693,281,66,nan,nan,0,,True,True,elhigh-ellow
p0518,ellow-radnear-az315,elhigh-radnear-az045,0.46397632932499666,0.6941335958073657,0.7200228972665595,0.27834927940285153,0.3372504425742561,68,38,0.3372504425742561,0.30779986098855383,0.27834927940285153,0.12672588675074054,0.15617646833644283,0.18562704992214513,292,66,nan,nan,0,,True,True,elhigh-ellow
p0519,ellow-radnear-az315,elhigh-radnear-az090,0.45298843486245893,0.6829844669294267,0.7087579340755247,0.27834927940285153,0.3417464009985519,68,32,0.3417464009985519,0.31004784020070175,0.27834927940285153,0.11124203386390702,0.14294059466175718,0.1746391554596074,281,72,nan,nan,0,,True,True,elhigh-ellow
p0520,ellow-radnear-az315,elhigh-radnear-az135,0.45678083197218816,0.6803272745910248,0.7078042425997386,0.27834927940285153,0.3320552452601486,68,46,0.3320552452601486,0.30520226233150005,0.27834927940285153,0.12472558671203954,0.1515785696406881,0.17843155256933663,277,72,nan,nan,0,,True,True,elhigh-ellow
p0521,ellow-radnear-az315,elhigh-radnear-az180,0.47108900376370694,0.696931941670638,0.7234605817532764,0.27834927940285153,0.3395650145085634,68,35,0.3395650145085634,0.3089571469557075,0.27834927940285153,0.13152398925514353,0.16213185680799946,0.1927397243608554,286,64,nan,nan,0,,True,True,elhigh-ellow
p0522,ellow-radnear-az315,elhigh-radnear-az225,0.4599870226580189,0.6829058917700832,0.7085491404759804,0.27834927940285153,0.3440784937220457,68,28,0.3440784937220457,0.31121388656244864,0.27834927940285153,0.1159085289359732,0.14877313609557025,0.18163774325516735,271,74,nan,nan,0,,True,True,elhigh-ellow
p0523,ellow-radnear-az315,elhigh-radnear-az270,0.449004425518261,0.678011294985581,0.707718223695449,0.27834927940285153,0.3216859159930162,68,49,0.3216859159930162,0.3000175976979339,0.27834927940285153,0.12731850952524476,0.14898682782032707,0.17065514611540944,283,68,nan,nan,0,,True,True,elhigh-ellow
p0524,ellow-radnear-az315,elhigh-radnear-az315,0.4524275616371099,0.6825201128379048,0.7100429140769553,0.27834927940285153,0.3361849875189326,68,41,0.3361849875189326,0.3072671334608921,0.27834927940285153,0.11624257411817729,0.14516042817621783,0.17407828223425836,280,72,nan,nan,0,,True,True,elhigh-ellow
p0525,ellow-radnear-az315,elhigh-radmid-az000,0.4650200818172509,0.6942755060794742,0.7219738723584193,0.27834927940285153,0.3459669579749205,68,27,0.3459669579749205,0.312158118688886,0.27834927940285153,0.11905312384233041,0.15286196312836492,0.18667080241439937,277,61,nan,nan,0,,True,True,elhigh-ellow
p0526,ellow-radnear-az315,elhigh-radmid-az045,0.474271060691044,0.6985991833886754,0.721975744672169,0.27834927940285153,0.35969234721512794,68,18,0.35969234721512794,0.31902081330898974,0.27834927940285153,0.11457871347591608,0.15525024738205428,0.1959217812881925,287,64,nan,nan,0,,True,True,elhigh-ellow
p0527,ellow-radnear-az315,elhigh-radmid-az090,0.4683688342549435,0.6928846281495333,0.7191164835865814,0.27834927940285153,0.3545783681398182,68,21,0.3545783681398182,0.31646382377133486,0.27834927940285153,0.11379046611512533,0.15190501048360866,0.190019554852092,281,66,nan,nan,0,,True,True,elhigh-ellow
p0528,ellow-radnear-az315,elhigh-radmid-az135,0.46153512060771956,0.6933286934388936,0.7205068111108829,0.27834927940285153,0.3434079473811069,68,30,0.3434079473811069,0.3108786133919792,0.27834927940285153,0.11812717322661265,0.15065650721574037,0.18318584120486803,281,70,nan,nan,0,,True,True,elhigh-ellow
p0529,ellow-radnear-az315,elhigh-radmid-az180,0.4718763655592221,0.6985743926462721,0.7275945408855649,0.27834927940285153,0.35560303382831304,68,19,0.35560303382831304,0.3169761566155823,0.27834927940285153,0.11627333173090904,0.15490020894363976,0.19352708615637054,276,75,nan,nan,0,,True,True,elhigh-ellow
p0530,ellow-radnear-az315,elhigh-radmid-az225,0.47253553191484526,0.7001538008035871,0.7259391304838324,0.27834927940285153,0.33765850732244423,68,36,0.33765850732244423,0.3080038933626479,0.27834927940285153,0.13487702459240103,0.16453163855219738,0.19418625251199373,270,75,nan,nan,0,,True,True,elhigh-ellow
p0531,ellow-radnear-az315,elhigh-radmid-az270,0.46617437836412245,0.6949444907221023,0.7210574297006151,0.27834927940285153,0.33467761382312017,68,43,0.33467761382312017,0.30651344661298585,0.27834927940285153,0.1314967645410023,0.1596609317511366,0.18782509896127092,287,67,nan,nan,0,,True,True,elhigh-ellow
p0532,ellow-radnear-az315,elhigh-radmid-az315,0.4568865380141504,0.6891654029778456,0.7172891696829794,0.27834927940285153,0.3357774895562401,68,42,0.3357774895562401,0.30706338447954584,0.27834927940285153,0.12110904845791032,0.14982315353460457,0.17853725861129888,290,67,nan,nan,0,,True,True,elhigh-ellow
p0533,ellow-radnear-az315,elhigh-radfar-az000,0.4652067656981052,0.6969181724630409,0.7241918637589517,0.27834927940285153,0.33999633482078295,68,33,0.33999633482078295,0.30917280711181727,0.27834927940285153,0.12521043087732225,0.15603395858628794,0.18685748629525367,294,58,nan,nan,0,,True,True,elhigh-ellow
p0534,ellow-radnear-az315,elhigh-radfar-az045,0.47431831173929867,0.7026267592034934,0.728954811563369,0.27834927940285153,0.3517406582248309,68,24,0.3517406582248309,0.31504496881384125,0.27834927940285153,0.12257765351446775,0.15927334292545742,0.19596903233644714,263,79,nan,nan,0,,True,True,elhigh-ellow
p0535,ellow-radnear-az315,elhigh-radfar-az090,0.471531316652297,0.7008512722479445,0.727130027652223,0.27834927940285153,0.33715840306367034,68,39,0.33715840306367034,0.30775384123326094,0.27834927940285153,0.13437291358862663,0.16377747541903603,0.19318203724944544,287,65,nan,nan,0,,True,True,elhigh-ellow
p0536,ellow-radnear-az315,elhigh-radfar-az135,0.4604081255082501,0.6950144591208338,0.7216024325664749,0.27834927940285153,0.35443982782283306,68,22,0.35443982782283306,0.3163945536128423,0.27834927940285153,0.10596829768541705,0.1440135718954078,0.18205884610539858,293,63,nan,nan,0,,True,True,elhigh-ellow
p0537,ellow-radnear-az315,elhigh-radfar-az180,0.4703480440989262,0.7020707497830005,0.727971771681201,0.27834927940285153,0.3435612602938729,68,29,0.3435612602938729,0.3109552698483622,0.27834927940285153,0.12678678380505332,0.15939277425056403,0.1919987646960747,287,69,nan,nan,0,,True,True,elhigh-ellow
p0538,ellow-radnear-az315,elhigh-radfar-az225,0.4834842375520213,0.7068418317484619,0.7315944303313365,0.27834927940285153,0.3330930922222578,68,45,0.3330930922222578,0.3057211858125547,0.27834927940285153,0.1503911453297635,0.1777630517394666,0.20513495814916977,290,64,nan,nan,0,,True,True,elhigh-ellow
p0539,ellow-radnear-az315,elhigh-radfar-az270,0.4622683472763983,0.6925015470624474,0.7226536946540243,0.27834927940285153,0.3342499000230558,68,44,0.3342499000230558,0.3062995897129537,0.27834927940285153,0.1280184472533425,0.15596875756344464,0.18391906787354678,284,67,nan,nan,0,,True,True,elhigh-ellow
p0540,ellow-radnear-az315,elhigh-radfar-az315,0.4523543309146744,0.6843573068587383,0.7149771954905254,0.27834927940285153,0.3370014455332844,68,40,0.3370014455332844,0.307675362468068,0.27834927940285153,0.11535288538138999,0.14467896844660644,0.17400505151182288,284,67,nan,nan,0,,True,True,elhigh-ellow
p0541,ellow-radmid-az000,ellow-radmid-az045,0.30071907911481033,0.5030891558194686,0.5596592815613414,0.31117612143053364,0.30014263000222136,51,58,0.31117612143053364,0.30565937571637747,0.30014263000222136,-0.010457042315723308,-0.00494029660156714,0.0005764491125889726,290,52,nan,nan,0,,False,False,ellow-ellow
p0542,ellow-radmid-az000,ellow-radmid-az090,0.2954776832486996,0.48865482544823974,0.5464268573146888,0.31117612143053364,0.29891069134571624,51,59,0.31117612143053364,0.30504340638812494,0.29891069134571624,-0.01569843818183403,-0.00956572313942533,-0.003433008097016632,294,53,nan,nan,0,,False,False,ellow-ellow
p0543,ellow-radmid-az000,ellow-radmid-az135,0.2986246279279329,0.4897876402364683,0.5454383460594052,0.31117612143053364,0.27777266742978585,51,69,0.31117612143053364,0.29447439443015977,0.27777266742978585,-0.012551493502600763,0.004150233497773104,0.020851960498147026,293,56,nan,nan,0,,False,True,ellow-ellow
p0544,ellow-radmid-az000,ellow-radmid-az180,0.33050222511445077,0.5346181980625029,0.586755481996293,0.31117612143053364,0.33089890701803604,51,47,0.33089890701803604,0.32103751422428484,0.31117612143053364,-0.000396681903585272,0.009464710890165928,0.01932610368391713,299,59,nan,nan,0,,False,True,ellow-ellow
p0545,ellow-radmid-az000,ellow-radmid-az225,0.33609827990214725,0.5498006321173032,0.6033956175087933,0.31117612143053364,0.3003457176956631,51,57,0.31117612143053364,0.30576091956309837,0.3003457176956631,0.02492215847161361,0.03033736033904888,0.03575256220648415,302,48,nan,nan,0,,True,True,ellow-ellow
p0546,ellow-radmid-az000,ellow-radmid-az270,0.3337184279819884,0.5371766736074094,0.5876362198101287,0.31117612143053364,0.31427159279864797,51,50,0.31427159279864797,0.31272385711459083,0.31117612143053364,0.01944683518334045,0.02099457086739759,0.022542306551454783,289,64,nan,nan,0,,True,True,ellow-ellow
p0547,ellow-radmid-az000,ellow-radmid-az315,0.2900765496697533,0.4692645213198636,0.531400477260717,0.31117612143053364,0.2748397286931444,51,71,0.31117612143053364,0.29300792506183904,0.2748397286931444,-0.02109957176078031,-0.002931375392085711,0.015236820976608945,299,47,nan,nan,0,,False,False,ellow-ellow
p0548,ellow-radmid-az000,ellow-radfar-az000,0.2982729314685531,0.5044488474274187,0.555786109869862,0.31117612143053364,0.2817460140742008,51,67,0.31117612143053364,0.29646106775236725,0.2817460140742008,-0.012903189961980532,0.0018118637161858575,0.016526917394352303,283,57,nan,nan,0,,False,True,ellow-ellow
p0549,ellow-radmid-az000,ellow-radfar-az045,0.32370377450122845,0.5445263111198337,0.5997922199397996,0.31117612143053364,0.30519005759179973,51,55,0.31117612143053364,0.3081830895111667,0.30519005759179973,0.01252765307069481,0.015520684990061762,0.018513716909428712,295,62,nan,nan,0,,True,True,ellow-ellow
p0550,ellow-radmid-az000,ellow-radfar-az090,0.317749038643723,0.5371801236648442,0.5922386739576534,0.31117612143053364,0.3072999780629998,51,54,0.31117612143053364,0.3092380497467667,0.3072999780629998,0.0065729172131893665,0.008510988896956284,0.010449060580723202,287,64,nan,nan,0,,True,True,ellow-ellow
p0551,ellow-radmid-az000,ellow-radfar-az135,0.3331695896252064,0.5494090705016809,0.6010340632199791,0.31117612143053364,0.28205091366265594,51,66,0.31117612143053364,0.2966135175465948,0.28205091366265594,0.02199346819467274,0.03655607207861156,0.05111867596255043,292,51,nan,nan,0,,True,True,ellow-ellow
p0552,ellow-radmid-az000,ellow-radfar-az180,0.3252844363916242,0.5354479493067635,0.5832604627349933,0.31117612143053364,0.3013082995025368,51,56,0.31117612143053364,0.3062422104665352,0.3013082995025368,0.014108314961090551,0.019042225925088974,0.023976136889087396,292,62,nan,nan,0,,True,True,ellow-ellow
p0553,ellow-radmid-az000,ellow-radfar-az225,0.3113432218993917,0.5208363102166482,0.5808776959140523,0.31117612143053364,0.28484504258501964,51,64,0.31117612143053364,0.29801058200777664,0.28484504258501964,0.00016710046885803909,0.013332639891615039,0.02649817931437204,288,61,nan,nan,0,,True,True,ellow-ellow
p0554,ellow-radmid-az000,ellow-radfar-az270,0.34460391393027623,0.5535520751385296,0.6065763068504935,0.31117612143053364,0.30958469798239646,51,53,0.31117612143053364,0.3103804097064651,0.30958469798239646,0.03342779249974259,0.03422350422381115,0.03501921594787977,284,63,nan,nan,0,,True,True,ellow-ellow
p0555,ellow-radmid-az000,ellow-radfar-az315,0.31442723566678993,0.5210816073667771,0.5721222018976828,0.31117612143053364,0.27594677444659244,51,70,0.31117612143053364,0.29356144793856304,0.27594677444659244,0.0032511142362562917,0.020865787728226892,0.03848046122019749,296,55,nan,nan,0,,True,True,ellow-ellow
p0556,ellow-radmid-az000,elmid-radnear-az000,0.4736822458163422,0.7056767344458629,0.7314914906734724,0.31117612143053364,0.35517090007794966,51,20,0.35517090007794966,0.3331735107542416,0.31117612143053364,0.11851134573839256,0.1405087350621006,0.16250612438580858,295,63,nan,nan,0,,True,True,ellow-elmid
p0557,ellow-radmid-az000,elmid-radnear-az045,0.47341806228608463,0.703831071001418,0.728604264345421,0.31117612143053364,0.3542262604718849,51,23,0.3542262604718849,0.33270119095120926,0.31117612143053364,0.11919180181419975,0.14071687133487537,0.162241940855551,285,62,nan,nan,0,,True,True,ellow-elmid
p0558,ellow-radmid-az000,elmid-radnear-az090,0.4729400066680445,0.7002306584147656,0.7246454736569748,0.31117612143053364,0.3373441618464497,51,37,0.3373441618464497,0.3242601416384917,0.31117612143053364,0.13559584482159476,0.14867986502955277,0.16176388523751084,297,51,nan,nan,0,,True,True,ellow-elmid
p0559,ellow-radmid-az000,elmid-radnear-az135,0.4737465744498,0.7022303021250461,0.7261763772125913,0.31117612143053364,0.34220636476623056,51,31,0.34220636476623056,0.3266912430983821,0.31117612143053364,0.13154020968356944,0.1470553313514179,0.16257045301926637,289,47,nan,nan,0,,True,True,ellow-elmid
p0560,ellow-radmid-az000,elmid-radnear-az180,0.46949590630990523,0.6911133714574014,0.7192385685308886,0.31117612143053364,0.3511704098620124,51,25,0.3511704098620124,0.33117326564627303,0.31117612143053364,0.11832549644789281,0.1383226406636322,0.1583197848793716,291,56,nan,nan,0,,True,True,ellow-elmid
p0561,ellow-radmid-az000,elmid-radnear-az225,0.47660881925736104,0.709467965952411,0.7334223139720873,0.31117612143053364,0.36478026048785717,51,17,0.36478026048785717,0.3379781909591954,0.31117612143053364,0.11182855876950387,0.13863062829816564,0.1654326978268274,293,61,nan,nan,0,,True,True,ellow-elmid
p0562,ellow-radmid-az000,elmid-radnear-az270,0.4735352649988797,0.701228717605207,0.7269431698292934,0.31117612143053364,0.3473214946568377,51,26,0.3473214946568377,0.32924880804368567,0.31117612143053364,0.126213770342042,0.14428645695519404,0.16235914356834608,281,55,nan,nan,0,,True,True,ellow-elmid
p0563,ellow-radmid-az000,elmid-radnear-az315,0.4681684525229615,0.6971657856058604,0.724035086851189,0.31117612143053364,0.3398194147983978,51,34,0.3398194147983978,0.32549776811446574,0.31117612143053364,0.12834903772456374,0.14267068440849578,0.15699233109242788,289,57,nan,nan,0,,True,True,ellow-elmid
p0564,ellow-radmid-az000,elmid-radmid-az000,0.4773548356714061,0.7136708161867887,0.7376273453429822,0.31117612143053364,0.40109184962731287,51,5,0.40109184962731287,0.3561339855289233,0.31117612143053364,0.0762629860440932,0.1212208501424828,0.16617871424087244,285,52,nan,nan,0,,True,True,ellow-elmid
p0565,ellow-radmid-az000,elmid-radmid-az045,0.48605371551276705,0.7190897028790774,0.7410589087866795,0.31117612143053364,0.41641372706811924,51,1,0.41641372706811924,0.36379492424932647,0.31117612143053364,0.0696399884446478,0.12225879126344058,0.1748775940822334,282,62,nan,nan,0,,True,True,ellow-elmid
p0566,ellow-radmid-az000,elmid-radmid-az090,0.4878983768065956,0.7192394575338125,0.7422192073393369,0.31117612143053364,0.39457841386323705,51,8,0.39457841386323705,0.3528772676468853,0.31117612143053364,0.09331996294335854,0.13502110915971027,0.17672225537606195,287,63,nan,nan,0,,True,True,ellow-elmid
p0567,ellow-radmid-az000,elmid-radmid-az135,0.47355230292123507,0.7060863549454384,0.7310510182261073,0.31117612143053364,0.3855787851950759,51,15,0.3855787851950759,0.3483774533128048,0.31117612143053364,0.08797351772615919,0.12517484960843028,0.16237618149070143,294,65,nan,nan,0,,True,True,ellow-elmid
p0568,ellow-radmid-az000,elmid-radmid-az180,0.4833506917844025,0.7133796964371535,0.7380591174229668,0.31117612143053364,0.3920347270865256,51,10,0.3920347270865256,0.3516054242585296,0.31117612143053364,0.0913159646978769,0.1317452675258729,0.17217457035386885,296,52,nan,nan,0,,True,True,ellow-elmid
p0569,ellow-radmid-az000,elmid-radmid-az225,0.4957698038530213,0.7252476613685452,0.74782767355684,0.31117612143053364,0.4035228167038699,51,2,0.4035228167038699,0.3573494690672018,0.31117612143053364,0.09224698714915136,0.1384203347858195,0.18459368242248764,298,59,nan,nan,0,,True,True,ellow-elmid
p0570,ellow-radmid-az000,elmid-radmid-az270,0.4846085343891707,0.7188110680135535,0.7409770798784443,0.31117612143053364,0.40315190191972006,51,3,0.40315190191972006,0.35716401167512685,0.31117612143053364,0.08145663246945062,0.12744452271404383,0.17343241295863704,285,54,nan,nan,0,,True,True,ellow-elmid
p0571,ellow-radmid-az000,elmid-radmid-az315,0.4791713967564945,0.7088896300296023,0.7351551434109725,0.31117612143053364,0.38855085122315813,51,13,0.38855085122315813,0.3498634863268459,0.31117612143053364,0.09062054553333637,0.12930791042964862,0.16799527532596087,293,57,nan,nan,0,,True,True,ellow-elmid
p0572,ellow-radmid-az000,elmid-radfar-az000,0.4710732312386818,0.7084380115424299,0.7350520894714058,0.31117612143053364,0.3883653697649618,51,14,0.3883653697649618,0.3497707455977477,0.31117612143053364,0.08270786147372,0.1213024856409341,0.15989710980814814,296,56,nan,nan,0,,True,True,ellow-elmid
p0573,ellow-radmid-az000,elmid-radfar-az045,0.47643089618598633,0.7073959664073525,0.7338583229699077,0.31117612143053364,0.3904277067982496,51,12,0.3904277067982496,0.35080191411439166,0.31117612143053364,0.08600318938773671,0.12562898207159467,0.1652547747554527,286,63,nan,nan,0,,True,True,ellow-elmid
p0574,ellow-radmid-az000,elmid-radfar-az090,0.4835171538295833,0.7140043827460718,0.7386677625388954,0.31117612143053364,0.4031096513417022,51,4,0.4031096513417022,0.3571428863861179,0.31117612143053364,0.08040750248788114,0.12637426744346542,0.1723410323990497,286,64,nan,nan,0,,True,True,ellow-elmid
p0575,ellow-radmid-az000,elmid-radfar-az135,0.4712314061560445,0.7087370496797775,0.7376896663408005,0.31117612143053364,0.3906639225147944,51,11,0.3906639225147944,0.35092002197266403,0.31117612143053364,0.08056748364125005,0.12031138418338044,0.16005528472551084,293,55,nan,nan,0,,True,True,ellow-elmid
p0576,ellow-radmid-az000,elmid-radfar-az180,0.48061361312632883,0.7117788804732638,0.740015562431157,0.31117612143053364,0.39775345373611054,51,7,0.39775345373611054,0.3544647875833221,0.31117612143053364,0.08286015939021829,0.12614882554300672,0.1694374916957952,298,55,nan,nan,0,,True,True,ellow-elmid
p0577,ellow-radmid-az000,elmid-radfar-az225,0.48186143908203105,0.7108170778867965,0.7394512334314077,0.31117612143053364,0.40094783670068784,51,6,0.40094783670068784,0.35606197906561077,0.31117612143053364,0.08091360238134321,0.12579946001642028,0.17068531765149741,280,63,nan,nan,0,,True,True,ellow-elmid
p0578,ellow-radmid-az000,elmid-radfar-az270,0.47718068675669184,0.7074656638718199,0.7349681677987614,0.31117612143053364,0.39259913412484276,51,9,0.39259913412484276,0.35188762777768823,0.31117612143053364,0.08458155263184908,0.1252930589790036,0.1660045653261582,292,61,nan,nan,0,,True,True,ellow-elmid
p0579,ellow-radmid-az000,elmid-radfar-az315,0.4682063998714668,0.6993944304097144,0.7267857352804963,0.31117612143053364,0.38032179073567957,51,16,0.38032179073567957,0.34574895608310663,0.31117612143053364,0.08788460913578722,0.12245744378836015,0.15703027844093315,295,58,nan,nan,0,,True,True,ellow-elmid
p0580,ellow-radmid-az000,elhigh-radnear-az000,0.46220759482370044,0.6982115521397145,0.7264563866544378,0.31117612143053364,0.3287976256874326,51,48,0.3287976256874326,0.31998687355898314,0.31117612143053364,0.13340996913626785,0.1422207212647173,0.1510314733931668,288,57,nan,nan,0,,True,True,elhigh-ellow
p0581,ellow-radmid-az000,elhigh-radnear-az045,0.4722043683019146,0.7070893122592526,0.7319319630468992,0.31117612143053364,0.3372504425742561,51,38,0.3372504425742561,0.32421328200239485,0.31117612143053364,0.13495392572765846,0.14799108629951974,0.16102824687138095,299,57,nan,nan,0,,True,True,elhigh-ellow
p0582,ellow-radmid-az000,elhigh-radnear-az090,0.4682990932361047,0.6946777377122803,0.7200971253959652,0.31117612143053364,0.3417464009985519,51,32,0.3417464009985519,0.3264612612145428,0.31117612143053364,0.12655269223755278,0.14183783202156192,0.15712297180557105,288,63,nan,nan,0,,True,True,elhigh-ellow
p0583,ellow-radmid-az000,elhigh-radnear-az135,0.46154986907115675,0.6966014594496948,0.7241364644787923,0.31117612143053364,0.3320552452601486,51,46,0.3320552452601486,0.32161568334534113,0.31117612143053364,0.12949462381100812,0.13993418572581562,0.1503737476406231,284,63,nan,nan,0,,True,True,elhigh-ellow
p0584,ellow-radmid-az000,elhigh-radnear-az180,0.4661613385400003,0.6914717935631411,0.7214623399426447,0.31117612143053364,0.3395650145085634,51,35,0.3395650145085634,0.32537056796954855,0.31117612143053364,0.1265963240314369,0.14079077057045175,0.15498521710946667,293,55,nan,nan,0,,True,True,elhigh-ellow
p0585,ellow-radmid-az000,elhigh-radnear-az225,0.4716668581940696,0.7042044492617352,0.7300577313046738,0.31117612143053364,0.3440784937220457,51,28,0.3440784937220457,0.32762730757628966,0.31117612143053364,0.12758836447202393,0.14403955061777995,0.16049073676353598,278,65,nan,nan,0,,True,True,elhigh-ellow
p0586,ellow-radmid-az000,elhigh-radnear-az270,0.4700466865516008,0.700272549521288,0.7269962670465699,0.31117612143053364,0.3216859159930162,51,49,0.3216859159930162,0.3164310187117749,0.31117612143053364,0.1483607705585846,0.1536156678398259,0.15887056512106718,290,59,nan,nan,0,,True,True,elhigh-ellow
p0587,ellow-radmid-az000,elhigh-radnear-az315,0.4640607401779486,0.6950288714403339,0.7219877096262727,0.31117612143053364,0.3361849875189326,51,41,0.3361849875189326,0.3236805544747331,0.31117612143053364,0.12787575265901602,0.14038018570321553,0.152884618747415,287,63,nan,nan,0,,True,True,elhigh-ellow
p0588,ellow-radmid-az000,elhigh-radmid-az000,0.47082685055760753,0.7051436198945327,0.732181809426106,0.31117612143053364,0.3459669579749205,51,27,0.3459669579749205,0.32857153970272707,0.31117612143053364,0.12485989258268704,0.14225531085488047,0.1596507291270739,284,52,nan,nan,0,,True,True,elhigh-ellow
p0589,ellow-radmid-az000,elhigh-radmid-az045,0.47786367235459565,0.7099644764445531,0.7341977183080504,0.31117612143053364,0.35969234721512794,51,18,0.35969234721512794,0.3354342343228308,0.31117612143053364,0.11817132513946771,0.14242943803176483,0.166687550924062,294,55,nan,nan,0,,True,True,elhigh-ellow
p0590,ellow-radmid-az000,elhigh-radmid-az090,0.47309653026064136,0.7070887696360666,0.7328925430512706,0.31117612143053364,0.3545783681398182,51,21,0.3545783681398182,0.3328772447851759,0.31117612143053364,0.11851816212082317,0.14021928547546547,0.16192040883010772,288,57,nan,nan,0,,True,True,elhigh-ellow
p0591,ellow-radmid-az000,elhigh-radmid-az135,0.47782631078157806,0.708144352185836,0.7331617219513284,0.31117612143053364,0.3434079473811069,51,30,0.3434079473811069,0.3272920344058203,0.31117612143053364,0.13441836340047114,0.15053427637575778,0.16665018935104442,288,61,nan,nan,0,,True,True,elhigh-ellow
p0592,ellow-radmid-az000,elhigh-radmid-az180,0.47406640489788443,0.7046365918683477,0.731585914139952,0.31117612143053364,0.35560303382831304,51,19,0.35560303382831304,0.33338957762942334,0.31117612143053364,0.11846337106957139,0.1406768272684611,0.1628902834673508,283,66,nan,nan,0,,True,True,elhigh-ellow
p0593,ellow-radmid-az000,elhigh-radmid-az225,0.4869773036756311,0.712584596827285,0.73743624412461,0.31117612143053364,0.33765850732244423,51,36,0.33765850732244423,0.3244173143764889,0.31117612143053364,0.14931879635318684,0.16255998929914217,0.17580118224509744,277,66,nan,nan,0,,True,True,elhigh-ellow
p0594,ellow-radmid-az000,elhigh-radmid-az270,0.479309623331633,0.709406549528142,0.7340778764122989,0.31117612143053364,0.33467761382312017,51,43,0.33467761382312017,0.3229268676268269,0.31117612143053364,0.14463200950851285,0.15638275570480614,0.16813350190109938,294,58,nan,nan,0,,True,True,elhigh-ellow
p0595,ellow-radmid-az000,elhigh-radmid-az315,0.47123177924905846,0.7040310753014584,0.7316883419841442,0.31117612143053364,0.3357774895562401,51,42,0.3357774895562401,0.32347680549338687,0.31117612143053364,0.13545428969281836,0.1477549737556716,0.16005565781852482,297,58,nan,nan,0,,True,True,elhigh-ellow
p0596,ellow-radmid-az000,elhigh-radfar-az000,0.4679087546592885,0.7078329219094163,0.7341090754933872,0.31117612143053364,0.33999633482078295,51,33,0.33999633482078295,0.3255862281256583,0.31117612143053364,0.12791241983850554,0.1423225265336302,0.15673263322875486,301,49,nan,nan,0,,True,True,elhigh-ellow
p0597,ellow-radmid-az000,elhigh-radfar-az045,0.48308213512918863,0.7168250589107429,0.7402238323339981,0.31117612143053364,0.3517406582248309,51,24,0.3517406582248309,0.3314583898276823,0.31117612143053364,0.1313414769043577,0.15162374530150635,0.171906013698655,270,70,nan,nan,0,,True,True,elhigh-ellow
p0598,ellow-radmid-az000,elhigh-radfar-az090,0.4798725697363803,0.7102539577074712,0.7337106778038575,0.31117612143053364,0.33715840306367034,51,39,0.33715840306367034,0.324167262247102,0.31117612143053364,0.14271416667270997,0.1557053074892783,0.16869644830584668,294,56,nan,nan,0,,True,True,elhigh-ellow
p0599,ellow-radmid-az000,elhigh-radfar-az135,0.47231845195355354,0.7042384415003758,0.7313845481641243,0.31117612143053364,0.35443982782283306,51,22,0.35443982782283306,0.3328079746266833,0.31117612143053364,0.11787862413072048,0.13951047732687022,0.1611423305230199,300,54,nan,nan,0,,True,True,elhigh-ellow
p0600,ellow-radmid-az000,elhigh-radfar-az180,0.47841469619221316,0.7096268262154604,0.7352861414928029,0.31117612143053364,0.3435612602938729,51,29,0.3435612602938729,0.32736869086220327,0.31117612143053364,0.13485343589834026,0.1510460053300099,0.16723857476167953,294,60,nan,nan,0,,True,True,elhigh-ellow
p0601,ellow-radmid-az000,elhigh-radfar-az225,0.48603066863093414,0.715043905507305,0.7390213447484069,0.31117612143053364,0.3330930922222578,51,45,0.3330930922222578,0.3221346068263957,0.31117612143053364,0.15293757640867633,0.16389606180453842,0.1748545472004005,297,55,nan,nan,0,,True,True,elhigh-ellow
p0602,ellow-radmid-az000,elhigh-radfar-az270,0.4782523234298959,0.7062189628868356,0.7317020415409035,0.31117612143053364,0.3342499000230558,51,44,0.3342499000230558,0.3227130107267947,0.31117612143053364,0.14400242340684005,0.15553931270310117,0.16707620199936224,291,58,nan,nan,0,,True,True,elhigh-ellow
