group,target_class,subset_name,player_count,subset_scene_count,complete_subset_scene_count,max_views_seen_in_any_subset_scene,grand_value_all_players,empty_coalition_value,selected_viewpoints,selected_ring_ids,selected_azimuths,top_viewpoint,top_player_index,top_shapley_value,second_viewpoint,second_player_index,second_shapley_value,top_minus_second_shapley_gap,top_singleton_viewpoint,top_singleton_player_index,top_singleton_value,top_singleton_best_addition_player_index,top_singleton_best_addition_viewpoint,top_singleton_best_addition_delta,top_singleton_expanded_members,top_singleton_expanded_value,best_pair_members,best_pair_value,best_pair_best_addition_player_index,best_pair_best_addition_viewpoint,best_pair_best_addition_delta,best_pair_expanded_members,best_pair_expanded_value
overall,all,perimeter_same_az225,8,147,0,6,0.8996729253945198,0.0,ellow-radnear-az225 | ellow-radmid-az225 | ellow-radfar-az225 | elmid-radnear-az225 | elmid-radfar-az225 | elhigh-radnear-az225 | elhigh-radmid-az225 | elhigh-radfar-az225,ellow-radnear | ellow-radmid | ellow-radfar | elmid-radnear | elmid-radfar | elhigh-radnear | elhigh-radmid | elhigh-radfar,az225 | az225 | az225 | az225 | az225 | az225 | az225 | az225,elhigh-radmid-az225,7,0.14588252245318603,ellow-radnear-az225,1,0.13027122609872901,0.015611296354457016,ellow-radnear-az225,1,0.23075995515040143,7,elhigh-radmid-az225,0.18740335651811663,ellow-radnear-az225 + elhigh-radmid-az225,0.41816331166851806,ellow-radnear-az225 + elhigh-radmid-az225,0.41816331166851806,5,elmid-radfar-az225,0.15122720760923236,ellow-radnear-az225 + elmid-radfar-az225 + elhigh-radmid-az225,0.5693905192777504
